Unnamed: 0,No.,Title,Artist(s),lyrics,genres
27,28,"""Baby Don't Forget My Number""",Milli Vanilli,"12 ContributorsBaby Don’t Forget My Number Lyrics“Baby Don’t Forget My Number” is a song by German dance-pop group Milli Vanilli. It was released in December 1988 as the second U.S. single release from their album Girl You Know It’s True. It became the… Read More Okay
Okay, Eddie
This one's for you
Baby, don't be shy
When you're holding my hand
'Cause as time goes by
You got to understand it's you
(Can I dance with you?)
Ba-ba-ba-baby, in your eyes
I see it so clearly that our love is so strong
And you'll never go wrong
(Eddie) I do the best for you
So when you're in doubt
And you're needing someone
Baby, call my line, call me anytime
(Eddie) I'll be there for you (you, you)
I've been searching high (high, high)
I've been searching low (low, low)
Ba-ba-ba-ba, ba-ba-ba-ba-baby
Don't forget my number
Ba-ba-ba-ba, ba-ba-ba-ba-baby
Love is stronger than thunder
Ba-ba-ba-ba, ba-ba-ba-ba-baby
Don't forget my number
Love will see you through

I've been searching high
I've been searching low
Wanna spend my life with you
Ba-ba-ba-ba ba, ba-ba-ba-ba ba ba
Ba-ba-ba-ba ba, love will see you through
Ba-ba-ba-baby, in your eyes
I see it so clearly that our love is so strong
And you'll never go wrong
(Eddie) I do the best for you
So when you're in doubt
And you're needing someone
Baby, call my line, call me anytime
(Eddie) I'll be there for you (you, you)
I've been searching high
I've been searching low
Ba-ba-ba-ba, ba-ba-ba-ba-baby
Don't forget my number
Ba-ba-ba-ba, ba-ba-ba-ba-baby
Love is stronger than thunder
Ba-ba-ba-ba, ba-ba-ba-ba-baby
Don't forget my number
Love will see you through

I've been searching high
I've been searching low
Wanna spend my life with you
Ba-ba-ba-ba ba, ba-ba-ba-ba ba ba
Ba-ba-ba-ba ba, can I dance with you?
Ba-ba-ba-ba ba, ba-ba-ba-ba ba ba
Ba-ba-ba-ba ba, love will see you through
Baby (baby, baby)
Love is stronger than thunder
Ba-ba-ba-ba, ba-ba-ba-ba-baby (baby)
Don't forget my number (number)
Love will see you through
Is Eddie okay?
I don't know","pop, 80s, german, rnb, Hip-Hop"
28,29,"""Toy Soldiers""",Martika,"31 ContributorsToy Soldiers Lyrics“Toy Soldiers” was the second single from Martika’s debut album. It became her first and only number one hit, topping the Billboard Hot 100 for two weeks in July of 1989.
Martika wrote the song about a… Read More 
Step by step, heart to heart
Left, right, left, we all fall down
Like toy soldiers

It wasn't my intention to mislead you
It never should have been this way
What can I say?
It's true, I did extend the invitation
I never knew how long you'd stay

When you hear temptation call
It's your heart that takes, takes the fall
(Won't you come out and play with me?)

Step by step, heart to heart (Heart to heart)
Left, right, left, we all fall down (All fall down)
Like toy soldiers
Bit by bit (Bit by bit), torn apart (Torn apart)
We never win but the battle wages on
For toy soldiers

It's getting hard to wake up in the morning
My head is spinning constantly
How can it be?
How could I be so blind to this addiction?
If I don't stop, the next one is gonna be me

Only emptiness remains
It replaces all, all the pain
(Won't you come out and play with me?)

Step by step, heart to heart (Heart to heart)
Left, right, left, we all fall down (All fall down)
Like toy soldiers
Bit by bit (Bit by bit), torn apart (Torn apart)
We never win but the battle wages on
For toy soldiers


We never win
Ah

Only emptiness remains (Oh-oh)
It replaces all, all the pain
(Won't you come out and play with me?)

Step by step, heart to heart (Heart to heart)
Left, right, left, we all fall down (All fall down)
Like toy soldiers
Bit by bit (Bit by bit), torn apart (Torn apart)
We never win but the battle wages on (Wages on)
For toy soldiers (On, on, on, on)
Step by step (Oh), heart to heart (Heart to heart)
Left, right, left, we all fall down (All fall down, all fall down) (All fall down)
Like toy soldiers (Oh)
Bit by bit (Bit by bit), torn apart (Torn apart)
We never win but the battle wages on
For toy soldiers","pop, 80s, female vocalists, dance, martika"
29,30,"""Forever Your Girl""",Paula Abdul,"9 ContributorsForever Your Girl LyricsForever Your Girl topped the Billboard Hot 100 for 2 weeks in May of 1989, making it Paula Abdul’s second number-one hit at the time.
The music video is memorable for featuring actor Elijah Wood when he was… Read More 
Hey baby
You gotta remember
I'm forever your girl
And baby, forever and ever and ever
(You know I am)

Baby, pick your head up (Head up)
Come on and look me in the face
'Cause I can tell that somethin' is bringin' you down
(Why are you down?)
Is it the rumour that another boy wants to take your place?
(I hear he's after your heart)
Have you been hearin' the stories? They're goin' around
(All of my friends are talkin')

Baby, just remember I gave you my heart
Ain't no one gonna tear us apart
He could promise the moon and the stars above
Even if he promised me the world

Just remember I'm forever your girl
He could promise the world
You gotta remember
I'm forever your girl

Honey, listen to me (To me)
Your love is all I need
You should know that I don't need nothin' that money can buy
(It's no lie)
So if a boy were to come along
And try to make me leave you
(Girl, I'd go out of my mind)
There'd be no need to worry
I'm tellin' you why
(I need to hear that you really love me)

Baby, don't you know that I love ya?
And I'd never put nobody above ya
He could promise the moon and the stars above
Even if he promised me the world

Just remember I'm forever your girl
He could promise the world
You gotta remember
I'm forever your girl

I'm forever your baby
Just remember I'm forever your girl
He could promise the world
Hey baby, just remember
I'm forever your girl

When the mountains crumble into the sea
That's the day someone'll come between you and me
Baby, just remember I gave you my heart
(Tell me) Ain't no one gonna tear us apart
Baby, he could promise me diamonds
Even if he promised me pearls
Honey, you know I ain't lyin'
Listen as I tell it to the world
Just remember, baby, remember
Just remember

Baby, forever and ever and ever
We'll be together
I'm forever your girl
Baby, forever and ever and ever
We'll be together
I'm forever your girl
Baby, forever and ever and ever
We'll be together
I'm forever your girl

Hey baby, he could promise the world
Girl, you know I love you
And I always will (Hey baby)
If we live 'til forever
I'll be lovin' you
I'll be lovin' you still
Just remember
I'm forever your girl
Forever your girl
Just remember
I'm forever your girl","pop, 80s, female vocalists, dance, 90s"
30,31,"""The Living Years""",Mike + The Mechanics,"23 ContributorsThe Living Years Lyrics
Every generation
Blames the one before
And all of their frustrations
Come beating on your door
I know that I'm a prisoner to all my father held so dear
I know that I'm a hostage, to all his hopes and fears
I just wish I could have told him in the living years
Crumpled bits of paper
Filled with imperfect thought
Stilted conversations
I'm afraid that's all we've got
You say you just don't see it
He says it's perfect sense
You just can't get agreement
In this present tense
We all talk a different language
Talking in defence

Say it loud (say it loud)
Say it clear (say it clear)
You can listen as well as you hear
It's too late (It's too late)
When we die (oh, when we die)
To admit we don't see eye to eye

So we open up a quarrel
Between the present and the past
We only sacrifice the future
It's the bitterness that lasts
So don't yield to the fortunes
You sometimes see as fate
It may have a new perspective
On a different day
And if you don't give up, and don't give in
You may just be okay

Say it loud (say it loud)
Say it clear (say it clear)
You can listen as well as you hear
It's too late (It's too late)
When we die (oh, when we die)
To admit we don't see eye to eye

I wasn't there that morning
When my father passed away
I didn't get to tell him
All the things I had to say

I think I caught his spirit
Later that same year
I'm sure I heard his echo
In my baby's new born tears
I just wish I could have told him
In the living years

Say it loud (say it loud)
Say it clear (say it clear)
You can listen as well as you hear
It's too late (It's too late)
When we die (oh, when we die)
To admit we don't see eye to eye","80s, rock, pop, classic rock, Progressive rock"
31,32,"""Eternal Flame""",The Bangles,"35 ContributorsTranslationsDeutschEternal Flame LyricsLead singer Susanna Hoffs teamed up with one of the great pop songwriters of the 80s and 90s, Billy Steinberg, to write the perfect finale to The Bangles' career.  With this song and “Walk Like an Egyptian”… Read More 
Close your eyes, give me your hand, darling
Do you feel my heart beating?
Do you understand?
Do you feel the same?
Am I only dreaming?
Is this burning an eternal flame?

I believe it's meant to be, darling
I watch you when you are sleeping
You belong with me
Do you feel the same?
Am I only dreaming?
Or is this burning (Burning) an eternal (Eternal) flame?

Say my name
Sun shines through the rain
A whole life so lonely
And then come and ease the pain
I don't wanna lose this feelin', oh

Say my name
Sun shines through the rain
A whole life so lonely
And then come and ease the pain
I don't wanna lose this feelin', oh

Close your eyes, give me your hand
Do you feel my heart beating?
Do you understand?
Do you feel the same?
Am I only dreaming?
Or is this burning an eternal flame?

Close your eyes, give me your hand, darling
Do you feel my heart beating?
Do you understand?
Do you feel the same?
Am I only dreaming? Ah
Is this burning an eternal flame?
Close your eyes, give me your hand, darling
Do you feel my heart beating?
Do you understand? (Do you understand?)
Do you feel the same?
Am I only dreaming? Ah
An eternal flame

Close your eyes, give me your hand, darling (Ah-ah)
Do you feel my heart beating? (Ah-ah)
Do you understand? (Do you understand?)
Do you feel the same? (Eh)
Am I only dreaming? Ah
Is this burning an eternal flame?
Close your eyes, give me your hand, darling","pop, 80s, female vocalists, new wave, rock"
32,33,"""Wild Thing""",Tone Loc,"25 ContributorsWild Thing Lyrics“Wild Thing” was the first platinum-certified rap song in America and is credited for “demolish(ing) the barrier between hip-hop and the mainstream”. It reached #1 in New Zealand, #2 in the US, #4 in The… Read More 
Let's do it

Workin' all week 9 to 5 for my money
So when the weekend comes I go get live with the honey
Rollin' down the street I saw this girl and she was pumpin'
I winked my eye she got into the ride, went to a club, was jumpin'
Introduce myself as Loc she said ""You're a liar""
I said ""I got it goin' on baby doll and I'm on fire""
Took her to the hotel she said ""You're the king?""
I said ""Be my queen if you know what I mean and let us do the wild thing""

Wild thing
Wild thing

Shoppin' at the mall looking for some gear to buy
I saw this girl she cool rocked my world and I had to adjust my fly
She looked at me and smiled and said ""You have plans for the night?""
I said ""Hopefully if things go well I'll be with you tonight""
So we journeyed to her house one thing led to another
I keyed the door we cold hit the floor looked up and it was her mother
I didn't know what to say I was hanging by a string
She said ""Hey you two I was once like you and I liked to do the wild thing""

Wild thing
She loved to do the wild thing
Wild thing
Please baby baby please

Posse in effect, hangin' out is always hype
And when me and the crew leave the shindig I want a girl who's just my type
Saw this luscious little frame, I ain't lyin' fellas she was fine
The sweet young miss cold gave me a kiss and I knew that she was mine
Took her to the limousine still parked outside
I tipped the chauffeur when it was over and I gave her my own ride
Couldn't get her off my jock she was like static cling
But that's what happens when bodies start slappin' from doin' the wild thing

Wild thing
She wanna do the wild thing
Please baby baby please


Wild thing

Doin' a little show at the local discotheque
This fine young chick was on my jock so I say what the heck
She wanted to come on stage and do her little dance
So I said chill for now but maybe later you'll get your chance
So when the show was finished I took her around the way
And what do you know she was good to go without a word to say
We was all alone and she said, ""Tone, let me tell you one thing
I need $50 to make you holler, I get paid to do the wild thing""

Say what?
Yo love, you must be kidding
You're walkin' babe
Just break out of here
Hasta la vista, baby
Wild thing","Hip-Hop, rap, 90s, hip hop, funk"
33,34,"""When I See You Smile""",Bad English,"16 ContributorsWhen I See You Smile Lyrics
Sometimes, I wonder how I'd ever make it through
Through this world without havin' you
I just wouldn't have a clue
'Cause sometimes it seems like this world is closin' in on me
And there's no way of breakin' free
And then I see you reach for me

Sometimes I wanna give up, wanna give in
I wanna quit the fight
And then I see you baby, and everything's alright
Everything's alright

When I see you smile
I can face the world, oh
You know I can do anything
When I see you smile
See a ray of light, oh
See it shinin' right through the rain
When I see you smile
Baby, when I see you smile at me
Oh yeah

Baby, there's nothin' in this world that could ever do
What a touch of your hand can do
It's like nothin' that I ever knew, hey

And when the rain is fallin', I don't feel it
'Cause you're here with me now
And one look at ya, baby, is all I'll ever need
It's all I'll ever need

When I see you smile
I can face the world, oh
You know I can do anything
When I see you smile
I see a ray of light, oh
I see it shinin' right through the rain
When I see you smile, baby
Baby, when I see you smile at me

Sometimes I wanna give up, I wanna give in
I wanna quit the fight
Then one look at you, baby
And everything's alright, hey
Everything's alright, so right


When I see you smile
I can face the world, oh
You know I can do anything, yeah
When I see you smile
I see a ray of light, oh
I see it shinin' right through the rain, yeah

When I see you smile
Yeah, I can face the world, oh
You know, I can do anything now
When I see you smile, oh yeah
Baby, when I see you smile
Smile at me","hard rock, 80s, rock, classic rock, hair metal"
34,35,"""If I Could Turn Back Time""",Cher,"37 ContributorsIf I Could Turn Back Time Lyrics“If I Could Turn Back Time” was included on Cher’s nineteenth studio album, Heart of Stone. The song was released on June 1, 1989 as the second North American and first European single release from the album.… Read More 
If I could turn back time
If I could find a way
I'd take back those words that've hurt you and you'd stay

I don't know why I did the things I did
I don't know why I said the things I said
Pride's like a knife, it can cut deep inside
Words are like weapons, they wound sometimes

I didn't really mean to hurt you
I didn't wanna see you go
I know I made you cry, but baby

If I could turn back time, if I could find a way
I'd take back those words that've hurt you, you'd stay
If I could reach the stars, I'd give 'em all to you
Then you'd love me, love me, like you used to do
If I could turn back time

My world was shattered, I was torn apart
Like someone took a knife and drove it deep in my heart
When you walked out that door I swore that I didn't care
But I lost everything, darlin', then and there

Too strong to tell you I was sorry
Too proud to tell you I was wrong
I know that I was blind and darlin'

If I could turn back time, if I could find a way
I'd take back those words that've hurt you and you'd stay
If I could reach the stars, I'd give 'em all to you
Then you'd love me, love me, like you used to do

If I could turn back time
(If I could turn back time)
If I could turn back time
(If I could turn back time)
If I could turn back time
Oh, baby

I didn't really mean to hurt you
I didn't wanna see you go
I know I made you cry, but

If I could turn back time, if I could find a way
I'd take back those words that hurt you
If I could reach the stars, I'd give 'em all to you
Then you'd love me, love me, like you used to do
If I could turn back time, if I could find a way
And maybe, maybe, maybe you'd stay
If I could reach the stars","pop, female vocalists, 80s, dance, rock"
35,36,"""Buffalo Stance""",Neneh Cherry,"31 ContributorsBuffalo Stance Lyrics“Buffalo Stance” is Swedish rapper/singer Neneh Cherry’s debut and breakout single. The song reached the top 10 in eleven countries worldwide, including peaking at #3 in the UK in late 1988, and #3 again in… Read More 
(Gigolo) Will you stop the **** scratching and gimme a beat?
Ouch!
Ladies and gentlemen, I'd like to introduce the hi-hat
Go on, mmm, that's good!
Now the tambourine, right now!
Mmm, whoo, yeah, DJ!

Who's that gigolo on the street
With his hands in his pockets and his crocodile feet?
Hanging off the curb, looking all disturbed
Ask the boys from home, they all came running
They were making noise, manhandling toys
There's the girls on the block with the nasty curls
Wearing padded bras, sucking beers through straws
Dropping down their drawers, where did you get yours? (Gigolo)

Huh, sucka? (Gigolo, gigolo)
Huh, sucka? (Gigolo)

Who's looking good today?
Who's looking good in every way?
No style rookie
You better watch, don't mess with me

No moneyman can win my love
It's sweetness that I'm thinking of
We always hang in a buffalo stance
We do the dive every time we dance
I'll give you love, baby, not romance
I'll make a move, nothing left to chance
So don't you get fresh with me

Get funky
Yeah, Timmy
Tell it like it is!
Check out this DJ

So you say you wanted money but you know it's never funny
When your shoes worn through and there's a rumble in your tummy
But you had to have style, get a gold tooth smile
Put a girl on the corner so you can make a pile
Committed a crime and went inside
It was coming your way but you had to survive
When you lost your babe, you lost the race
Now you're looking at me to take her place

Who's looking good today?
Who's looking good in ever way?
No style rookie
You better watch, don't mess with me

No moneyman can win my love
It's sweetness that I'm thinking of
We always hang in a buffalo stance
We do the dive every time we dance
I'll give you love, baby, not romance
I'll make a move, nothing left to chance
So don't you get fresh with me

Smokin', not cokin'
Get funky, sax

Looking good, hangin' with the Wild Bunch
Looking good in a buffalo stance
Looking good when it comes to the crunch
Looking good's a state of mind
State of mind, don't look behind you
State of mind or you'll be dead
State of mind, may I remind you?
Bomb the Bass, rock this place!

What is he like?
What's he like anyway?
Yo, man, what do you expect?
The guy's a gigolo, man
You know I mean?

No moneyman can win my love
It's sweetness that I'm thinking of
We always hang in a buffalo stance
We do the dive every time we dance
I'll give you love, baby, not romance
I'll make a move, nothing left to chance
So don't you get fresh with me
No moneyman can win my love
It's sweetness that I'm thinking of
We always hang in a buffalo stance
We do the dive every time we dance
I'll give you love, baby, not romance
I'll make a move, nothing left to chance
So don't you get fresh with me

Wind on my face, sound in my ears
Water from my eyes, and you on my mind
As I sink, diving down deep
Deeper into your soul


No moneyman can win my love
It's sweetness that I'm thinking of
No moneyman can win my love
It's sweetness that I'm thinking of
No moneyman can win my love
No moneyman can win my love
No moneyman can win my love
No moneyman can win my love
No moneyman","pop, soul, female vocalists, Hip-Hop, swedish"
36,37,"""When I'm with You""",Sheriff,"10 ContributorsWhen I’m With You Lyrics“When I’m With You” was written by Sherrif’s keyboardist Arnold Lanni after meeting & falling in love with Valeri Brown.
The song first charted on the Billboard Hot 100 in 1983, peaking at #61. Due to the… Read More I never needed love
Like I need you
And I never lived for nobody
But I live for you
Oooh, babe
Lost in love is what
I feel when I'm with you
Maybe it's the way you touch me
With the warmth of a sun
Maybe it's the way you smile
I come all undone
Oooh, babe
Lost in love is what
I feel when I'm with you
Baby, ooh, I get chills
When I'm with you, oh
Oh, baby, my world stands still
When I'm with you
When I'm with you
I never cared for nobody
Like I care for you
And I never wanted
To share the things I want to share with you

Oooh, babe
Lost in love is what
I feel when I'm with you
Baby, ooh
I get chills
When I'm with you, oh...
Oh, baby, my world stands still
When I'm with you
When I'm with you
Whoa, oh, oh.....
Baby, ooh
I get chills
When I'm with you, oh...
Oh, baby, my world stands still
When I'm with you
When I'm with you
When I'm with you","hard rock, rock, hair metal, AOR, 80s"
37,38,"""Don't Rush Me""",Taylor Dayne,"8 ContributorsDon’t Rush Me Lyrics
Red roses and temptation
You make the most of an iffy situation
I'm weighing my decision
Who's to say if it's love or if it isn't?

Only time will tell
Just how well I'll get to know you
Don't mean to lead you on
But I want to take it slowly, slowly

So don't rush me
I've made that mistake before, oh-ah
Don't rush me
This love could be so much more
It's well worth waiting for

Desire can mean danger
I want a lover, not another stranger
I'm saving all my passion
Who's to say if it's love or just attraction?

Only time will tell
Just how well I'll get to know you
Don't mean to lead you on
But I want to take it slowly, slowly

So don't rush me
I've made that mistake before, oh-ah
Don't rush me
This love could be so much more
It's well worth waiting
Don't rush me
I've made that mistake before, oh-ah
Don't rush me
This love could be so much more
It's well worth waiting

And my resistance is weakening, weakening
Every time we touch
'Cause baby, you've got everything, everything
That I've been dreamin' of


So don't rush me
I've made that mistake before, oh-ah
Don't rush me
This love could be so much more
It's well worth waiting

Don't rush me
I've made that mistake before, oh, oh, no-no-no-no
Don't rush me
This love could be so much more, yeah, yeah
Don't rush me
I've made that mistake before
Don't rush me
I've made that mistake before
Don't rush me
This love could be so much more
Don't rush me
I've made that mistake before","pop, 80s, female vocalists, dance, american"
38,39,"""Born to Be My Baby""",Bon Jovi,"21 ContributorsTranslationsPortuguêsBorn to Be My Baby Lyrics
Two, three, four!
(Na-na-na-na, na-na-na)
(Na na-na na-na)
(Na-na-na-na, na-na-na)
(Na na-na na-na)
(Na-na-na-na, na-na-na)
(Na na-na na-na)

Rainy night and we worked all day
We both got jobs 'cause there's bills to pay
But we got something they can't take away
Our love, our lives
Close the door, leave the cold outside
I don't need nothin' when I'm by your side
We got somethin' that'll never die
Our dreams, our pride

My heart beats like a drum (All night)
Flesh to flesh, one to one (And it's alright)
And I'll never let go 'cause there's somethin' I know deep inside

You were born to be my baby
Baby, I was made to be your man
We got somethin' to believe in
Even if we don't know where we stand
Only God would know the reasons
But I bet He must've had a plan
'Cause you were born to be my baby
And baby, I was made to be your man

Light a candle, blow the world away
Table for two on a TV tray
It ain't fancy, baby, that's okay
Our time, our way
So hold me close, better hang on tight
Buckle up, baby, it's a bumpy ride
Two kids hitchin' down the road of life
Our world, our fight

If we stand side by side (All night)
There's a chance we'll get by (And it's alright)
And I'll know that you'll live in my heart 'til the day that I die

'Cause you were born to be my baby
And baby, I was made to be your man
We got somethin' to believe in
Even if we don't know where we stand
Only God would know the reasons
But I bet He must've had a plan
'Cause you were born to be my baby
And baby, I was made to be your man


And heart beats like a drum (All night)
Flesh to flesh, one to one (And it's alright)
And I'll never let go, there's somethin' I know deep inside

You were born to be my baby
Baby, I was made to be your man
We got something to believe in
Even if we don't know where we stand
Only God would know the reasons
But I bet He must've had a plan
'Cause you were born to be my baby
And baby, I was made to be your man
You were born to be my baby
And baby, I was made to be your man

(Na-na-na-na, na-na-na)
(Na na-na na-na) Uh-huh
(Na-na-na-na, na-na-na)
(Na na-na na-na)
(Na-na-na-na, na-na-na)
(Na na-na na-na)
(Na-na-na-na, na-na-na)
(Na na-na na-na)
(Na-na-na-na, na-na-na)
(Na na-na na-na)
(Na-na-na-na, na-na-na)
(Na na-na na-na)
(Na-na-na-na, na-na-na)
(Na na-na na-na)
(Na-na-na-na, na-na-na)
(Na na-na na-na)","rock, hard rock, classic rock, 80s, hair metal"
39,40,"""Good Thing""",Fine Young Cannibals,"9 ContributorsGood Thing Lyrics
The one good thing in my life
Has gone away and I don't know why
She's gone away, I don't know where
Somewhere I cannot follow her

The one good thing didn't stay too long (Hey, hey, hey, woo-hoo-hoo-hoo)
My back was turned and she was gone (Hey, hey, hey)

Good thing, where have you gone? (Do, do-do-do)
My good thing, you've been gone too long (Good thing, do, do, do-do-do)

People say I should forget
There's plenty more, don't get upset
People say she's doing fine
Mutual friends I see sometimes

That's not what I want to hear (Hey, hey, hey, woo-hoo-hoo-hoo)
I want to hear she wants me near (Hey, hey, hey)

Good thing, where have you gone? (Do, do-do-do)
My good thing, you've been gone too long (Good thing, do, do, do-do-do)

Good thing


Then one day, she came back
I was so happy that I didn't ask
Morning came into my room (Hey, hey, hey, woo-hoo-hoo-hoo)
Caught me dreaming like a fool (Hey, hey, hey)

Good thing, ah-ah-ah, my good thing (Do, do-do-do)
My, my, my, my good thing, where have you gone? (Good thing, do, do, do-do-do)
My good thing, mhm, my good thing (Do, do-do-do)
Good thing, good thing, where have you gone? (Good thing, do, do, do-do-do)
It's been so long, good God, girl (Do, do-do-do, good thing)
Good God, girl, good God, girl (Do, do-do-do, good thing)
Good God (Do, do-do-do, good thing)
Good God, girl (Do, do-do-do)
Well, good God, girl","80s, new wave, pop, british, rock"
40,41,"""The Lover in Me""",Sheena Easton,"8 ContributorsThe Lover in Me Lyrics
Talk about the love you're missing
Maybe then it's true when they say love is blind
I can help you if you listen
I can make you feel good if you just let me try

If everlasting love is what you're waiting for
Then that time for you, it just has arrived
So here I am, come walk right through my door
And be loved for the rest of your life

If you talk about good loving
Let's talk about the lover in me (shoo-doo-wop)
So don't go talk about no other
Just talk about the lover in me (shoo-doo-wop)

I can give you all the loving
But I gotta know that you're there to receive
I can be your only woman
But I gotta feel that I'm all that you need

I'll be your everything and I can give you so much more
And I'll never leave you lonely at night
So here I am, come walk right through my door
And be loved for the rest of your life

If you talk about good loving (ooh)
Let's talk about the lover in me
Talk about the lover (shoo-doo-wop)
The lover in me, yeah
Don't go talk about no other (no other)
Just talk about the lover in me (shoo-doo-wop)
If you talk about good loving
Let's talk about the lover in me (shoo-doo-wop)
So don't go talk about no other
Just talk about the lover in me (shoo-doo-wop)

If you talk about and dream about
And think about your lover
Don't talk about or dream about
Or think about no other
Don't run around all over town
Searching for some other
The love we found won't let us down
Let's talk about the lover

I'll be your everything and I can give you so much more
And I'll never leave you lonely at night
So here I am, come walk right through my door
And be loved for the rest of your life

If you talk about good loving (ooh)
Let's talk about the lover in me
Talk about, talk about, oh (shoo-doo-wop)
Don't go talk about no other
Just talk about the lover in me, yeah (shoo-doo-wop)

Oh-oh, if you talk about and dream about
And think about your lover
Don't talk about or think about
Or dream about no other
Don't run around all over town
Just searching for some other
This love we found won't let us down
Let's talk about the lover in me

If you talk about good loving
Let's talk about the lover in me
Talk about the lover
The lover, the lover in me (shoo-doo-wop)
Don't talk about no other (oh-oh)
Just talk about the lover in me
Baby, won't you talk about the lover in me? (shoo-doo-wop)

If you talk about and dream about
And think about your lover
Don't talk about or think about
Or dream about no other
Don't run around all over town
Just searching for some other
This love we found won't let us down
Let's talk about the lover in me
If you talk about good loving
Let's talk about the lover in me
Don't dream about it (shoo-doo-wop)
Don't dream about it","pop, 80s, female vocalists, Scottish, sheena easton"
41,42,"""Bust a Move""",Young MC,"66 ContributorsBust a Move LyricsThis song chronicles the misadventures of a young lad who attracts women like a magnet everywhere he goes without even trying—yet he just cannot close the deal. All he needs is a little encouragement from… Read More 
Bust it

This here's a jam for all the fellas
Tryin' to do what those ladies tell us
Get shot down cause ya overzealous
Play hard to get, females get jealous
Okay smarty, go to a party
Girls are scantily clad and showin' body
A chick walks by, you wish you could sex her
But you're standing on the wall like you was Poindexter
Next day's function, high class luncheon
Food is served and you're stone-cold munchin'
Music comes on, people start to dance
But then you ate so much, you nearly split your pants
A girl starts walking, guys start gawking
Sits down next to you and starts talking
Says she wants to dance 'cause she likes to groove
So come on, fatso, and just bust a move

Ah, ha, yeah, ha
Ah, ha, yeah, ha (Just bust a move)
Aha, yeah, aha, yeah
Ah, ha, yeah, ha, ha

You're on a mission and you're wishin'
Someone could cure your lonely condition
Lookin' for love in all the wrong places
No fine girls, just ugly faces
From frustration, first inclination
Is to become a monk and leave the situation
But every dark tunnel has a light of hope
So don't hang yourself with a celibate rope
New movie's showin', so you're goin'
Couldn't care less about the five you're blowin'
Theater gets dark just to start the show
Then ya spot a fine woman sittin' in your row
She's dressed in yellow, she says, ""Hello
Come sit next to me, you fine fellow""
You run over there without a second to lose
And what comes next? Hey, bust a move

You want it, you got it
You want it, baby, you got it (Just bust a move)
You want it, you got it
You want it, baby, you got it

In the city, ladies look pretty
Guys tell jokes so they can seem witty
Tell a funny joke just to get some play
Then you try to make a move and she says, ""No way""
Girls are fakin', goodness sakin'
They want a man who brings home the bacon
Got no money and you got no car
Then you got no woman and there you are
Some girls are sadistic, materialistic
Lookin' for a man makes them opportunistic
They're lyin' on the beach perpetrating a tan
So that a brother with money can be their man
So on the beach you're strollin', real high rollin'
Everything you have is yours and not stolen
A girl runs up with somethin' to prove
So don't just stand there, bust a move

You want it, you got it, uh
You want it, baby, you got it (Just bust a move), ah
You want it, uh, you got it, ah
You want it, baby, you got it, yeah

Break it down for me fellas

Ha-ah, hey, yeah, hey
Ooh, uh, hey, yeah
Ooh, uh, hey, yeah
Hey, uh, uh, uh

Your best friend Harry has a brother Larry
In five days from now, he's gonna marry
He's hopin' you can make it there if you can
'Cause in the ceremony, you'll be the best man
You say, ""neat-o"", check your libido
And roll to the church in your new tuxedo
The bride walks down just to start the wedding
And there's one more girl you won't be getting
So you start thinkin', then you start blinking
A bridesmaid looks and thinks that you're winking
She thinks you're kinda cute, so she winks back
And now you're feelin' really firm 'cause the girl is stacked
Reception's jumpin', bass is pumpin'
Look at the girl and your heart starts thumpin'
Says she wanna dance to a different groove
Now you know what to do, G, bust a move

You want it, you got it, ah
You want it, baby, you got it (Just bust a move), ah
You want it, uh, you got it, ah
You want it, baby, you got it (Move it, boy)
Ah, ha, ha, hey
Ah, ha, yeah, ha
Aha, yeah, aha, yeah
Ah, ha, hey, yeah","Hip-Hop, rap, old school, hip hop, 80s"
42,43,"""Once Bitten, Twice Shy""",Great White,"20 ContributorsOnce Bitten, Twice Shy Lyrics
Well, the times are getting hard for you, little girl
I'm a-humming and a-strumming all over God's world
You can't remember when you got your last meal
And you don't know just how a woman feels

You didn't know what rock and roll was
Until you met my drummer on a grey tour bus
I got there in the nick of time
Before he got his hands across your state line

Now, it's the middle of the night on the open road
And the heater don't work, and it's oh, so cold
You're looking tired, you're looking kind of beat
The rhythm of the street sure knocks you off your feet

You didn't know how rock and roll looked
Until you caught your sister with the guys from the group
Half-way home in the parking lot
By the look in her eye, she was giving what she got

My, my, my, I'm once bitten, twice shy, baby
My, my, my, I'm once bitten, twice shy, baby
My, my, my, I'm once bitten, twice shy, baby

Woman, you're a mess, going to die in your sleep
There's blood on my amp and my Les Paul's beat
Can't keep you home, you're messing around
My best friend told me you're the best lick in town

You didn't know that rock and roll burned
So, you bought a candle and you lived and you learned
You got the rhythm, you got the speed
Mama's little baby likes it short and sweet

My, my, my, I'm once bitten, twice shy, baby
My, my, my, I'm once bitten, twice shy, baby
My, my, my, I'm once bitten, twice shy, baby

I didn't know you had a rock and roll record
Until I saw your picture on another guy's jacket
You told me I was the only one
But look at you now, it's dark as it's dumb

My, my, my, I'm once bitten, twice shy, baby
My, my, my, I'm once bitten, twice shy, baby
My, my, my, I'm once bitten, twice shy, baby
My, my, my, I'm once bitten, twice shy, baby

So shy, so shy, so shy, so shy
So shy, so shy, so shy, so shy","hard rock, hair metal, classic rock, rock, blues rock"
