Unnamed: 0,No.,Title,Artist(s),lyrics,genres
44,45,"""How 'Bout Us""",Champaign,"9 ContributorsHow ’Bout Us Lyrics“How ‘Bout Us” is the title track from Champaign’s debut album.
The song was originally released in 1975 by an earlier incarnation of the group, the Water Brothers Band.
The song peaked at #12 on the… Read More (Ooh, ooh-ooh-ooh, ooh) Mmm-hmm-hmm, hmm-hmm
(Ooh-ooh-ooh, ooh, ooh-ooh-ooh, ooh)
(Some people are made for each other)
(Some people can love one another for life)
(How 'bout us?)
(Some people can hold it together)
(Last through all kind of weather)
Can't we?
(Ooh, ooh-ooh-ooh, ooh) Mmm-hmm-hmm, hmm-hmm
(Ooh-ooh-ooh, ooh, ooh-ooh-ooh, ooh)
Now, don't you get me wrong (What you sayin' to me, baby?)
'Cause I'm not tryin' now to end it all (Let's start something new)
It's just that I have seen (What have you seen?)
Too many lovers' hearts lose their dreams (We won't lose it)
(Some people are made for each other)
(Some people can love one another for life)
(How 'bout us?)
(Some people can hold it together)
(Last through all kind of weather)
Can't we?
(How 'bout us, how 'bout us, baby?)
(How 'bout us, how 'bout us, baby?) Baby
(How 'bout us, how 'bout us, baby?)

Are we gonna make it, girl?
Or are we gonna drift and drift and drift together?
(Some people are made for each other)
(Some people can love one another for life)
(How 'bout us?) How 'bout us, baby?
(Some people can hold it together) Some people can hold it together
How 'bout us?
Some people (Some people are made for each other)
(Some people can love one another for life)
Some people can love one another for life (How 'bout us?)
How 'bout us, baby?
(Some people can hold it together) Some people can hold it together...","soul, 80s, funk, rnb, adult contemporary"
45,46,"""Hit Me with Your Best Shot""",Pat Benatar,"28 ContributorsHit Me with Your Best Shot LyricsPat Benatar’s 1980 first top 10 single, achieving Gold record status.
A direct challenge to a hurtful lover, without any hint of self depreciation.
A true feminist statement.

You're the real tough cookie with a long history
Of breaking little hearts like the one in me
That's okay, let's see how you do it
Put up your dukes, let's get down to it

Hit me with your best shot
Why don't you hit me with your best shot?
Hit me with your best shot
Fire away

You come on with it, come on, you don't fight fair
That's okay, see if I care
Knock me down, it's all in vain
I get right back on my feet again

Hit me with your best shot
Why don't you hit me with your best shot?
Hit me with your best shot
Fire away


Well, you're the real tough cookie with a long history
Of breaking little hearts like the one in me
Before I put another notch in my lipstick case
You better make sure you put me in my place

Hit me with your best shot
C'mon, hit me with your best shot
Hit me with your best shot
Fire away

Hit me with your best shot
Why don't you hit me with your best shot?
Hit me with your best shot
Fire away","rock, 80s, female vocalists, classic rock, pop"
46,47,"""The Breakup Song (They Don't Write 'Em)""",The Greg Kihn Band,"13 ContributorsThe Breakup Song (They Don’t Write ’Em) Lyrics
We had broken up for good just an hour before
Ah ah ah, ah ah ah ah ah
And now I'm staring at the bodies as they're dancing 'cross the floor
Ah ah ah, ah ah ah ah ah
And then the band slowed the tempo and the music took me down
Ah ah ah, ah ah ah ah ah
It was the same old song, with a melancholy sound
Ah ah ah, ah ah ah ah ah

They don't write 'em like that anymore
They just don't write 'em like that anymore

We'd been living together for a million years
Ah ah ah, ah ah ah ah ah
But now it feels so strange out in the atmospheres
Ah ah ah, ah ah ah ah ah
And then the jukebox plays a song I used to know
Ah ah ah, ah ah ah ah ah
And now I'm staring at the bodies as they're dancing so slow
Ah ah ah, ah ah ah ah ah

They don't write 'em like that anymore
They don't write 'em like that anymore
Oh

Hey
Now I wind up staring at an empty glass
Ah ah ah, ah ah ah ah ah
'Cause it's so easy to say that you'll forget your past
Ah ah ah, ah ah ah ah ah

They don't write 'em like that anymore, no
They just don't write 'em like that anymore
They don't write 'em like that anymore
They just don't write 'em like that anymore

They just don't, no, they don't
No, no, uh-uh","rock, new wave, 80s, classic rock, 80's"
47,48,"""Time""",The Alan Parsons Project,"16 ContributorsTime Lyrics
Time, flowin' like a river
Time, beckoning me
Who knows when we shall meet again?
If ever
But time keeps flowin' like a river
To the sea

Goodbye, my love
Maybe for forever
Goodbye, my love
The tide waits for me
Who knows when we shall meet again?
If ever
But time keeps flowin' like a river (On and on)
To the sea, to the sea

'Til it's gone forever
Gone forever
Gone forevermore

Goodbye, my friends
(Goodbye, my love; now I'm asleep)
Maybe for forever
Goodbye, my friends
(Who knows where we shall meet again?)
The stars wait for me
Who knows where we shall meet again?
If ever
But time keeps flowin' like a river (On and on)
To the sea, to the sea

'Til it's gone forever
Gone forever
Gone forevermore

Forevermore
Forevermore
Forevermore","Progressive rock, classic rock, rock, 80s, electronic"
48,49,"""Hungry Heart""",Bruce Springsteen,"42 ContributorsHungry Heart Lyrics“Hungry Heart” is the sixth song on The River and its lead single. It was also Springsteen’s first big hit on the Hot 100, peaking at #5 in December 1980. It also did well in Austria, Sweden and New Zealand… Read More 
Yeah!
Come on, go!

Got a wife and kids in Baltimore, Jack
I went out for a ride, and I never went back
Like a river that don't know where it's flowing
I took a wrong turn, and I just kept going

Everybody's got a hungry heart
Everybody's got a hungry heart
Lay down your money, and you play your part
Everybody's got a hungry heart
Uh-uh-uh

I met her in a Kingstown bar
We fell in love, I knew it had to end
We took what we had, and we ripped it apart
Now here I am down in Kingstown again

Everybody's got a hungry heart
Everybody's got a hungry heart
Lay down your money, and you play your part
Everybody's got a hu-hu-hungry heart

La, la, la, la-la
Oh, yeah
La, la, la, la-la

Everybody needs a place to rest
Everybody wants to have a home
Don't make no difference what nobody says
Ain't nobody like to be alone, well

Everybody's got a hungry heart
Everybody's got a hungry heart
Lay down your money and you play your part
Everybody's got a hu-hu-hungry heart

(Everybody's got a hungry heart) Oh, yeah
(Everybody's got a hungry heart) We've got a hu-hu-hungry heart
(Lay down your money and you play your part) Oh, yeah
(Everybody's got a hungry heart) Ooh, yeah
(Ahh, ahh, ahh) La-la-la-la-la-la-la
Ooh, yeah, yeah (Ahh, ahh, ahh)
La, la, la, la, la-la (Ahh, ahh, ahh)
Oh, yeah, mmm, mmm, mm-mmm, mmm (Ahh, ahh, ahh)
Oh (Ahh, ahh, ahh)","rock, classic rock, singer-songwriter, folk, 80s"
49,50,"""Sweetheart""",Franke and the Knockouts,"2 ContributorsSweetheart Lyrics
I know baby it's hard to be strong
Just take the good with the bad
And don't think you're alone
'Cause I know all your sad goodbyes
'Cause I've been there before
To help you dry your eyes

Sweetheart
Who love you from the start
Who treats you like a star
Oh sweetheart

Who loves you baby
Who loves you wrong or right
'Cause you're the spark in my life
Yeah day and night
And when trouble a-keeps knockin'
Down your door
Just call on me babe
And it won't be 'round no more

Sweetheart
Who love you from the start?
Yeah, baby
Who treats you like a star?
Oh-oh-oh-oh, sweetheart
Baby


Sweetheart, oh I know, yes I know
No matter how long
I'll be by your side
Singing this song

Sweetheart
Who loved you from the start?
Yeah, baby
Who treats you like a star?
Oh, sweetheart

You′re my sweetheart
(You'll always be my sweetheart)
Forever, and always (sweetheart)
Is gonna love your child (you'll always be my sweetheart)
Ah-oh, an′ I do, you know I do (my sweetheart)
Yeah, baby (you′ll always be my sweetheart)","AOR, rock, Home collection, 80s, pop"
50,51,"""Somebody's Knockin'""",Terri Gibbs,"4 ContributorsSomebody’s Knockin’ Lyrics“Somebody’s Knockin'” by Penney and Jerry Gillespie appears on the 1981 Terri Gibbs album of the same name.

No relation to the Gibb brothers of Bee Gee fame, Terri Gibbs has been blind from birth.  She won… Read More Somebody's knockin'
Should I let him in
Lord, it's the devil
Would you look at him
I've heard about him
But I never dreamed
He'd have blue eyes and blue jeans
Well somebody's talkin'
He's whispering to me
Your place or my place
Well, which will it be
I'm gettin' weaker
And he's comin' on strong
But I don't wanna go wrong
He must have tapped my telephone line
He must have known
I'm spendin' my time
Alone
He says we'll have one heavenly night
My fever's burnin'
So he ought be right at home
Somebody's knockin'
Should I let him in
Lord, it's the devil
Would you look at him
I've heard about him
But I never dreamed
He'd have blue eyes and blue jeans

He must have tapped my telephone line
He must have known
I'm spendin' my time
Alone
He says we'll have one heavenly night
My fever's burnin'
So he ought be right at home
Somebody's knockin'
(Somebody's knockin')
Oh, somebody's knockin'","country, 80s, cdbaby"
51,52,"""More Than I Can Say""",Leo Sayer,"8 ContributorsMore Than I Can Say Lyrics“More Than I Can Say” was originally sung by The Crickets in 1960. In 1980, Leo Sayer covered the song for his eighth album Living in a Fantasy.
It peaked at #2 on the Hot 100 in late 1980, kept from the top… Read More Whoa-ooh, whoa-ooh, yay, yay
I love you more than I can say
I'll love you twice as much tomorrow, whoa
Love you more than I can say
Whoa-ooh, whoa-ooh, yay, yay
I'll miss you every single day
Why must my life be filled with sorrow? Oh
Love you more than I can say
Oh, don't you know I need you so?
Oh, tell me please, I got to know
Do you mean to make me cry?
Am I just another guy?
Whoa-ooh, whoa-ooh, yay, yay
I miss you more than I can say
Why must my life be filled with sorrow? Oh, whoa
Love you more than I can say
Oh, don't you know I need you so?
So tell me please, I got to know
Do you mean to make me cry?
Am I just another guy?
Oh-ooh, oh-oh, yay, yay
I love you more than I can say
I'll love you twice as much tomorrow, whoa
Love you more than I can say
I love you more than I can say
I love you more than I can say, oh-ooh-oh

(Mmm, more than I can say)
I'll love you twice as much tomorrow
(Mmm, more than I can say)
I'll love you twice as much tomorrow
(Mmm, more than I can say)
I love you more than I can say
(Mmm, more than I can say)
I love you more than words can say
(Mmm, more than I can say)
I love you more than I can say","pop, 70s, singer-songwriter, oldies, 80s"
52,53,"""Together""",Tierra,"2 ContributorsTogether LyricsOh, we could be on a desert
Lost without a place to go
But we are so in love
In love with each other
That we wouldn't even know
(Oh-oh, I) I don't care (I don't care)
Any place anywhere (anywhere)
(Just as long) just as long
(We are there) as we are there
Baby, baby
(Together) together, baby
(Together) together, baby
(Baby, just)
Baby, just you and me, yeah
Whoooa, how happy we'll be, yeeeeah
Whoooa, we could be in poverty
With no one to lean a helping hand
But it's alright, (alright)
Alright I know
Because you always understand
(Oh-oh, I) I don't care (I don't care)
Any place anywhere (anywhere)
(Just as long) just as long
(We can share) as we share

Baby, baby
(Together) together, baby
(Together) together, baby
(Baby, just)
Baby, just you and me, yeah
Whoooa, how happy we'll be, yeeeeah

(Oh-oh, I) I don't care (I don't care)
Any place anywhere (anywhere)
(Just as long) just as long
(As we are there) as we are there
Baby, baby
(Together) together, baby
(Together) together, baby...
(Together) I want to live my whole life with you
'cause loving you gal was easy (together)
Wanting you gal was easy
(together)
Loving you gal
Loving you gal
Oh, I want you by my side (yeah, yeah)
""Girl I want you to sit back and close your eyes. Think about all those wonderful times that we used to have together. Now I know things aren't the way they used to be right now, but they are going to get better some day and I know that.""

And I remember (I remember)
When we used to play shoot'em up
(shoot'em up bang bang baby)
(Together) together, baby
(Together) together, baby
(Together) wanna live, wanna live, wanna live my life with you (baby)
Because I want you to be my wife you see (together)
Now give you everything, everything ....","latin, soul, american, 80s, rhythm and blues"
53,54,"""Too Much Time on My Hands""",Styx,"16 ContributorsToo Much Time on My Hands Lyrics“Too Much Time on My Hands” is the second song in the storyline of “Paradise Theatre”. It shows the beginning of the protagonist’s demise, as he lives life as an alcoholic as he will do anything just to get… Read More 
Yeah, I'm sitting on this barstool, talking like a damn fool
Got the twelve o'clock news blues
And I've given up hope for the afternoon soaps
And a bottle of cold brew

Is it any wonder I'm not crazy?
Is it any wonder I'm sane at all?

Well, I'm so tired of losing, I got nothing to do
And all day to do it
Well, I'd go out cruisin', but I've no place to go
And all night to get there

Is it any wonder I'm not a criminal?
Is it any wonder I'm not in jail?

Is it any wonder I've got too much time on my hands?
It's ticking away with my sanity
I've got too much time on my hands
It's hard to believe such a calamity
I've got too much time on my hands
And it's ticking away, ticking away from me

Too much time on my hands
(It's t-t-t-t-ticking away)
Too much time on my hands
(And I don't know what to do with myself)
Too much time on my hands

Too much time on my hands
Too much time on my hands
Too much time on my hands

Now, I'm a jet fuel genius - I can solve the world's problems
Without even trying
I got dozens of friends, and the fun never ends
That is, as long as I'm buying

Is it any wonder I'm not the president?
Is it any wonder I'm null and void?

Is it any wonder I've got too much time on my hands?
It's ticking away with my sanity
I've got too much time on my hands
It's hard to believe such a calamity
I got too much time on my hands
And it's ticking away, ticking away from me
Too much time on my hands
(T-t-t-t-ticking away)
Too much time on my hands
(And I don't know what to do with myself)
Too much time on my hands
Too much time on my hands
(T-t-t-t-ticking away)
Too much time on my hands
Too much time on my hands
(Too much time on my hands)
(Too much time on my)","classic rock, Progressive rock, rock, hard rock, 80s"
54,55,"""What Are We Doin' in Love""",Dottie West & Kenny Rogers,"4 ContributorsWhat Are We Doin’ in Love Lyrics
We're like summer and winter
We're not one bit alike
We're like satin and cinders
I'm definitely not your type

Well, then what are we doin' in love?
What are we doin' in a mess like this?
What are we doin' in love?
Why were you someone I couldn't resist?
What are we doin' in love?

We're like paper and matches
We'll probably have our share of fights
We're like roses and switches
It's gonna be hard but we've got to try

So what are we doin' in love?
What are we doin' in a mess like this?
What are we doin' in love?
And what are we gonna tell all our friends?

You don't have to like someone to love someone
That rule was made to be broken
But if we have to say goodbye to a life we've gotten used to
What are we doin' in love then?

We're like sun up and sun down
People say we're never gonna last
Like uptown and downtown
You like it slow, but I like it fast

What are we doin' in love?
What are we doin' in a mess like this?
What are we doin' in love?
What are we gonna tell all our friends?
What are we doin' in love?
What are we doin' in a mess like this?
What are we doin' in love?
You were just someone I couldn't resist

So that's what we're doin' in love",pop
55,56,"""Who's Crying Now""",Journey,"30 ContributorsWho’s Crying Now LyricsReleased in 1981 as the first single from Escape the song raced to #4 on Billboard’s Hot 100 and Mainstream Rock charts.
According to the website Songfacts,  the genesis of the song is explained in the liner… Read More 
It's been a mystery
And still they try to see
Why something good can hurt so bad
Caught on a one-way street
The taste of bittersweet
Love will survive somehow, some way

One love feeds the fire
One heart burns desire
Wonder who's crying now?
Two hearts born to run
Who'll be the lonely one?
Wonder who's crying now?

So many stormy nights
So many wrongs or rights
Neither could change their headstrong ways
And in a lover's rage
They tore another page
The fighting is worth the love they save

One love feeds the fire
One heart burns desire
Wonder who's crying now?
Two hearts born to run
Who'll be the lonely one?
Wonder who's crying now?

Only so many tears you can cry
'Til the heartache is over
And now you can say your love
Will never die
Whoa-ooh-whoa, ooh-whoa
Ooh-whoa, ooh-whoa

One love feeds the fire
One heart burns desire
Wonder who's crying now?
Two hearts born to run
Who will be the lonely one?
Wonder who's crying now?","classic rock, rock, hard rock, 80s, Progressive rock"
56,57,"""De Do Do Do, De Da Da Da""",The Police,"22 ContributorsTranslations日本語 (Japanese)De Do Do Do, De Da Da Da LyricsThe 1980 hit (both in the US and UK) that despite the nonsensical title, has very poetic lyrics to explain why simple lyrics are needed.

From the 1980 very successful album Zenyatta Mondatta which also… Read More 
Don't think me unkind
Words are hard to find
They're only cheques I've left unsigned
From the banks of chaos in my mind

And when their eloquence escapes me
Their logic ties me up and rapes me

De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
Their innocence will pull me through
De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
They're meaningless and all that's true

Poets, priests, and politicians
Have words to thank for their positions
Words that scream for your submission
And no one's jamming their transmission

'Cause when their eloquence escapes you
Their logic ties you up and rapes you

De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
Their innocence will pull me through
De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
They're meaningless and all that's true

De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
Their innocence will pull me through
De do do do, de da da da
Is all I want to say to you
De do do do, de da da da
They're meaningless and all that's true","rock, new wave, classic rock, 80s, pop"
57,58,"""This Little Girl""",Gary U.S. Bonds,"4 ContributorsThis Little Girl LyricsHere she comes walkin' down the stree-eet
You know she's walkin' just like she's walkin' to come and see me-ee
Oh she's so you-ou-ou-oung and she's so fi-ine
I know what's on your mind, know what you wanna do
But if you mess with her, I'm gonna mess with you
You better watch your step, You better stay in line
This little girl is mi-i-ine, Oh-oh this little girl is mi-i-ine
Oh-oh this little girl, this little girl, this little gir-irl is mi-ine
Oh-oh this little girl is mi-i-ine, Oh-oh this little girl is mi-ine
Oh-oh this little girl, this little girl, this little gir-irl is mi-ine
Well if the world was mine to do with what I want to do sir
Well I'd wrap it up in a bow and give it all to her-er, yeah
And all my lo-ove, all of the ti-i-ime
You know I'd hold her tight, I'd never let her go
And late at night, You know I'd love her so
Yeah, I'd treat her right, So she'd never mind
But this little girl is mi-ine, Oh-oh this little girl is mi-i-ine
Oh-oh this little girl, this little girl, This little girl is mi-mi-mi-mine
Hey you better watch out, I'm tellin' you the score-ore
Are you gonna be sweepin' your broken heart up off the floor-oor
Oh and that ain't a-all, I'm tellin' you my frie-iend
I know what's on your mind, know what you wanna do
But if you mess with her, I'm gonna mess with you
You like the way she moves, you like to watch her walk
You better listen up 'cause man this ain't just talk
You better watch yourself, you better stay in line

Now mister I said
This little girl is mi-ine, Oh-oh this little girl is mi-i-ine
This little girl, this little girl, this little girl is mi-i-ine
Oh-oh this little girl, this little girl","oldies, Rock and Roll, 60s, rhythm and blues, rock"
58,59,"""Stop Draggin' My Heart Around""",Stevie Nicks & Tom Petty,"27 ContributorsStop Draggin’ My Heart Around Lyrics
Baby, you come knockin' on my front door
Same old line you used to use before
I said yeah, well, what am I supposed to do?
I didn't know what I was gettin' into

So you've had a little trouble in town
Now you're keepin' some demons down
Stop draggin' my, stop draggin' my
Stop draggin' my heart around

It's hard to think about what you've wanted
It's hard to think about what you've lost
This doesn't have to be the big get-even
This doesn't have to be anything at all

I know you really wanna tell me goodbye
I know you really wanna be your own girl

Baby, you could never look me in the eye
Yeah, you buckle with the weight of the word
Stop draggin' my, stop draggin' my
Stop draggin' my heart around


People runnin' 'round loose in the world
Ain't got nothin' better to do
Make a meal of some bright-eyed kid
You need someone lookin' after you

I know you really wanna tell me goodbye
I know you really wanna be your own girl

Baby, you could never look me in the eye
Yeah, you buckle with the weight of the word
Stop draggin' my, stop draggin' my
Stop draggin' my heart around

Stop draggin' my heart around
Stop draggin' my heart around
Stop draggin' my heart around
Stop draggin' my heart around","rock, classic rock, 80s, american, female vocalists"
59,60,"""Giving It Up for Your Love""",Delbert McClinton,"5 ContributorsGiving It Up For Your Love LyricsGivin' it up for your love - everything
Givin' it up for your love right now
Givin' it up for your love - I said everything
Givin' it up for your love right now, right now
My heart is aching for you, I can't stand it
I need your lovin', am I so demanding?
I'm givin' it up for your love - everything
I'm givin' it up for your love right now
I'm givin' it up for your love - everything
I'm givin' it up for your love right now
Well, I thought about it
You know I'm not playing
You better listen to me
Every word I been saying
Hot is cold and cold is hot
I'm a little mixed up
But I'll give it everything I've got
Don't want your money, baby, don't need your car
I'm doing all right, doing all right so far
I'm givin' it up for your love - everything
I'm givin' it up for your love right now
Givin' it up for your love - everything
Givin' it up for your love somehow

I know you told me
That you'd always love me
And I believed it was true
So I saved the best and I'm ready
My love only just for you
Come back here, come back real quick
My heart is aching and my body is feeling weak
I'll be all right, yes, I'll be OK
Come on now baby, listen to what I say
Don't want your money, baby, don't need your car
Been doing all right, doing all right so far
I'm givin' it up for your love - everything
I'm givin' it up for your love right now
I'm givin' it up for your love - everything
I'm givin' it up for your love somehow
I'm givin' it up for your love - I said everything
I'm givin' it up for your love right now
I'm givin' it up for your love - everything
I'm givin' it up for your love somehow","blues, soul, country, harmonica, singer-songwriter"
60,61,"""A Little in Love""",Cliff Richard,"3 ContributorsA Little in Love LyricsIt's been so long, you say you've had fun
And you've been happy with the things you've done
Now you feel strange and a little unreal
Well I can understand the way you feel
You're just a little in love (just a little)
You're just a little in love (just a little)
Well I can see what's happening to you
You feel alone, but it's just not true
And there's one thing you ought to know
Whoo, I need you so
I'm just a little in love (just a little)
I'm just a little in love (just a little)
You say you're willing to learn
You need a friend, a friend who will help you
'Cause you're just a little in love, oh yeah
A little in love, you are
A little in love with someone, you're just like me
Like me, you're in love, oh yeah
A little in love
You know sometime you look somewhere
You're not alone but there's no one there
No one to turn to, no one to see
The way you're feeling, you're just like me
You're just a little in love (just a little)
You're just a little in love (just a little)

Now you say you're willing to learn
But you need a friend, a friend who will help you
'Cause you're just a little in love, oh yeah
A little in love, you are
A little in love with someone, you're just like me
Like me, you're in love, oh yeah
A little in love
You're in love, oh yeah
A little in love, you are
A little in love with someone, you're just like me
Oh, you're in love, you're in love, you're in love
A little in love with someone, you're just like me
Like me, you're in love
A little in love, you are
A little in love with someone, you're just like me","pop, oldies, 60s, classic rock, 80s"
61,62,"""America""",Neil Diamond,"15 ContributorsAmerica Lyrics“America” is the third and final single from the soundtrack to the 1980 movie The Jazz Singer.
The song peaked at #8 on the Billboard Hot 100, making all three singles from the film top 10 hits. “America”… Read More Far
We've been traveling far
Without a home
But not without a star
Free
Only want to be free
We huddle close
Hang on to a dream
On the boats and on the planes
They're coming to America
Never looking back again
They're coming to America
Home, don't it seem so far away
Oh, we're traveling light today
In the eye of the storm
In the eye of the storm
Home, to a new and a shiny place
Make our bed, and we'll say our grace
Freedom's light burning warm
Freedom's light burning warm
Everywhere around the world
They're coming to America
Every time that flag's unfurled
They're coming to America

Got a dream to take them there
They're coming to America
Got a dream they've come to share
They're coming to America
They're coming to America
They're coming to America
They're coming to America
They're coming to America
Today
Today
Today
Today
Today
My country 'tis of thee
Today
Sweet land of liberty
Today
Of thee I sing
Today
Of thee I sing
Today
Today
Today
Today
Today
Today
Today","singer-songwriter, classic rock, soft rock, pop, rock"
62,63,"""Ain't Even Done with the Night""",John Cougar,"13 ContributorsAin’t Even Done with the Night Lyrics
Well, our hearts beat like thunder
I don't know why they don't explode
You got your hands in my back pockets
And Sam Cooke's singin' on the radio

You say that I'm the boy
Who can make it all come true
Well, I'm tellin' ya that I don't know
If I know what to do

You say that's all right, hold tight
Well, I don't even know if I'm doin' this right
Well, all right, hold tight
We can stay out all day, we can run around all night
Well, all night, all night
Well, it's time to go home
And I ain't even done with the night

Well, I don't know no good come-ons
And I don't know no cool lines
I feel the heat of your frustration
I know it's burnin' you up deep down inside

You say that I'm the boy
Who can make it all come true
Well, I'm tellin' ya that I don't know
If I know what to do

You say that's all right, hold tight
Well, I don't even know if I'm doin' this right
Well, all right, hold tight
We can stay out all day, we can run around all night
Well, all night, all night
Well, it's time to go home
And I ain't even done with the night


Ain't even done with the night, hold tight
Well, I don't even know if I'm doin' this right
Well, all right, hold tight
We can stay out all day or we can run around all night
Well, all night, all night
Well, it's time to go home
And I ain't even done with the night

No, I ain't even done with the night
No, no, ain't even done with the night
No, I ain't even done with the night
No, no, ain't even, ain't even done with the night
No, no, I ain't even done with the night
No, I ain't even done with the night","rock, classic rock, singer-songwriter, 80s, pop"
63,64,"""Arthur's Theme (Best That You Can Do)""",Christopher Cross,"21 ContributorsArthur’s Theme (Best That You Can Do) Lyrics“Arthur’s Song (Best That You Can Do)” was the main theme song for the 1981 Dudley Moore film Arthur. Burt Bacharach and Carole Bayer Sager chose Cross to sing it “because the year before he’d won five… Read More 
Once in your life you find her
Someone that turns your heart around
And next thing you know you're closing down the town
Wake up and it's still with you
Even though you left her way 'cross town
Wondering to yourself, ""Hey, what've I found?""

When you get caught between the moon and New York City
I know it's crazy, but it's true
If you get caught between the moon and New York City
The best that you can do
The best that you can do
Is fall in love

Arthur, he does as he pleases
All of his life, his master's toys
Deep in his heart, he's just, he's just a boy
Living his life one day at a time
And showing himself a pretty good time
Laughing about the way they want him to be

When you get caught between the moon and New York City
I know it's crazy, but it's true
If you get caught between the moon and New York City
The best that you can do (The best that you can do)
The best that you can do
Is fall in love


When you get caught between the moon and New York City
I know it's crazy, but it's true
If you get caught between the moon and New York City
The best that you can do (The best that you can do)
The best that you can do
Is fall in love
When you get caught between the moon and New York City
I know it's crazy, but it's true
If you get caught between the moon and New York City
The best that you can do (The best that you can do)
The best that you can do
Is fall in love

When you get caught between the moon and New York City
I know it's crazy, but it's true","soft rock, 80s, pop, singer-songwriter, yacht rock"
64,65,"""Another One Bites the Dust""",Queen,"124 ContributorsTranslationsEnglishAnother One Bites the Dust Lyrics“Another One Bites the Dust” took the world by storm. The song became a hit in 17 countries, but nowhere larger than in the United States, where it became the biggest-selling Queen record ever, topping both… Read More 
Ooh, let's go!

Steve walks warily down the street
With the brim pulled way down low
Ain't no sound but the sound of his feet
Machine guns ready to go
Are you ready? Hey, are you ready for this?
Are you hanging on the edge of your seat?
Out of the doorway, the bullets rip
To the sound of the beat, yeah

Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust, yeah
Hey, I'm gonna get you, too
Another one bites the dust
How do you think I'm gonna get along
Without you, when you're gone?
You took me for everything that I had
And kicked me out on my own
Are you happy, are you satisfied?
How long can you stand the heat?
Out of the doorway, the bullets rip
To the sound of the beat
Look out

Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you, too
Another one bites the dust

Hey
Oh, take it
Bite the dust
Bite the dust, yeah
Hey
Another one bites the dust
Another one bites the dust, ow
Another one bites the dust, hey hey
Another one bites the dust, hey-eh-eh
Ooh, shut up
There are plenty of ways you can hurt a man
And bring him to the ground
You can beat him, you can cheat him, you can treat him bad
And leave him when he's down, yeah
But I'm ready, yes, I'm ready for you
I'm standing on my own two feet
Out of the doorway, the bullets rip
Repeating to the sound of the beat
Oh yeah

Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust, yeah
Hey, I'm gonna get you, too
Another one bites the dust

Shoot out
Ay-yeah
Alright","classic rock, rock, hard rock, glam rock, 80s"
65,66,"""Games People Play""",The Alan Parsons Project,"25 ContributorsGames People Play Lyrics
Where do we go from here
Now that all of the children are growin' up?
And how do we spend our lives
If there's no one to lend us a hand?

I don't wanna live here no more
I don't wanna stay
Ain't gonna spend the rest of my life
Quietly fading away

(Ah) Games people play, you take it or you leave it
Things that they say aren't alright
If I promised you the moon and the stars, would you believe it?
Games people play in the middle of the night

Where do we go from here
Now that all of the children have grown up?
And how do we spend our time
Knowing nobody gives us a damn? (Hoo! Hoo-hoo-hoo-hoo!)

I don't wanna live here no more
I don't wanna stay
Ain't gonna spend the rest of my life
Quietly fading away, yeah

Games people play, you take it or you leave it
Things that they say just don't make it right
If I'm telling you the truth right now, do you believe it?
Games people play in the middle of the night


(Ow!) Games people play, you take it or you leave it
Things that they say aren't alright
If I promised you the moon and the stars, would you believe it?
Games people play in the middle of the night

Games people play, you take it or you leave it
Things that they say just don't make it right
If I'm telling you the truth right now, do you believe me?
Games people play in the middle of the night","Progressive rock, classic rock, rock, 80s, electronic"
66,67,"""I Can't Stand It""",Eric Clapton,"6 ContributorsI Can’t Stand It Lyrics
You've been told
So maybe it's time that you learned
You've been sold
Maybe it's time that you earned

I can't stand it
You're fooling around, I can't stand it
You're running around, I can't stand it
You're fooling around with my heart

I'll explain
I feel like I'm being used
Make it plain
So you don't get confused

I can't stand it
You're fooling around, I won't stand it
You're running around, I can't stand it
You're fooling around with my heart


I can't stand it
You're fooling around, I can't stand it
You're running around, I can't stand it
You're fooling around with my heart

It's time
Time for me to let you know
Ain't no crime
No crime to let your feelings show

I can't stand it
You're running around, I can't stand it
You're playing around, I can't stand it
You're fooling around, I can't stand it
You're running around, I can't stand it
You're playing around, I can't stand it
Fooling around, I can't stand it
Running around, I can't stand it
Running around, I won't stand it
Running around, I won't stand it
You're fooling around, I won't stand it
Playing around, I won't stand it
You're running around with my heart
You're fooling around with my heart
My heart
Running around
Fooling around with my heart
Fooling around, I won't stand it
Running around, I won't stand it
Fooling around, I won't stand it
Fooling around, I won't stand it
Fooling around, I won't stand it
Running around, I can't stand it
Fooling around, I can't stand it
Running around it
Running around it
You keep running around it
Running around it
You're running around it
Run-run-running around it","blues, classic rock, blues rock, rock, guitar"
