Unnamed: 0,No.,Title,Artist(s),lyrics,genres
25,26,"""Every Time I Close My Eyes""",Babyface,"14 ContributorsEverytime I Close My Eyes Lyrics
Girl, it's been a long, long time comin', yes it has
But I, I know that it's been worth the wait, yeah

Yeah
It feels like springtime in winter
It feels like Christmas in June
It feels like heaven has opened up its gates for me and you, yeah

And every time I close my eyes
I thank the Lord that I've got you, yeah (That I've got you)
And you've got me too (You've got me, too)
And every time I think of it, I pinch myself 'cause
I don't believe it's true, yeah
That someone like you loves me too, yeah
Ay, yeah, yeah baby, yeah

Ooh ooh girl, I think that you're truly somethin', yes you are, yes
And you're, you're every bit of a dream come true, yes you are, yes

With you, baby (With you, baby)
It never rains and it's no wonder
The sun always shines when I'm near you
It's just a blessing that I have found somebody like you, ooh, oh

And every time I close my eyes
I thank the Lord that I've got you, yeah (That I've got you)
And you've got me too, baby (You've got me, too)
And every time I think of it, I pinch myself cause
I don't believe it's true, yeah (Oh baby)
That someone like you loves me, too

To think of all the nights, I've cried myself to sleep, yeah
You really oughta know how much you mean to me
(It's only right)
It's only right (You in my life) that you be in my life
Right here with me, oh baby, baby yeah, yeah


I tell you girl every time I close my eyes
I thank the Lord that I've got you, baby
And you've got me too baby (You've got me, too)
And every time I think of it, I pinch myself 'cause
I don't believe it's true
That someone like you loves me, too

Yeah, ayy, yeah, woo
Loves me, too","rnb, soul, male vocalists, pop, rhythm and blues"
26,27,"""In My Bed""",Dru Hill,"11 ContributorsIn My Bed LyricsThis song focuses on Sisqó’s girlfriend, who cheats on him with another man and the other members of the group, but Sisqó doesn’t know anything about it.
It peaked #4 on the Billboard Hot 100 and number 1 on… Read More 
Nah, nah, nah
Nah, this, this can't be true

I got this feeling, and I just can't turn it loose
That somebody's been getting next to you
I don't want to walk around knowing I was your fool
'Cause being the man that I am, I just can't lose my cool

My friends keep telling me about the things that's going on, babe
But deep in my heart, baby, I hope that I'm wrong
Yes, I hope I'm wrong but I know it, babe

Somebody's sleeping in my bed, baby
(In my bed, my bed, my bed)
Somebody's taking my place, baby
(Hey hey, baby)
Somebody's sleeping in my bed, baby
And you know just what I mean, oh oh oh oh oh

I come home early expecting your warm embrace
But something is wrong 'cause it's written all over your face
It hurt so bad when I walk through the door
But you know one damn thing, baby
I ain't coming back no more, no no no

Now don't try to tell me things are still the same, yeah
'Cause when we made love, I heard you call out his name
Call out his name

Somebody's sleeping in my bed tonight, baby
Somebody's taking Sisqo's place, hey
Somebody's sleeping in my bed, baby
Somebody's taking my place, yeah

Girl, I want you to know
I gave you money and every little thing that you need
I gave you the world (Yes, I did)
'Cause you were my girl (Oh, yes I did)
But you still ran out on me, oh yeah

Somebody's sleeping in my bed, baby
Said you're sleeping in my bed
Messin' with my head, ooh, baby
Somebody's taking my place
Oh, tell me why oh why oh why
Why oh why oh why
Why oh why oh why oh why oh why oh why oh why
Somebody's sleeping in my bed, baby
I said you're sleeping in my bed
Messin' with my head
Somebody's taking my place
Oh yeah, mmm

Now if you truly love me (Alright)
Then this would not be happening
Sleeping in my bed, messin' with my head
Oh no no no no, gotta let you go
(Somebody's sleeping in my bed, baby)
Yes I do, baby, babe
(Somebody's taking my place)
Why'd you do it to me?
Why'd you do it?
I don't wanna be a fool no more
Somebody's sleeping in my bed, baby
Somebody's taking my place
Somebody's sleeping in my bed, baby","rnb, soul, 90s, Hip-Hop, dru hill"
27,28,"""Say You'll Be There""",Spice Girls,"30 ContributorsSay You’ll Be There LyricsReleased as the album’s second single, “You’ll Be There” became their second number-one single in the United Kingdom, and was certified Platinum by the British Phonographic Industry. It was a commercial… Read More 
Ah, say you'll be there
I'm giving you everything
All that joy can bring, this I swear

Last time that we had this conversation
I decided we should be friends, hey
But now we're going 'round in circles
Tell me, will this déjà vu never end? Oh
And now you tell me that you've fallen in love
Well I never ever thought that would be, ayy
This time you gotta take it easy
Throwing far too much emotions at me

But any fool can see they're falling
I gotta make you understand

I'm giving you everything
All that joy can bring, this I swear
I'll give you everything
And all that I want from you
Is a promise you will be there
Say you will be there

Ow, say you will be there
Oh, won't you sing it with me?

If you put two and two together
You will see what our friendship is for, oh
If you can't work this equation
Then I guess I'll have to show you the door

There is no need to say you love me
It would be better left unsaid

I'm (I'm) giving you everything (I'll give you everything)
All that joy can bring (All that joy can bring)
This I swear (Yes, I swear)
And (And) all that I want from you (All I want from you)
Is a promise you (Is a promise you) will be there
Yeah, I want you


Any fool can see they're falling
I gotta make you understand
I'll give you everything, on this I swear
Just promise you'll always be there

I'm giving you everything (I'm giving you everything)
All that joy can bring (All that joy can bring)
This I swear (Yes, I swear)
And all that I want from you (All that I want from you)
Is a promise you (Want you to promise to)
Will be there (Always be there)

I'm giving you everything (I'm giving you everything)
All that joy can bring (All that joy can bring)
This I swear (Yes, I swear)
And all that I want from you (All that I want from you)
Is a promise you (Want you to promise to)
Will be there (Always be there)

I'm giving you everything (I'm giving you everything)
All that joy can bring (All that joy can bring)
This I swear (Yes, I swear)
And all that I want from you (All that I want from you)
Is a promise you (Want you to promise to)
Will be there (Always be there)","pop, 90s, british, female vocalists, dance"
28,29,"""Do You Know (What It Takes)""",Robyn,"11 ContributorsDo You Know (What It Takes) Lyrics“Do You Know (What It Takes)” was a single released from Robyn’s album Robyn is Here. It was the third Swedish single, the second U.K. single and the debut U.S. single.
The song peaked at #10 in Sweden and… Read More 
Always be around
(Do you? Do you? Do you?)

Don't you know I can see what you're doing?
Runnin' around like a cheetah
Cheetah, yeah
What I need is a man who can do me right
Do me right

If you got what I need, I can guarantee
To return all the love that you've given to me
But I've got to be sure that you'll always will be around
(Always be around)

Do you know what it takes to love me?
Do you know what it takes to do me right?
Do you know what it takes to love me?
Baby, baby

Heaven knows in my time, I've been lonely
Feeling my love echo in my mind, in my mind, yeah
A never satisfied girl's what they call me
But I just can't keep goin' on living lies

Guarantee unto me
You won't let me down
There's so much I can give
But it's buried so deep
I've just got to be sure that you'll always will be around
(Always be around)

Do you know what it takes to love me? (Do you know?)
Do you know what it takes to do me right?
Do you know what it takes to love me?
Baby, baby
Do you know what it takes? (Do you know?)
Do you know what it takes?

(Don't waste my time with your lies) Yeah, baby
I gotta know (You've got to prove that you will always be around)
Oh, yeah
I'll give you everything
Boy, will you do the same for me?
Will you do anything?
I gotta know the way it'll be

Do you know what it takes to love me? (Do you know?)
Do you know what it takes to do me right?
(Do you know? Do you know?)
Do you know what it takes?
Do you know what it takes to love me? Baby, yeah
Do you know what it takes to do me right? (Oh)

Don't waste my time, baby","pop, electronic, swedish, female vocalists, dance"
29,30,"""4 Seasons of Loneliness""",Boyz II Men,"12 Contributors4 Seasons of Loneliness Lyrics
Oh-oh
Yeah, yeah, oh-woah
Oh, oh, woah
Ooh

I long for
The warmth of
Days gone by
When you were mine
But now those days are memories in time
My life's empty
Without you
By my side
My heart belongs to you
No matter what I try

When I get the courage up to love somebody new
It always falls apart 'cause they just can't compare to you
Your love won't release me, I'm bound under ball and chain
Reminiscing our love as I watch four seasons change

In comes the winter breeze
That chills the air and drifts the snow (I imagine)
And I imagine kissing you under the mistletoe (When spring)
When springtime makes its way here
Lilac blooms reminds me of (Oh, I)
The scent of your perfume (I imagine when summer burns)
When summer burns with heat
I always get the hots for you (Ooh)
Go skinny dippin' in the ocean
Where we used to do (When autumn sheds)
When autumn sheds, the leaves
The trees are bare when you're not here
It doesn't feel the same
(It doesn't feel the same, oh)

Remember
The nights when (Remember the night)
We closed our eyes (When we closed our eyes)
And vowed that you and I
Would be in love for all time

Every time I think about these things I shared with you
I break down and cry 'cause I get so emotional (I get so emotional)
Until you release me, I'm bound under ball and chain (Release me)
Reminiscing our love as I watch four seasons change

In comes the winter breeze
That chills the air and drifts the snow
And I imagine kissing you under the mistletoe (Under mistletoe)
When springtime makes its way here
Lilac blooms reminds me of
The scent of your perfume
When summer burns with heat
I always get the hots for you
Go skinny dippin' in the ocean where we used to do
When autumn sheds the leaves the trees are bare
When you're not here
It doesn't feel the same

This loneliness has crushed my heart (It's killing me, baby)
Please let me love again (I just wanna know if I can fix this)

'Cause I need your love to comfort me and ease my pain (Oh, yeah)
Or four seasons will bring the loneliness again

In comes the winter breeze
That chills the air and drifts the snow (No-oh)
And I imagine kissing you under the mistletoe (Kissing you where we used to kiss, baby)
When springtime makes its way here
Lilac blooms reminds me of
The scent of your perfume (When summers burn)
When summer burns with heat (Oh, when summers burn)
I always get the hots for you
Go skinny dippin' in the ocean where we used to do (Go skinny dippin', hey-hey)
When autumn sheds the leaves the trees are bare (Ooh-ooh)
When you're not here
It doesn't feel the same
(It doesn't feel the same)

Remember
The warmth of
Days gone by (Days gone by)","rnb, soul, 90s, pop, r and b"
30,31,"""G.H.E.T.T.O.U.T.""",Changing Faces,"9 ContributorsG.H.E.T.T.O.U.T. Lyrics
Sittin' here, sittin' here
Sittin' here, sittin' here
All alone

I've been feelin' kinda strange lately
I don't know what's goin' on baby
Ever since I came back from out of town
Something's tellin' me some bullshit is goin' down (Down)

Boy, is it someone else you're seekin'? (Is there someone else?)
My vital's tellin' me you're creepin'
Findin' numbers in your jeans
You're talkin' in your sleep
Phantom letters written by me
Ghetto-u-t

No more sittin' at home alone
While you're out with somebody else
No more starin' at the phone
'Cause I can do bad all by myself
Yeah

It's obvious how things have changed within a year (One year)
Just give me half of the rent and get out of here
No more talkin', save your lines for somebody else
Keep on walkin', 'cause I can do bad all by myself

Boy, is it someone else you're seekin'? (Is there someone else?)
My vital's tellin' me you're creepin' (Ooh boy I'm)
I'm findin' numbers in your jeans (Yes)
You're talkin' in your sleep
Phantom letters written by me
Ghetto-u-t

No more sittin' at home alone
While you're out with somebody else (Somebody else)
No more starin' at the phone
'Cause I can do bad all by myself (Bad all by myself)
No more sittin' at home alone (Mmmm)
While you're out with somebody else
(While you're with somebody else)
No more starin' at the phone
'Cause I can do bad all by myself

I gave you all (Ooh)
All of my time
But you would not know a good thing, baby
If it stares you in your face
Boy, is it someone...

Boy, is it someone else you're seekin'? (Is there someone else?)
My vital's tellin' me you're creepin'
Findin' numbers in your jeans
You're talkin' in your sleep
Phantom letters written by me
Ghetto-u-t

No more sittin' at home alone (No more)
While you're out with somebody else (Somebody else)
No more starin' at the phone
Cause I can do bad all by myself (I can do bad all by myself)
No more sittin' at home alone
While you're out with somebody else (With somebody else)
No more starin' at the phone (No more, no more.)
Cause I can do bad all by myself (All the ladies sing)

Oh, oh, oh, oh
Hey, ay, ey, ay
Oh, oh, oh, oh
Hey, ay, ey, ay

No more sittin' at home alone
While you're out with somebody else
No more starin' at the phone
'Cause I can do bad all by myself

No more sittin' at home alone
While you're out with somebody else
No more starin' at the phone
'Cause I can do bad all by myself","rnb, female vocalists, 90s, Girl Groups, soul"
31,32,"""Honey""",Mariah Carey,"52 ContributorsHoney Lyrics“Honey” is a song by American singer and songwriter Mariah Carey, released as the lead single from her sixth studio album, Butterfly.
The song was a massive success, topping the Billboard Hot 100 for three… Read More 
Ooh, ooh, honey got me hooked on you
I like that
Oh, oh
Come on, MC
La da da da da da da da
Come on
Yeah, da da da
La da da da da da da da, la da da da da
MC
La da da da da da da da, da da da da da
La da da da da da da da
I like that
La da da da da, da da da da
Let's go

Oh honey, you can have me when you want me (Ooh)
If you simply ask me to be there
Uh-huh
And you're the only one who makes me come runnin'
'Cause what you got is far beyond compare, oh

And it's just like honey (Yeah)
When your love comes over me (When your love comes over me)
That's right
Oh baby, I've got a dependency
Always strung out for another taste of your honey

It's like honey when it washes over me
You know sugar never ever was so sweet
And I'm dyin' for ya, cryin' for ya, I adore ya (Cryin', mmh)
One hit of your love addicted me (Yeah)
Now I'm strung out on you, darlin', don't you see? (Every night)
Every night and day
I can hardly wait for another taste of honey (No, honey)

Honey, I can't describe
How good it feels inside (Oh, honey)
Honey, I can't describe
How good it feels inside

Yeah, yeah, oh, I can't be elusive with you, honey
I like that
'Cause it's blatant that I'm feelin' you
Yeah
And it's too hard for me to leave abruptly
'Cause you're the only thing I wanna do
Uh-huh

And it's just like honey
When your love comes over me (When your love comes over me)
Oh baby, I've got a dependency (So dependent to ya, honey)
Always strung out for another taste of your honey (Honey)

It's like honey when it washes over me
You know sugar never ever was so sweet (Oh)
And I'm dyin' for ya, cryin' for ya, I adore ya (I need you bad)
One hit of your love addicted me (Ooh, your love addicted me)
Now I'm strung out on you, darlin', don't you see? (I can't wait for another)
Every night and day
I can hardly wait for another taste of honey

(Baby, I can hardly wait)
Honey I can't describe
Harlem world, we won't stop
And Mariah, you're on fire
How good it feels inside (Gotta have another taste)
Harlem world, we won't stop
So Mariah, take us higher
Honey I can't describe (I gotta have you now, come on baby)
Harlem world, we won't stop (I need your honey right now)
How good it feels inside
And Mariah, you're on fire
Harlem world, we won't stop
So Mariah, take us higher (Come sweeten me with your honey)

Breakdown
Whoa, whoa (Yeah), every little thing you do
Now what we gonna do right here
Is we gonna smooth it out, come on
Ooh, ooh, honey, got me hooked on you
(MC, and she won't stop)
Honey, it's like

It's like honey when it washes over me
You know sugar never ever was so sweet (Oh, sugar, you know)
And I'm dyin' for ya, cryin' for ya, I adore ya (Oh, I need your love right now, baby)
One hit of your love addicted me (One)
Now I'm strung out on you, darlin', don't you see?
Every night and day
I can hardly wait for another taste of honey (I need a taste of honey)
It's like honey when it rushes over me (Honey)
You know sugar never ever was so sweet
And I'm dyin' for ya, cryin' for ya, I adore ya (Honey, I)
One hit of your love addicted me (Honey)
Now I'm strung out on you, darling, don't you see?
Every night and day (Oh honey, I)
I can hardly wait for another taste of honey (Honey, I)
It's like honey when it rushes over me (Honey)
You know sugar never ever was so sweet
And I'm dyin' for ya, cryin' for ya, I adore ya (Honey)
One hit of your love addicted me (Honey)
Now I'm strung out on you, darling, don't you see?
Every night and day (Honey)
I can hardly wait for another taste of honey

Honey, I can't describe (Honey)
How good it feels inside","pop, rnb, female vocalists, soul, Mariah Carey"
32,33,"""I Believe in You and Me""",Whitney Houston,"2 ContributorsI Believe In You and Me LyricsI believe in you and me
I believe that we will be
In love eternally
Well as far as I can see
You will always be the one for me
Oh, yes, you will
And I believe in dreams again
I believe that love will never end
And like the river finds the sea
I was lost, now I'm free
'Cause I believe in you and me
I will never leave your side
I will never hurt your pride
When all the chips are down
See I will always be around
Just to be right where you are
My love, you know I love you
I will never leave you out
I will always let you in
To places no one's ever been
Deep inside, can't you see
That I believe in you and me?
Maybe I'm a fool
To feel the way I do

But I will play the fool forever
Just to be with you forever
I believe in miracles
And love's a miracle
Baby you're my dream come true
I was lost, now I'm free
I believe in you and me
See I was lost, now I'm free
'Cause I believe in you and me
Believe in you and me","pop, soul, female vocalists, rnb, 80s"
33,34,"""Da' Dip""",Freak Nasty,"18 ContributorsDa’ Dip Lyrics
This goes out to all the women in the world, especially hot women
You know it don't even matter your age
It don't even matter your color
Yo, fellas, I ain't forgettin' 'bout y'all
This is for everybody who like to dance
Just listen to what I'm sayin' and do it, and take a chance

I put my hand up on your hip
When I dip, you dip, we dip
You put your hand up on my hip
When you dip, I dip, we dip
I put my hand up on your hip
When I dip, you dip, we dip
You put yours, and I put mine
And we can dip down low, and roll and grind

Just get on the floor like I said before
Y'all remember that ""Down Low""?
Just put a little dip wit' it
Now roll those hips wit' it
Pop it, push it, rock it, roll it
Can't control it? I'll come hold it
It's all in fun so take a chance
Just get on the floor and do that dance, y'all
I know you like this, so don't try to fight it
Turn around, baby, let me see you from the back
Yeah, I like it like that
Get up now, roll those hips
Drop down, double-up on those dips
Freak Nasty wanna see
Can y'all do this right here for me?

I put my hand up on your hip
When I dip, you dip, we dip
You put your hand up on my hip
When you dip, I dip, we dip
I put my hand up on your hip
When I dip, you dip, we dip
You put yours, and I put mine
And we can dip down low, and roll and grind

Back again with the second verse
It's all clean, so I'm not gonna curse
Droppin' bass like a bad habit
Love all women, 'cause I gotta have it
Comin' at y'all in stereo
I'm ridin' that thing like a rodeo
Hang on, baby, 'cause the ride is rough, and
 (Ooh)
I got my girls in the front
Now a lady just bumpin' that rump
Raise it up, let me see that brown
Slap it, girl, make it jiggle around
'Round and 'round that rump goes
Where it stop, yo, no one knows, yeah
Freak Nasty wanna see
Can y'all do this right here for me?

I put my hand up on your hip
When I dip, you dip, we dip
You put your hand up on my hip
When you dip, I dip, we dip
I put my hand up on your hip
When I dip, you dip, we dip
You put yours, and I put mine
And we can dip down low, and roll and grind

Well alright, y'all
If you ain't dippin', you must be trippin'
If you ain't doin' it Down Low, you gots to go
To the people that's movin' slow to the dance floor
Yo DJ, pump it up some more

It's off to the show in a limo
Before the show, I gotta get that dough
Pay them girls what they're worth
Slip that money under that skirt
Take it off, baby, let me see
You might get a lil' mo' lucci
G-string, havin' oh so much fun
Playin' inside, between them buns
Shortie got it goin' on like Marvin
Teasin' me and she know I'm starvin'
Lick you up, then lick you down
I ain't finished girl, turn around
Lick you up and down your back
'Cause I'm that freak, I'm freaky like that
Freak Nasty wanna see
Can y'all do this right here for me?

I put my hand up on your hip
When I dip, you dip, we dip
You put your hand up on my hip
When you dip, I dip, we dip
I put my hand up on your hip
When I dip, you dip, we dip
You put yours, and I put mine
And we can dip down low, and roll and grind

I'm settin' it off to another level
You're diggin' Freak Nasty without a shovel
This is my world, I'm just a squirrel
Tryin' to get a nut, so wassup?
Yo DJ, when the party's getting slow
Join this jam on and watch that flow
Get taken over like in '94
When I had the whole world gettin' Down Low
New Orleans born, ATL livin'
Freak Nasty's what I'm givin'
My juice is sweet like Georgia Peaches
Women suck it up like leeches
Uh-huh, if you're so good
You must admit you like this (Shh)
Yeah, y'all know the song
So come on, won't you sing it with me?

I put my hand up on your hip
When I dip, you dip, we dip
You put your hand up on my hip
When you dip, I dip, we dip
I put my hand up on your hip
When I dip, you dip, we dip
You put your hand up on my hip
When you dip, I dip, we dip
I put my hand up on your hip
When I dip, you dip, we dip
You put your hand up on my hip
When you dip, I dip, we dip
I put my hand up on your hip
When I dip, you dip, we dip
You put your hand up on my hip
When you dip, I dip, we dip
I put my hand up on your hip
When I dip, you dip, we dip","miami bass, Hip-Hop, rap, dance, 90s"
34,35,"""2 Become 1""",Spice Girls,"37 Contributors2 Become 1 Lyrics“2 Become 1” was released as the third single of Spice Girls' debut album Spice.
The single has received a double Platinum certification by the British Phonographic Industry and a Gold certification by the… Read More 
Candle light and soul forever
A dream of you and me together
Say you believe it, say you believe it
Free your mind of doubt and danger
Be for real, don't be a stranger
We can achieve it, we can achieve it

Come a little bit closer, baby
Get it on, get it on
'Cause tonight is the night, when two become one

I need some love like I never needed love before
Wanna make love to you, baby
I had a little love, now I'm back for more
Wanna make love to you, baby
Set your spirit free, it's the only way to be

Silly games that you were playing
Empty words we both were saying
Let's work it out, boy, let's work it out, boy
Any deal that we endeavour
Boys and girls feel good together
Take it or leave it, take it or leave it

Are you as good as I remember, baby?
Get it on, get it on
'Cause tonight is the night, when two become one

I need some love like I never needed love before
Wanna make love to you, baby
I had a little love, now I'm back for more
Wanna make love to you, baby
Set your spirit free, it's the only way to be

Be a little bit wiser, baby
Put it on, put it on
'Cause tonight is the night, when two become one

I need some love like I never needed love before
Wanna make love to you, baby
I had a little love, now I'm back for more
Wanna make love to you, baby
I need some love like I never needed love before
Wanna make love to you, baby
I had a little love, now I'm back for more
Wanna make love to you, baby
Set your spirit free, it's the only way to be

It's the only way to be
It's the only way to be","pop, 90s, british, female vocalists, dance"
35,36,"""All for You""",Sister Hazel,"12 ContributorsAll for You LyricsThe band’s biggest hit song peaked at No. 11 on the Billboard Hot 100. This track is a re-recording of an acoustic version which was present on their eponymous 1994 debut album.
Finally I figured out
But it took a long long time
And now there's a turnabout
Maybe cause I'm trying

There's been times
I'm so confused
All my roads
They lead to you
I just can't turn and walk away...

It's hard to say
What it is I see in you
Wonder if I'll always
Be with you
But words can't say
And I can't do
Enough to prove
It's all for you

I thought I'd seen it all
Cause it's been a long long time
Oh but then we'll trip and fall
Wondering if I'm blind

There's been times
I'm so confused
All my roads
They lead to you
I just can't turn and walk away...

It's hard to say
What it is I see in you
Wonder if I'll always
Be with you
But words can't say
And I can't do
Enough to prove
It's all for you

Rain comes pouring down
Pouring down
Falling from blue skies
Falling from blue skies
Words without a sound
Coming from your eyes

Finally I figured out
But it took a long long time
And now there's a turnabout
Maybe cause I'm trying

There's been times
I'm so confused
All my roads
They lead to you
I just can't turn and walk away...

It's hard to say
What it is I see in you
Wonder if I'll always
Be with you
But words can't say
And I can't do
Enough to prove
It's all for you

It's hard to say
What it is I see in you
Wonder if I'll always
Be with you
But words can't say
And I can't do
Enough to prove
It's all for you

Oh
It's hard to say
Yeah, it's hard to say
It's all for you","rock, alternative rock, alternative, 90s, pop"
36,37,"""Cupid""",112,"17 ContributorsCupid LyricsOver a guitar-driven track with a sparse rhythm, “Cupid” finds 112 trying to assuage the fears of a doubtful lover and establish trust in their relationship. Marvin “Slim” Scandrick sings lead on the song… Read More 
Everybody put your hands together
Whoa, mmm, yeah
Girl, I love you so
112, listen

Girl, if I told you I love you
That doesn't mean it that I don't care, ooh
And when I tell you I need you
Don't you think that I'll never be there, ooh

Baby, I'm so tired of the way you turn
My words into deception and lies
Don't misunderstand me when I try to speak my mind
I'm only saying what's in my heart

Cupid doesn't lie
But you won't know unless you give it a try
Oh baby, true love won't lie
But we won't know unless we give it a try
Give it a try

Girl, when I ask you to trust me
That doesn't mean it that I'm gonna cheat on you
Cause I'm gonna never do anything to hurt you or mislead you
I love you

Baby, I'm so tired of the way you turn
My words into deception and lies
Don't misunderstand me when I try to speak my mind
I'm only saying what's in my heart

Cupid doesn't lie
But you won't know unless you give it a try
Oh baby, true love won't lie
But we won't know unless we give it a try
Give it a try

Ain't no doubt about it, Lord knows, I really mean it
I'd rather die before, before I lie to you
Never wanna leave ya, there ain't no life without you
Never gonna leave, never gonna go, no
No, no, no, no, no, no, oh

Cupid doesn't lie
But you won't know unless you give it a try
Oh baby, true love won't lie
But we won't know unless we give it a try
Give it a try
Cupid doesn't lie
(Ain't no doubt about it, Lord knows, I really mean it)
But you won't know unless you give it a try
(I'd rather die before, before I lie to you)
Oh baby, true love won't lie
But we won't know unless we give it a try
Give it a try
Cupid doesn't lie
But you won't know unless you give it a try
Oh baby, true love won't lie
But we won't know unless we give it a try
Give it a try","rnb, soul, Hip-Hop, 112, r and b"
37,38,"""Where Have All the Cowboys Gone?""",Paula Cole,"29 ContributorsWhere Have All the Cowboys Gone? Lyrics“Where Have All the Cowboys Gone” peaked at #8 on the Billboard Hot 100 in 1997, making it Paula’s only Top Ten hit song in the United States to date.
The song was nominated for three Grammy Awards: “Record… Read More 
One, two, three, four

Oh, you get me ready
In your '56 Chevy
Why don't we go sit down in the shade?
Take shelter on my front porch
The dandelion sun scorched
Would you like a glass of cold lemonade?

I will do the laundry
If you pay all the bills

Where is my John Wayne?
Where is my prairie song?
Where is my happy ending?
Where have all the cowboys gone?

Why don't you stay the evening?
Kick back and watch the TV
And I'll fix a little something to eat
Oh, I know your back hurts
From working on the tractor
How do you take your coffee, my sweet?

I will raise the children
If you pay all the bills

Where is my John Wayne?
Where is my prairie song?
Where is my happy ending?
Where have all the cowboys gone?

I am wearing my new dress tonight
But you don't, but you don't even notice me
Say our goodbyes
Say our goodbyes
Say our goodbyes

We finally sell the Chevy
When we had another baby
And you took that job in Tennessee
You made friends at the farm
And you join them at the bar
Almost every single day of the week

I will wash the dishes
While you go have a beer

Where is my John Wayne?
Where is my prairie song?
Where is my happy ending?
Where have all the cowboys gone?
Where is my Marlboro Man?
Where is his shiny gun?
Where is my lonely ranger?
Where have all the cowboys gone?
Where have all the cowboys gone?
Where have all the cowboys gone?

Yippy-yi, yippy-yay, yippy-yi, yippy-yay
Yippy-yi, yippy-yay, yippy-yi, yippy-yay
Yippy-yi, yippy-yay, yippy-yi, yippy-yay
Yippy-yi, yippy-yay, Ya-ya-ya, yay, ya-ya-yay","female vocalists, singer-songwriter, pop, alternative, rock"
38,39,"""Sunny Came Home""",Shawn Colvin,"27 ContributorsSunny Came Home Lyrics“Sunny Came Home” is about a woman named Sunny who burns her house down to escape her past.
In April of 2013, during a concert in Perth, Australia, Shawn confirmed that the song is a murder ballad.
“Sunny… Read More 
Sunny came home to her favorite room
Sunny sat down in the kitchen
She opened a book and a box of tools
Sunny came home with a mission

She says, ""Days go by, I'm hypnotized
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire""

Sunny came home with a list of names
She didn't believe in transcendence
""And it's time for a few small repairs,"" she said
Sunny came home with a vengeance

She says, ""Days go by, I don't know why
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire""

Get the kids and bring a sweater
Dry is good and wind is better
Count the years, you always knew it
Strike a match, go on and do it

Oh, days go by, I'm hypnotized
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire
Oh, light the sky and hold on tight
The world is burning down
She's out there on her own and she's alright
Sunny came home

Sunny came home
Came home
Home","female vocalists, folk, singer-songwriter, pop, rock"
39,40,"""It's Your Love""",Tim McGraw with Faith Hill,,"tim mcgraw-faith hill, country, duets, american, modern country"
40,41,"""Ooh Aah... Just a Little Bit""",Gina G,"18 ContributorsOoh Aah... Just A Little Bit Lyrics
You're my love, you're my sweetest thing
Don't shy away, don't shy away
Every night makes me hate the days
Can't get enough of your love
Am I wrong? Am I so unkind?
Show me the way, don't turn away
I can't hide all these thoughts in my mind
Every moment, I'm just thinking of you

(Ooh-ah) Just a little bit
(Ooh-ah) A little bit more
(Ooh-ah) Just a little bit
You know what I'm looking for
(Ooh-ah) Just a little bit
(Ooh-ah) A little bit more
(Ooh-ah) Just a little bit
I'll give you love you can't ignore

Feeling good, let's go all the way
It's got to be, set me free
But tonight, let my body say
Take it slow, don't let it go
How can I prove my love to you?
Baby, please, you're all I need
Like a child but it's born out of phase
Could act the angel but it wouldn't be true

(Ooh-ah) Just a little bit
(Ooh-ah) A little bit more
(Ooh-ah) Just a little bit
You know what I'm looking for
(Ooh-ah) Just a little bit
(Ooh-ah) A little bit more
(Ooh-ah) Just a little bit
I'll give you love you can't ignore

What can you do for me?
Oh, what can you do?
'Cause I feel so alive
I feel your love inside, oh

(Just a little bit)
(A little bit more)
(Just a little bit)
(Just a little)
(Just a little bit)
(A little bit more)
(Just a little bit)
(Oh-woah-woah)

(Ooh-ah) Just a little bit
(Ooh-ah) A little bit more
(Ooh-ah) Just a little bit
You know what I'm looking for
(Ooh-ah) Just a little bit
(Ooh-ah) A little bit more
(Ooh-ah) Just a little bit
I'll give you love you can't ignore (Yeah-yeah)
(Ooh-ah) Just a little bit
(Ooh-ah) A little bit more
(Ooh-ah) Just a little bit
You know what I'm looking for
(Ooh-ah) Just a little bit
(Ooh-ah) A little bit more
(Ooh-ah) Just a little bit
I'll give you love you can't ignore (Yeah-yeah)

(Just a little bit)
(A little bit more)
(Just a little bit)
(Just a little)
(Just a little bit)
(A little bit more)
(Just a little bit)
(Oh-woah-woah)","dance, pop, eurodance, 90s, female vocalists"
