Unnamed: 0,No.,Title,Artist(s),lyrics,genres
10,11,"""La Bamba""",Los Lobos,,"rock, latin, tex-mex, americana, spanish"
11,12,"""Everybody Have Fun Tonight""",Wang Chung,"28 ContributorsEverybody Have Fun Tonight Lyrics

I'll drive a million miles
To be with you tonight
So if you're feeling low
Turn up your radio
The words we use are strong
They make reality
But now the music's on
Oh, baby, dance with me, yeah

Rip it up, move down
Rip it up (Rip it up), move it down to the ground
Rip it up (Oh, yeah), cool down
Rip it up, don't hang me on the borderline

Everybody, have fun tonight
Everybody, have fun tonight
Everybody Wang Chung tonight (Everybody, yeah)
Everybody, have fun tonight
Everybody Wang Chung tonight
Everybody, have fun

Deep in the world tonight (Woo)
Our hearts beat safe and sound
I'll hold you so close
Just let yourself go down

Rip it up, move down
Rip it up (Rip it up), move it down to the ground
Rip it up, cool down
Rip it up, get out what's inside of you

Everybody, have fun tonight
Everybody, have fun tonight
Everybody Wang Chung tonight (Yeah)
Everybody, have fun tonight
Everybody Wang Chung tonight (Hey)
Everybody, have fun tonight (Everybody)
Everybody, have fun

On the edge of oblivion
All the word is Babylon
And all the love and everyone
A ship of fools sailing on

Everybody
Everybody, have fun tonight
Everybody
Everybody, have fun tonight
Across the nation, around the world
Everybody, have fun tonight
A celebration, so spread the word

Everybody, everyone
Everybody, everyone (Can you tell me what a Wang Chung is?)
Everybody, everyone

Everybody, have fun tonight
Everybody, have fun tonight
Everybody Wang Chung tonight
Everybody, have fun tonight
Everybody Wang Chung tonight
Everybody, have fun tonight
Everybody, have fun

Everybody (Everybody), everyone
Everybody (Yeah), everyone
Everybody","new wave, 80s, pop, british, pop rock"
12,13,"""Don't Dream It's Over""",Crowded House,"71 ContributorsDon’t Dream It’s Over Lyrics
There is freedom within, there is freedom without
Try to catch a deluge in a paper cup
There's a battle ahead, many battles are lost
But you'll never see the end of the road
While you're traveling with me

Hey now, hey now, don't dream it's over
Hey now, hey now, when the world comes in
They come, they come to build a wall between us
We know they won't win

Now I'm towing my car, there's a hole in the roof
My possessions are causing me suspicion, but there's no proof
In the paper today, tales of war and of waste
But you turn right over to the TV page

Hey now, hey now, don't dream it's over
Hey now, hey now, when the world comes in
They come, they come to build a wall between us
We know they won't win


Now I'm walking again to the beat of a drum
And I'm counting the steps to the door of your heart
Only shadows ahead, barely clearing the roof
Get to know the feeling of liberation and release

Hey now, hey now, don't dream it's over
Hey now, hey now, when the world comes in
They come, they come to build a wall between us
We know they won't win

Don't let them win
Hey now, hey now
Hey now, hey now
Hey now, hey now
Don't let them win
They come, they come
Don't let them win
Hey now, hey now (Yeah)
Hey now,  hey now","rock, pop, 80s, australian, New Zealand"
13,14,"""Always""",Atlantic Starr,"19 ContributorsAlways Lyrics“Always” became a big hit for Atlantic Starr, topping the Billboard Hot 100, R&B and Adult Contemporary charts in May\June of 1987.
Girl, you are to me
All that a woman should be
And I dedicate my life
To you, always
The love like yours is rare
It must have been
Sent from up above
And I know you'll stay this way
For always

And we both know
That our love will grow
And forever
It will be
You and me, hey

Ooh, you're like the sun
Chasin' all of the rain away
When you come around
You bring brighter days
You're the perfect one
For me and you
Forever will be
And I will love you so
For always

Come with me, my sweet
Let's go make a family
And they will bring us joy
For always
Oh, boy
I love you so
I can't find enough ways
To let you know
But you can be sure I'm yours
For always

And we both know
That our love will grow
And forever
It will be
You and me, hey yeah

Ooh, you're like the sun
Chasing all of the rain away
When you come around
You bring brighter days
You're the perfect one
For me and you
Forever will be
And I will love you so
For always

Hey, yeah

Ooh, you're like the sun
Chasing all of the rain away
When you come around
You bring brighter days
You're the perfect one
For me and you
Forever will be
And I will love you so
For always

Ooh, ooh
I will love you so
For always
Ooh, ooh
I will love you so
For always
Ooh, ooh
I will love you so
For always","soul, rnb, 80s, funk, quiet storm"
14,15,"""With or Without You""",U2,"83 ContributorsTranslationsDeutschWith or Without You Lyrics“With or Without You” was released as the lead single from the album “The Joshua Tree”. It was the band’s most successful single at the time.
It features sustained guitar parts played by guitarist the Edge, … Read More 
See the stone set in your eyes
See the thorn twist in your side
I'll wait for you

Sleight of hand and twist of fate
On a bed of nails she makes me wait
And I'll wait without you

With or without you
With or without you

Through the storm we reach the shore
You give it all, but I want more
And I'm waiting for you

With or without you
With or without you, ah-hah
I can't live
With or without you

And you give yourself away
And you give yourself away
And you give, and you give
And you give yourself away

My hands are tied
My body bruised
She got me with
Nothing to win and nothing left to lose

And you give yourself away
And you give yourself away
And you give, and you give
And you give yourself away

With or without you
With or without you, oh-oh
I can't live
With or without you

Oh-oh-oh-oh
Oh-oh-oh, oh
Oh-oh-oh-oh
Oh-oh

With or without you
With or without you, oh-oh
I can't live with or without you
With or without you

Hoo-ooh-hoo-ooh
Hoo-ooh-hoo-ooh","rock, classic rock, irish, alternative, pop"
15,16,"""Looking for a New Love""",Jody Watley,"7 ContributorsLooking for a New Love Lyrics
I gave you love
You did me wrong
I didn't know what to do
But baby, I'm strong
I'll get over you
A new boy I'm gonna choose
You'll see
My love was true
Still you threw it all away
Now other guys will have me
They'll appreciate my love
Tell me, how does it feel?

You know that I needed you
You know that you meant the world to me
You know I had to have you
Now I'm gonna find somebody new

I'm looking for a new love, baby
A new love, yeah, yeah, yeah
I'm looking for a new love, baby
A new love, yeah, yeah, yeah

Was she hot?
Did she turn you out?
Curiosity rules my brain
Was she worth my heart
It's torn all apart
Are you going back again?
Tell me
My love was true
Still you threw it all away
But now your like the rest
Unworthy of my best
Hasta la vista, baby

You know that I needed you
You know that you meant the world to me
You know I had to have you
Now I'm gonna find somebody new

I'm looking for a new love, baby
A new love, yeah, yeah, yeah
I'm looking for a new love, baby
A new love, yeah, yeah, yeah

I'm looking for a new love, baby
A new love, yeah, yeah, yeah
I'm looking for a new love, baby
A new love, yeah, yeah, yeah

Other guys will have me
They'll appreciate my love
Tell me, how does it feel?
Now you're like the rest
Unworthy of my best
Hasta la vista, baby

I'm looking for a new love, baby
A new love
I'm looking for a new love, baby
A new love
I'm looking for a new love, baby
A new love","soul, 80s, pop, dance, funk"
16,17,"""Head to Toe""",Lisa Lisa and Cult Jam,"9 ContributorsHead to Toe Lyrics“Head to Toe” became Lisa Lisa and Cult Jam’s first number-one hit, topping the Billboard Hot 100, R&B and Billboard’s Hot Dance Music\Maxi-Singles chart in 1987.
Head to toe
I know

Today started with a crazy kiss
On our way home
We were in for a surprise
Who would have known?

Who would have thought that we would become lovers?
As friends we were so, so tight
Can't help myself, you make me feel so right
I got to, got to tell you, darling

Ooh, baby, I think I love you
From head to toe
Ooh, baby, I think I love you
From head to toe

I think I love you from head to toe
I know

Here today, gone tomorrow
It's possible, but I doubt it
His kiss is credit in the bank of love
I never leave home without it
He's different from any boy I know
Body supreme
Bedroom eyes, head back to the side
Please don't be so mean

Fourteen karat love, you are my jewel of the Nile
When we make love, diamonds are forever
Top to bottom, I love you
I will leave you never
I got to, got to tell you, darling

Ooh, baby, I think I love you
From head to toe
Ooh, baby, I think I love you
You got to know

I think I love you from head to toe
You can't hurry love, you got to take it slow
But, my angel, you'll get your wings tonight (Heaven up above)
Baby, you got the love

Fourteen karat love, you are my jewel of the Nile
When we make love, diamonds are forever
Top to bottom, I love you
I will leave you never
I got to, got to tell you, darling

Ooh, baby, I think I love you
From head to toe
Ooh, baby, I think I love you
From head to toe

I think I love you from head to toe
(Ooh, baby, I think I love you)
(From head to toe)
I know
(Ooh, baby, I want to kiss you)
(From head to toe)
(Ooh, baby, I think I love you)
(You got to know)
(Ooh, baby, I think I love you)
(From head to toe)","80s, pop, dance, freestyle, female vocalists"
17,18,"""I Think We're Alone Now""",Tiffany,"38 ContributorsI Think We’re Alone Now Lyrics“I Think We’re Alone Now” was originally sung by Tommy James and the Shondells in 1967.
Tiffany’s version of the song topped the Billboard Hot 100 for 2 weeks in 1987. At the time the song hit number-one… Read More 
Let me hear your heart beat
Let me feel your heart beat
Let me touch your heart beat
'Cause I'm gonna change your heart beat

Children behave
That's what they say when we're together
And watch how you play
They don't understand
And so we're

Running just as fast as we can
Holding on to one another's hand
Trying to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound

Look at the way
We gotta hide what we're doing
'Cause what would they say
If they ever knew?
And so we're

Running just as fast as we can
Holding on to one another's hand
Trying to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

I think we're alone now (Alone now)
There doesn't seem to be anyone around
I think we're alone now (Alone now)
The beating of our hearts is the only sound
I think we're alone now (Alone now)
There doesn't seem to be anyone around
I think we're alone now (Alone now)
The beating of our hearts is the only sound

Running just as fast as we can
Holding on to one another's hand
Trying to get away into the night
And then you put your arms around me
And we tumble to the ground
And then you say

I think we're alone now
There doesn't seem to be anyone around
I think we're alone now
The beating of our hearts is the only sound
I think we're alone now (Alone now)
There doesn't seem to be anyone around
I think we're alone now (Alone now)
The beating of our hearts is the only sound
I think we're alone now (Alone now)
There doesn't seem to be anyone around
I think we're alone now (Alone now)
Just you and me the only sound now

Look at the way (Alone now)
We gotta hide what we're doing
Don't care what they say (Alone now)
We're making the only sound now
Can't you hear my heart beat?
Can't you hear my heart beat?
Dancing to my heart beat
Let me hear your heart beat
Let me feel your heart beat
Let me touch your heart beat
Cause I'm gonna change your heart beat
(Alone now)","pop, 80s, female vocalists, dance, female"
18,19,"""Mony Mony""",Billy Idol,"27 ContributorsMony Mony LyricsBilly Idol’s original 1981 remake of this 1968 chart-topper by Tommy James & the Shondells made little impact on US radio, reaching #7 on the US Bubbling Under Chart.
In late 1987, Idol’s live performance of… Read More 
Here she come now sayin', ""Mony, Mony""
Shoot 'em down, turn around, come on, Mony
Hey, she give me love, and I feel all right now
Darlin'! You gotta toss and turn
And feel all right, yeah, I feel all right

I said, yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah, yeah)

'Cause you make me feel (Ride the pony)
So good (Ride the pony)
So good (Ride the pony)
So good (Mony, Mony)
So fine (Mony, Mony)
So fine (Mony, Mony)
It's all mine (Mony, Mony)
Well, I feel all right (Mony, Mony)

I said, yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah)

Wake it, shake it, Mony, Mony
Ah, shotgun dead, and I'll come on, Mony
Don't stop cookin', 'cause I feel all right now
Hey, don't stop now, come on, Mony, come on, yeah

I said, yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah, yeah)

'Cause you make me feel (Ride the pony)
So good (Ride the pony)
So good (Ride the pony)
Well, I feel all right (Mony, Mony)
You so fine (Mony, Mony)
You so fine (Mony, Mony)
You so fine (Mony, Mony)
And I feel all right (Mony, Mony)

I said, yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah)

Ooh, I love you Mony, Mo-mo-mony
Ooh, I love you Mony, Mo-mo-mony (Said I do)
Ooh, I love you Mony, Mo-mo-mony (Said I do)
Ooh, I love you Mony, Mo-mo-mony (Said I do)
Ooh, I love you Mony, Mo-mo-mony (Said I do)
Ooh, I love you Mony, Mo-mo-mony (Said I do)
Ooh, I love you Mony, Mo-mo-mony (Said I do)
Ooh, I love you Mony, Mo-mo-mony

Yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah) - hah!

Come on!
Come on!
Come on!
Come on!
Come on, come on!
Come on, come on!
Come on, come on, feel all right! (Come on!)

I said, yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah), yeah (Yeah)

Wake it, shake it, Mony, Mony
Up, down, turn around, come on, Mony
Hey, she give me love, and I feel all right now  - hah!
I said, don't stop now, come on, Mony
Come on, Mony

I said, yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah, yeah)

'Cause you make me feel (Ride the pony)
So good! (Ride the pony)
So good! (Ride the pony)
So good! (Ride the pony)
Feel all right (Mony, Mony)
All right (Mony, Mony)
You're so fine (Mony, Mony)
Well, I feel all right (Mony, Mony)

I said, yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah, yeah)

I want to
Ride the pony, ride the pony, ride the pony
Come on, come on (Come on!)
Mony, Mony (Mony, Mony)
Feel all right (Mony, Mony)
(Mony, Mony)

I said, yeah (Yeah), yeah (Yeah)
Yeah (Yeah), yeah (Yeah), yeah (Yeah, yeah)

'Cause you make me feel (Ride the pony)
So good! (Ride the pony)
So good! (Ride the pony)
So good!
Come on! (Mony, Mony)
Yeah! (Mony, Mony)
All right! (Mony, Mony)
Well, we feel so good! (Mony, Mony)

I said, yeah (Yeah), yeah (Yeah)
Yeah…","rock, new wave, 80s, punk, classic rock"
19,20,"""At This Moment""",Billy Vera and the Beaters,"7 ContributorsAt This Moment LyricsWhat did you think I would do at this moment
When you're standing before me
With tears in your eyes
Trying to tell me that you have found you another
And you just don't love me no more
What did you think I would say at this moment
When I'm faced with the knowledge
That you just don't love me
Did you think I would curse you
Or say things to hurt you
'cause you just don't love me no more
Did you think I could hate you
Or raise my hands to you
Now come on you know me too well
How could I hurt you when darling I love you
And you know I'd never hurt you-oo-wo-oo-o-o-o...
What do you think I would give at this moment
If you'd stay I'd subtract twenty years from my life
I'd fall down on my knees
And kiss the ground that you walk on
If I could just hold you again
I'd fall down on my knees
And kiss the ground that you walk on baby
If I could just hold you { pause }
If I, could just hold you { pause }

If I.........
If I could just hold you
Again","80s, pop, Home collection, rock, USA"
20,21,"""The Lady in Red""",Chris de Burgh,,"pop, soft rock, 80s, singer-songwriter, rock"
21,22,"""Didn't We Almost Have It All""",Whitney Houston,"24 ContributorsDidn’t We Almost Have It All LyricsDidn’t We Almost Have It All is the second single from Whitney Houston’s sophomore album Whitney. It was written by Michael Masser & Will Jennings.
The song topped the Billboard Hot 100 and Adult… Read More 
Remember when we held on in the rain
The nights we almost lost it
Once again, we can take the night into tomorrow
Living on feelings
Touching you, I feel it all again

Didn't we almost have it all
When love was all we had worth giving?
The ride with you was worth the fall my friend
Loving you makes life worth living
Didn't we almost have it all?
The nights we held on 'til the morning
You know you'll never love that way again
Didn't we almost have it all?

The way you used to touch me felt so fine
We kept our hearts together down the line
A moment in the soul can last forever
Comfort and keep us
Help me bring the feeling back again

Didn't we almost have it all
When love was all we had worth giving?
The ride with you was worth the fall my friend
Loving you makes life worth living
Didn't we almost have it all?
The nights we held on 'til the morning
You know you'll never love that way again
Didn't we almost have it all?

Didn't we have the best of times
When love was young and new?
Couldn't we reach inside and find
The world of me and you?
We'll never lose it again
Because once you know what love is
You never let it end

Didn't we almost have it all
When love was all we had worth giving?
The ride with you was worth the fall my friend
Loving you makes life worth living
Didn't we almost have it all?
The nights we held on 'til the morning
You know you'll never love that way again
Didn't we almost have it all?
Didn't we almost have it all?","pop, soul, female vocalists, rnb, 80s"
22,23,"""I Still Haven't Found What I'm Looking For""",U2,"53 ContributorsI Still Haven’t Found What I’m Looking For Lyrics“I Still Haven’t Found What I’m Looking For” is the second single taken from U2’s 1987 album The Joshua Tree.
It’s written in the writing style of King David, specifically from the poems recorded in the Book… Read More 
I have climbed highest mountain
I have run through the fields
Only to be with you
Only to be with you
I have run, I have crawled
I have scaled these city walls
These city walls
Only to be with you

But I still haven't found what I'm lookin' for
But I still haven't found what I'm lookin' for

I have kissed honey lips
Felt the healing fingertips
It burned like fire
This burnin' desire
I have spoke with the tongue of angels
I have held the hand of a devil
It was warm in the night
I was cold as a stone

But I still haven't found what I'm lookin' for
But I still haven't found what I'm lookin' for

I believe in the Kingdom Come
Then all the colours will bleed into one
Bleed into one
But yes, I'm still runnin'
You broke the bonds and you loosened the chains
Carried the cross of my shame
Of my shame
You know I believe it

But I still haven't found what I'm lookin' for
But I still haven't found what I'm lookin' for
But I still haven't found what I'm lookin' for
But I still haven't found what I'm lookin' for","rock, classic rock, irish, alternative, pop"
23,24,"""I Want Your Sex""",George Michael,"4 ContributorsI Want Your Sex Lyrics
There's things that you guess
And a-things a-that you know
There's boys you can trust
And a-girls that you don't
There's little things you hide
And little things that you show
Sometimes you think you're gonna get it
But you don't and that's just the way it goes

I swear I won't tease you
Won't tell you no lies Yeah
Don't need no bible
Just look in my eyes
I've awaited so long, baby
Now that we're friends
Every man's got his patience
And here's where mine ends

I want your sex
I want your love
I want your sex
I want your...sex

It's playin' on my mind
It's dancin' on my soul
It's taken so much time
So why don't you just let me go?
I'd really like to try
Oh, I'd really love to know
When you tell me you're gonna regret it
Then I tell you that I love you, but you still say no

I swear I won't tease you
Won't tell you no lies Yeah
Don't need no bible
Just look in my eyes (Ooh)
I've awaited so long, baby
Out in the cold
I can't take much more, girl
I'm losing control

I want your sex
I want your love
I want your sex
I want your…sex, sex! Ow!

It's natural, it's chemical (Let's do it)
It's logical, habitual (Can we do it?)
It's sensual, but most of all
Sex is something that we should do
Sex is something for me and you
Sex is natural, sex is good
Not everybody does it
But everybody should
Sex is natural, sex is fun
Sex is best when it's one-on-one
One-on-one

Hoo-ah (Sex) I'm not your father
Hoo-ah (Sex) I'm not your brother
Hoo-ah (Sex) talk to your sister
Hoo-ah (Sex) I am a lover
Hoo-ah (Sex) Woo-ooh, ah
Hoo-ah (Sex)
Hoo-ah (Sex) Ow!
C-c-c-c-c-c-come on (Hoo-ah)

What's your definition of dirty, baby?
What do you consider pornography?
Don't you know I love it 'til it hurts me, baby?
Don't you think it's time you had sex with me?

What's your definition of dirty, baby?
What do you call pornography?
Don't you know I love it 'til it hurts me, baby?
Don't you think it's time you had sex with me?
Ow! Sex with me
Ow! Sex with me
Mmm, have sex with me (Hoo-ah)
C-c-c-c-c-c-come on","pop, 80s, british, soul, dance"
24,25,"""Notorious""",Duran Duran,"15 ContributorsNotorious Lyrics
No-no-Notorious
Notorious
(Ah)
No-no-Notorious

I can't read about it
Burns the skin from your eyes
I'll do fine without it
Here's one you don't compromise
Lies come hard in disguise
They need to fight it out
Not wild about it
Lay your seedy judgements
Who says they're part of our lives?

You own the money
You control the witness
I'll leave you lonely
Don't monkey with my business
You pay the prophets to justify your reasons
I heard your promise, but I don't believe it
That's why I've done it again

No-No-Notorious

Girls will keep the secrets (uh)
So long as boys make a noise
Fools run rings to break up
Something they'll never destroy
Grand Notorious slam (bam)
And who really gives a damn for a flaky bandit?
Don't ask me to bleed about it
I need this blood to survive

You own the money
You control the witness
I'll leave you lonely
Don't monkey with my business
You pay the prophets to justify your reasons
I heard your promise, but I don't believe it
That's why I've done it again

Notorious
Notorious

You own the money
You control the witness
I'll leave you lonely
Don't monkey with my business
You pay the prophets to justify your reasons
I heard your promise, but I don't believe it
You own the money
You control the witness
I'll leave you lonely
Don't monkey with my business
You pay the prophets to justify your reasons
I heard your promise, but I don't believe it
That's why I've done it again

No
No
That's why I've done it again
No-Notorious
Yeah, that's why I've done it again
No-no-Notorious
Yeah, that's why I've done it again
No-Notorious
No-no-Notorious
Yeah, that's why I've done it again
No-Notorious
No-no-Notorious!","new wave, 80s, pop, synth pop, rock"
25,26,"""Only in My Dreams""",Debbie Gibson,"10 ContributorsOnly in My Dreams Lyrics
Everytime I'm telling secrets
I remember how it used to be
And I realized how much I miss you
And I realize how it feels to be free
Now I see I'm up to no good
(No, no good)
And I wanna start again
Can't remember when I felt good
(Felt good, baby)
No, I can't remember when

No, only in my dreams
As real as it may seem
It was only in my dreams

Couldn't see how much I missed you (Now I do)
Couldn't see how much it meant (Ah)
Now I see my world come tumbling down (Tumbling down my world)
Now I see the road is bent
If I only once could hold you (No, no, no)
And remember how it used to be (Ah)
If only I could scold you
And forget how it feels to be free

No, only in my dreams
As real as it may seem
It was only in my dreams
No
No, no, no, only in my dreams
As real as it may seem
It was only in my dreams


No, only in my dreams
As real as it may seem
It was only in my dreams
No
No, no, no, only in my dreams
As real as it may seem
It was only in my dreams
No, no, no, only in my dreams
As real as it may seem
It was only in my dreams","pop, 80s, female vocalists, dance, bubblegum pop"
26,27,"""(I've Had) The Time of My Life""",Bill Medley and Jennifer Warnes,"39 Contributors(I’ve Had) The Time of My Life Lyrics(I’ve Had) The Time of My Life is well-known for being played in the final scene of “Dirty Dancing.”

The song topped the Billboard Hot 100 for a week in November of 1987 and also topped Billboard’s Adult… Read More 
Now I've had the time of my life
No, I never felt like this before
Yes, I swear it's the truth
And I owe it all to you
'Cause I've had the time of my life
And I owe it all to you

I've been waiting for so long
Now I've finally found someone to stand by me
We saw the writing on the wall
As we felt this magical fantasy
Now with passion in our eyes
There's no way we could disguise it secretly
So we take each other's hand
'Cause we seem to understand the urgency

Just remember
You're the one thing
I can't get enough of
So I'll tell you something
This could be love
Because

I've had the time of my life
No, I never felt this way before
Yes, I swear it's the truth
And I owe it all to you
Hey, baby

With my body and soul
I want you more than you'll ever know
So we'll just let it go
Don't be afraid to lose control
No
Yes, I know what's on your mind
When you say
""Stay with me tonight""
(Stay with me)

And remember
You're the one thing
I can't get enough of
So I'll tell you something
This could be love
Because

I've had the time of my life
No, I never felt this way before
Yes, I swear (Yes, I swear) it's the truth
And I owe it all to you
'Cause I had the time of my life
And I've searched through every open door
Never felt this way
'Til I found the truth
And I owe it all to you


Now I've (I've) had the time of my life (Ooh)
No, I never felt this way before (Never felt this way)
Yes, I swear it's the truth
And I owe it all to you

I've had the time of my life
No, I never felt this way before (Never felt this way)
Yes, I swear it's the truth (It's the truth)
And I owe it all to you (It's true)
'Cause I had the time of my life (Never felt this way)
(I've had the time of my life) And I've searched through every open door
You do it to me, baby (It's true)
'Til I found (Do it to me, baby) the truth
I And I owe it all to you...","pop, 80s, Soundtrack, dirty dancing, dance"
27,28,"""The Next Time I Fall""",Peter Cetera and Amy Grant,"8 ContributorsThe Next Time I Fall LyricsSongwriters Bobby Caldwell and Paul Gordon presented “The Next Time I Fall” to Chicago envisioning Cetera singing it, and were disappointed to learn he was leaving the group. However, Cetera did hear their… Read More 
Love, like a road that never ends
How it leads me back again
To heartache
I'll never understand
Darling, I put my heart up on a shelf
Til the moment was right, and I tell myself

Next time I fall in love
I'll know better what to do
The next time I fall in love, oooh
The next time I fall in love
The next time I fall in love
It will be with you

Now, as I look into your eyes
Well, I wonder if it's wise
To hold you like I've wanted to before
Tonight, I was thinking that you might
Be the one who breathes life in this heart of mine

Next time I fall in love
I'll know better what to do
Next time I fall in love, oooh
The next time I fall in love
The next time I fall in love
It will be with you (Next time I fall in love)

Next time I'm gonna follow through
And if it drives me crazy
I will know better why
The next time I try

Next time I fall in love
I'll know better what to do
Next time I fall in love, oooh
The next time I fall in love
The next time I fall in love
It will be with you

Next time I fall in love (Next time I fall in love)
Oh-woah-oh
Next time I fall in love, oooh
Next time I fall in love
It will be with you","rock, 80s, american, pop, female vocalists"
28,29,"""Lean on Me""",Club Nouveau,"11 ContributorsLean on Me LyricsLean on Me was originally sung by Bill Withers.
Club Nouveau’s version topped the Billboard Hot 100 for two weeks in 1986. It also topped Billboard’s dance music chart and peaked at #2 on Billboard’s R&B… Read More 
Sometimes in our lives
We all have pain
We all have sorrow
But if we are wise
We know that there's always tomorrow

Lean on me
When you're not strong
And I'll be your friend (I'll be your friend)
I'll help you carry on (Lean on me)
For it won't be long
'Til I'm gonna need
Somebody to lean on

Please swallow your pride
If I have things you need to borrow
For no one can fill
Those of your needs
That you won't let show

Lean on me
When you're not strong
And I'll be your friend (I'll be your friend)
I'll help you carry on (Lean on me)
For it won't be long
'Til I'm gonna need
Somebody to lean on

So just call on me brother
When you need a hand
We all need somebody to lean on
I just might have a problem
That you'd understand
We all need somebody to lean on

Lean on me
When you're not strong (When you're not strong)
And I'll be your friend (I'll be your friend)
I'll help you carry on (Lean on me)
For said, it won't be long (Won't be too long)
'Til I'm gonna need somebody to lean on

We be jamming
We be jamming (Hey, now)
We be jamming
We be jamming
We be jamming
We be jamming
We be jamming (hey)
We be jamming
(Just call me)
Uh, when you need a friend
(Call me)
Oh, baby
Now
(Call me)
Uh, when you need a friend
(Call me)
Oh, baby now
(Call me)
Uh, when you need a friend
(Call me)","80s, pop, rnb, soul, USA"
29,30,"""Open Your Heart""",Madonna,"22 ContributorsTranslationsPortuguêsItalianoOpen Your Heart Lyrics
Watch out

I see you on the street, and you walk on by
You make me wanna hang my head down and cry
If you gave me half a chance you'd see
My desire burning inside of me
But you choose to look the other way

I've had to work much harder than this
For something I want
Don't try to resist me

Open your heart to me, baby
I hold the lock and you hold the key
Open your heart to me, darling
I'll give you love if you, you turn the key

I think that you're afraid to look in my eyes (Ooh baby)
You look a little sad, boy, I wonder why (Mmm)
I follow you around, but you can't see
You're too wrapped up in yourself to notice
So you choose to look the other way
Well, I've got something to say

Don't try to run, I can keep up with you
Nothing can stop me from trying
You've got to

Open your heart to me, baby
I hold the lock and you hold the key
Open your heart to me, darling
I'll give you love if you, you turn the key

Open your heart with the key
One is such a lonely number

(Ah, ah, ah, ah)
Open your heart, I'll make you love me
It's not that hard, if you just turn the key

Don't try to run, I can keep up with you
Nothing can stop me from trying
You've got to

Open your heart to me, baby
I hold the lock and you hold the key
Open your heart to me, darling
I'll give you love if you, you turn the key

Open your heart with the key
One is such a lonely number

(Ah, ah, ah, ah)
Open your heart, I'll make you love me
It's not that hard, if you just turn the key

Don't try to run, I can keep up with you
Nothing can stop me from trying
You've got to

Open your heart to me, baby
I hold the lock and you hold the key
Open your heart to me, darling
I'll give you love if you, you turn the key

Open your heart with the key

Open your heart, I'll make you love me (Come on, baby)
It's not that hard, if you just turn the key (I'm gonna get to you)
Open your heart, I'll make you love me (Ow, come on, baby)
It's not that hard, if you just turn the key
(Watch out, watch out, watch out)
Open your heart, I'll make you love me (Ow, come on, baby)
It's not that hard, if you just turn the key
(Watch out, watch out, watch out)
Open your heart, I'll make you love me (I'm gonna get to you)
It's not that hard, if you just turn the key (Mmm, come on, baby)","pop, dance, female vocalists, 80s, electronic"
30,31,"""Lost in Emotion""",Lisa Lisa and Cult Jam,"11 ContributorsLost in Emotion Lyrics“Lost in Emotion” topped the Billboard Hot 100 and R&B chart for a week each in October of 1987.
It would be Lisa Lisa and Cult Jam’s last number-one pop hit on the Billboard Hot 100.
Hit the beat now
Lost in emotion

Some guys will promise you a marriage made in heaven
But I'm gonna stick to my guns
Like waiting for that love that I might be getting
My dreams have yet begun, oh, baby

Am I a fool 'cause I don't know just how you feel?
And this love for you, oh I can't conceal, oh

I'm lost in emotion
Telling you things you really shouldn't know
I'm, baby, I'm lost in emotion
Am I a fool? At least my friends think so
Qué será, qué será

Baby, whatever will be
Qué será, qué será
Between you and me, oh-ooh

Just how true are the rumors I am hearing
About the crush you have on me? (Ooh)
Oh, baby, I'm blind 'cause I just don't see it
But I wanna believe what they see
I find myself telling you things
I don't even tell my best friend (Ooh)
I keep showing emotions not knowing
Just where it all stems from

From time to time
I wonder what I am in your heart
(Sometimes you make me wonder, babe)
And even though I don't live there yet
I'm afraid it will be cold and dark

I'm lost in emotion
Telling you things you really shouldn't know
I'm, baby, I'm lost in emotion
Am I a fool? At least my friends think so
Qué será, qué será

Baby, whatever will be
Qué será, qué será
Between you and me, oh-ooh, no


Baby, am I a fool 'cause I don't know just how you feel?
(Just how you, just how you feel)
And this love for you, oh, I can't conceal
Hit the beat now

(Lost) With my feelings
(Lost) I hit the ceiling
(Lost) With big emotions (I, I, I, I love you, but I don't know)
(Lost) I can't be dealing
(Lost) I wanna be with you
(Lost) But I don't know how (But I don't know how)
(Lost) In my heart, babe
I can feel the beat now

(Lost in emotion)
(Lost in emotion)
(Lost in emotion)

(Lost)
My baby
You know that I'm lost
My baby
(Lost in emotion)
My-m-m-my-my baby
(Lost in emotion)
(Lost in emotion)
(Lost)","80s, pop, freestyle, dance, female vocalists"
