Unnamed: 0,No.,Title,Artist(s),lyrics,genres
21,22,"""Southern Nights""",Glen Campbell,"28 ContributorsSouthern Nights Lyrics
Southern nights
Have you ever felt a Southern night?
Free as a breeze
Not to mention the trees
Whistlin' tunes that you know and love so

Southern nights
Just as good even when closed your eyes
I apologize
To anyone who can truly say
That he has found a better way, hey, yeah

Southern skies
Have you ever noticed Southern skies? (In Southern sky)
Oh, its precious beauty lies just beyond the eye
It goes runnin' through your soul
Like the stories told of old

Old man
He and his dog that walk the old land
Every flower touched his cold hand
As he slowly walked by
Weepin' willows would cry for joy
Joy

Feels so good
Feels so good, it's frightening
Wish I could
Stop this world from fighting
La-da-da-da-da, la-da-da-da-da-da
Da-da-da-da-da-da, da-da-da, da-da-da

Mystery
Like this and many others in the trees
Blow in the night
In the Southern skies

Southern nights
They feel so good, it's a frightening
Wish I could (Southern nights)
Stop this world from the fighting
Da-da-da-da-da, da-da-da-da-da-da
Da-da-da-da-da-da, la-da-da
Da-da-da, da-da-da-da-da-da

(Southern skies)
Have you ever noticed?","country, singer-songwriter, folk, classic country, pop"
22,23,"""Rich Girl""",Hall & Oates,"37 ContributorsRich Girl LyricsThe first of six number one singles by the duo, “Rich Girl” debuted on the charts at #81 on January 22, 1977, climbing to the top spot nine weeks later.
Famously, the classic song was actually written  about… Read More 
You're a rich girl, and you've gone too far
'Cause you know it don't matter anyway
You can rely on the old man's money
You can rely on the old man's money
It's a bitch, girl, but it's gone too far
'Cause you know it don't matter anyway
Say money but it won't get you too far
Get you too far

Don't you know? Don't you know?
That it's wrong to take what is given you
So far gone, on your own
But you can get along if you try to be strong
But you'll never be strong, 'cause

You're a rich girl (Rich girl)
And you've gone too far
'Cause you know it don't matter anyway (Rich girl)
You can rely on the old man's money
You can rely on the old man's money
It's a bitch, girl (Bitch, girl), and it's gone too far
'Cause you know it don't matter anyway (Rich girl)
Say money but it won't get you too far, get you too far

High and dry, out of the rain
It's so easy to hurt others when you can't feel pain
And don't you know that a love can't grow, ooh
'Cause there's too much to give, 'cause you'd rather live
For the thrill of it all, oh

You're a rich girl (Rich girl) and you've gone too far
'Cause you know it don't matter anyway (Rich girl)
You can rely on the old man's money
You can rely on the old man's money
It's a bitch, girl (Bitch, girl), and it's gone too far
'Cause you know it don't matter anyway, yeah (Rich girl)
Say money but it won't get you too far
Say money but it won't get you too far
Say money but it won't get you too far, get you too far
And you say, you can rely on your old man's money
You can rely on the old man's money

You're a rich girl (Rich girl)
A rich girl
Oh, you're a rich bitch girl, (Rich girl) yeah
Say money but it won't get you too far
Oh, won't get you too far","80s, pop, soft rock, classic rock, rock"
23,24,"""When I Need You""",Leo Sayer,"16 ContributorsWhen I Need You Lyrics“When I Need You” topped the Billboard Hot 100 & Easy Listening chart in 1977. It also topped the U.K. Singles chart.
When I need you
I just close my eyes and I'm with you
And all that I so want to give you
It's only a heartbeat away
When I need love
I hold out my hands and I touch love
I never knew there was so much love
Keeping me warm night and day

Miles and miles of empty space in between us
A telephone can't take the place of your smile
But you know I won't be traveling forever
It's cold out, but hold out and do like I do

When I need you
I just close my eyes and I'm with you
And all that I so want to give you, babe
It's only a heartbeat away

It's not easy when the road is your driver
Honey, that's a heavy load that we bear
But you know I won't be traveling a lifetime
It's cold out, but hold out and do like I do
Oh, I need you


When I need love
I hold out my hands and I touch love
I never knew there was so much love
Keeping me warm night and day

When I need you
I just close my eyes
And you’re right here by my side
Keeping me warm night and day
I just hold out my hand
Just hold out my hand
And I’m with you darling
Yes I’m with you darling
All I want to give you
Is only a heartbeat away
Oh I need you darling
Oh i want you darling","pop, 70s, singer-songwriter, oldies, 80s"
24,25,"""Hot Line""",The Sylvers,"5 ContributorsHot Line LyricsNumber please
Hot line, hot line
Calling on the hot line
For your love, for your love
Hot line, hot line
Calling on the hot line
On the hot line
I'm calling on the hot line for your love
Baby, 'cause I'm burnin' up
Like a house on fire
My desire is climbin' higher, baby
Girl, the way you move your lips
I can tell you got fire in your kiss
The way you flash your eyes
Looks like lightnin' lightin' up the sky
Stop all the calls in the world
Till I catch you, girl
Catch you at home
I asked the C.I.A
If it was okay to use their private phone
Oh, baby, baby

Hot line, hot line
Calling on the hot line
For your love, for your love
Hot line, hot line
Calling on the hot line
On the hot line
Operator, excuse me please
But this is more than an emergency
Take those phones off-a your ears
'Cause this is only for my baby to hear
Stop all the calls in the world
Till I catch you, girl
Catch you at home
I asked the C.I.A
They said it was okay to use their private phone
Oh, baby, baby
Hot line, hot line
Calling on the hot line
For your love, for your love
Hot line, hot line
Calling on the hot line
On the hot line

Baby, where are you? Here am I
Should I get in touch with the F.B.I
I know my call will be accepted
There's no chance of bein' disconnected
On the hot line, hot line
Calling on the hot line
For your love, for your love
Hot line, hot line
Calling on the hot line
On the hot line
Don't keep it busy, don't make me dizzy
Your love makes me want to shout
You're my lover, undercover
You know what I'm talkin' about
Hot line, hot line
Calling on the hot line
For your love, for your love","soul, funk, Disco, 70s, Old School soul"
25,26,"""Car Wash""",Rose Royce,"27 ContributorsCar Wash Lyrics“Car Wash” is the iconic, feel-good theme song for the hit 1976 movie of the same name. It plays over the opening credits and perfectly sets the tone for the film. It was Rose Royce’s debut single and reached… Read More 
Ooh, you might not ever get rich
But let me tell you it's better than digging a ditch
There ain't no telling who you might meet
A movie star or maybe even an Indian chief

Working at the car wash
Working at the car wash, yeah
Come on and sing it with me, car wash
Sing it with the feeling now, car wash, yeah

Ooh, come some of the work gets kinda hard
This ain't no place to be if you planned on being a star
Let me tell you, it's always cool
And the boss don't mind sometimes if you act the fool

At the car wash, woah
Talking about the car wash, yeah
Come on, y'all, and sing it for me
Car wash, ooh, car wash, yeah

(Work and work) Well, those cars never seem to stop coming
(Work and work) Keep those waxin' machines humming
(Work and work) My fingers to the bone
(Work) Keep up, I can't wait 'til it's time to go home

Hey, get your car washed today
Fill-up and you don't have to pay
Come on and give us a play
Car wash, right away

At the car wash
Talking about the car wash
Car wash, yeah
Come on, y'all, and sing it with me
Car wash
Sing it with feeling, y'all
Car wash, yeah, woah-oh, woah

(Car wash) Those cars never seem to stop coming
What I say
Keep those rags and machines humming
(Car wash) Let me tell you it's always cool
And the boss don't mind sometimes if you, act the fool
At the car wash
Talking about the car wash, yeah
Car wash, yeah
Talking about the car wash, yeah
Car wash
Car wash, yeah
Car wash
Car wash, yeah
Car wash
Car wash, yeah
Car wash
Car wash, yeah","funk, Disco, soul, 70s, rnb"
26,27,"""You Don't Have to Be a Star (To Be in My Show)""",Marilyn McCoo & Billy Davis Jr.,"10 ContributorsYou Don’t Have to Be a Star (To Be in My Show) Lyrics“You Don’t Have To Be A Star” is the biggest hit for Marilyn McCoo and Billy Davis Jr. after they broke away from 5th Dimension. This duet topped the Billboard Hot 100 chart in January 1977, was certified… Read More 
You don't have to be a star

Baby, come as you are
With just your heart
And I'll take you in
You're rejected and hurt
To me you're worth
What you have within
Now, I don't need no superstar
'Cause I'll accept you as you are
You won't be denied
'Cause I'm satisfied
With the love you inspire

You don't have to be a star, baby
To be in my show (To be in my show)
You don't have to be a star, baby, to be in my show

Somebody nobody knows
Could steal the tune
That you want to hear
So stop your running around
'Cause now you've found
What was cloudy is clear
Oh honey
There'll be no cheering from the crowd
Just two hearts beating out loud
There'll be no parades
No TV or stage
Only me till your dying day

You don't have to be a star, baby, to be in my show
You don't have to be a star, baby, to be in my
My, my, my, my, my show
(You don't have to be a star)
(You don't have to be a star)
(You don't have to be a star)

Don't think your star has to shine
For me to find out
Where you're coming from
What is a beauty queen
If it don't mean
I'm your number one?
Oh honey
And I don't need no superstar
'Cause I'll accept you as you are
You won't be denied
'Cause I'm satisfied
With the love you inspire

You don't have to be a star, baby, to be in my show
You don't have to be a star, baby, to be in my
My, my, my, my, my show
You don't have to be a star, baby
To be in my show
You don't have to be a star, baby, to be in my
My, my, my, my","70s, soul, rnb, USA, female vocalists"
27,28,"""Fly Like an Eagle""",Steve Miller Band,"25 ContributorsFly Like an Eagle LyricsWritten by Steve Miller, and Steve McCarty.
This song is purely and simply an account of the writer’s interpretation of the Bible.
From Mr McCarty’s website he has this to say about the song, “Steve Miller… Read More 
(Tick tock tick) Doo doo doo-doo
(Tick tock tick) Doo doo doo-doo
(Tick tock tick) Doo doo doo-doo
(Tick tock tick) Doo doo doo-doo

Time keeps on slippin', slippin', slippin'
Into the future
Time keeps on slippin', slippin', slippin'
Into the future

I wanna fly like an eagle
To the sea
Fly like an eagle
Let my spirit carry me
I want to fly like an eagle
'Til I'm free
Oh, Lord, through the revolution

Feed the babies
Who don't have enough to eat
Shoe the children
With no shoes on their feet
House the people
Livin' in the street
Oh, oh, there's a solution

I want to fly like an eagle
To the sea
Fly like an eagle
Let my spirit carry me
I want to fly like an eagle
'Til I'm free
Fly through the revolution

Time keeps on slippin', slippin', slippin'
Into the future
Time keeps on slippin', slippin', slippin'
Into the future

Time keeps on slippin', slippin', slippin'
Into the future
Time keeps on slippin', slippin', slippin'
Into the future

Doo, doo, doo-doo
Doo, doo, doo-doo
Doo, doo, doo-doo
Doo, doo, doo-doo
Doo, doo, doo-doo
Doo, doo, doo-doo
Doo, doo, doo-doo
Doo, doo, doo-doo

I want to fly like an eagle
To the sea
Fly like an eagle
Let my spirit carry me
I want to fly like an eagle
'Til I'm free
Fly through the revolution

(Tick tock tick) Doo doo doo-doo
(Tick tock tick)
(Tick tock tick) Doo doo doo-doo
(Tick tock tick) Doo doo doo-doo
(Tick tock tick) Doo doo doo-doo

Time keeps on slippin', slippin', slippin'
Into the future
Time keeps on slippin', slippin', slippin'
Into the future","classic rock, rock, 70s, psychedelic, 80s"
28,29,"""Don't Give Up on Us""",David Soul,"8 ContributorsDon’t Give Up on Us LyricsRecorded to capitalize on the singer’s success starring in the TV show Starsky and Hutch, this song spent four weeks at #1 on the U.K. Singles Chart in January 1977 and one week atop the Billboard Hot 100 in… Read More Don't give up on us, baby
Don't make the wrong seem right
The future isn't just one night
It's written in the moonlight
And painted on the stars
We can't change ours
Don't give up on us, baby
We're still worth one more try
I know we put a last one by
Just for a rainy evening
When maybe stars are few
Don't give up on us, I know
We can still come through
I really lost my head last night
You've got a right to stop believing
There's still a little love left
Even so
Don't give up on us, baby
Lord knows we've come this far
Can't we stay the way we are?
The angel and the dreamer
Who sometimes plays a fool
Don't give up on us, I know
We can still come through

It's written in the moonlight
And painted on the stars
We can't change ours
Don't give up on us, baby
We're still worth one more try
I know we put a last one by
Just for a rainy evening
When maybe stars are few
Don't give up on us, I know
We can still come through
Don't give up on us, baby
Don't give up on us, baby","70s, pop, david soul, classic rock, folk"
29,30,"""On and On""",Stephen Bishop,"15 ContributorsOn and On Lyrics“On And On” is Stephen Bishop’s biggest hit, reaching #11 in the US in 1977. The song’s genesis was writing the words “On and on” onto a piece of paper during a walk to his neighborhood store. When he… Read More 
Down in Jamaica
They got lots of pretty women
Steal your money
Then they break your heart
Lonesome Sue, she's in love with ol' Sam
Take him from the fire into the frying pan

On and on
She just keeps on trying
And she smiles when she feels like crying
On and on, On and on, On and on

Poor ol' Jimmy
Sits alone in the moonlight
Saw his woman kiss another man
So he takes a ladder
Steals the stars from the sky
Puts on Sinatra and starts to cry

On and on
He just keeps on trying
And he smiles when he feels like crying
On and on, On and on, On and on

When the first time is the last time
It can make you feel so bad
But if you know it, show it
Hold on tight
Don't let her say goodnight

Got the sun on my shoulders
And my toes in the sand
Woman's left me for some other man
Aw, but I don't care
I'll just dream and stay tan
Toss up my heart and see where it lands

On and on
I just keep on trying
And I smile when I feel like dying
On and on
On and on
On and on

On and on
On and on
On and on

On and on
On and on
On and on","classic rock, pop, 70s, adult contemporary, 80s"
30,31,"""Feels Like the First Time""",Foreigner,"23 ContributorsFeels Like the First Time LyricsThe first single (reached the top 5) by the prolific group, considered by some a “generic” 70’s rock hit – a compromise between classic rock and heavy metal/punk, paying tribute to both – riffs and pounding… Read More 
I would climb any mountain
Sail across a stormy sea
If that's what it takes me, baby
To show you how much you mean to me

And I guess it's just the woman in you
That brings out the man in me
I know I can't help myself
You're all in the world to me

(It feels like the first time)
(Feels like the very first time)
(It feels like the first time)
(It feels like the very first time)

I have waited a lifetime
Spent my time so foolishly
But now that I've found you
Together we'll make history

And I know that it must be the woman in you
That brings out the man in me
I know I can't help myself
You're all that my eyes can see

And it feels like the first time
Like it never did before
Feels like the first time
Like we've opened up the door
Feels like the first time
Like it never will again
Never again

(Feels like the first time)
It feels like the first time
(It feels like the very first time)
Very first, feels
(It feels like the first time)
Oh, it feels like the first time
(Feels like the very first time)

Won't you open up the door? Yeah

(Feels like the first time)
(And it feels like the very first time)
(And it feels like the first time)
(It feels like the very first time)
(And it feels like the first time)
(It feels like the very first time)","classic rock, rock, hard rock, 80s, pop"
31,32,"""Couldn't Get It Right""",Climax Blues Band,"12 ContributorsCouldn’t Get It Right LyricsThe biggest hit for the British band, curiously about a road trip in the USA. It reached #3 on the Billboard Hot 100.
Another “road” song – covering a segment of the life on the road of travelling musicians.… Read More 

Time was drifting
This rocker got to roll
So I hit the road and made my getaway
Restless feeling, really got a hold
I started searching for a better way

But I kept on looking for a sign
In the middle of the night
But I couldn't see the light
No, I couldn't see the light
I kept on looking for a way
To take me through the night
I couldn't get it right
I couldn't get it right

LA fever made me feel alright
But I must admit it got the best of me
Getting down, so deep I could have drowned
Now, I can't get back the way I used to be

But I kept on looking for a sign
In the middle of the night
But I couldn't see the light
No, I couldn't see the light
I kept on looking for a way
To take me through the night
I couldn't get it right
I couldn't get it right


New York City took me with the tide
And I nearly died from hospitality
Left me stranded, took away my pride
Just another no account fatality

But I kept on looking for a sign
In the middle of the night
But I couldn't see the light
No, I couldn't see the light
I kept on looking for a way
To take me through the night
I couldn't get it right
I couldn't get it right
I kept on looking for a sign
In the middle of the night
But I couldn't see the light
No, I couldn't see the light
I kept on looking for a way
To take me through the night
I couldn't get it right
I couldn't get it right

I kept on looking for a sign
In the middle of the night
But I couldn't see the light
No, I couldn't see the light
I kept on looking for a way
To take me through the night
I couldn't get it right
I couldn't get it right","blues rock, classic rock, rock, blues, 70s"
32,33,"""Easy""",Commodores,"46 ContributorsEasy Lyrics“Easy” is the ninth song from Commodores' fifth and self-titled studio album, Commodores. It is a slow break-up ballad of a man expressing his feelings after the relationship ends. Instead of feeling… Read More 
I know it sounds funny, but I just can't stand the pain
Girl, I'm leaving you tomorrow
Seems to me girl, you know I've done all I can
You see, I begged, stole and I borrowed, yeah, ooh

That's why I'm easy
I'm easy like Sunday morning
That's why I'm easy
I'm easy like Sunday morning

Why in the world would anybody put chains on me, yeah?
I've paid my dues to make it
Everybody wants me to be what they want me to be
I'm not happy when I try to fake it, no, ooh

That's why I'm easy, yeah
I'm easy like Sunday morning
That's why I'm easy
I'm easy like Sunday morning

I wanna be high, so high
I wanna be free to know the things I do are right
I wanna be free
Just me, oh babe
Ooh


That's why I'm easy
I'm easy like Sunday morning, yeah
That's why I'm easy
I'm easy like Sunday morning, woah
'Cause I'm easy, whoo
Easy like Sunday morning, yeah
'Cause I'm easy
Easy like Sunday morning, woah
'Cause I'm easy","soul, funk, 70s, motown, rnb"
33,34,"""Right Time of the Night""",Jennifer Warnes,"4 ContributorsRight Time Of The Night LyricsRight Time of the Night was the lead single from Jennifer Warnes‘ 1976 self-titled album.
According to songwriter Peter McCann, the inspiration for the song was when:
“I was out at the beach at Malibu, and… Read More Sun goes down on a silky day
Quarter moon walking through the Milky Way
Oh, you and me, baby
We could think of something to do
It's the right time of the night
The stars are winking above
It's the right time of the night
For making love
No use talking when the shadows fall
Nightbird's calling and he says it all
Oh, you and me, baby
We could think of something to do
It's the right time of the night
The stars are winking above
It's the right time of the night
For making love
I got you and you got me
Tell you, that's the way my mama always said it should be
I'll be cruel, you'll be kind
We'll be bad, if you don't mind
It's the right time of the night
The stars are winking above
It's the right time of the night
For making love

It's the right time of the night
The stars are winking above
It's the right time of the night
For making love
It's the right time of the night
The stars are winking above
It's the right time of the night
For making love","female vocalists, singer-songwriter, pop, folk, audiophile"
34,35,"""I've Got Love on My Mind""",Natalie Cole,"10 ContributorsI’ve Got Love On My Mind Lyrics
I've got love on my mind
I've got love on my mind
I've got love on my mind

And there's nothing particularly wrong
It's a feeling I feel inside
When I woke up early this morning
It was staring me straight in my eyes

I've got love (Love) on my mind (Ooh, ooh)
I've got love (Love) on my mind (Ooh, ooh)
I've got love (Love) on my mind (Ooh, ooh)

When you touch me, I can't resist
And you've touched me a thousand times
When I think of your tender kiss, ah
Then and there I start to unwind
Ooh, In your arms I like to be, yeah
Caressing you gentle and tenderly, oh yeah
From sunrise to sunset, all through the day
I've been waiting for your return
And you know this is where I'll be
I can say to the world I've learned
Only you can satisfy me, satisfy me

Oh, you have made me so very happy
Oh baby, baby
(Love) Love, love, on my (On my mind), my, my, my mind
Love (Love), love, on my mind (On my mind)
(Love) I've got love (On my mind), on my mind, yeah
(Love) It's a whole lot of love (On my mind)
It's a whole lot of love, yes, it is

(Love) I can't hear ya, say it for me one more time
(Love) Oh, I like the way you say it, when you say it for me, yeah
(Love, love) Ooh, you know, it's like paradise, say it twice
(Love, love) Got a whole lot of love
Whole lot of love for you, baby, yeah
(Love) You know this thing, I got love, yeah
I've got (Love) on my mind (On my mind)
Oh (Love) love, love on my mind (On my mind)
I've got, (Love) I've got, I've got, I've got, I've got
(On my mind) Love, love, love
(Love) I've got love on my mind, yeah (On my mind)
Oh, oh, oh yeah, (Love) oh, la-la, la-la (On my mind)
La, la-la-la-la-la-la-la, yeah (Love on my mind)
(Love on my mind)","jazz, female vocalists, soul, vocal jazz, blues"
35,36,"""Blinded by the Light""",Manfred Mann's Earth Band,"66 ContributorsBlinded by the Light LyricsThe song was one of the early ones written by Bruce Springsteen in 1973 for his first album, Greetings from Asbury Park, N.J..
It was then recorded by the Manfred Mann Earth Band in 1976, becoming a mega hit… Read More 
Blinded by the light
Revved up like a deuce, another runner in the night
Blinded by the light
Revved up like a deuce, another runner in the night
Blinded by the light
Revved up like a deuce, another runner in the night

Madman, drummers, bummers
Indians in the summer with a teenage diplomat
In the dumps with the mumps
As the adolescent pumps his way into his hat
With a boulder on my shoulder, feelin' kinda older
I tripped the merry-go-round
With this very unpleasin', sneezin' and wheezin'
The calliope crashed to the ground

The calliope crashed to the ground!

But, she was blinded by the light
Revved up like a deuce, another runner in the night
Blinded by the light
Revved up like a deuce, another runner in the night
Blinded by the light
Revved up like a deuce, another runner in the night
Blinded by the light
Revved up like a deuce, another runner in the night

Some silicone sister with a manager mister
Told me I got what it takes
She said, ""I'll turn you on, son, into something strong
Play the song with the funky break""
And go-kart Mozart was checkin' out the weather chart
To see if it was safe outside
And little Early-Pearly came by in his curly-wurly
And asked me if I needed a ride

Asked me if I needed a ride!

But, she was blinded by the light
Revved up like a deuce, another runner in the night
Blinded by the light

She got down, but she never got tired
She's gonna make it through the night
She's gonna make it through the night



But mama, that's where the fun is
But mama, that's where the fun is
Mama always told me not to look into the eyes of the sun
But mama, that's where the fun is


Some brimstone, baritone, anticyclone, rolling stone
Preacher from the east
Says, ""Dethrone the dictaphone, hit it in it's funny bone
That's where they expect it least""
And some new-mown chaperone was standin' in the corner
Watchin' the young girls dance
And some fresh-sown moonstone
Was messin' with his frozen zone, reminding him of romance

The calliope crashed to the ground!

But she was blinded by the light
Revved up like a deuce, another runner in the night
Blinded by the light
Revved up like a deuce, another runner in the night

(Madman drummers, bummers)
Blinded by the light
(Indians in the summer with a teenage diplomat)
Revved up like a deuce, another runner in the night
(In the dumps with the mumps)
Blinded by the light
(As the adolescent pumps his way into his hat)
Revved up like a deuce, another runner in the night
(With a boulder on my shoulder, feeling kinda older)
Blinded by the light
(I tripped the merry-go-round)
Revved up like a deuce, another runner in the night
(With this very unpleasin', sneezin' and wheezin')
Blinded by the light
(The calliope crashed to the ground)
Revved up like a deuce, another runner in the night
(Now, Scott, with a slingshot, finally found a tender spot)
Revved up like a deuce, another runner in the night
(And throws his lover in the sand)
Blinded by the light
(Some bloodshot forget-me-not said daddy's within earshot)
Revved up like a deuce, another runner in the night
(Save the buckshot, turn up the band)
Revved up like a deuce, another runner in the night
(Some silicone sister with a manager mister)
Blinded by the light
Revved up like a deuce, another runner in the night
(Told me I got what it takes)
(She said, ""I'll turn you on, son, into something strong"")

She got down, but she never got tired
She's gonna make it through the night","Progressive rock, classic rock, rock, art rock, 70s"
36,37,"""Looks Like We Made It""",Barry Manilow,"10 ContributorsLooks Like We Made It Lyrics
There you are
Looking just the same as you did last time I touched you
And here I am
Close to getting tangled up inside the thought of you

Do you love him
As much as I love her?
And will that love be strong
When old feelings start to stir?

Looks like we made it
Left each other on the way to another love
Looks like we made it
Or I thought so 'til today
Until you were there, everywhere
And all I could taste was love the way we made it

Love's so strange
Playing hide and seek with hearts and always hurting
And we're the fools
Standing close enough to touch those burning memories

And if I hold you
For the sake of all those times
Love made us lose our minds
Could I ever let you go?

Whoa, no, we made it
Left each other on the way to another love
Looks like we made it
Or I thought so 'til today
Until you were there, everywhere
And all I could taste was love the way we made it
Oh, we made it

Looks like we made it
Left each other on the way to another love
Looks like we made it
Or I thought so 'til today
Until you were there, everywhere
And all I could taste was love the way we made it
Looks like we made it
Whoa, babe, we made it
Looks like we made it","pop, easy listening, 80s, soft rock, oldies"
37,38,"""So in to You""",Atlanta Rhythm Section,"9 ContributorsSo in to You Lyrics
When you walked into the room
There was voodoo in the vibes
I was captured by your style
But I could not catch your eyes
Now, I stand here helplessly
Hoping you'll get in to me

I am so in to you
I can't think of nothing else
I am so in to you
I can't think of nothing else

Thinking how it's gonna be
Whenever I get you next to me
It's gonna be good
Don't you know?
From your head to your toe
Gonna love you all over
Over and over
Me in to you, you in to me, me in to you

I'm so in to you
I'm so in to you, oh!

When you walked into the room
There was voodoo in the vibes
I was captured by your style
But I could not catch your eyes
Now, I stand here helplessly
Hoping you'll get in to me

I am so in to you
I can't get to nothing else
I am so in to you, baby!
I can't get to nothing else

No! No! No! Come on, baby!
I'm so in to you
Love the things you do
Listen, baby!
Driving me crazy, oh!
Come on, baby! Oo-ooh!
I'm so in to you
Love the things you do
Come on, baby!
I'm so in to you
I'm so in to you
I'm so in to you","Southern Rock, classic rock, rock, 70s, blues"
38,39,"""Dreams""",Fleetwood Mac,"120 ContributorsTranslationsTürkçeУкраїнськаPortuguêsDeutschFrançaisDreams LyricsFrom their top-selling album Rumours, “Dreams” was Fleetwood Mac’s only No. 1 hit in the US back in 1977.
The song was written by Stevie Nicks at a turbulent time for the band.  She and Lindsey Buckingham’s… Read More 
(Mmm)

Now, here you go again
You say you want your freedom
Well, who am I to keep you down?
It's only right that you should
Play the way you feel it
But listen carefully to the sound
Of your loneliness

Like a heartbeat drives you mad (Heartbeat)
In the stillness of rememberin' (Stillness)
What you had and what you lost (Lonely, ooh)
And what you had and what you lost (Ooh, ooh)

Oh, thunder only happens when it's rainin'
Players only love you when they're playing
Say, ""Women, they will come and they will go""
When the rain washes you clean, you'll know
You'll know


Now, here I go again
I see the crystal visions
I keep my visions to myself
It's only me who wants to
Wrap around your dreams
And have you any dreams you'd like to sell?
Dreams of loneliness

Like a heartbeat drives you mad (Heartbeat)
In the stillness of rememberin' (Stillness)
What you had and what you lost (Lonely, ooh)
Oh, what you had, oh, what you lost (Ooh, ah)

Thunder only happens when it's rainin'
Players only love you when they're playing
Women, they will come and they will go
When the rain washes you clean, you'll know
Oh, thunder only happens when it's rainin'
Players only love you when they're playing
Say, ""Women, they will come and they will go""
When the rain washes you clean, you'll know

You'll know
You will know
Oh, you'll know","classic rock, rock, 70s, blues, pop"
39,40,"""Enjoy Yourself""",The Jacksons,"18 ContributorsEnjoy Yourself Lyrics
Enjoy yourself, enjoy yourself
Enjoy yourself with me
Enjoy yourself, enjoy yourself
Enjoy yourself with me
You better enjoy yourself
You better enjoy yourself

You sittin' over there, starin' into space
Awhile people are dancin', dancin' all over the place
But you shouldn't worry about things you can't control
Come on, girl, while the night is young
Why don't she let, let herself go ""Woo!""

Enjoy yourself, enjoy yourself
Enjoy yourself with me
Enjoy yourself, enjoy yourself
Enjoy yourself with me

Let's have some fun
Let's have a good time, you and me
Sittin' there with your mouth poked out
Just as sweet as you can be
Why don't you live, live the life you got
Come on girl, let's get it, while the music's runnin' hot, woo!

Enjoy yourself, enjoy yourself
Enjoy yourself with me
Enjoy yourself, enjoy yourself
Enjoy yourself with me

Pretty girl, I've been watchin' you
I can wipe away that frown
Ah, you and I could get together
We could tear the house down, we could tear the house down
We could tear the whole house down, woo!

Enjoy yourself, enjoy yourself
Enjoy yourself with me
Enjoy yourself, enjoy yourself
Enjoy yourself with me
You better enjoy yourself
You got to enjoy yourself
Say it again, enjoy yourself (Enjoy yourself!)
Enjoy yourself (Let's get on down!)
Enjoy yourself (Enjoy yourself!)
Enjoy yourself (Let's get on down!)
Enjoy yourself (Enjoy yourself!)
Enjoy yourself (Let's get on down!)
Enjoy yourself (Enjoy yourself!)
Enjoy yourself (Let's get on down!)

Come on (Come on)
Come on (Come on)
Come on (Come on)
Come on (You can do it, you can do it, you can do it, you can do it)
Woo!
Ah ha ha ha, let's get on down, ooh!

Enjoy yourself (Enjoy yourself!)
Enjoy yourself (Let's get on down!)
Enjoy yourself (Enjoy yourself!)
Enjoy yourself (Let's get on down!)
Enjoy yourself (Enjoy yourself!)
Enjoy yourself (Let's get on down!)
Enjoy yourself (Enjoy yourself!)
Enjoy yourself (Let's get on down!)","soul, pop, Disco, funk, motown"
40,41,"""Dazz""",Brick,"13 ContributorsDazz Lyrics
Everybody go on and dance if you want to
The music makes your body move, well all right
Funky dancing get up, get down, shake your booty
Music makes your body move, well all right
La la la la la la la la la la la la...
Ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh

Everybody go on and dance if you want to
Music makes your body move, well all right

Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
(Whispered:)
Dazz, disco jazz

{Flute solo}

Funky dancing get up, get down, shake your booty
The music makes your body move, well all right

Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)
Jazz Dazz (disco jazz)","funk, Disco, soul, hardcore, georgia"
41,42,"""I'm in You""",Peter Frampton,"9 ContributorsI’m in You Lyrics
I don't care where I go
When I'm with you
When I cry, you don't laugh
Because you know me

I'm in you, you're in me
I'm in you, you're in me
Because you gave me the love
Love that I never had
Yes, you gave me the love
Love that I never had

You and I don't pretend
We make love
I can't feel any more
Than I'm singing, yeah

I'm in you, you're in me
I'm in you, you're in me
Because you gave me the love
Love that I never had
Yes, you gave me the love
Love that I never had

Come so far when you think
Of last fall
You can't buy what we made
You and I, oh

I'm in you, you're in me
I'm in you, you're in me
Because you gave me the love
Love that I never had
Yes, you gave me the love
Love that I never had

You gave me the love
Love that I never had
I don't care where I go
When I'm with you","classic rock, rock, 70s, singer-songwriter, guitar"
