Unnamed: 0,No.,Title,Artist(s),lyrics,genres
10,11,"""I'm Your Boogie Man""",KC and the Sunshine Band,"16 ContributorsI’m Your Boogie Man Lyrics
(One, two, three, four!)

I'm your boogie man, that's what I am
I'm here to do whatever I can
Be it early morning, late afternoon
Or at midnight, it's never too soon

To wanna please you, to wanna keep you
To wanna do it all, all for you
I wanna be your, be your rubber ball
I wanna be the one you love most of all, oh, yeah

I'm your boogie man
I'm your boogie man, turn me on
I'm your boogie man
I'm your boogie man, I'll do what you want
I'm your boogie man
I'm your boogie man, turn me on
I'm your boogie man
I'm your boogie man, I'll do what you want

I'm your boogie man, that's what I am
I'm here to do whatever I can
Be it early morning, late afternoon
Or at midnight, oh, it's never too soon

To wanna take you, to wanna hold you
I wanna give my all, all to you
And I want you to completely understand
Oh, where I'm at and where I am, oh, yeah

I'm your boogie man
I'm your boogie man, turn me on
I'm your boogie man
I'm your boogie man, I'll do what you want
I'm your boogie man
I'm your boogie man, turn me on
I'm your boogie man
I'm your boogie man, I'll do what you want

I'm your boogie man, that's what I am
I'm here to do whatever I can
Be it early morning, late afternoon
Or at midnight, oh, it's never too soon

I wanna be with you, I wanna be with you
Can we be together? You and me?
I wanna see you, oh, get near you
I wanna love you from sundown to sunup
Oh, yeah, oh, yeah

I'm your boogie man, that's what I am
I'm here to do whatever I can
Be it early morning, late afternoon
Or at midnight, oh, it's never too soon

To wanna please you, to wanna hold you
To wanna do it all, all for you
I wanna be your, be your rubber ball
I wanna be the one you love most of all

I'm your boogie man, ah-ha
I'm your boogie man, ah-ha
I'm your boogie man, ah-ha
I'm your boogie man, ah-ha
Woo!","Disco, funk, 70s, dance, pop"
11,12,"""Dancing Queen""",ABBA,"87 ContributorsTranslationsTürkçeEspañolČeskyFrançaisDeutschPortuguêsItalianoDancing Queen LyricsWhen “Dancing Queen” was released, ABBA essentially made the world’s first Europop disco hit. The song was inspired by George McCrae’s 1974 disco hit “Rock Your Baby,” and Dr. John’s 1972 album, Dr. John’s… Read More 
Ooh, you can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Diggin' the dancing queen

Friday night and the lights are low
Looking out for a place to go
Where they play the right music
Getting in the swing
You come to look for a king
Anybody could be that guy
Night is young and the music's high
With a bit of rock music
Everything is fine
You're in the mood for a dance
And when you get the chance

You are the dancing queen
Young and sweet, only seventeen
Dancing queen
Feel the beat from the tambourine, oh, yeah
You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Diggin' the dancing queen

You're a teaser, you turn 'em on
Leave 'em burning and then you're gone
Looking out for another
Anyone will do
You're in the mood for a dance
And when you get the chance

You are the dancing queen
Young and sweet, only seventeen
Dancing queen
Feel the beat from the tambourine, oh, yeah
You can dance, you can jive
Having the time of your life
Ooh, see that girl, watch that scene
Diggin' the dancing queen

Diggin' the dancing queen","pop, Disco, 70s, swedish, 80s"
12,13,"""You Make Me Feel Like Dancing""",Leo Sayer,"17 ContributorsYou Make Me Feel Like Dancing Lyrics“You Make Feel Like Dancing” topped the Billboard Hot 100 for a week in January of 1977.
It also peaked at #19 on Billboard’s Adult Contemporary chart and #2 on the U.K. Singles chart.
Ahh
Ah-ha
Ahh
Ah-ha

You've got a cute way of talkin'
You got the better of me
Just snap your fingers
And I'm walkin'
Like a dog hangin' on your lead

I'm in a spin you know (Ahh)
Shakin' on a string you know (Ahh)

You make me feel like dancin'
I'm gonna dance the night away
You make me feel like dancin'
I'm gonna dance the night away
You make me feel like dancin'

I feel like dancin' (Woo)
Dancin' (Woo)
Dance the night away (Yeah)
I feel like dancin' (Woo)
Dancin'
Ahh

Quarter to four in the mornin'
I ain't feelin' tired
No, no, no, no, no
Just hold me tight
And leave on the light
'Cause I don't wanna go home

You put a spell on me (Ahh)
I'm right where you want me to be (Ahh)

You make me feel like dancin'
I'm gonna dance the night away
You make me feel like dancin'
I'm gonna dance the night away
You make me feel like dancin'

I feel like dancin' (Woo)
Dancin' (Woo)
Dancin' (Woo)
Dance the night away (Yeah)
I feel like dancin' (Woo)
Dancin' (Woo)
Dance the night away
I feel like dancin' (Woo)
Dancin' (Woo)
Dancin' (Woo)
Dance the night away (Yeah)
Dancin'
Ahh

Do do do do, do do do do
Do do do do, do do do do (Woo-oo)
Do do do do, do do do do (Ah-ha)
Do do do do, do do do do

And if you'll let me stay (Ahh)
We'll dance our lives away (Ahh)

You make me feel like dancin'
I wanna dance my life away
You make me feel like dancin'
I wanna dance my life away
You make me feel like dancin'
I wanna dance my life away
You make me feel like dancin' (I feel)
I wanna dance my life away (I feel)
You make me feel like dancin'","pop, 70s, singer-songwriter, oldies, 80s"
13,14,"""Margaritaville""",Jimmy Buffett,"55 ContributorsMargaritaville LyricsProbably Buffett’s most well known song, Margaritaville is the best representation of Buffett’s well known ‘'Gulf and Western’‘ music style, including tropical like rhythms and melodies. This became his best… Read More 
Nibblin' on sponge cake, watchin' the sun bake
All of those tourists covered with oil
Strummin' my six-string on my front porch swing
Smell those shrimp, they're beginnin' to boil

Wastin' away again in Margaritaville
Searchin' for my lost shaker of salt
Some people claim that there's a woman to blame
But I know it's nobody's fault

Don't know the reason I stayed here all season
Nothin' to show but this brand new tattoo
But it's a real beauty, a Mexican cutie
How it got here I haven't a clue

Wastin' away again in Margaritaville
Searchin' for my lost shaker of salt
Some people claim that there's a woman to blame
Now I think, hell, it could be my fault


I blew out my flip-flop, stepped on a pop top
Cut my heel, had to cruise on back home
But there's booze in the blender and soon it will render
That frozen concoction that helps me hang on

Wastin' away again in Margaritaville
Searchin' for my lost shaker of salt
Some people claim that there's a woman to blame
But I know it's my own damn fault

Yes, and some people claim that there's a woman to blame
And I know it's my own damn fault","singer-songwriter, beach music, country, classic rock, rock"
14,15,"""Telephone Line""",Electric Light Orchestra,"44 ContributorsTelephone Line Lyrics
Hello, how are you?
Have you been alright
Through all those lonely, lonely, lonely, lonely, lonely nights?
That's what I'd say
I'd tell you everything
If you'd pick up that telephone
Yeah, yeah, yeah

Hey, how you feelin'?
Are you still the same?
Don't you realise the things we did, we did
Were all for real, not a dream?
I just can't believe
They've all faded out of view
Yeah, yeah, yeah, yeah
Ooh-ooh

Doo-wop, doo-be-doo-doo-wop, doo-wah, doo-lang
Blue days, black nights, doo-wah, doo-lang
I look into the sky
(The love you need ain't gonna see you through)
And I wonder why
(The little things you planned ain't coming true)

Oh, oh, telephone line, give me some time
I'm living in twilight
Oh, oh, telephone line, give me some time
I'm living in twilight

Okay, so no one's answering
Well, can't you just let it ring a little longer, longer, longer? Oh
I'll just sit tight
Through shadows of the night
Let it ring forevermore, oh
Yeah, yeah, yeah

Doo-wop, doo-be-doo-doo-wop, doo-wah, doo-lang
Blue days, black nights, doo-wah, doo-lang
I look into the sky
(The love you need ain't gonna see you through)
And I wonder why
(The little things you planned ain't coming true)

Oh, oh, telephone line, give me some time
I'm living in twilight
Oh, oh, telephone line, give me some time
I'm living in twilight
Oh, oh, telephone line, give me some time
I'm living in twilight
Oh, oh, telephone line, give me some time
I'm living in twilight","classic rock, Progressive rock, rock, 70s, british"
15,16,"""Whatcha Gonna Do?""",Pablo Cruise,"5 ContributorsWhatcha Gonna Do? Lyrics
What you gonna do when she says goodbye?
What you gonna do when she is gone?
What you gonna do when she says goodbye?
What you gonna do when she is gone?

So you're having trouble with your romance
Well, you better check it out before it goes, yeah
'Cause you might not be seeing things just the way you should
And you don't recognize what everybody knows

What you gonna do when she says goodbye?
What you gonna do when she is gone?
What you gonna do when she says goodbye?
What you gonna do when she is gone?

And all at once, you're ready to hang it up
(You're ready to hang it up)
'Cause things didn't turn out the way you planned, no
And all your friends, they calling you a fool
'Cause you don't know a good thing
When you got it in your hand


What you gonna do when she says goodbye?
What you gonna do when she is gone?
What you gonna do when she says goodbye?
What you gonna do when she is gone?

And all at once, you're ready to hang it up
(You're ready to hang it up)
'Cause things didn't turn out the way you planned, no
And all your friends, they calling you a fool
(You're just a fool)
'Cause you don't know a good thing
When you've got it in your hand

What you gonna do when she says goodbye?
What you gonna do when she is gone?
What you gonna do when she says goodbye?
What you gonna do when she is gone?
What you gonna do when she says goodbye?
What you gonna do when she is gone?
What you gonna do when she says goodbye?
What you gonna do when she is gone?","soft rock, rock, 70s, Classic Soft, classic rock"
16,17,"""Do You Wanna Make Love""",Peter McCann,"2 ContributorsDo You Wanna Make Love LyricsSometimes the love rhymes that fill that afternoon
Lose all their meaning with the rising moon
Hold me and tell me that the words you say are true
Answer the question I must ask of you .....
Do you wanna make love
Or do you just want to fool around?
I guarantee it will bring you down
If you try and fool yourself
Do you wanna make love
Or do you just want to fool around?
You can take it seriously
Or take it somewhere else
Take all the freedom that a lover will allow
If you feel the feeling that I'm feeling now
Where love goes, a fool knows that the hurt can go as deep
Don't make a promise that you cannot keep
Do you wanna make love
Or do you just want to fool around?
I guarantee it will bring you down
If you try and fool yourself
Do you wanna make love
Or do you just want to fool around?
You can take it seriously
Or take it somewhere else

If you wanna get close to me
You could do it so easily
Is it love that I see when I look in your eyes
Or just another empty lie?
Do you wanna make love
Or do you just want to fool around?
I guarantee it will bring you down
If you try and fool yourself
Well, do you wanna make love
Or do you just want to fool around?
You can take it seriously
Or take it somewhere else","pop, male vocalists, vocal, male, baffi di un certo livello"
17,18,"""Sir Duke""",Stevie Wonder,"53 ContributorsTranslationsDeutschSir Duke LyricsSide 1 of Stevie Wonder’s iconic 1976 double LP, “Songs in the Key of Life,” ends with a tribute to Duke Ellington, who passed away in 1974.
Music is a world within itself
With a language we all understand
With an equal opportunity
For all to sing, dance, and clap their hands
But just because a record has a groove
Don't make it in the groove
But you can tell right away at letter A
When the people start to move

They can feel it all over
They can feel it all over people
They can feel it all over
They can feel it all over people, go

Music knows it is and always will
Be one of the things that life just won't quit
But here are some of music's pioneers
That time will not allow us to forget, no
For there's Basie, Miller, Satchmo
And the king of all, Sir Duke
And with a voice like Ella's ringing out
There's no way the band can lose

You can feel it all over
You can feel it all over people
You can feel it all over
You can feel it all over people
You can feel it all over
You can feel it all over people
You can feel it all over
You can feel it all over people

You can feel it all over
You can feel it all over people
You can feel it all over
You can feel it all over people
You can feel it all over
You can feel it all over people
You can feel it all over
I can feel it all, all, all-all-all over the people
Can't you feel it all over?
Come on, let's feel it all over people
You can feel it all over
Everybody, all over people, go","soul, funk, motown, pop, rnb"
18,19,"""Hotel California""",Eagles,"293 ContributorsTranslationsEspañolFrançaisفارسیTürkçeDeutschМакедонскиHotel California LyricsOne of the most mysterious and widely speculated songs in rock history, “Hotel California” is best described in the words of its creators. As Don Henley explained in the Daily Mail dated 9/11/2007:
Some of… Read More 
On a dark desert highway
Cool wind in my hair
Warm smell of colitas
Rising up through the air
Up ahead in the distance
I saw a shimmering light
My head grew heavy and my sight grew dim
I had to stop for the night

There she stood in the doorway
I heard the mission bell
And I was thinkin' to myself
""This could be Heaven or this could be Hell""
Then she lit up a candle
And she showed me the way
There were voices down the corridor
I thought I heard them say

""Welcome to the Hotel California
Such a lovely place (Such a lovely place)
Such a lovely face
Plenty of room at the Hotel California
Any time of year (Any time of year)
You can find it here""

Her mind is Tiffany-twisted
She got the Mercedes Benz, uh
She got a lot of pretty, pretty boys
That she calls friends
How they dance in the courtyard
Sweet summer sweat
Some dance to remember
Some dance to forget

So I called up the Captain
""Please bring me my wine""
He said, ""We haven't had that spirit here
Since 1969""
And still those voices are callin'
From far away
Wake you up in the middle of the night
Just to hear them say

""Welcome to the Hotel California
Such a lovely place (Such a lovely place)
Such a lovely face
They livin' it up at the Hotel California
What a nice surprise (What a nice surprise)
Bring your alibis""

Mirrors on the ceiling
The pink champagne on ice, and she said
""We are all just prisoners here
Of our own device""
And in the master's chambers
They gathered for the feast
They stab it with their steely knives
But they just can't kill the beast

Last thing I remember, I was
Running for the door
I had to find the passage back
To the place I was before
""Relax,"" said the night man
""We are programmed to receive
You can check out any time you like
But you can never leave""","classic rock, rock, 70s, soft rock, country"
19,20,"""Got to Give It Up""",Marvin Gaye,"29 ContributorsGot to Give It Up Lyrics“Got to Give it Up” chronicles the nervy night of a man too shy to get out there on the dance floor and let loose. It’s only once he gives in – or Gives it Up – to the rhythm and finds himself a partner to… Read More I used to go out to parties
And stand around
Cause I was too nervous
To really get down
But my body yearned to be free
I got up on the floor and thought
""Somebody could choose me""
No more standin' there beside the walls
I done got myself together, baby
And now I'm havin' a ball
As long as you're groovin'
There's always a chance
Somebody watchin'
Might wanna make romance
Move your body, ooo baby, and dance all night
To the groove and feel alright
Everybody's groovin' on like a fool
But if you see me spread out and let me in
Baby just party high and low
Let me step into your erotic zone
Move it up
Turn it 'round
Shake it down
Oooww!!

You can love me when you want to, baby
This is such a groovy party, baby
We're here face to face
Everybody's swingin'
This is such a groovy place
All the young ladies are so fine!
You're movin' your body easy with no doubts
I know what you thinkin', baby
You wanna turn me out
Think I'm gonna let you do it, babe
Keep on dancin', oh, baby
You got to get it
Got to give it up
Keep on dancin' (You got to get it)
Got to give it up
Keep on dancin' (You got to get it)
Got to give it up
Keep on dancin' (You got to get it)
Got to give it up
Keep on dancin' (You got to get it)
Got to give it up
Keep on dancin' (You got to get it, oh darling)
Got to give it up
Ooooh, ooooh, ooooh, ooooh


If you want it, baby
Got to give it up
If you want it, baby
Got to give it up
Want it, ah
Got to give it up
If you want it, baby
Got to give it up
Want it, ah
Got to give it up
If you want it, baby
I got to give it up
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady
Dancing lady

If you want to dance some more
Dance some more, ooh
Feels so good - dancing
Oh ,yeah
Looks so good
Ooh, look at you, baby, oh yeah
You look so good
To you, baby
My darling (Got to give it up)
Dancing, baby
On the floor (Got to give it up)
Let me see you, darling
Dancin', baby - look so good
Keep on dancin' - look so good (Give it up)
Look at me, baby
Look so good
Have mercy
Non-stop express party
Standing by
Get down
Non-stop, express - party, y'all
Feels good, this trance, I've got to dance
Get down
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Hang in there, baby
Got to dance with you, baby
All night long
I could work out, single, darling
Or hold 
I could dance with you, baby
All night long
I could work out, some more, baby
We go home
If you want it, sugar
Got to give it up
Hit me!
I got to give it up
Party with me, baby
You got to give it up
This mornin'
You've got to give it up
Ooh, ooh
Let's dance, let's shout
Get funky, what it's all about
Ooh, ooh
Let's dance, let's shout
Get funky, what it's all about
The express party's going to be alright
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout
Get funky, what it's all about
Let's dance, let's shout","soul, funk, motown, rhythm and blues, rnb"
20,21,"""Gonna Fly Now""",Bill Conti,"11 ContributorsGonna Fly Now LyricsThe theme song from Rocky, written by the score’s composer Bill Conti and featured in an iconic training montage (warranting many inclusions in parodies). The horn intro in particular plays over the title… Read More Trying hard now
It's so hard now
Trying hard now
Getting strong now
Won't be long now
Getting strong now
Gonna fly now
Flying high now
Gonna fly, fly, fly","Soundtrack, composer, instrumental, score, rocky"
