Unnamed: 0,No.,Title,Artist(s),lyrics,genres
22,23,"""Love Is Like Oxygen""",Sweet,"11 ContributorsLove Is Like Oxygen Lyrics
Love is like oxygen
You get too much, you get too high
Not enough and you're gonna die
Love gets you high

Love is like oxygen
You get too much, you get too high
Not enough and you're gonna die
Love gets you high

Time on my side
I got it all
I heard that pride
Always comes before a fall
There's a rumour goin' 'round the town
That you don't want me around
I can't shake off my city blues
Everywhere I turn, I lose

Love is like oxygen
You get too much, you get too high
Not enough and you're gonna die
Love gets you high

Love is like oxygen
You get too much, you get too high
Not enough and you're gonna die
Love gets you high

Time is no healer
If you're not there
Lonely fever
Sad words in the air
Some things are better left unsaid
I'm gonna spend my days in bed
I'll walk the streets at night
To be hidden by the city lights, city lights

Love is like oxygen
You get too much, you get too high
Not enough and you're gonna die
Love gets you high

Love is like oxygen
You get too much, you get too high
Not enough and you're gonna die
Love gets you high

Love is like oxygen
You get too much, you get too high
Not enough and you're gonna die
Love gets you high","glam rock, classic rock, 70s, hard rock, rock"
23,24,"""It's a Heartache""",Bonnie Tyler,"19 ContributorsTranslationsEspañolIt’s a Heartache Lyrics“It’s a Heartache” by Ronnie Scott and Steve Wolfe appears on the 1978 Bonnie Tyler album of the same name.  The album was released in the U.K. as Natural Force.

Tyler had throat surgery in 1976, a… Read More It's a heartache
Nothing but a heartache
Hits you when it's too late
Hits you when you're down
It's a fool's game
Nothing but a fool's game
Standing in the cold rain
Feeling like a clown
It's a heartache
Nothing but a heartache
Love him till your arms break
Then he lets you down
It ain't right with love to share
When you find he doesn't care for you
It ain't wise to need someone
As much as I depended on you
It's a heartache
Nothing but a heartache
Hits you when it's too late
Hits you when you're down
It's a fool's game
Nothing but a fool's game
Standing in the cold rain
Feeling like a clown

It ain't right with love to share
When you find he doesn't care for you
It ain't wise to need someone
As much as I depended on you
Oh, it's a heartache
Nothing but a heartache
Love him till your arms break
Then he lets you down
It's a fool's game
Standing in the cold rain
Feeling like a clown
It's a heartache
Love him till your arms break
Then he lets you down
It's a fools game
Standing in the cold rain","pop, 80s, female vocalists, rock, classic rock"
24,25,"""We Will Rock You"" / ""We Are the Champions""",Queen,,"classic rock, rock, hard rock, glam rock, 80s"
25,26,"""Baker Street""",Gerry Rafferty,"61 ContributorsBaker Street Lyrics

Windin' your way down on Baker Street
Light in your head and dead on your feet
Well, another crazy day, you'll drink the night away
And forget about everything
This city desert makes you feel so cold
It's got so many people, but it's got no soul
And it's taking you so long to find out you were wrong
When you thought it held everything

You used to think that it was so easy
You used to say that it was so easy
But you're tryin', you're tryin' now
Another year and then you'd be happy
Just one more year and then you'd be happy
But you're cryin', you're cryin' now


Way down the street, there's a light in his place
He opens the door, he's got that look on his face
And he asks you where you've been
You tell him who you've seen and you talk about anything
He's got this dream about buyin' some land
He's gonna give up the booze and the one-night stands
And then he'll settle down, in some quiet little town
And forget about everything

But you know he'll always keep movin'
You know he's never gonna stop movin'
'Cause he's rollin', he's the rollin' stone
And when you wake up, it's a new mornin'
The sun is shinin', it's a new mornin'
And you're goin', you're goin' home","classic rock, singer-songwriter, soft rock, rock, 70s"
26,27,"""Can't Smile Without You""",Barry Manilow,"19 ContributorsCan’t Smile Without You Lyrics
You know I can't smile without you
I can't smile without you
I can't laugh and I can't sing
I'm finding it hard to do anything
You see, I feel sad when you're sad
I feel glad when you're glad
If you only knew what I'm going through
I just can't smile without you

You came along just like a song
And brightened my day
Who'd have believed that you were part of a dream?
Now it all seems light-years away

And now you know I can't smile without you (No I can't smile without you)
I can't smile without you
I can't laugh and I can't sing
I'm finding it hard to do anything
You see, I feel sad when you're sad
I feel glad when you're glad
If you only knew what I'm going through
I just can't smile

Now some people say happiness takes so very long to find
Well, I'm finding it hard leaving your love behind me

And you see I can't smile without you
I can't smile without you
I can't laugh and I can't sing
I'm finding it hard to do anything
You see I feel glad when you're glad
(I feel sad) I feel sad when you're sad
If you only knew what I'm going through
I just can't smile without you

(Can't smile without you
Can't smile without you
Can't laugh and I can't sing
I'm finding it hard to do anything)","pop, easy listening, 80s, soft rock, oldies"
27,28,"""Too Much, Too Little, Too Late""",Johnny Mathis & Deniece Williams,"18 ContributorsToo Much, Too Little, Too Late Lyrics
Guess it's over, called it a day
Sorry that it had to end this way
No reason to pretend
We knew it had to end someday, this way

Guess it's over, the kicks are gone
What's the use of tryin' to hang on?
Somewhere we lost the key
So little left for you and me and it's clear to see

Too much, too little, too late to lie again with you
Too much, too little, too late to try again with you
We're in the middle of ending something that we knew
Was over
Oh, it was over
Too much, too little, too late to ever try again
Too much, too little, too late, let's end it being friends
Too much, too little, too late, we knew it had to end
And it's over
It's over

Guess it's over, the chips are down (Whoa, baby)
Nearly all our bridges tumbled down
Whatever chance we try, let's face it, why deny
It's over?
It's all over
It's over

Too much, too little, too late to ever try again
Too much, too little, too late, let's end it being friends
Too much, too little, too late, we knew it had to end
And it's over
And it's all over
It's over

Too much, too little, too late to ever try again
Too much, too little, too late, let's end it being friends
Too much, too little, too late, we knew it had to end","70s, female vocalists, male vocalists, duets, r&b"
28,29,"""Dance With Me""",Peter Brown,"9 ContributorsDance With Me LyricsYou gotta keep on makin' me high
You gotta keep on makin' me high
You gotta keep on makin' me high
You gotta keep on makin' me high
If you're feeling sad and blue
Come on and dance with me
I can make your dreams come true
Come on and dance with me
Ladies, get up off your seats
Come on and dance with me
Gentlemen, get on your feet
Come on and dance with me
Say the word and I'll summon the band
With my hand
Let your mind and your body be free
Dance with me
You gotta keep on makin' me high
You gotta keep on makin' me high
Got to feel it in your soul
Come on and dance with me
Got to make you lose control
Come on and dance with me
When we play the music tight
Then you should dance with me
Got you higher than a kite
Come on and dance with me

Say the word and I'll summon the band
With my hand
Let your mind and your body be free
Dance with me, ha
You gotta keep on makin' me high
You gotta keep on makin' me high
If you're free and you like what you see
Dance with me
You got to keep dancing 'cause it's making me high
You got to keep, keep dancing
You got to keep dancing 'cause it's making me high
You got to keep, keep dancing
You got to keep dancing 'cause it's making me high (You gotta keep on makin' me high)
You got to keep, keep dancing (You gotta keep on makin' me high)
You got to keep dancing 'cause it's making me high (You gotta keep on makin' me high)
You got to keep, keep dancing (You gotta keep on makin' me high)
You gotta keep on makin' me high
You gotta keep on makin' me high
If you're feeling sad and blue
Come on and dance with me
I can make your dreams come true
Come on and dance with me

Say the word and I'll summon the band
With my hand
Let your mind and your body be free
Dance with me
You gotta keep on makin' me high
You gotta keep on
You gotta keep on makin' me high
You gotta keep on
Let your mind and your body be free
Dance with me, ha","funk, Disco, disco funk, 70s, old school dance"
29,30,"""Two Out of Three Ain't Bad""",Meat Loaf,"29 ContributorsTwo Out of Three Ain’t Bad Lyrics“Two Out of Three (Ain’t Bad)”, the 5th song on Bat Out of Hell, is a classic love ballad sung from the perspective of someone breaking up with their significant other, trying to explain to them why the… Read More 
Baby, we can talk all night
But that ain't getting us nowhere
I told you everything I possibly can
There's nothing left inside of here
And maybe you can cry all night
But that'll never change the way that I feel
The snow is really piling up outside
I wish you wouldn't make me leave here

I poured it on and I poured it out
I tried to show you just how much I care
I'm tired of words and I'm too hoarse to shout
But you've been cold to me so long
I'm cryin' icicles instead of tears
And all I can do is keep on tellin' you

I want you, I need you
But there ain't no way I'm ever gonna love you
Now don't be sad, (Don't be sad cause)
Cause two out of three ain't bad
Now don't be sad, (Cause)
Cause two out of three ain't bad

You'll never find your gold on a sandy beach
You'll never drill for oil on a city street
I know you're lookin' for a ruby in a mountain of rocks
But there ain't no Coupe de Ville hidin'
At the bottom of a Cracker Jack box
I can't lie, I can't tell you that I'm somethin' I'm not
No matter how I try, I'll never be able
To give you somethin', somethin' that I just haven't got

Well, there's only one girl that I will ever love
And that was so many years ago
And though I know I'll never get her out of my heart
She never loved me back, ooh I know
Well, I remember how she left me on a stormy night
Oh, she kissed me and got out of our bed
And though I pleaded and I begged her not to walk out that door
She packed her bags and turned right away
And she kept on tellin' me
She kept on tellin' me
She kept on tellin' me

I want you, oh, I need you
But there ain't no way I'm ever gonna love you
Now don't be sad, cause two out of three ain't bad

I want you, I need you
But there ain't no way I'm ever gonna love you
Now don't be sad
Cause two out of three ain't bad
Now don't be sad, cause two out of three ain't bad

Baby, we can talk all night
But that ain't getting us nowhere","rock, classic rock, hard rock, rock opera, 80s"
30,31,"""Jack And Jill""",Raydio,"8 ContributorsJack and Jill Lyrics
Jack (Jack)
Wanting someone to feel (Feel)
Sat up on the hill (Hill)
And waited all day for Jill

Jill (Jill)
Always away from home (Home)
Never bothering to phone (Phone)
Always leavin' poor Jack alone

Now, why do you think
Jack snuck down the hill?
(He snuck down the hill)
'Cause he needed love
(He needed)
Love he couldn't get from Jill
(Oh, yes, he did)
Why do you think
Jack snuck down the hill?
(He snuck down the hill, yeah)
He needed love (Oh, yes, he did)
(He needed) Love he couldn't get from Jill

Jack (Jack)
Like Little Red Riding Hood (Hood)
Always tryin' to do good (Good)
Waited as long as he could

Jill (Jill)
Is it right or wrong (Wrong)
For Jack to carry on (On)
If you leave him home too long

Now, why do you think
Jack snuck down the hill?
(He snuck down, he snuck down, broke his crown)
He needed love (Sweet love)
(He needed) Love he couldn't get from Jill
(Ah, sweet, sweet love, uh-huh)
Why do you think (Hey-ha)
Jack snuck down the hill?
(He snuck down the hill, yeah)
He needed love (Oh, yes, he did)
(He needed) Love he couldn't get from Jill (Yeah, oh)

(Jack)
(Jill)
(Jack)
(Jill)

Now, why do you think
(Why do you think)
Jack snuck down the hill?
(Why do you think he snuck down the hill)
'Cause he needed love
(He needed love)
(He needed) Love he couldn't get from Jill
(Yes, he did)
Now, why do you think
(He got down on his right knee)
Jack snuck down the hill?
(He had mud on his hands)
He needed love
(And he crawled and he crawled)
(He needed) Love he couldn't get from Jill
(And he crawled for so long)
Now, why do you think (Heeeeeey)
Jack snuck down the hill?
(He snuck down, he snuck down, broke his crown)
'Cause he needed love (He needed love)
(He needed) Love he couldn't get from Jill
(He wanted sweet, sweet love, yeah)

Now, why do you think (Ooh-ooh-ooh, yeah)
Jack snuck down the hill? (Oh-ooh-ooh, yeah)
He needed love (Oh-ooh-ho-oh, yeah)
(He needed) Love he couldn't get from Jill
(Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh)
Now why do you think?","soul, funk, 70s, rnb, Disco"
31,32,"""Take a Chance on Me""",ABBA,"31 ContributorsTake a Chance on Me LyricsFrom their fifth album, ABBA, this song was another huge hit, getting to #3 in America.
Bjorn Ulvaeus enjoyed jogging and as he ran he sang a “tck-a-ch”-style rhythm to himself. This evolved into the line… Read More 
If you change your mind, I'm the first in line
(Take a chance, take a-take a chance-chance, take a chance, take a chance)
Honey, I'm still free; take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
If you need me, let me know, gonna be around
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
If you got no place to go when you're feeling down
(Take a-take a chance-chance, take a chance, take a chance, take a chance)
(Take a chance, take a-take a chance-chance, take a chance, take a chance)
If you're all alone when the pretty birds have flown
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Honey, I'm still free; take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Gonna do my very best and it ain't no lie
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
If you put me to the test, if you let me try
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)

Take a chance on me
That's all I ask of you honey
Take a chance on me

We can go dancing, we can go walking
As long as we're together (As long as we're together)
Listen to some music, maybe just talking
Get to know you better (Get to know you better)

'Cause you know I've got
So much that I wanna do, when I dream I'm alone with you
It's magic
You want me to leave it there, afraid of a love affair
But I think you know
That I can't let go

If you change your mind, I'm the first in line
(Take a chance, take a-take a chance-chance, take a chance, take a chance)
Honey, I'm still free; take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
If you need me, let me know, gonna be around
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
If you got no place to go when you're feeling down
(Take a-take a chance-chance, take a chance, take a chance, take a chance)
(Take a chance, take a-take a chance-chance, take a chance, take a chance)
If you're all alone when the pretty birds have flown
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Honey, I'm still free; take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Gonna do my very best and it ain't no lie
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
If you put me to the test, if you let me try
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)

Take a chance on me
Come on, give me a break, will you?
Take a chance on me

Oh, you can take your time, baby, I'm in no hurry
Know I'm gonna get ya (Know I'm gonna get ya)
You don't wanna hurt me, baby, don't worry
I ain't gonna let you (I ain't gonna let ya)

Let me tell you now
My love is strong enough to last when things are rough
It's magic
You say that I waste my time, but I can't get you off my mind
No, I can't let go
'Cause I love you so

If you change your mind, I'm the first in line
(Take a chance, take a-take a chance-chance, take a chance, take a chance)
Honey, I'm still free; take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
If you need me, let me know, gonna be around
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
If you got no place to go when you're feeling down
(Take a-take a chance-chance, take a chance, take a chance, take a chance)
(Take a chance, take a-take a chance-chance, take a chance, take a chance)
If you're all alone when the pretty birds have flown
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Honey, I'm still free; take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Gonna do my very best, baby, can't you see?
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Gotta put me to the test, take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
(Take a chance, take a chance, take a chance on me)

Ba-ba ba-ba ba, ba-ba ba-ba baa
(Take a chance, take a-take a chance-chance, take a chance, take a chance)
Honey, I'm still free; take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Gonna do my very best, baby, can't you see?
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Gotta put me to the test, take a chance on me
(Take a-take a chance-chance, take a chance, take a chance, take a chance)
(Take a chance, take a-take a chance-chance, take a chance, take a chance)
(Take a chance, take a chance, take a chance on me)
Ba-ba ba-ba ba, ba-ba ba-ba baa-ba-ba
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Honey, I'm still free; take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Gonna do my very best, baby, can't you see
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
Gotta put me to the test, take a chance on me
(Take a-take a chance-chance, take a chance, take a chance)
(Take a-take a chance-chance, take a chance, take a chance)
(Take a chance, take a chance, take a chance on me)","pop, Disco, 70s, swedish, 80s"
32,33,"""Sometimes When We Touch""",Dan Hill,"16 ContributorsSometimes When We Touch Lyrics“Sometimes When We Touch” is a love ballad that became Dan Hill’s biggest hit.
The song reached #1 in Canada and South Africa, #3 in Australia, #4 in New Zealand, and #3 on the US Billboard Hot 100. It… Read More 
You ask me if I love you and I choke on my reply
I'd rather hurt you honestly than mislead you with a lie

And who am I to judge you on what you say or do?
I'm only just beginning to see the real you

And sometimes when we touch
The honesty's too much
And I have to close my eyes and hide
I wanna hold you 'til I die
'Til we both break down and cry
I wanna hold you 'til the fear in me subsides

Romance and all its strategy leaves me battlin' with my pride
But through the insecurity some tenderness survives

I'm just another writer, still trapped within my truth
A hesitant prize fighter, still trapped within my youth

And sometimes when we touch
The honesty's too much
And I have to close my eyes and hide
I wanna hold you 'til I die
'Til we both break down and cry
I wanna hold you 'til the fear in me subsides

At times I'd like to break you
And drive you to your knees
At times I'd like to break through
And hold you endlessly

At times I understand you, and I know how hard you've tried
I've watched while love commands you, and I've watched love pass you by

At times I think we're drifters, still searchin' for a friend
A brother or a sister, but then the passion flares again

And sometimes when we touch
The honesty's too much
And I have to close my eyes and hide
I wanna hold you 'til I die
'Til we both break down and cry
I wanna hold you 'til the fear in me subsides","pop, 80s, rock, singer-songwriter, Canadian"
33,34,"""Last Dance""",Donna Summer,"21 ContributorsLast Dance Lyrics“Last Dance” was written by Paul Jabara and featured on the soundtrack to the 1978 film “Thank God It’s Friday” (which starred Donna).

The song peaked at #3 on the Billboard Hot 100, #5 on Billboard’s R&B… Read More 
Last dance
Last chance for love
Yes, it's my last chance
For romance tonight

I need you by me
Beside me to guide me
To hold me
To scold me
'Cause when I'm bad, I'm so, so bad

So, let's dance the last dance
Let's dance the last dance
Let's dance this last dance tonight

Last dance
Last chance for love
Yes, it's my last chance
For romance tonight

Oh, I need you by me
Beside me to guide me
To hold me
To scold me
'Cause when I'm bad, I'm so, so bad

So, let's dance the last dance
Let's dance the last dance
Let's dance the last dance tonight

Yeah
Oh, oh
Oh, well
Will you be my Mr. Right?
Can you fill my appetite?
I can't be sure that you're the one for me
All that I ask is that you dance with me
Dance with me
Dance with me
Yeah

I need you by me
Beside me to guide me
To hold me
To scold me
'Cause when I'm bad, I'm so, so bad

So, let's dance the last dance
Let's dance the last dance
Let's dance the last dance
Let's dance the last dance tonight
Ooh, ooh, yeah
Ooh, ooh

Oh, I need you by me
To guide me, to guide me
To hold me and to scold me
'Cause when I'm bad, I'm so bad

So, come on, baby
Dance that dance
Come on, baby
Dance that dance
Come on baby, let's dance tonight
Hey","Disco, pop, 70s, dance, female vocalists"
34,35,"""Hopelessly Devoted to You""",Olivia Newton-John,"33 ContributorsTranslationsEspañolHopelessly Devoted to You Lyrics“Hopelessly Devoted To You” by Olivia Newton-John was an original song written by John Farrar specifically for the 1978 movie, Grease, which was an adaptation of the 1972 musical. Newton-John’s character… Read More 
Guess mine is not the first heart broken
My eyes are not the first to cry
I'm not the first to know
There's just no getting over you
You know, I'm just a fool who's willing
To sit around and wait for you
But baby, can't you see
There's nothing else for me to do?
I'm hopelessly devoted to you

But now there's nowhere to hide
Since you pushed my love aside
I'm out of my head
Hopelessly devoted to you
Hopelessly devoted to you
Hopelessly devoted to you

My head is saying, ""Fool, forget him""
My heart is saying, ""Don't let go
Hold on 'til the end""
And that's what I intend to do
I'm hopelessly devoted to you

But now there's nowhere to hide
Since you pushed my love aside
I'm out of my head
Hopelessly devoted to you
Hopelessly devoted to you
Hopelessly devoted to you","pop, female vocalists, 70s, 80s, country"
35,36,"""Hot Blooded""",Foreigner,"32 ContributorsHot Blooded Lyrics
Well, I'm hot blooded
Check it and see
I got a fever of a hundred and three
Come on baby, do you do more than dance?
I'm hot blooded, I'm hot blooded

You don't have to read my mind
To know what I have in mind
Honey you oughta know

Now you move so fine
Let me lay it on the line
I wanna know
What you're doin' after the show?

Now it's up to you
We can make a secret rendezvous?
Just me and you
I'll show you loving like you never knew

That's why I'm hot blooded
Check it and see
I got a fever of a hundred and three
Come on baby, do you do more than dance?
I'm hot blooded, hot blooded

If it feels alright
Maybe you can stay all night
Shall I leave you my key?

But you've got to give me a sign
Come on girl, some kind of sign
Tell me, are you hot mama?
You sure look that way to me

Are you old enough?
Will you be ready when I call your bluff?
Is my timing right?
Did you save your love for me tonight?

Yeah, I'm hot blooded
Check it and see
I feel a fever burnin' inside of me
Come on baby, do you do more than dance?
I'm hot blooded, I'm hot blooded
I'm hot!

Now it's up to you
Can we make a secret rendezvous?
Oh, before we do
You'll have to get away from you know who

Well, I'm hot blooded
Check it and see
I got a fever of a hundred and three
Come on baby, do you do more than dance?
I'm hot blooded, I'm hot blooded

Hot blooded, every night
Hot blooded, you're lookin' so tight
Hot blooded, now you're driving me wild
Hot blooded, I'm so hot for you, child
Hot blooded, I'm a little bit high
Hot blooded, you're a little bit shy
Hot blooded, you're makin' me sing
Hot blooded, for you sweet, sweet thing
Did you hear what I said?","classic rock, rock, hard rock, 80s, pop"
36,37,"""You're in My Heart (The Final Acclaim)""",Rod Stewart,"10 ContributorsYou’re in My Heart (The Final Acclaim) Lyrics
I didn't know what day it was
When you walked into the room
I said hello unnoticed
You said goodbye too soon
Breezing through the clientele
Spinning yarns that were so lyrical
I really must confess right here
The attraction was purely physical
I took all those habits of yours
That in the beginning were hard to accept
Your fashion sense, Beardsley prints
I put down to experience
The big bosomed lady with the Dutch accent
Who tried to change my point of view
Her ad lib lines were, well rehearsed
But my heart cried out for you

You're in my heart, you're in my soul
You'll be my breath should I grow old
You are my lover, you're my best friend
You're in my soul

My love for you is immeasurable
My respect for you immense
You're ageless, timeless, lace and fineness
You're beauty and elegance
You're a rhapsody, a comedy
You're a symphony and a play
You're every love song ever written
But honey, what do you see in me?

You're in my heart, you're in my soul
You'll be my breath should I grow old
You are my lover, you're my best friend
You're in my soul

You're an essay in glamour
Please pardon the grammar
But you're every schoolboy's dream
You're Celtic, United, but baby I've decided
You're the best team, I've ever seen
And there have been, many affairs
Many times I've, thought to leave
But I bite my lip and turn around
Cause you're the warmest thing, I've ever found

You're in my heart, you're in my soul
You'll be my breath should I grow old
You are my lover, you're my best friend
You're in my soul
You're in my heart, you're in my soul
You'll be my breath should I grow old
You are my lover, you're my best friend
You're in my soul
You're in my heart, you're in my soul
You'll be my breath should I grow old
You are my lover, you're my best friend
You're in my soul","classic rock, rock, soft rock, 70s, pop"
37,38,"""The Closer I Get to You""",Roberta Flack & Donny Hathaway,"12 ContributorsThe Closer I Get to You Lyrics
The closer I get to you
The more you make me see
By giving me all you've got
Your love has captured me

Over and over again
I try to tell myself that we
Could never be more than friends
And all the while, inside, I knew it was real
The way you make me feel

Lying here next to you
Time just seems to fly
Needing you more and more
Let's give love a try

Oh, oh, sweeter and sweeter love grows
And heaven's there for those
Who fool the tricks of time
With the hearts in love they find
True love
In a special way

The closer I get to you
The more you make me see
By giving me all you've got
Your love has captured me

Over and over again
I try to tell myself that we
Could never be more than friends
And all the while, inside, I knew it was real
The way you make me feel

The closer I get to you
The more you make me see
By giving you all I got
Your love has captured me

The closer I get to you
A feeling comes over me (Me, too)
Pulling closer, sweet as the gravity
The closer I get to you","soul, rnb, duets, rhythm-blues, Black Contemporary"
38,39,"""Dust in the Wind""",Kansas,"55 ContributorsTranslationsPolskiDust in the Wind LyricsKansas’s acoustic hit “Dust In The Wind” is a reflective song about the inevitability of mortality and the insignificant role every person plays in the bigger picture.
It was written by guitarist Kerry… Read More 
I close my eyes
Only for a moment and the moment's gone
All my dreams
Pass before my eyes, a curiosity

Dust in the wind
All they are is dust in the wind

Same old song
Just a drop of water in an endless sea
All we do
Crumbles to the ground though we refuse to see

Dust in the wind
All we are is dust in the wind

Ohh-oh-ah


Now, don't hang on
Nothing lasts forever but the earth and sky
It slips away
And all your money won't another minute buy

Dust in the wind
All we are is dust in the wind (All we are is dust in the wind)
Dust in the wind (Everything is dust in the wind)
Everything is dust in the wind

The wind","Progressive rock, classic rock, rock, hard rock, 70s"
39,40,"""Magnet and Steel""",Walter Egan,"10 ContributorsMagnet and Steel LyricsWalter Egan (born July 12, 1948, Jamaica, New York) is an American rock musician, best known for his 1978 gold status hit single “Magnet and Steel” from his album Not Shy, produced by Lindsey Buckingham and… Read More 
(Ooh, ooh, ah)

Now I told you, so you ought to know (Ooh)
It takes some time for a feeling to grow (Ooh)
But you're so close now, I can't let you go (Ooh)
And I can't let go

(With you I'm not shy) To show the way I feel
(With you I might try) My secrets to reveal
For you are a magnet and I am steel

I can't hope that I'll hold you for long (Ooh)
You're a woman who's lost to your song (Ooh)
But the love that I feel is so strong (Ooh)
And it can't be wrong

(With you I'm not shy) To show the way I feel
(With you I might try) My secrets to reveal
For you are a magnet and I am steel

(Ooh)
(Ooh)
(Ooh)

(With you I'm not shy) To show the way I feel
(With you I might try) My secrets to reveal
For you are a magnet and I am steel

For you are a magnet and I am steel
For you are a magnet and I am steel","rock, 70s, pop, classic rock, soft rock"
40,41,"""Short People""",Randy Newman,"31 ContributorsShort People LyricsThe opening track from Newman’s fifth album Little Criminals, this song is a satirical polemic against ‘Short People,’ the  controversial words of which inspired both vitriol and acclaim, propelling the song… Read More 
Short people got no reason
Short people got no reason
Short people got no reason to live
They got little hands, little eyes
They walk around tellin' great big lies
They got little noses, tiny little teeth
They wear platform shoes on their nasty little feet

Well, I don't want no short people
Don't want no short people
Don't want no short people ‘round here

(Short people are just the same as you and I)
A fool such as I
(All men are brothers until the day they die)
It's a wonderful world

Short people got nobody
Short people got nobody
Short people got nobody to love
They got little baby legs, they stand so low
You got to pick 'em up just to say hello
They got little cars that go beep, beep, beep
They got little voices goin' peep, peep, peep
They got grubby little fingers and dirty little minds
They're gonna get you every time

Well, I don't want no short people
Don't want no short people
Don't want no short people 'round here","singer-songwriter, piano, Soundtrack, pop, rock"
41,42,"""Use ta Be My Girl""",The O'Jays,"12 ContributorsUse Ta Be My Girl Lyrics
(Shoop-shoop-shoo-doo-doo) Shoo-doo
(Shoop-shoop-shoo-doo-doo) Shoo-doo
(Shoop-shoop-shoo-doo-doo) Doo-doo
(Shoop-shoop-shoo-doo-doo) Doo-doo

Ooh, good lovin'
The girl's got plenty good lovin'
Ask me how I know
And I'll tell you so
She used ta be my girl
I, I respect her
When she was mine
I used to neglect her
Oh, she wanted more
Than I could give
But as long as I live
She'll be my girl
She...

She use ta be my girl
She use ta be my girl
She had a charming personality
The girl was so right for me
She's my girl
And if I had the chance
Lord knows I'd take her back
As a matter of fact
Right away like today

Not only good lookin'
The girl was so smart
You can't beat her cookin'
Oh, ask me how I know
And I'll tell you so
She used ta be my girl, ooh
Deep down inside
I still love her
I place no one above her
She's warm and sensitive
For as long as I live
She'll be my girl
And if I had the chance
Lord knows I'd take her back
As a matter of fact
Right away like today
Ooh, well

Shoo-doo-doo-doo
(Shoop-shoop-shoo-doo-doo) Shoo-doo
(Shoop-shoop-shoo-doo-doo) Shoo-doo
(Shoop-shoop-shoo-doo-doo) Doo-doo
(Shoop-shoop-shoo-doo-doo) Shooby-dooby-doo
(Shoop-shoop-shoo-doo-doo) Shoo-doo
(Shoop-shoop-shoo-doo-doo) Shoo-doo
(Shoop-shoop-shoo-doo-doo) Doo-doo
(Shoop-shoop-shoo-doo-doo) Shooby-dooby-doo

Good lovin'
The girl's got plenty good lovin'
Ask me how I know
And I'll tell you so
She use ta be my girl, my girl
She used to be

She use ta be my girl
She use ta be my girl
(I wouldn't lie about a thing like that)
She use ta be my girl
She use ta be my girl
(She was mine, all mine, all mine)
She use ta be my girl
She use ta be my girl
She use ta be my girl
She use ta be my girl

Deep down inside, I still love her
I'll place no one above her
Just got to say shoo-doo, shoo-doo
Shoo-doo-doo-doo, doo-doo-doo
She was mine, all mine
Shoo-doo-doo-doo
(Shoop-shoop-shoo-doo-doo)
She use ta be my girl
She used to be my girl
She use ta be my girl
She use ta be my girl, my girl
She use ta be my girl","soul, funk, motown, philly soul, rnb"
