Unnamed: 0,No.,Title,Artist(s),lyrics,genres
50,51,"""Praying for Time""",George Michael,"19 ContributorsPraying for Time Lyrics
These are the days of the open hand
They will not be the last
Look around now
These are the days of the beggars and the choosers
This is the year of the hungry man
Whose place is in the past
Hand in hand
With ignorance and legitimate excuses

The rich declare themselves poor
And most of us are not sure
If we have too much, but we'll take our chances
'Cause God's stopped keeping score
I guess somewhere along the way
He must have let us all out to play
Turned his back, and all God's children
Crept out the back door

And it's hard to love
There's so much to hate
Hanging on to hope
When there is no hope to speak of
And the wounded skies above
Say it's much, much too late
Well, maybe we should all be praying for time

These are the days of the empty hand
Oh, you hold on to what you can
And charity
Is a coat you wear twice a year
This is the year of the guilty man
Your television takes a stand
And you find
That what was over there is over here

So you scream from behind your door
Say, ""What's mine is mine and not yours
I may have too much, but I'll take my chances
'Cause God's stopped keeping score""
And you cling to the things they sold you
Did you cover your eyes when they told you
That He can't come back
'Cause He has no children to come back for?

It's hard to love
There's so much to hate
Hanging on to hope
When there is no hope to speak of
And the wounded skies above
Say it's much too late
So maybe we should all be praying for time","pop, 80s, british, soul, dance"
51,52,"""How Can We Be Lovers""",Michael Bolton,"12 ContributorsHow Can We Be Lovers Lyrics
How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends?
How can we be lovers if we can't be, can't be friends?

Look at us now, look at us, baby
Still trying to work it out, never get it right
We must be fools, we must be crazy
Oh, when there's no communication
Oh, it's a no-win situation

How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends? Tell me
How can we be lovers if we can't be, can't be friends?

We lie awake, this wall between us
We're just not talking, we've got so much to say
Let's break these chains, our love can free us
Oh, ain't it time we started trying?
Oh, gotta stop this love from dying

How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends?
How can we be lovers if we can't be, can't be friends?

(Baby, love is tough but we can take it) Baby
How can we be lovers?
Baby, times are rough but we can make it
We can work it out

How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends? Tell me
How can we be lovers if we can't be, can't be friends?
How can we be lovers if we can't be friends? (How can we be lovers?)
How can we start over when the fighting never ends, baby? (How can we be lovers?)
How can we make love if we can't make amends?
How can we be lovers if we can't be, can't be friends? (How can we be lovers?)
How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends?
How can we be lovers if we can't be, can't be friends?
How can we be lovers if we can't be friends?
How can we start over when the fighting never ends, baby?
How can we make love if we can't make amends? Tell me
How can we be lovers if we can't be, can't be friends?
How can we be lovers if we can't be friends?","pop, soft rock, soul, male vocalists, rock"
52,53,"""Do You Remember?""",Phil Collins,"22 ContributorsDo You Remember? LyricsSingle from the album “…But Seriously”
The song was written by Collins and produced by Collins and Hugh Padgham.
Peaked at #2 on the U.S. Hot 100 Airplay and #4 on the U.S. Billboard Hot 100 chart in 1990.
… Read More 
We never talked about it
But I hear the blame was mine
I would call you up to say I'm sorry
But I wouldn't want to waste your time
'Cause I love you, but I can't take any more
There's a look I can't describe in your eyes
If we could try, like we tried before
Would you keep on telling me those lies? (Telling me lies)

Do you remember?
(Do you remember?)
Ooh, do you remember?
(Do you remember?)

There seemed no way to make up
'Cause it seemed your mind was set
And the way you looked it told me
It's a look I know I'll never forget
You could've come over to my side
You could've let me know
You could've tried to see the distance between us
But it seemed too far for you to go (So far to go)

Do you remember?
(Do you remember?)
Ooh, do you remember?
(Do you remember?)

Through all of my life
In spite of all the pain
You know people are funny sometimes
'Cause they just can't wait to get hurt again

Tell me, do you remember?
(Do you remember?)

There are things we won't recall
And feelings we'll never find
It's taken so long to see it
'Cause we never seemed to have the time
There was always something more important to do
More important to say
But ""I love you"" wasn't one of those things
And now it's too late (Now it's too late)

Do you remember? (Do you remember? Now it's over)
(Do you remember? Ooh, it's over)
Ooh, do you remember? (Do you remember? Now it's over)
Ooh, yeah (Do you remember? Ooh, it's over)
Tell me, do you remember? (Do you remember? Now it's over)
Tell me, do you remember? (Do you remember? Ooh, it's over)
Tell me now, tell me now (Do you remember? Now it's over)
Tell me now, tell me now (Do you remember? Ooh, it's over)
Do you remember? (Do you remember? Now it's over)
Do you, do you, do you, do you (Do you remember? Ooh, it's over)
Do you, do you remember?…","pop, 80s, rock, classic rock, soft rock"
53,54,"""Ready or Not""",After 7,"9 ContributorsReady or Not Lyrics“Ready or Not” was the third single released from After 7’s self-titled debut album. L.A. Reid and Babyface wrote and produced this classic Quiet Storm slow jam, which was certified Gold on August 14, 1990… Read More 
I'll give you the sun, the rain, the moon, the stars and the mountains
I'll give you the world, and all that you wish for
And even more
Girl, I'll love you more than you could know
And that's for sure

I'd climb the highest hill, cross the widest sea
Nothin' could discourage me
And I pray that you'll be always there for me
Forevermore, oh oh

Ready or not
I'll give you everything and more
All that I've got, it's yours
I'll give you everything
All that you're looking for

I'll give you my heart, my soul, my time, my love is a fountain
I will be your earth, ooh, and all that you need for
And even more
'Cause girl I love you more than words can show
My love is pure

I, I'd walk a thousand miles, sail a thousand seas
Nothing will discourage me
And I pray that you will be always there for me
Forevermore

Ready or not
(Don't you know, don't you know, you should know)
I'll give you everything (Ooh) and more
(I'll give you more, you've got to know it, baby)
All that I've got (Baby, it's yours, little girl)
I'll give you everything (Every little thing)
All that you're looking for

Oh, everything is not anything
If you're not here to share my dreams
You don't know what it means to me
If you'll accept my love
Ooh, I dedicate my love, my soul
My heart beats for you
Girl, I can't get enough so I'll wait for your love
There's nothing that I'd rather do, oh

Ready or not
I'll give you everything (Ooh lady) and more
(I'll give you more, you've got to know it, baby)
All that I've got
(Hey) (Anything you want) (It's yours)
(Anything you need, baby, it's yours)
I'll give you everything (It's yours, oh)
All that you're looking for
Ready or not (Oh baby, I, I)
I'll give you everything
(I'm gonna give you, I'm gonna give you some more)
And more (Every little thing that I've got)
All that I've got (Hey, it's yours)
I'll give you everything (Every little thing, baby)
All that you're looking for (Oh)
Ready or not
(Don't you know, don't you know, you should know)
I'll give you everything (Ooh) and more","rnb, 90s, soul, male vocalists, new jack swing"
54,55,"""U Can't Touch This""",MC Hammer,"82 ContributorsTranslationsEspañolU Can’t Touch This Lyrics“U Can’t Touch This” is the third single and the second song on Hammer’s album Please Hammer Don’t Hurt ‘Em. The song was released and was an instant success. This song is one of Hammer’s best songs ever… Read More 
You can't touch this
You can't touch this
You can't touch this
You can't touch this

My, my, my, my music hits me so hard
Makes me say ""Oh my Lord""
Thank you for blessin' me with a mind to rhyme and two hype feet
It feels good, when you know you're down
A super dope homeboy from the Oaktown
And I'm known as such
And this is a beat, uh, you can't touch

I told you, homeboy (You can't touch this)
Yeah, that's how we livin' and ya know (You can't touch this)
Look in my eyes, man (You can't touch this)
Yo, let me bust the funky lyrics (You can't touch this)

Fresh new kicks and pants
You gotta like that, now you know you wanna dance
So move out of your seat
And get a fly girl and catch this beat
While it's rollin', hold on
Pump a little bit and let 'em know it's goin' on
Like that, like that
Cold on a mission, so fall on back
Let 'em know that you're too much
And this is a beat, uh, they can't touch

Yo, I told you (You can't touch this)
Why you standin' there, man? (You can't touch this)
Yo, sound the bell, school's in, sucker (You can't touch this)

Give me a song or rhythm
Makin' 'em sweat, that's what I'm givin' 'em
Now, they know
You talkin' 'bout the Hammer, you're talkin' 'bout a show
That's hyped and tight
Singers are sweatin', so pass them a wipe
Or a tape to learn
What's it gonna take in the 90's to burn
The charts? Legit
Either work hard or you might as well quit

That's word because you know (You can't touch this)
You can't touch this
Break it down!

Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh—
Stop, Hammer time!

Go with the flow, it is said
That if you can't groove to this then you probably are dead
So wave yo' hands in the air
Bust a few moves, run your fingers through your hair
This is it, for a winner
Dance to this and you're gonna get thinner
Move, slide your rump
Just for a minute let's all do the bump
(Bump, bump, bump)

Yeah (You can't touch this)
Look, man (You can't touch this)
You better get hype, boy, because you know you can't (You can't touch this)
Ring the bell, school's back in
Break it down!

Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh—
Stop, Hammer time!

(Woah, woah)
(Woah, woah)
Oh, woah
Oh, woah
Oooh
Woah, woah, woah, woah

(Woah, woah, woah, woah)
You can't touch this
(Woah, woah, woah, woah)
You can't touch this
(Woah, woah, woah, woah)
You can't touch this
(Woah, woah, woah, woah)
You can't touch this
Break it down!

Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh—
Stop, Hammer time!

Every time you see me, the Hammer's just so hyped
I'm dope on the floor and I'm magic on the mic
Now why would I ever stop doin' this?
With others makin' records that just don't hit
I've toured around the world, from London to the Bay
""It's Hammer!"" ""Go Hammer!"" ""MC Hammer!"" ""Yo Hammer!""
And the rest can go and play
You can't touch this

You can't touch this
You can't touch this
Yeah (You can't touch this)
I told you (Can't touch this)
Too hot (Can't touch this)
Yo, we outta here (Can't touch this)","Hip-Hop, rap, 90s, dance, hip hop"
55,56,"""I Wish It Would Rain Down""",Phil Collins,"26 ContributorsI Wish It Would Rain Down Lyrics“I Wish It Would Rain Down” is one of Phil Collins' most dramatic songs and has a demanding vocal performance. Phil Collins' vocals span from E♭3 – C5.
Eric Clapton plays lead guitar throughout the song. The… Read More 
You know I never meant to see you again
But I only passed by as a friend, yeah
All this time I stayed out of sight
I started wonderin' why

Now I, ooh, now I wish it would rain down, down on me
Ooh, yes, I wish it would rain, rain down on me now
Ooh, yes, I wish it would rain down, down on me
Ooh, yes, I wish it would rain on me

You said you didn't need me in your life
Oh, I guess you were right, yeah
Ooh, I never meant to cause you no pain
But it looks like I did it again, yeah

Now I, now I know I wish it would rain down, down on me
Ooh, yes, I wish it would rain, rain down on me now
Ooh, girl, I wish it would rain down, down on me
Ooh, yes, I wish it would rain on me

Though your hurt is gone
Mine's hangin' on inside, and I know
Well, it's eating me through, it's eating me through every night and day
I'm just waitin' on your sign
'Cause I know, I know, I never meant to cause you no pain
And I realize I let you down, oh, yeah
But I know in my heart of hearts
I know I'm never gonna hold you again, no no

Now I, well, now I know I wish it would rain down, down on me
Well, you know I wish it would rain, rain down on me now
Ooh, yes, I wish it would rain down, down on me
Yes, you know I wish it would rain down, rain down over me

(Rain, rain)
Just rain down over me
Just let it rain down, let it rain down (Rain, rain)
Let it rain down, oh yeah (Rain)
Well, let it rain down (Rain, rain)
Rain down over me
Just let it rain down, just let it rain down (Rain, rain)
Let it rain down (Rain)
Just let it rain","pop, 80s, rock, classic rock, soft rock"
56,57,"""Just Between You and Me""",Lou Gramm,"7 ContributorsJust Between You and Me LyricsStaring at each other with accusing eyes
Keep our voices low and don't act surprised
If the word gets out, yeah, that's all right
I know you're just looking for some sympathy
But listen, you don't know how it gets back to me
You're getting reckless, girl, but that's all right
Now don't you know that one cold word's gonna lead to another
Then we'll have nowhere to go
Even if heaven and earth collide tonight
We'll be all alone in a different light
I don't care what the world can't see
It's just between you and me
You and me
I see telltale signs of a love in decline
Should be something to say but we don't take the time
And I don't understand, but that's all right
Now you can turn the page or you can tear me apart
Don't make an open book out of my private heart
You should know better now, but that's all right
Don't you know that one cold word's gonna lead to another
Then we'll have nowhere to go

Even if heaven and earth collide tonight
We'll be all alone in a different light
Now, I don't care what the world can't see
It's just between you and me
I said it's just between you and me
If we don't work this out, we won't recover
We'll lose this soulful love for one another
But with all I've heard and all I've seen
I'm still lost in your mystery
Again we're staring at each other with accusing eyes
Keep our voices low, don't act surprised
If the word gets out, yeah, that's all right
And don't you know that one cold word's gonna lead to another
And then we'll have nowhere to go
Even if heaven and earth collide tonight
We'll be all alone in a different light
Now, I don't care what the world can't see
It's just between you and me
Even if heaven and earth collide tonight
We'll be all alone in a different light
Now, I don't care what the world can't see
When it's just between you and me
It's just between you and me
You and me

Heaven and earth
I don't understand
Ooh, you're getting reckless, girl
All alone
One cold, cold word
Could lead to another
Heaven and earth
All alone, all alone
Heaven and earth, oooh","rock, classic rock, 80s, singer-songwriter, american"
57,58,"""Something Happened on the Way to Heaven""",Phil Collins,"22 ContributorsSomething Happened on the Way to Heaven LyricsThis is the fourth track on the album …But Seriously, released as a single on the 16th of April 1990. The song is about a person Phil loves deeply but who has abandoned him due to his behavior. Phil expresses… Read More 
We had a life, we had a love
But you don't know what you've got 'til you lose it
Well that was then and this is now
And I want you back
How many times can I say I'm sorry? (How many times?)
Yes, I'm sorry

How can something so good go so bad? (Ooh-ooh-ooh)
How can something so right go so wrong? (Ooh-ooh)
I don't know, I don't have all the answers (Ooh-ooh-ooh)
And I want you back
How many times can I say I'm sorry? (How many times?)

Well, you know, you can run, and you can hide
But I'm not leaving, 'less you come with me
We've had our problems but I'm on your side
You're all I need, please believe in me, ah, yeah

I only wanted someone to love (Ooh-ooh-ooh)
But something happened on the way to heaven (Ooh-ooh)
It got a hold of me and wouldn't let go (Ooh-ooh-ooh)
And I want you back
How many times can I say I'm sorry? (How many times?)
Ooh, yes, I'm sorry, (Sorry)

Well, you know You can run, and you can hide
But I'm not leaving, 'less you come with me
We've had our problems but I'm on your side
You're all I need, please believe me
You can run, and you can hide
But I'm not leaving till it's all over
We've had our problems but I'm on your side
You're all I need, let me show you

They say you can't take it with you when you go
And I believe it
But taking what I've got or being here with you
You know, I, I'd rather leave it

We had a life, we had a love
But you don't know what you've got 'til you lose it
Well that was then and this is now
And I want you back
How many times can I say I'm sorry? (How many times?)
Ooh, yes, I'm sorry (Yes, I'm sorry)

Well, you know, you can run, and you can hide (Ooh-ooh-ooh)
But I'm not leaving 'less you come with me (Ooh-ooh)
We've had our problems but I'm on your side (Ooh-ooh-ooh)
You're all I need, please believe me
You can run, and you can hide
But I'm not leaving till it's all over
We've had our problems but I'm on your side
You're all I need, please believe in me","pop, 80s, rock, classic rock, soft rock"
58,59,"""Black Cat""",Janet Jackson,"14 ContributorsBlack Cat Lyrics“Black Cat” is the sixth single released from Janet Jackson’s Rhythm Nation 1814, a song written by Janet and co-produced by Jellybean Johnson along with her. The song is a hard rock track among dance tracks… Read More 
All the lonely nights, I spend alone
Never 'round to love me, you're always gone
'Cause you're hanging out, breaking the rules
Oh, the man has come lookin' for you
(You're a rebel now) Don't give a damn
(Always carrying on) With the gang
(I'm tryin' to tell you, boy) It's a mistake
(You won't realize) Till it's too late

Don't understand why you insist
On ways of living such a dangerous life
Time after time, you stay away
And I just know that you're telling me lies

Black cat, nine lives, short days, long nights
Livin' on the edge, not afraid to die
Heartbeat, real strong, but not for long
Better watch your step or you're gonna die

You're so together, boy, but just at a glance
You'll do anything if given a chance
Scheming, planning lies to get what you need
So full of promises that you never keep
(Don't you tell yourself) That it's okay
(Sick and tired of) All of your games
(And you want me to stay) Ah, better change
(Makes no sense to me) Your crazy ways

Don't understand why you insist
On ways of living such a dangerous life
Time after time, you stay away
And I just know that you're telling me lies

Not afraid to die-ie-ie, guitar


Black cat
Black cat
Man, I don't understand your ways
Livin' on the edge

Don't understand why you insist
On ways of living such a dangerous life
Time after time, you stay away
And I just know that you're telling me lies

Fellas
Black cat, nine lives, short days, long nights (Ah)
Livin' on the edge, not afraid to die (Talkin' 'bout the man)
Heartbeat, real strong, but not for long
Better watch your step or you're gonna die
Sing it up
Black cat, nine lives, short days, long nights
Livin' on the edge, not afraid to die (Come on and don't, don't you die)
Heartbeat, real strong, but not for long
Better watch your step or you're gonna die

Black cat
Livin' on the
Heartbeat
Better watch your step","pop, rnb, female vocalists, dance, soul"
59,60,"""Can't Stop""",After 7,"6 ContributorsCan’t Stop LyricsAfter 7 released “Can’t Stop” as the fourth single from their self-titled album, a more upbeat follow-up to their previous hit single “Ready or Not.” L.A. Reid and Babyface provided After 7 with their second… Read More 
Last night, I had the time of my life
It's true
Oh, last night, I made love for the very first time
With you

I never knew love could be so sweet, mmm
It never made a difference to me, mmm, well well
But ever since the day that you appeared
I'm telling you made the difference
Now love is so clear

And I can't stop (I can't stop)
How I feel
I'm diggin' on you
You're diggin' on me
We're diggin' on we
And no, I can't stop (I can't stop)
How I feel
I'm diggin' on you
You're diggin' on me

Last night, you brought something special out of me
Ooh-wee
And for the first time, girl
You made my dream a reality
Indeed

I never thought love was meant for me, mmm
I was blind and could not see, mmm, well well
You brought about a love that's so sincere
And I'm telling you, you've made the difference
Now love is so clear

And I can't stop (I can't stop)
How I feel
I'm diggin' on you
You're diggin' on me
We're diggin' on we
And I can't stop (I can't stop)
How I feel
I'm diggin' on you
You're diggin' on me
Ooh-wee, girl

I can't stop
I'm diggin' on you
You're diggin' on me
We're diggin' on we, girl
I can't stop
I'm diggin' on you
You're diggin' on me

You've got me thinking that I need protection
'Cause your love is so strong
I don't wanna do wrong
Girl, your love seems like it's true
I'm asking you just give me a call
And I'll give you my all

Can't stop (I can't stop)
How I feel
I'm diggin' on you
You're diggin' on me
We're diggin' on we, girl
Can't stop (I can't stop)
I can't stop how I feel
I'm diggin' on you
You're diggin' on me
You know I can't stop (I can't stop)
How I feel
I'm diggin' on you
You're diggin' on me
We're diggin' on we, girl
You know I can't stop (I can't stop)
How I feel
I'm diggin' on you
You're diggin' on me

Can't stop (I can't stop)
I'm diggin' on you
You're diggin' on me
We're diggin' on we, girl
Can't stop (I can't stop)
I'm diggin' on you
You're diggin' on me
Can't stop (I can't stop)","rnb, 90s, soul, male vocalists, new jack swing"
60,61,"""Janie's Got a Gun""",Aerosmith,"45 ContributorsJanie’s Got a Gun Lyrics“Janie’s Got A Gun” is the second single from the 1989 Aerosmith album Pump. It was the album’s second of three top 10 hits, reaching #4 in early 1990. It also went to #1 in Australia and charted well in New… Read More 
Dum, dum, dum, honey, what have you done?
Dum, dum, dum, it's the sound of my gun
Dum, dum, dum, honey, what have you done?
Dum, dum, dum, it's the sound
Nah, nah, nah, nah, nah, nah
Nah, nah, nah, nah, nah, nah

Janie got a gun
Janie got a gun
Whole world's come undone
From lookin' straight at the sun
What did her daddy do?
What did he put you through?

They said when Janie was arrested
They found him underneath a train
But, man, he had it comin'
Now that Janie's got a gun
She ain't never gonna be the same

Janie got a gun
Janie got a gun
Her dog day's just begun
Now everybody is on the run
Tell me now it's untrue
What did her daddy do?
He jacked a little bitty baby
The man has got to be insane
They say the spell that he was under
The lightning and the thunder
Knew that someone had to stop the rain

Run away, run away from the pain, yeah, yeah yeah yeah
Run away, run away from the pain, yeah yeah
Yeah yeah yeah yeah yeah
Run away, run away, run, run away


Janie got a gun
Janie's got a gun
Her dog day's just begun
Now everybody is on the run

What did her daddy do?
It's Janie's last I.O.U
She had to take him down easy and put a bullet in his brain
She said, ""'Cause nobody believes me. The man was such a sleeze
He ain't never gonna be the same""

Run away, run away from the pain, yeah, yeah
Yeah yeah yeah
Run away, run away from the pain, yeah yeah
Yeah yeah yeah yeah yeah
Run away, run away, run, run away

Janie's got a gun
Janie got a gun
Janie's got a gun
Now everybody is on the run

Janie got a gun
Her dog day's just begun
Now everybody is on the run (Honey, honey, what's the problem?)
Because Janie got a gun (Tell me it ain't right)
Janie got a gun (Was it Daddy's cradle robbing that)
Her dog day's just begun (Made you scream at night?)
Now everybody is on the run
Janie got a gun
Janie got a gun
Her dog day's just begun
Now everybody is on the run","hard rock, classic rock, rock, 80s, 70s"
61,62,"""The Humpty Dance""",Digital Underground,"51 ContributorsThe Humpty Dance LyricsD.U. creates a witty parody of the hip-hop dance number that, despite (or because of) its satirical bent, has become a classic of the genre.  And please, pronounce the man’s name with an “umpty”..
Alright, stop what you're doin' 'cause I'm about to ruin
The image and the style that you're used to
I look funny, but yo, I'm making money, see
So, yo, world, I hope you're ready for me
Now gather 'round, I'm the new fool in town
And my sound's laid down by the Underground
I'll drink up all the Hennessy you got on your shelf
So just let me introduce myself
My name is Humpty, pronounced with an, ""Umpty""
Yo, ladies, oh, how I like to funk thee
And all the rappers in the top ten, please allow me to bump thee
I'm steppin' tall, y'all, and just like Humpty Dumpty
You're gonna fall when the stereos pump me
I like to rhyme, I like my beats funky
I'm spunky, I like my oatmeal lumpy
I'm sick with this
Straight gangster mack, but sometimes I get ridiculous
I'll eat up all your crackers and your licorice
Ayo, fat girl, come here, are you ticklish?
Yeah, I called you fat, look at me, I'm skinny
It never stopped me from getting busy
I'm a freak, I like the girls with the boom
I once got busy in a Burger King bathroom
I'm crazy, allow me to amaze thee
They say I'm ugly, but it just don't faze me
I'm still getting in the girls' pants
And I even got my own dance

The Humpty Dance is your chance to do the Hump (Come on, uh)
Do the Humpty Hump (Come on and), do the Humpty Hump (Check me out, y'all)
Do the Humpty Hump (Just watch me), do the Humpty Hump (Yeah, do you know what I'm doing?)
Do the Humpty Hump, do the Humpty Hump (Doing the Humpty Hump, come on)
Do the Humpty Hump (Ha), do the Humpty Hump

People say ""Yo, Humpty, you're really funny lookin'""
That's alright 'cause I get things cookin'
You stare, you glare, you constantly try to compare me
But you can't get near me
I give 'em more, see, and on the floor, B
All the girls, they adore me
Oh yes, ladies, I'm really being sincere
'Cause in a 69, my humpty nose will tickle your rear
My nose is big, uh-uh, I'm not ashamed
Big like a pickle, I'm still getting paid
I get laid by the ladies, you know I'm in charge
Both how I'm living and my nose is large
I get stupid, I'll shoot an arrow like Cupid
I'll use a word that don't mean nothing like, ""Looptid""
I sang on, ""Doowutchyalike,"" and if you missed it
I'm the one who said, ""Just grab 'em in the biscuits""
Also told you that I like to bite
Well, yeah, I guess it's obvious, I also like to write
All you had to do was give Humpty a chance
And now I'm gonna do my dance

The Humpty Dance is your chance to do the hump (Come on, yeah, sexy lady)
Do the Humpty Hump (Come on, uh), do the Humpty Hump (Sexy baby, everybody)
Do the Humpty Hump (Come on and), do the Humpty Hump (Uh)
Do the Humpty Hump, do the Humpty Hump (Do you know what we're doing? We're doing the Humpty Hump, y'all, uh)
Do the Humpty Hump (Watch me), do the Humpty Hump

Ah yeah, that's the break, y'all
Let a little bit of that bass groove right here
Err-rear, der-rit, err-rear, der-rit
Ah, yeah
Now that I told y'all a little bit about myself
Let me tell you a little bit about this dance
It's real easy to do, check it out

First I limp to the side like my legs was broken
Shaking and twitching kind of like I was smoking
Crazy, whack, funky
People say, ""You look like MC Hammer on crack, Humpty""
That's alright 'cause my body's in motion
It's supposed to look like a fit or a convulsion
Anyone can play this game
This is my dance, y'all, Humpty Hump's my name
No two people will do it the same
You got it down when you appear to be in pain
Humpin', funkin', jumpin'
Gig around, shaking your rump
And when a doo-doo chump punk points a finger like a stunt
Tell him, ""Step off, I'm doing the Hump""

The Humpty Dance is your chance to do the hump (Everybody, uh)
Do the Humpty Hump (Come on and), do the Humpty Hump (Sexy lady, uh)
Do the Humpty Hump, do the Humpty Hump
Do the Humpty Hump, do the Humpty Hump (Do you know what I'm doing? We're doing the Humpty Hump, y'all, uh, watch me)
Do the Humpty Hump (Uh), do the Humpty Hump (Yo, yo, Black people)
Do the Humpty Hump, do the Humpty Hump (Come on, white people)
Do the Humpty Hump, do the Humpty Hump (Puerto Ricans)
Do the Humpty Hump, do the Humpty Hump (Just keep on doing the Hump, Samoans)
Do the Humpty Hump (Do the), do the Humpty Hump

Ah, yeah
Let's get stupid (Give me the music)
Uh

Do the Humpty Hump, do the Humpty Hump (Give me— Give me the music, everybody)
Do the Humpty Hump, do the Humpty Hump (Uh, give me— Give me the music)
Do the Humpty Hump (Come on and), do the Humpty Hump  (Give me— Give me the music)
Do the Humpty Hump, do the Humpty Hump (Do you know what we're doing? Doing the Humpty Hump)

Ah, yeah
Go on and break it down
Uh, uh
Yeah, yeah, sexy lady
Once again, the Underground is in the house
I'd like to send a shout out to the whole world
Keep on doing the Humpty Dance
And to the ladies
Peace and Humptiness forever","Hip-Hop, rap, old school, funk, hip hop"
62,63,"""I'll Be Your Shelter""",Taylor Dayne,"7 ContributorsI’ll Be Your Shelter Lyrics
When there's clouds hangin' in the sky
And they're just not lettin' any light in
And you feel like you'd like to give in
Don't you give up so soon
What you need is a friend to count on
What you got, baby, you got someone
Who will stay when the rain is fallin'
And won't let it fall on you

I'll see you through
I'll cover you with a love so deep and warm and true
I will be there, oh-oh

Honey, I'll be your shelter
I'll be the one to take you through the night
Whenever you need shelter
I'll make everything alright
Make everything alright, yeah

Na na na-na na na
Na na na-na na na
Na na na-na na na
Na-na-na, na-na-na

I got arms strong enough to hold you
Get you through anything you go through
Anything that you need you know it's only a touch away
When your heart needs a heart beside it
Should be mine thats it's keeping time with
'Cause I got so much love inside it beats for you every day

I'll be the one
To give you love
When it seems like there's just not enough
Mine will be there, oh-oh

Honey, I'll be your shelter
I'll be the one to take you through the night
Whenever you need shelter
I'll make everything alright
Make everything alright, yeah

Na na na-na na na
Na na na-na na na
Na na na-na na na
Na-na-na, na-na-na
Na na na-na na na
Na na na-na na na
Na na na-na na na
Na-na-na, na-na-na

I'll be your shelter, I'll be you shelter, baby

I'll see you through
I'll cover you with a love so deep and warm and true
I will be there, oh-oh

Honey, I'll be your shelter
I'll be the one to take you through the night
Whenever you need shelter
I'll make everything alright
Make everything alright
And I'll be your shelter
I'll be the one to take you through the night
Whenever you need shelter
I'll make everything alright
Make everything alright, yeah

Na na na-na na na (Na, na-na)
Na na na-na na na
Na na na-na na na
(I'll be your shelter, I'll be your shelter, baby)
Na-na-na, na-na-na
Na na na-na na na (Na)
Na na na-na na na (Na-na-na)
Na na na-na na na
(I'll make everything alright)
Na-na-na, na-na-na
(Be your shelter)
Na na na-na na na
Na na na-na na na
(I'll be the one to take you through the night)
Na na na-na na na
Na-na-na, na-na-na
Na na na-na na na (Na na, na na)
Na na na-na na na (Na na na-na-na)
Na na na-na na na
(I'll make everything alright)
Na-na-na, na-na-na
(Be your shelter)
Na na na-na na na
(I'll be the one to take you through the night)
Na na na-na na na
Na na na-na na na
Na-na-na, na-na-na
Na na na-na na na (Na na, na na)
Na na na-na na na (Na na na-na-na)
Na na na-na na na
Na-na-na, na-na-na","pop, 80s, female vocalists, dance, american"
63,64,"""Free Fallin'""",Tom Petty,"88 ContributorsTranslationsDeutschFree Fallin’ Lyrics“Free Fallin',” one of Tom Petty’s biggest hits, is an escapist’s ode to Los Angeles, California. The song, which peaked at #7 on the Billboard Hot 100, was inspired by what Petty frequently saw whilst… Read More 
She's a good girl, loves her mama
Loves Jesus and America too
She's a good girl, crazy 'bout Elvis
Loves horses and her boyfriend too

It's a long day livin' in Reseda
There's a freeway runnin' through the yard
And I'm a bad boy 'cause I don't even miss her
I'm a bad boy for breakin' her heart

And I'm free
Free fallin'
Yeah, I'm free
Free fallin'

All the vampires walkin' through the valley
Move west down Ventura Boulevard
And all the bad boys are standing in the shadows
And the good girls are home with broken hearts

And I'm free
I'm free fallin'
Yeah, I'm free
Free fallin'

(Free fallin', I'm-a free fallin', I'm-a)
(Free fallin', I'm-a free fallin', I'm-a)

I wanna glide down over Mulholland
I wanna write her name in the sky
I'm gonna free fall out into nothin'
Gonna leave this world for a while

Now I'm free (Free fallin', I'm-a free fallin', I'm-a)
Free fallin' (Free fallin', I'm-a free fallin', I'm-a)
Yeah, I'm free (Free fallin', I'm-a free fallin', I'm-a)
Free fallin' (Free fallin', I'm-a free fallin', I'm-a)

(Free fallin', I'm-a free fallin', I'm-a)
Yeah, I'm free
Free fallin'
Oh
(Free fallin', I'm-a free fallin', I'm-a)
Free fallin' (Free fallin', I'm-a free fallin', I'm-a)
I'm free (Free fallin', I'm-a free fallin', I'm-a)
Oh, free fallin' (Free fallin', I'm-a free fallin', I'm-a)
(Free fallin', I'm-a free fallin', I'm-a)
Free fallin' (Free fallin', I'm-a free fallin', I'm-a)","classic rock, rock, singer-songwriter, folk, 80s"
