Unnamed: 0,No.,Title,Artist(s),lyrics,genres
26,27,"""(Can't Live Without Your) Love and Affection""",Nelson,"7 Contributors(Can’t Live Without Your) Love and Affection Lyrics(Here she comes) Mmm, just like an angel
Seems like forever that she's been on my mind
But nothing has changed
She thinks I'm a waste of her time
(There she goes) she don't know what she's missing
Can't she see I'll never give up the fight
I'll do all I can
Till she understands my desire
I've been on the outside looking in
Let me into your heart, oh
There's nothing on earth that should keep us apart
Baby
I can't live without your love and affection
I can't face another night on my own
I'd give up my pride to save me from being alone
'Cause I can't live without your love
Mmm, your love
(So I wait) Here for an answer
And wonder if tomorrow will be like yesterday
I'll keep holding on
Can't go on living this way, baby

I've been on the outside looking in
Bring my tears to an end, oh
I realize there's no use for me to pretend
Oh yeah
I can't live without your love and affection
I can't face another night on my own
I'd give up my pride to save me from being alone
'Cause I can't live without your love
(For your love) I'd put my arms around you
(For your love) I'd find the strength to tell you
(For your love) That I can't live without your
I can't live without your love and affection
I can't face another night on my own
I'd give up my pride to save me from being alone
Baby
I can't live without your love and affection
I just can't go on this way anymore
As hard as I try there's one thing that I know for sure
I can't live without your love
(There she goes)
I can't live without your love, baby
(There she goes)
Oh, I can't live without your love

(There she goes)
Oh, I can't live without your love","hard rock, hair metal, melodic rock, rock, 90s"
27,28,"""Love Will Lead You Back""",Taylor Dayne,"15 ContributorsTranslationsEspañolLove Will Lead You Back Lyrics
Saying goodbye is never an easy thing
But you never said, that you'd stay forever
So if you must go
Well, darling, I'll set you free
But I know in time that we'll be together

I won't try to stop you now from leaving
'Cause in my heart, I know

Love will lead you back
Someday, I just know that
Love will lead you back to my arms
Where you belong
I'm sure, sure as stars are shining
One day, you will find me again
It won't be long
One of these days
Our love will lead you back

One of these nights
Well, I'll hear your voice again
You're gonna say, oh, how much you miss me
You'll walk out this door
But someday you'll walk back in
But darling, I know
I know this will be

Sometimes it takes
Some time out on your own now
To find your way back home

Love will lead you back
Someday, I just know that
Love will lead you back to my arms
Where you belong
I'm sure, sure as stars are shining
One day you will find me again
It won't be long
One of these days
Our love will lead you back, oh


But I won't try to stop you now from leaving
'Cause in my heart, I know, oh, yeah

Love will lead you back
Someday, I just know that
Love will lead you back to my arms
Where you belong
I'm sure, sure as stars are shining
One day you will find me again
It won't be long
One of these days
Our love will lead you back, oh yeah
Love will lead you back
Someday, I just know that
Love will lead you back to my arms
It won't be long

One of these days
Our love will lead you back
Oh","pop, 80s, female vocalists, dance, american"
28,29,"""Don't Wanna Fall in Love""",Jane Child,"18 ContributorsDon’t Wanna Fall In Love Lyrics
Ain't no personal thing, boy
But you have got to stay away
Far, far away from my heart, my heart
Don't you know what your kiss is doing?
Let me tell it to you from the start, boy

I don't wanna fall in love (No, no)
Love cuts just like a knife (Woo, woo)
You make the knife feel good (Baby)
I'll fight you to the end (Baby)

You've been hanging around, boy
And you have started sinking in
Woo, baby, you're way out of line now
Unaware how this all got started
Let me tell it you one more time, boy

I don't wanna fall in love (No, no)
Love cuts just like a knife (Woo, woo)
You make the knife feel good (Baby)
I'll fight you to the end, baby
I don't wanna fall in love (No, no)
Love cuts just like a knife (Woo, woo)
You make the knife feel good (Baby)
I'll fight you to the end

I learned something about myself (Last night)
Last night with you, I knew
I didn't want nobody else
And you're scaring me to death now, baby

I don't wanna fall in love (No, no)
Love cuts just like a knife (Woo, woo)
You make the knife feel good (Baby)
I'll fight you to the end

No

I don't wanna fall in love (No, no)
Love cuts just like a knife (Woo, woo)
You make the knife feel good (Baby)
I'll fight you to the end
I don't wanna fall in love (No, no)
Love cuts just like a knife (Woo, woo)
You make the knife feel good (Baby, yeah)
I'll fight you to the end
I don't wanna fall in love (No, no)
Love cuts just like a knife (Woo, woo)
You make the knife feel good (Baby)
I'll fight you to the end
I don't wanna fall in love","pop, 80s, female vocalists, synthpop, rock"
29,30,"""Two to Make It Right""",Seduction,"7 ContributorsTwo To Make It Right Lyrics
It takes two, it takes two, me and you
It takes two, it takes two, me and you

It takes two to make a thing go right
It takes two to make it out of sight
It takes two to make a thing go right
It takes two to make it out of sight

From the start it's plain to see
You're suffering from a serious broken heart
You know that it's a shame
But I'm here to ease your pain
There's no need for you to feel so all alone
And you and I could seriously be
A sure enough happening thing
Don't you know that---

It takes two to make a thing go right
It takes two to make it out of sight
It takes two to make a thing go right
It takes two to make it out of sight

I can see it in your eyes
You feel the same way, I feel about you
Some call it chemistry
I call it, you should be with me
'Cause I know together we can really turn this mother out
In my mind there is no doubt
That one and one equals me and you
Don't you know that---

It takes two to make a thing go right
It takes two to make it out of sight
It takes two to make a thing go right
It takes two to make it out of sight

I don't believe in fairy tales
But I believe some things were meant to be
Why should we be alone?
When we could have each others arms to hold
'Cause I know together we could really turn this mother out
In my mind there is no doubt
That one and one equals me and you
And don't you know that---

It takes two to make a thing go right
It takes two to make it out of sight
It takes two to make a thing go right
It takes two to make it out of sight

It takes two, it takes two, me and you
It takes two, it takes two, me and you
It takes two, it takes two, me and you
It takes two, it takes two, me and you
It takes two, it takes two, me and you
It takes two, it takes two, me and you
It takes two, it takes two, me and you
It takes two, it takes two, me and you","hardcore, freestyle, pop, dance, uk Hardcore"
30,31,"""Sending All My Love""",Linear,"5 ContributorsSending All My Love Lyrics“Sending All My Love” peaked at #5 on the Billboard Hot 100 and #8 on Billboard’s Hot Dance Music\Maxi Singles Sales chart in 1990, making it Linear’s biggest hit song to date & was even certified Gold.
Nothing really matters to me
When you're gone, when you're gone
Nothing really matters to me
When you're gone, when you're gone

Girl, I close my eyes
And then I start to cry for you
You're the reason why
I have to say goodbye to you

This pain I have inside
Just makes me want to die for you
All these lonely nights
They just don't seem so right for you
I'm sending you all my

Sending all my love
I'm sending all my love to you
I'm sending all my love
I'm sending all my love to you

Every move you make
Day by day, I pray for you
When I close my eyes
Teardrops start to fall for you

I'm sending all my love
Sending all my love to you
This pain I have inside
Just makes me want to die for you

I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you

I'm sending all my love
Sending all my love to you
Sending you all my
Sending all my love
Sending all my love to you

Girl, I close my eyes
And then I start to cry for you
You're the reason why
I have to say goodbye to you

This pain I have inside
Just makes me want to cry for you
All these lonely nights
They just don't seem so right for you

I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you
I'm sending all my love
Sending all my love to you
Sending you all my
Sending all my love","freestyle, latin freestyle, classic freestyle, freestyle dance, indie"
31,32,"""Unskinny Bop""",Poison,"14 ContributorsUnskinny Bop LyricsUnskinny Bop was the first single from Poison’s third album Flesh & Blood.
According to C.C. Deville, the song title does not have any particular meaning. He came up with the phrase as a temporary measure… Read More 
A-what's got you so jumpy?
Why can't you sit still, yeah?
Like gasoline, you wanna pump me
And leave me when you get your fill, yeah

Every time I touch you, you get hot
I wanna make love, you never stop
Come up for air, you pull me to the floor
What's been going on in that head of yours?

Unskinny bop
Just blows me away, yeah
Unskinny bop, bop
All night and day, yeah
Unskinny bop, bop, bop, bop
She just loves to play, yeah
Unskinny bop, nothin' more to say

You look at me so funny
Love bite got you acting oh so strange
You got too many bees in your honey
Am I just another word in your page, yeah, yeah?

Every time I touch you, honey, you get hot
I wanna make love, you never stop
Come up for air, you pull me to the floor
What's been going on in that head of yours?

Unskinny bop
Just blows me away, yeah
Unskinny bop, bop
All night and day, yeah
Unskinny bop, bop, bop, bop
She just loves to play, yeah
Unskinny bop, nothin' more to say

You're saying my love won't do ya
That ain't love written on your face
Well, honey, I can see right through ya
Well, who's ridin' who at the end of the race?

What's right?
What's wrong?
What's left?
What the hell is going on?

Unskinny bop
Just blows me away, yeah
Unskinny bop, bop
All night and day, yeah
Unskinny bop, bop, bop, bop
She just loves to play, yeah
(Up for air, pulled to the floor)
Unskinny bop
No good, no good, no good, no good
Unskinny bop, bop
All night and day, yeah
Unskinny bop, bop, bop, bop
No good, no good, no good, no good","hard rock, hair metal, 80s, rock, classic rock"
32,33,"""Step by Step""",New Kids on the Block,"19 ContributorsStep by Step Lyrics
Step by step, ooh baby
Gonna get to you, girl
Step by step, rah

Step by step, ooh baby
Gonna get to you, girl
Step by step, ooh baby
Really want you in my world

(Step) Hey girl, in your eyes
I see a picture of me all the time
(Step) Hey girl, when you smile
You got to know that you drive me wild

(Step by step) Ooh baby
You're always on my mind
(Step by step) Ooh girl
Really think it's just a matter of time

Step by step, ooh baby
Gonna get to you girl
Step by step, ooh baby
Really want you in my world

(Step) Hey girl, can't you see?
I've got to have you all just for me
(Step) And girl, yes, it's true
No one else will ever do

(Step by step) Ooh baby
You're always on my mind
(Step by step) Ooh girl
Really think it's just a matter of time

Step by step, ooh baby
Gonna get to you girl
Step by step, ooh baby
Really want you in my world

Step, step
Step, step by step
(Step one) We can have lots of fun
(Step two) There's so much we can do
(Step three) It's just you and me
(Step four) I can give you more
(Step five) Don't you know that the time has arrived?
Huh!

(Step by step) Don't you know I need you?
(Step by step) Yes, I do, girl
(Step by step) Ooh baby
You're always on my mind
(Step by step) Ooh girl
Really think it's just a matter of time

Step by step
(Step by step, girl), ooh baby
Gonna get to you girl, to you girl
Step by step, yeah, ooh baby
(I want you, I need you)
Really want you in my world
(I want you in my world)

(Step by step) Ooh, to you girl
(Step by step) Oh girl
Really want you in my world
Step by step, ooh baby
Gonna get to you girl
Step by step, ooh baby","pop, boybands, 80s, 90s, NKOTB"
33,34,"""Dangerous""",Roxette,"13 ContributorsDangerous Lyrics
(Ooh, just a little bit dangerous)

You pack your bag, you take control
You're movin' into my heart and into my soul
Get out of my way
Get out of my sight
I won't be walking on thin ice to get through the night

Hey, where's your work? What's your game?
I know your business, don't know your name

Hold on tight, you know she's a little bit dangerous
She's got what it takes to make ends meet
The eyes of a lover that hit like heat
You know she's a little bit dangerous

You turn around, so hot and dry
You're hidin' under a halo, your mouth is alive
Get out of my way (Get out of my way)
Get out of my sight (Get out of my sight)
I'm not attracted to go-go deeper tonight

Hey, what's your word? What's your game?
I know your business, but I don't know your name

Hold on tight, you know she's a little bit dangerous
She's got what it takes to make ends meet
The eyes of a lover that hit like heat
You know she's a little bit dangerous
(Ooh, just a little bit dangerous)



Hey, hey, hey, what's your work? What's your game?
I know your business, but I don't know your name

Hold on tight, you know she's a little bit dangerous
She's got what it takes to make ends meet
The eyes of a lover that hit like heat
You know she's a little bit dangerous
She's armed, she's extremely dangerous
She's got what it takes to make ends meet
The eyes of a lover that hit like heat
You know she's a little bit dangerous
(Ooh, just a little bit dangerous)

Oh, s'agapo
Hey, where's your work? Mmm, what's your game?
I don't know your name
Hey, you (Ooh, just a little bit dangerous)
What's your game?
I don't know your name (Dangerous)
Oh, oh
(Ooh, just a little bit dangerous)","pop, 80s, rock, swedish, female vocalists"
34,35,"""We Didn't Start the Fire""",Billy Joel,"220 ContributorsTranslationsEnglishsrpskiWe Didn’t Start the Fire LyricsThis monster hit of a song was created in 1989, when Joel turned 40. The idea spawned from a conversation he had with a friend of Sean Lennon. The friend just turned 21 and was complaining about how crazy it… Read More 
Harry Truman, Doris Day
Red China, Johnnie Ray
South Pacific
Walter Winchell, Joe DiMaggio
Joe McCarthy, Richard Nixon
Studebaker, television
North Korea, South Korea
Marilyn Monroe

Rosenbergs, H-Bomb
Sugar Ray, Panmunjom
Brando, The King and I
And The Catcher in the Rye
Eisenhower, vaccine
England's got a new queen
Marciano, Liberace
Santayana goodbye

We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it

Joseph Stalin, Malenkov
Nasser and Prokofiev
Rockefeller, Campanella
Communist Bloc
Roy Cohn, Juan Peron
Toscanini, Dacron
Dien Bien Phu Falls, ""Rock Around the Clock""
Einstein, James Dean
Brooklyn's got a winning team
Davy Crockett, Peter Pan
Elvis Presley, Disneyland
Bardot, Budapest, Alabama, Khrushchev
Princess Grace, Peyton Place
Trouble in the Suez

We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
Little Rock, Pasternak
Mickey Mantle, Kerouac
Sputnik, Zhou En-lai
Bridge On The River Kwai
Lebanon, Charles de Gaulle
California baseball
Starkweather Homicide
Children of Thalidomide
Buddy Holly, Ben-Hur
Space Monkey, Mafia
Hula Hoops, Castro
Edsel is a no-go
U-2, Syngman Rhee
Payola and Kennedy
Chubby Checker, Psycho
Belgians in the Congo

We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
Hemingway, Eichmann
Stranger in a Strange Land
Dylan, Berlin
Bay of Pigs invasion
Lawrence of Arabia
British Beatlemania
Ole Miss, John Glenn
Liston beats Patterson
Pope Paul, Malcolm X
British politician sex
J.F.K. blown away
What else do I have to say?

We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it

Birth control, Ho Chi Minh
Richard Nixon back again
Moonshot, Woodstock
Watergate, punk rock
Begin, Reagan, Palestine
Terror on the airline
Ayatollahs in Iran
Russians in Afghanistan
Wheel of Fortune, Sally Ride
Heavy metal suicide
Foreign debts, homeless vets
AIDS, crack, Bernie Goetz
Hypodermics on the shores
China's under martial law
Rock and Roller cola wars
I can't take it anymore

We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
But when we are gone
It will still burn on, and on
And on, and on

We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
We didn't start the fire
It was always burning
Since the world's been turning","classic rock, singer-songwriter, rock, pop, piano"
35,36,"""I Don't Have the Heart""",James Ingram,"11 ContributorsI Don’t Have the Heart Lyrics“I Don’t Have the Heart” topped the Billboard Hot 100 for a week in October of 1990, becoming his only number one pop hit to date.
It also peaked at #2 on Billboard’s Adult Contemporary chart and #53 on… Read More 
Your face is beaming
You say it's 'cause you're dreaming
Of how good it's going to be
You say you've been around
And now you've finally found
Everything you wanted and needed in me

I don't have the heart
To hurt you
It's the last thing I wanna do
But I don't have the heart
To love you
Not the way you want me to

Inside I'm dying
To see you crying
How can I make you understand?
I care about you
So much about you, baby!
I'm trying to say this as gently as I can

'Cause I don't have the heart
To hurt you
It's the last thing I wanna do
But I don't have the heart
To love you
Not the way you want me to

You're so trusting
And open
Hoping that love will start
But I don't have the heart
Oh, no!
I don't have the heart

I don't have the heart
To hurt you
It's the last thing I wanna do
But I don't have the heart
To love you
Not the way that you want me to

I don't have the heart
Ooh!
Baby, I don't have the heart!
I don't have the heart
I don't have the heart
Ooh! Ooh!
Baby, I don't have the heart!
I don't have the heart
I don't have the heart
I don't have the heart
I don't have the heart","soul, pop, adult contemporary, urban, rnb"
36,37,"""Downtown Train""",Rod Stewart,"5 ContributorsDowntown Train Lyrics
Outside another yellow moon
Has punched a hole in the night time mist
I climb through the window and down to the street
I'm shining like a new dime
The downtown trains are full
Full of all them Brooklyn girls
They try so hard to break out of their little worlds

You wave your hand and they scatter like crows
They have nothing that'll ever capture your heart
They're just thorns without the rose
Be careful of them in the dark
Oh if I was the one you chose to be your only one
Oh baby can't you hear me now, can't you hear me now

Will I see you tonight on a downtown train
Every night, every night its just the same
On a downtown train

I know your window and I know its late
I know your stairs and your doorway
I walk down your street and past your gate
I stand by the light of the four way
And watch them as they fall, oh baby
They all having their heart attacks
They stay at the carnival
But they'll never win you back

Will I see you tonight on a downtown train
Every night, every night its just the same
You leave me lonely
Will I see you tonight on a downtown train
All my dreams, all my dreams fall like rain
On a downtown train
Will I see you tonight on a downtown train
Every night, every night its just the same
Will I see you tonight on a downtown train
All my dreams, all my dreams fall like rain
On a downtown train
On a downtown train
All my dreams fall like rain
On a downtown train","classic rock, rock, soft rock, 70s, pop"
37,38,"""Rhythm Nation""",Janet Jackson,"29 ContributorsRhythm Nation LyricsThe title track from Janet Jackson’s Rhythm Nation 1814 was released as the second single and features an industrial dance-pop track mixed with New Jack Swing and a funk guitar sample courtesy of Sly and the… Read More 
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Bass, bass, bass, bass
Nasty
Three

With music by our side
To break the color lines
Let's work together to improve our way of life
Join voices in protest
To social injustice
A generation full of courage
Come forth with me

People of the world today
Are we looking for a better way of life? (Sing!)
We are a part of the rhythm nation (Whoo)
People of the world unite
Strength in numbers, we can get it right, one time
(Sing it up!)
We are a part of the rhythm nation (Yeah, ah)

This is the test
No struggle, no progress (Lend)
Lend a hand to help your brother do his best
Things are getting worse
We have to make 'em better
It's time to give a damn, let's work together (Come on now)

People of the world today
Are we looking for a better way of life? (Sing!)
We are a part of the rhythm nation (Rhythm)
People of the world unite
Strength in numbers, we can get it right, one time (Sing it up!)
We are a part of the rhythm nation (Everybody)
People of the world today (Rhythm)
Are we looking for a better way of life?  (Rhythm)
We are a part of the rhythm nation (Yeah, yeah, everybody sing it)
People of the world unite (Rhythm)
Strength in numbers, we can get it right, one time (Rhythm)
We are a part of the rhythm nation (Yeah, yeah, yeah, whoo)

Bass, bass, bass, bass
Bass, bass, bass, bass, bass, ba-ba-ba-bass
Bass, bass (Five)
Bass, bass
Bass, bass, ba-bass
Bass, bass, nasty


(Rhythm nation) Sing it, people, say it, children
Sing it if you want a better way of life
(Rhythm nation) Sing it, people, say it, children
Sing it if you want a better way of life

Nasty
Nasty
Nasty
Ba-ba-ba-ba-ba-bass
Ba-ba-ba-ba-ba-bass
Yeah, huh, yeah
Nas-nasty, nasty, nas-nasty
Nas-nasty, nasty, nas-nasty

Everybody sing it
People of the world today
Are we looking for a better way of life? (Sing!)
We are a part of the rhythm nation
People of the world unite
Strength in numbers, we can get it right, one time (Sing it up)
We are a part of the rhythm nation (Rhythm)
People of the world today (Yeah)
Are we looking for a better way of life? (Sing!)
We are a part of the rhythm nation (Whoo)
People of the world unite
Strength in numbers, we can get it right, one time (Sing it up, now!)
We are a part of the rhythm nation (Rhythm nation, sing it for me)

Rhythm nation (Yeah, yeah, sing it, baby)
Rhythm nation (Rhythm nation, sing this for me)
Rhythm nation (Sing it for the fans)
(Rhythm nation, baby) Rhythm nation
Rhythm nation
Rhythm nation
(Sing it for the people)
(Sing it for the children)
(Sing it for the babies)
(Sing it for the people)
Rhythm nation
(Sing it for the children)
(Sing it for the babies)
(Sing it for me, sing it for me, sing it for me now)
Rhythm nation (Yeah, yeah)","pop, rnb, female vocalists, dance, soul"
38,39,"""I'll Be Your Everything""",Tommy Page,"7 ContributorsI’ll Be Your Everything Lyrics
So long that I've waited for a girl
To come into my life and in my world
I can't explain my feelings for you
I guess you're just all my dreams come true

And I'll be your lover (Your lover)
And I'll be your best friend (Oh, I'll be your friend)
I'll be there when you're needing me (When you need me)
I'll be your everything, your everything

I'll be your everything
I'll be all that you want and all that you need
I'll be your everything
I'll give you all that I have, my love, my life and me
I'll be your everything

Now that we're together at last
We shouldn't think about our problems in the past
'Cause true love takes a miracle to find
I guess that I've been blessed 'cause I've got you by my side

And I'll be your lover (Your lover)
And I'll be your best friend (Oh, I'll be your friend)
I'll be there when you're needing me (When you need me)
I'll be your everything, your everything

I'll be your everything
I'll give you all that I have, my love, my life and me
I'll be your everything

When you're lost and you're down and you're seeing darkness
And there's no one there that can be found
Just turn around, I'll be there holding out my arms for you
Just reach for me, I'll be the one to set you free

I'll be your everything
(I'll lift you up when you're feeling down
I'll make your whole world turn around)
I'll be all that you want and all that you need
(I'll give my heart and soul to you
To let you know this love is true)
I'll be your everything
(I'll lift you up when you're feeling down
I'll make your whole world turn around)
I'll give you all that I have, my love, my life and me
(I'll give my heart and soul to you
To let you know this love is true)
I'll be your everything

Ooh, ooh, I'll be your everything","pop, easy listening, USA, 80s, american"
39,40,"""Roam""",The B-52's,"27 ContributorsRoam Lyrics“Roam” was the fourth single from the B-52’s' 1989 hit album, Cosmic Thing. “Roam” hit #3 on the Billboard Hot 100 singles chart during March 1990.
According to co-singer Cindy Wilson in a 2019 interview:
… Read More 
I hear a wind
Whistling air
Whispering
In my ear

Boy Mercury shootin' through every degree
Oh, girl dancin' down those dirty and dusty trails
Take it hip to hip, rocket through the wilderness
Around the world, the trip begins with a kiss

Roam if you want to, roam around the world
Roam if you want to, without wings, without wheels
Roam if you want to, roam around the world
Roam if you want to, without anything but the love we feel

Skip the airstrip to the sunset
Yeah, ride the arrow to the target one
Take it hip to hip, rocket through the wilderness
Around the world, the trip begins with a kiss

Roam if you want to, roam around the world
Roam if you want to, without wings, without wheels
Roam if you want to, roam around the world
Roam if you want to, without anything but the love we feel


Fly the great big sky, see the great big sea
Kick through continents, bustin' boundaries
Take it hip to hip, rocket through the wilderness
Around the world, the trip begins with a kiss

Roam if you want to, roam around the world
Roam if you want to, without wings, without wheels
Roam if you want to, roam around the world
Roam if you want to, without anything but the love we feel

Take it hip to hip, rocket through the wilderness
Take it hip to hip, rocket through the wilderness
Take it hip to hip, rocket through the wilderness
Oh boy
Take it hip to hip, rocket through the wilderness
Ow
Take it hip to hip, rocket through the wilderness
(Go ahead and roam, go ahead and roam)
Take it hip to hip, rocket through the wilderness
(Go ahead and roam, go ahead and roam)
(Go ahead and roam, go ahead and roam)
Alright, uh-huh
Take it hip to hip, rocket through the wilderness
(Go ahead and roam, go ahead and roam)
(Go ahead and roam, go ahead and roam)
Oh boy
Take it hip to hip, rocket through the wilderness
(Go ahead and roam, go ahead and roam)
(Go ahead and roam, go ahead and roam)","new wave, 80s, pop, alternative, rock"
40,41,"""Everything""",Jody Watley,"6 ContributorsEverything Lyrics“Everything” is third single from Jody Watley’s second album, Larger than Life. Although the song was the third consecutive top ten hit from the album, it was also the final top ten hit of Watley’s career… Read More 
Lately I feel so all alone
Can't find the joy
You know that I'd be with you now
If I had the choice

I know I hurt you when I said goodbye
And I don't know the reason
I ever stopped believing
I never needed anyone but you, oh

I was too blind to see
When you belonged to me
You were my everything
Now I'd give anything
To feel the love you bring
You were my everything

They say time can mend a broken heart
And fix you up
But my life could never ever be the same
Without your touch

I know you're still afraid to let me in
And I don't blame you really
I wouldn't let you see me
I took for granted you would always be there

I was too blind to see
When you belonged to me
You were my everything
Now I'd give anything
To feel the love you bring
You were my everything

I know I hurt you when I said goodbye
And I don't know the reason
I ever stopped believing
I never needed anyone but you, oh

I was too blind to see
When you belonged to me
You were my everything
Now I'd give anything
To feel the love you bring
You were my everything

You were my life
You were my love
You were my everything
You were my life
Yeah
You were my everything
Oh woah
Yeah
You were my everything","soul, 80s, pop, dance, funk"
41,42,"""Back to Life (However Do You Want Me)""",Soul II Soul featuring Caron Wheeler,"38 ContributorsBack to Life (However Do You Want Me) Lyrics
Back to life, back to reality
Back to life, back to reality

Back to life, back to reality
Back to the here and now, oh yeah
Show me how, decide what you want from me
Tell me maybe I could be there for you

However do you want me
However do you need me, how
However do you want me
However do you need me
However do you want me
However do you need me, how
However do you want me
However do you need me

Back to life, back to the present time
Back from a fantasy, yes
Tell me now, take the initiative
I'll leave it in your hands until you're ready

However do you want me
However do you need me, how
However do you want me (Hold me now, do you want me?)
However do you need me
However do you want me (However)
However do you need me, how
However do you want me
However do you need me

However do you need me
However do you need me
However do you need me
However do you need me

I live at the top of the block
No more room for trouble and fuss (No more room, no, no, no there's not)
Need a change (Oh), a positive change
Look, it's my writing on the wall (Oh, oh, however do you want me, oh)

However do you want me
However do you need me, how
However do you want me, how, how
However do you need me
However do you want me
However do you need me, how
However do you want me (Oh)
However do you need me (Tell me now, how do you want me to be?)


Back to life, back to the day we had
Let's end this foolish game
Hear me out, don't let it waste away
Make up your mind so I know where I stand

However do you want me
However do you need me, how
However do you want me
However do you need me
However do you want me
However do you need me, how
However do you want me
However do you need me

However do you want me
However do you need me, how
However do you want me
However do you need me
However do you want me
However do you need me, how
However do you want me
However do you need me","soul, club classic, High School Memories, 80s soul, gh2choice"
42,43,"""Here and Now""",Luther Vandross,"15 ContributorsHere and Now LyricsHere and Now peaked at #6 on the Billboard Hot 100 and topped Billboard’s R&B chart for 2 weeks in December of 1989. It also peaked at #3 on Billboard’s Adult Contemporary chart.
In 1991, the song won Luther… Read More 
One look in your eyes
And there I see
Just what you mean to me
Here in my heart
I believe
Your love is all I ever need
Holding you close through the night
I need you, yeah
I look in your eyes
And there I see
What happiness really means
The love that we share
Makes life so sweet
Together, we'll always be
This pledge of love feels so right
And ooh, I need you

Here and now
I promise to love faithfully
You're all I need
Here and now
I vow to be one with thee
Your love is all I need

When I look in your eyes, there I see
All that a love should really be
And I need you more, and more each day
Nothing can take your love away
More than-a just a dream
I need you

Here and now
I promise to love faithfully
You're all I need
Here and now
I vow to be one with thee
Your love is all I need

Starting here, ooh
I'm starting now, I believe
Starting here, I'm starting right here
Starting now, right now
I believe in your love
So I'm glad to take the vow

Here and now
I promise to love faithfully
You're all I need
Here and now
I vow to be one with thee
Your love is all I need","soul, rnb, male vocalists, rhythm and blues, pop"
