Unnamed: 0,No.,Title,Artist(s),lyrics,genres
10,11,"""Motownphilly""",Boyz II Men,"47 ContributorsMotownphilly Lyrics“MotownPhilly” is the very first single of Boyz II Men’s career. It appeared on their debut album, Cooleyhighharmony.
The music video features a cameo appearance from Philly native, and The Roots‘ drummer… Read More 
It don't matter, just don't curse
(Yo fellas, y'all ready to do this?)
(Boyz II Men in effect, yeah)
(It's about time)
(Yo, let's switch this up)
Boyz II Men
Boyz II Men
Boyz II Men
Boyz II Men

Motownphilly back again
Doin' a little East Coast swing
Boyz II Men going off
Not too hard, not too soft

It's long overdue but now
Philly is slammin'
Boyz II Men, ABC, BBD
The East Coast family
Never skipped a beat (Nah)
While cooling on South Street
Jet black Benz, plenty of friends
And all the Philly steaks you can eat

Back in school
We used to dream about this every day
Could it really happen?
Or do dreams just fade away?
Then we started singing and
They said it sounds smooth
And we started a group and here we are
Kickin' it just for you

Motownphilly back again
Doin' a little East Coast swing
Boyz II Men going off
Not too hard, not too soft
Boyz—Boyz
Yo, these four new jacks is real
Smooth on the harmony tip
Nate, Mike, Shawn, and Wan
You know the mentality
Keep flippin' the gift

The spotlight is on us now, watch us do this
Da da, daaa da da, da da da da da da
Live and direct from Phillytown
Rap and hype and we can get down
We are ready to roll
So now the world will know that we were

Back in school we used to dream about this every day
Could it really happen? Or do dreams fade away?
Then we started singing, and they said it sounds smooth
So we started a group and here we are kickin' it just for you, oh, oh

Motownphilly back again
Doin' a little East Coast swing
Boyz II Men going off
Not too hard, not too soft

Boyz II Men, Boyz II Men, Boyz II Men
Boyz II Men, Boyz II Men, Boyz II Men
Then we started singing them
They said it sounded smooth

Now check this out, one day back in Philly
Four guys wanted to sing
They came up to me, I said, ""Well, what's your name?
(Boyz II Men!) Hey, you know what I'm sayin'?""
Then I said, ""Alright fellas
Well, let me see what you can do""
And then, a smile when that Wanya said
""Yo Mike, check this out, see if this one moves you""

Doom doom doom da da, doom doom doom da da
Da di da di da da, da da, daa daa oh
Doom doom doom da da, doom doom doom da da
Da di da di da da, da da, daa daa oh

Motownphilly's back again
Doin' a little East Coast swing
Boyz II Men going off
Not too hard, not too soft

Boyz II Men
Boyz II Men
Boyz II Men
Boyz II Men
Boyz, Boyz, Boyz
Boyz II Men
ABC, BBD","rnb, soul, 90s, pop, r and b"
11,12,"""Because I Love You (The Postman Song)""",Stevie B,"4 ContributorsBecause I Love You (The Postman Song) Lyrics
I got your letter from the postman just the other day
So I decided to write you this song
And just to let you know exactly the way I feel
And let you know my love's for real

Because I love you
And I'll do anything
I'll give you my heart, my everything
Because I love you
I'll be right by your side
To be your light, to be your guide

If you should feel that I don't really care
And that you're starting to lose ground
Just let me reassure you that you can count on me
And that I'll always be around

Because I love you
My heart's an open door
Girl, won't you please come on in
Because I love you
I'll be right by your side
To be your light, to be your guide

If you should feel that I don't really care
And that you're starting to lose your ground
Just let me reassure you that you can count on me
And that I will always be around

Because I love you
My heart's an open door
Girl, won't you please come on in
Because I love you
I'll be right by your side
To be your light, to be your guide","freestyle, pop, 80s, rnb, 90s"
12,13,"""Someday""",Mariah Carey,"21 ContributorsSomeday LyricsThe third #1 single from Mariah Carey’s self-titled debut album, released December 13, 1990.  Produced by Ric Wake, it spent 2 weeks at the top of the Billboard Hot 100.
You were so blind to let me go
You had it all but did not know
No one you'll find will ever be
Closer to all your dreams than me
Believing the grass would be greener
You told yourself ""I just don't need her now""
But I know you'll soon discover
You're never satisfied with any other

Someday, ooh someday
The one you gave away will be the only one you're wishing for
Someday hey, hey
Boy, you're going to pay 'cause, baby, I'm the one who's keeping score

You'll change your mind and call my name
As soon as you find they're all the same
And when you find yourself alone
Don't come back crying, you shoulda have known
Believe me, I'm not pretending
It's not hard to predict this ending now
Because I know you'll soon discover
You're needing me in spite of all the others

Someday, ooh someday
The one you gave away will be the only one you're wishing for
Someday hey, hey
Boy, you're going to pay 'cause baby I'm the one who's keeping score
Someday, ooh someday
The one you gave away will be the only one you're wishing for
Someday hey, hey
Boy, you're going to pay 'cause baby I'm the one who's keeping score

Maybe now you just can't conceive
That there'll ever come a time when you're cold and lonely
Baby, how could you ever believe
That another could replace me, the one and only?
But when your down in your time in need
And you're thinking how you might be coming back to own me
Just think again because I won't need your love anymore

Someday
Someday, ooh someday
The one you gave away will be the only one you're wishing for
Someday, someday
Someday hey, hey
Boy, you're going to pay 'cause baby I'm the one who's keeping score
Someday, ooh someday
The one you gave away will be the only one you're wishing for
Someday hey, hey
Boy, you're going to pay 'cause baby I'm the one who's keeping score
Someday, someday
Someday, ooh someday
The one you gave away will be the only one you're wishing for
Someday hey, hey
Boy, you're going to pay 'cause baby I'm the one who's keeping score","pop, rnb, female vocalists, soul, Mariah Carey"
13,14,"""High Enough""",Damn Yankees,"11 ContributorsHigh Enough Lyrics
I don't wanna hear about it anymore
It's a shame I've got to live without you anymore
There's a fire in my heart
A pounding in my brain
It's driving me crazy

We don't need to talk about it anymore
Yesterday's just a memory
Can we close the door
I just made one mistake
I didn't know what to say
When you called me baby

Don't say goodnight
Say you're gonna stay forever
Oh, whoa, all the way

Can you take me high enough
To fly me over (fly me over) yesterday
Can you take me high enough
It's never over
Yesterday's just a memory
(Yesterday's just a memory and)

I don't want to live without you anymore
Can't you see I'm in misery
And you know for sure
I would live and die for you
And I know just what to do when you call me baby

Don't say goodbye
Say you're gonna stay forever
Oh, whoa, all the way

Can you take me high enough
Can you fly me over (fly me over) yesterday
Can you take me high enough
It's never over
Yesterday's just a memory

I'm running
I was running for the door
The next thing I remember
I was running back for more, yeah, yeah yeah yeah

Don't say goodbye
Say you're gonna stay forever
Oh, whoa, all the way (all the way, all the way, yeah)

Can you take me high enough
Can you fly me over (fly me over) yesterday
Can you take me high enough
It's never over, whoa, whoa, whoa, whoa

Can you take me high enough
Won't you fly me over (won't you fly me over) yesterday
Can you take me high enough
It's never over, whoa, whoa, whoa, whoa","hard rock, hair metal, rock, 80s, classic rock"
14,15,"""From a Distance""",Bette Midler,"12 ContributorsFrom a Distance Lyrics
From a distance the world looks blue and green
And the snow capped mountains white
From a distance the ocean meets the stream
And the eagle takes to flight

From a distance there is harmony
And it echoes through the land
It's the voice of hope, it's the voice of peace
It's the voice of every man

From a distance we all have enough
And no one is in need
And there are no guns, no bombs, and no disease
No hungry mouths to feed

From a distance we are instruments
Marching in a common band
Playing songs of hope, playing songs of peace
They are the songs of every man

God is watching us, God is watching us
God is watching us from a distance

From a distance you look like my friend
Even though we are at war
From a distance, I just cannot comprehend
What all this fighting is for

From a distance there is harmony
And it echoes through the land
And it's the hope of hopes, it's the love of loves
It's the heart of every man
It's the hope of hopes, it's the love of loves
This is the song of every man

And God is watching us, God is watching us
God is watching us from a distance
Oh, God is watching us, God is watching
God is watching us from a distance","female vocalists, pop, 80s, rock, singer-songwriter"
15,16,"""All the Man That I Need""",Whitney Houston,"15 ContributorsAll the Man That I Need Lyrics“All The Man That I Need” was written by Dean Pitchford and Michael Gore. It was first recorded as “All The Man I Need” by Linda Clifford in 1982.
It was also recorded by Sister Sledge in 1982 as well, but… Read More 
Ooh, ooh, ooh, ooh
Oh, yeah

I used to cry myself to sleep at night
But that was all before he came
I thought love had to hurt to turn out right
But now he's here
It's not the same, it's not the same

He fills me up
He gives me love
More love than I've ever seen
He's all I've got
He's all I've got in this world
But he's all the man that I need

And in the morning when I kiss his eyes
He takes me down and rocks me slow
And in the evening when the moon is high
He holds me close and won't let go
He won't let go

He fills me up
He gives me love
More love than I've ever seen
He's all I've got
He's all I've got in this world
But he's all the man that I need


He fills me up (He fills me up)
He gives me love
More love than I've ever seen (More love than I've ever seen)
He's all I've got (He's all I've got)
He's all I've got in this world
But he's all the man that I need (All the man, all the man I need)
He fills me up (He fills me up)
He gives me love
More, more love, more love, more love, more love (More love than I've ever seen)
He's all I've got (He's all I've got)
He's all I've got in this world
But he's all the man, all the man (All the man, all the man I need)

(He fills me up) Woo
(More love than I've ever seen)
(He's all I've got)
(All the man, all the man I need)","pop, soul, female vocalists, rnb, 80s"
16,17,"""Right Here, Right Now""",Jesus Jones,"21 ContributorsRight Here, Right Now Lyrics
A woman on the radio talks about revolution
When it's already passed her by
Bob Dylan didn't have this to sing about
You know, it feels good to be alive

I was alive and I waited, waited
I was alive and I waited for this

Right here, right now
There is no other place I want to be
Right here, right now
Watching the world wake up from history

Oh, I saw the decade in
When it seemed the world could change at the blink of an eye
And if anything, then there's your sign
Of the times

I was alive and I waited, waited
I was alive and I waited for this
Right here, right now


I was alive and I waited, waited
I was alive and I waited for this

Right here, right now
There is no other place I want to be
Right here, right now
Watching the world wake up from history
Right here, right now
There is no other place I want to be
Right here, right now
Watching the world wake up from history
Right here, right now
There is no other place I want to be
Right here, right now
Watching the world wake up","alternative, rock, 90s, indie, electronic"
17,18,"""I Adore Mi Amor""",Color Me Badd,"5 ContributorsI Adore Mi Amor LyricsDream on, dream away
I think I'm gonna have to stay
Stay forever

I adore (I adore) mi amor (yeah)
I adore mi amor
You want to take her place
You say you'd treat me better
Better I know for sure
You see she loves me
And I could never leave her
Never baby, never
She means the world to me
And I love her, she's my destiny
I know, forever my love
And I'll never let her go, no no
Chica tú eres mi vida la ternura
Y alegría, amor
Y este sueño
Contigo será verdad (yeah yeah)
Dream on, dream away
I think I'm gonna have to stay
Stay forever

I adore mi amor
I adore mi amor
Listen
My love, the girl of my dreams
And I will never leave
She's all that I need and more
I'll love her always
What more could a man ask for?
(What more could I ask for?)
You know that I really love my baby
She can give me everything I need
There is no one to take her place
She's got my heart in her hands
Baby, I adore
Dream on, dream away
I think I'm gonna have to stay
Stay forever

Ooh mi amor es por ti que yo vivo y por ti suspiro
No solo hoy, solo hoy si no siempre
Tu estrella brilla siempre en mi
Y este sueño contigo sera realidad te quiero mucho
Baby te quiero mucho, mi amor

You know I love you ( I adore)
You know i need you, girl (mi amor)
I know that I really love my baby (I adore)
She can give me everything I need (mi amor)
And there would never be another that could take her place ( i adore)
She got my heart in her hands (mi amor)
You're the one that I adore (I adore)
I'll be forever your love (mi amor)
You're the one that I wanna see (I adore)
I want you to stay with me, yeah","pop, rnb, 90s, soul, new jack swing"
18,19,"""Love Will Never Do (Without You)""",Janet Jackson,"21 ContributorsLove Will Never Do (Without You) LyricsJanet Jackson’s “Love Will Never Do (Without You)” was the seventh and final single released from Janet Jackson’s Rhythm Nation 1814. In January 1991, it became Janet’s fifth number-one hit on the Billboard… Read More 
Our friends think we're opposites
Falling in and out of love
They've all said we'd never last
Still we manage to stay together

There's no easy explanation for it
But whenever there's a problem
We always work it out somehow
Work it out somehow

They said it wouldn't last
We had to prove them wrong
'Cause I've learned in the past
That love would never do without you

Other guys have tried before
To replace you as my lover
Never did I have a doubt
Boy, it's you I can't do without

I feel better when I have you near me
'Cause no other love around
Has quite the same, ooh-ooh
Like you do, do, do, do, babe

They said it wouldn't last
We had to prove them wrong
'Cause I've learned in the past
That love would never do without you
Do without you
Love would never do without you
Woo!
Do without you

Ah
Ooh, ooh, go on
Love would never do (Fine)
Never do without you (Oh, yeah)
Love would never do (Fine)
Never do without you (Ooh, for me)
Love would never do (Fine)
Never do without you (Oh, yeah)
Love would never do (Fine)
Never do without you (Baby, forgive now)
Love would never do (Fine)
Never do without you (Oh, yeah)
Love would never do (Fine)
Never do without you (Oh, yeah now)
Love would never do (Fine)
Never do without you (Oh, oh)
Love would never do (Woo)
Never do without you (Sing)
Love will never do (Never do)
Love will never do without you (Ooh)
Love will never do
Love will never do without you (Ooh)
Love will never do (Ooh-ooh)
Love will never do without you
Baby, yeah

What?
They said it, they said it wouldn't last
They said it, they said it wouldn't last (Woo!)
They said it, they said it wouldn't (Hey, what do you want?)
They said it wouldn't last (If you believe in love, say)
Love will never do
Love will never do without you
Love will never do
Love will never do without you

They said it wouldn't last (Last)
We had to prove them wrong (Wrong)
'Cause I've learned in the past (Won't do, won't do)
That love would never do without you (Just won't do without you)
We had to prove them wrong
'Cause I've learned in the past (Ooh, won't do, won't do)
That love would never do without you (Just won't do without you)
We had to prove them wrong
'Cause I've learned in the past
That love would never do without, do without, you
They said it
They said it
Whoa","pop, rnb, female vocalists, dance, soul"
19,20,"""Good Vibrations""",Marky Mark and the Funky Bunch featuring Loleatta Holloway,"37 ContributorsGood Vibrations Lyrics“Good Vibrations”, a #1 song in the US, Denmark, Sweden & Switzerland in the fall of 1991, was the result of a promise made to Mark Wahlberg by his brother Donnie, who was on tour at the time with the… Read More 
Yeah
Can you feel it, baby?
I can, too
Come on, swing it
C-come on, swing it
Come on, swing it
C-come on, swing it
One, two, three
Now we come to the payoff
It's such a good vibration
It's such a sweet sensation
It's such a good vibration
It's such a sweet sensation

Yo, it's about that time
To bring forth the rhythm and the rhyme
I'mma get mine, so get yours
I wanna see sweat comin' out your pores
On the house tip is how I'm swinging this
Strictly hip hop boy, I ain't singin' this
Bringin' this to the entire nation
Black, white, red, brown

Feel the vibration
Come on, come on
Feel it, feel it
Feel the vibration

It's such a good vibration
It's such a sweet sensation
It's such a good vibration
It's such a sweet sensation

Vibrations good like Sunkist
Many wanna know who done this
Marky Mark, and I'm here to move you
Rhymes will groove you
And I'm here to prove to you
That we can party on the positive side
And pump positive vibes
So come along for the ride
Making you feel the rhythm is my occupation

So feel the vibration
Come on, come on
Feel it, feel it
Feel the vibration

It's such a good vibration
It's such a sweet sensation
It's such a good vibration
It's such a sweet sensation
Donnie D, break it down!


Donnie D's on the back up
Drug free, so put the crack up
No need for speed
I'm anti d-r-u-g-g-i-e my
Body is healthy
And rhymes makes me wealthy
And the funky bunch helps me
To bring you a show with no intoxication
Come on, feel the vibration
Yeah
Can you feel it, baby?
I can, too

It's such a good vibration
It's such a sweet sensation
It's such a good vibration
It's such a sweet sensation

Now the time has come for you to get up
The rest had you fed up, but yo, I won't let up
On the rhythm and rhyme that's designed to
Make your behind move to what I'm inclined to
Pure hip hop no sell out
If you ain't in it to win it
Then get the hell out
I command you to dance
I wanna see motivation
Come on now, feel the vibration

It's such a good vibration
Come on, come on, come on
It's such a sweet sensation
Feel it, feel it
It's such a good vibration
It's such a sweet sensation
Feel the vibration
It's such a good vibration
It's such a sweet sensation
It's such a good vibration
It's such a sweet sensation","Hip-Hop, rap, 90s, pop, dance"
