Unnamed: 0,No.,Title,Artist(s),lyrics,genres
29,30,"""Touch Me (All Night Long)""",Cathy Dennis,"6 ContributorsTouch Me (All Night Long) Lyrics“Touch Me (All Night Long)” was originally sung by Fonda Rae & Wish in 1984. Cathy Dennis’s version of the song contains lyrics re-written by Cathy.
The song peaked at #2 on the Billboard Hot 100 and topped… Read More 
Oh, oh, oh, oh

We're starting it over
We're making way for destiny
A time to turn over
A better life for you and me (You and me)
A new recreation
To channel all this energy, mm
Let's solve the equation
I need to feel you close to me

So, baby, let your conscience go
There's no turning back
When love takes hold

Hold me, baby
Drive me crazy
Touch me
All night long
Make me love you
Kiss and hug you
Touch me
All night long

Oh, oh, oh, oh

The more that I see you
The more I know that love belongs, mm
With you in my mind, boy
I wouldn't know what's right from wrong
'Cause love will take over
And leave you out of sight and mind (Sight and mind)
You gotta go with the feeling
And trust fate to be kind

And, baby, let your conscience go
There's no turning back
When love takes hold

Hold me, baby
Drive me crazy
Touch me
All night long
Make me love you
Kiss and hug you
Touch me
All night long
Hold me, baby (Hold me)
Drive me crazy (Yeah)
Touch me
All night long
Make me love you (Make me love you)
Kiss and hug you
Touch me

Oh, let's do it
Oh, oh, oh, oh
Let's do it

And, baby, let your conscience go (Conscience go)
There's no turning back
Once love gets hold

Hold me, baby (Hold me)
Drive me crazy (Yeah)
Touch me (Oh, oh, oh, oh)
All night long (All night long)
Make me love you (Oh)
Kiss and hug you
Touch me
All night long (Oh, oh, oh, oh)
Hold me, baby (Hold me)
Drive me crazy (Drive me crazy)
Touch me
All night long (Oh, oh, oh, oh)
Make me love you (Make me love you)
Kiss and hug you (Kiss and hug you)
Touch me
All night long (Oh, oh, oh, oh)
Hold me, baby (Hold me)
Drive me crazy (Hold me)
Touch me
All night long (Oh, oh, oh, oh)
Make me love you (All night long)
Kiss and hug you
Touch me
All night long (Oh, oh, oh, oh)
Hold me, baby (Hold me)
Drive me crazy (Yeah)
Touch me
All night long (Oh, oh, oh, oh)
Make me love you","pop, dance, female vocalists, 90s, 80s"
30,31,"""I've Been Thinking About You""",Londonbeat,"11 ContributorsI’ve Been Thinking About You Lyrics
We must have been stone crazy
When we thought we were just friends
'Cause I miss you, baby
And I've got those feelings again
I guess I'm all confused about you
I feel so in love
Oh, baby, what can I do?

I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you, shi-pow-pow

Suddenly we're strangers
I watch you walking away
She was my one temptation
Oh, I did not want her to stay
Deep down, I'm still confused about you
(Oh yes I am baby)
I feel so in love
Oh, baby, what can I do?

I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you, shi-pow-pow

What good is being here without you? (I wanna know)
I feel so in love
Oh, baby, what can I do?

I've been thinking about you
I've been thinking about you
I've been thinking about you
I've been thinking about you, shi-pow-pow

(Oh baby, can't get you off my mind)
(Think about you all the time)","pop, dance, 90s, 80s, soul"
31,32,"""Do Anything""",Natural Selection,"3 ContributorsDo Anything Lyrics“Do Anything” peaked at #2 on the Billboard Hot 100 in 1991, making it their biggest pop hit to date.
Originally, the rap vocals on the song was recorded by Ingrid Chavez. In 1990, the Ingrid Chavez version… Read More Oh yeah
Whatcha gonna do for me
Whatcha gonna do for my love
Just can't
Just can't get
Just can't get enough
Talk to me
Hey I really love you
Love you so so much
Put my lady next to you
To always feel your touch
Every lttle thing you do
Seems to turn me on
Even when youre talking nasty to me
Over the telephone
Honey Ill stay up late for you
And wait for your call
Buzz me up at 5 AM
And I dont mind at all
Cuz Ill do anything for your loving
Yes will Ill do anything But with a serious step are you qualified?
Just can't
Just can't get
Just can't get enough
Talk to me
First thing in the morning
Ill be at your door
O tough
All day long and
All night strong
Just can't get enough
Honey if you let me start you up
We can begin
I play your game
Everytime
Baby won't you let me win
Cuz Ill do anything for your loving
Do anything for your loving or would you send me off like a third class lover
Do anything for your loving til the break of dawn Do anything for your loving baby on
Just can't
Just can't get
Just can't get enough
Talk to me
You got to know
The way I feel
Is for real
Its everlasting
Me what you need
And Ill take heed
And lead you in the right direction for affection
See what Im saying
I ain't playin
Stop delayin girl
And make me yor natural selection
Ha ha ha ha
Youre crazy
I dont know about you
But I think I like you
Do anything for your lovin
Could you find the time to make me yours?
Take me out and rock the floors?
GIve me every little bit of your loves what I said
Make it smooth to the groove
Like sandwich bread
Well its you for me
And me for you
Theres not one thing
I wouldn't do
Hey Ill do most anything
You and me were meant to swing
Swing
Do do dodo
Just can't
Just can't get
Guess what
Just can't get enough
I want to be your baby
Just can't
Just can't get
Just can't get enough","soul, funk, deathcore, death metal, metalcore"
32,33,"""Losing My Religion""",R.E.M.,"120 ContributorsLosing My Religion Lyrics“Losing My Religion” was released as a single in February 1991, in advance of R.E.M.’s album, Out of Time, where it appeared as the second track.
It became R.E.M’s biggest hit, reaching #4 on the Billboard… Read More 

Oh, life, it's bigger
It's bigger than you
And you are not me
The lengths that I will go to
The distance in your eyes
Oh no, I've said too much
I set it up

That's me in the corner
That's me in the spotlight
Losin' my religion
Tryin' to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough
I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

Every whisper
Of every waking hour
I'm choosin' my confessions
Tryin' to keep an eye on you
Like a hurt, lost, and blinded fool, fool
Oh no, I've said too much
I set it up

Consider this
Consider this, the hint of the century
Consider this, the slip
That brought me to my knees, failed
What if all these fantasies come
Flailing around?
Now, I've said too much

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
That was just a dream

That's me in the corner
That's me in the spotlight
Losin' my religion
Tryin' to keep up with you
And I don't know if I can do it
Oh no, I've said too much
I haven't said enough

I thought that I heard you laughing
I thought that I heard you sing
I think I thought I saw you try

But that was just a dream
Try, cry, why try?
That was just a dream
Just a dream
Just a dream, dream","rock, alternative rock, alternative, indie, pop"
33,34,"""Coming Out of the Dark""",Gloria Estefan,"8 ContributorsComing Out of the Dark LyricsComing Out of the Dark topped the Billboard Hot 100 and Adult Contemporary chart. It also charted on Billboard’s R&B and Latin music charts.
This was the first single released after Gloria was seriously… Read More 
Why be afraid if I'm not alone?
Though life is never easy, the rest is unknown
And up to now for me, it's been hands against stone
Spent each and every moment searching for what to believe

Coming out of the dark
I finally see the light now
And it's shining on me
Coming out of the dark
I know the love that saved me
You're sharing with me

Starting again is part of the plan
And I'll be so much stronger holding your hand
Step by step, I'll make it through, I know I can
It may not make it easier, but I have felt you
Near all the way

Coming out of the dark
I finally see the light now
And it's shining on me
(I see the light, I see the light)
See the light (I see the light)
Coming out of the dark
I know the love that saved me
You're sharing with me

(And ever, and ever) Ever
I stand on the rock of your love
(And ever) Ever (And ever) Ever, ooh
Can't nobody stop me, watch me
(And ever) Ever (And ever) And ever
Stand on the rock of your love is all it takes
No matter what we face

(Coming out of the dark)
Coming out of the dark
I see the light, I feel your love shining (Shining, shining)
Yes, shining on me (Shining)
(Coming out of the dark) I know the love that saved me
You're sharing
You're sharing with me (See the light)
You're sharing with me (See the light)
You're sharing with me (See the light)
You're sharing with me (Oh-oh-oh)
(Coming out of the dark)
Cannot be in the dark to make it into the light, yeah
Your love is shining on me
(Shining on me) Shining on me
(I see the light, I see the light)
Shining on me (I see the light)
(Coming out of the dark)
I see the light, I see the light, oh-oh (I see the light)
Got it shining on me (Shining, shining)
I didn't think that I could take it
But your love helped me to make it
(Coming out of the dark) Coming out of the dark
I see the light now
Yes, I see the light now
(Shining, shining) (I see the light, I see the light)","latin, pop, female vocalists, 80s, latin pop"
34,35,"""It Ain't Over 'til It's Over""",Lenny Kravitz,"29 ContributorsIt Ain’t Over ’Til It’s Over Lyrics“It Ain’t Over ‘Til It’s Over” is the second single from Lenny Kravitz’s second album Mama Said (1991).
Written by Kravitz, the song was a throwback to late ‘60s Motown and early '70s Philly soul music… Read More 
Here we are still together
We are one
So much time wasted
Playing games with love

So many tears I've cried
So much pain inside
But, baby, it ain't over 'til it's over
So many years we've tried
To keep our love alive
But, baby, it ain't over 'til it's over

How many times
Did we give up?
But we always worked things out
And all my doubts and fears
Kept me wondering, yeah
If I'd always, always be in love

So many tears I've cried
So much pain inside
But, baby, it ain't over 'til it's over
So many years we've tried
And kept our love alive
But, baby, it ain't over 'til it's over


Ooo-hoo
Ooo
Ooo-hooo
Ooo
Ooo-hoo

So many tears I've cried
So much pain inside
But, baby, it ain't over 'til it's over
So many years we've tried
And kept our love alive
'Cause, baby, it ain't over 'til it's over
So many tears I've cried
So much pain inside
But, baby, it ain't over 'til  it's over
So many years we've tried
To keep our love alive
'Cause, baby, it ain't over 'til it's over
(Over, over, over)
So many tears we've cried
So much pain inside
But, baby, it ain't over 'til it's over
So many years we've tried
To keep our love alive
'Cause, baby, it ain't over 'til it's over
(Over, over, over, over)

So many tears we've cried
So much pain inside
Baby, it ain't over 'til it's over
Over","rock, funk, alternative, alternative rock, pop"
35,36,"""Here We Go""",C+C Music Factory,"7 ContributorsHere We Go, Let’s Rock & Roll Lyrics“Here We Go (Let’s Rock And Roll)” was C+C Music Factory’s second single. It was almost as successful as their first one – reaching the top 40 in ten countries including a #3 peak in the US and #20 in the UK.… Read More 
Y'all want this party started, right?
Y'all want this party started quickly, right?
Play that beat, play that beat (Bang)
Play that beat, play that beat (Bang 'em)
Play that beat, play that beat (Bang)
Play that beat, play that beat (Bang 'em)
Go, go, here we go!
Go, go, here we go!
Go, go, here we go!
Ahh, Freedom!
Hit me!
Slam it, baby!

Enter the jam, the party is packed and I rap
Girls wall to wall, there's my man hangin' out at the back
So I cruise, slide up to the dance floor
I've never seen a club so hyped before
Get on the mic and get raw
Back to back, front to front, door to door
Everybody dance to the new sound, rock and roll
Soul to soul, I break it on down
From the bottom to the top, from the top to the bottom
Hmm, I got 'em
People everywhere, they jump, they swing their hair
They shake their derriere, oh, yeah
So loosen your body and let me take control
Let's rock and roll

Here we go, here we go
Here we go, here we go, here we go
Here we go, here we go
Here we go, here we go, here we go
We're gonna rock and roll
We're gonna move your soul
We're gonna make you groove
Everybody move
Everybody move, yeah
Everybody move, yeah
Ahh, Freedom!

Whether you're into club or dance or rap or acid
Come on get with it, that's it
Throw your hands in the air, scream, ""Go! go!"" (Go!)
Rock and roll will go with flow, and yo
It will develop into a new form, break the norm
Get warm and then swarm, come back again
Give it up and transform, from BB King to Bo Diddly
Ed Sullivan was on the TV screens to be seen
With the Beatles and the Jackson Five
The Who, The Doors, The Rolling Stones
And even I've dibbled a bit to get wit'
Helpin' to prove that is legit
Your parents dissed it back in the days
The same way they diss rap, are you amazed?
So DJs, let's rock and roll

Slip in da-da-da, yeah
Play that rock and roll
Rock plus funk and soul
Get on up and dance (Yeah)

We're gonna rock and roll
We're gonna move your soul
We're gonna make you groove
Everybody move
Everybody move, yeah
Everybody move, yeah

Get on up, get on up
Get on up, get on up, get on up and dance (Yeah)
Play that beat, play that beat (Bang)
Play that beat, play that beat (Bang 'em)
Go, go, go, go
Go, go, go, go
Go, go, go, go
Go, go, go (Ahh, Freedom!)

On the dance floor, that's where we all get raw
Like a kid in a candy store
So get up, get out your seat and arrive
Everybody, everybody up and get live
The C and C Music Factory
Is mastery and full of jams that has to be
Pumped 'til your ears get sore
Live from Brooklyn, out to the California sea shore
We came to rock and roll
To get on down with something funky with soul
Rob and Dave produced it and I juiced it
Spruced it, mass produced it and you proofed it
Party people, are you having a good time?
And singin' along with my rhyme
This goes out for the young and too the old
Let's rock and roll

Here we go, here we go
Here we go, here we go, here we go (Let's rock and roll)
Here we go, here we go
Here we go, here we go, here we go (Go ahead, baby)

We're gonna rock and roll
We're gonna move your soul
We're gonna make you groove
Everybody move
Everybody move, yeah
Everybody move, yeah
(Go, go, here we go, go, go, here we go)
We're gonna rock and roll
We're gonna move your soul
We're gonna make a groove
Everybody move
Everybody move, yeah
Everybody move, yeah
(Here we go, here we go, here we go, here we go, here we go)
We're gonna rock and roll
We're gonna move your soul
We're gonna make a groove
Everybody move
Everybody move, yeah
Everybody move, yeah
(Play that beat, play that beat, play that beat, play that beat)
Get on up and dance, yeah

Rock and roll to please your soul
Rock and roll to please your soul
Rock and roll to please your soul
Rock and roll to please your soul (Yeah)",
36,37,"""Where Does My Heart Beat Now""",Celine Dion,"21 ContributorsWhere Does My Heart Beat Now Lyrics
So much to believe in, we were lost in time
Everything I needed I fell into your eyes
Always thought of keeping your heart next to mine
But now that seems so far away
Don't know how love could leave without a trace
Where do silent hearts go?

Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside
Where do all the lonely hearts go?

Candle in the water, drifting helplessly
Hiding from the thunder, come and rescue me
Driven by the hunger of the endless dream
I'm searching for the hand that I can hold
I'm reaching for the arms that let me know
Where do silent hearts go?

Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside
Where do all the lonely hearts go?
Where do all the lonely hearts go?


Then one touch overcomes the silence
Love still survives
Two hearts needing one another
Give me wings to fly

Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside

I need someone to give my heart to
Feel it getting stronger and stronger and stronger
And I feel inside
Hearts are made to last
'Til the end of time","pop, female vocalists, Canadian, 90s, french"
37,38,"""Summertime""",DJ Jazzy Jeff & The Fresh Prince,"71 ContributorsTranslationsPolskiSummertime Lyrics“Summertime” is the first single from DJ Jazzy Jeff & The Fresh Prince’s fourth studio album, Homebase. The song was produced by Chicago-based producers Hula & K. Fingers and won a Grammy Award for best rap… Read More 
Drums, please

Summer, summer, summertime
Time to sit back and unwind

Here it is the groove slightly transformed
Just a bit of a break from the norm
Just a little somethin' to break the monotony
Of all that hardcore dance that has gotten to be
A little bit out of control it's cool to dance
But what about the groove that soothes that moves romance
Give me a soft subtle mix
And if ain't broke then don't try to fix it
And think of the summers of the past
Adjust the bass and let the Alpine blast
Pop in my CD and let me run a rhyme
And put your car on cruise and lay back 'cause this is summertime

Summer, summer, summertime
Time to sit back and unwind

School is out and it's a sort of a buzz
But back then I didn't really know what it was
But now I see what have of this
The way that people respond to Summer Madness
The weather is hot and girls are dressin' less
And checkin' out the fellas to tell 'em who's best
Riding around in your Jeep or your Benzos
Or in your Nissan sittin' on Lorenzos
Back in Philly we be out in the park
A place called the Plateau is where everybody go
Guys out huntin' and girls doin' likewise
Honkin' at the honey in front of you with the light eyes
She turn around to see what you beepin' at
It's like the summer's a natural aphrodisiac
And with a pen and pad I compose this rhyme
To hip you and to get you equipped for the summertime

Summer, summer, summertime
Time to sit back and unwind

It's late in the day and I ain't been on the court yet
Hustle to the mall to get me a short set
Yeah, I got on sneaks but I need a new pair
'Cause basketball courts in the summer got girls there
The temperature's about 88
Hop in the water plug just for old times sake
Break to your crib change your clothes once more
'Cause you're invited to a barbecue that's startin' at 4
Sittin' with your friends 'cause y'all reminisce
About the days growin' up and the first person you kissed
And as I think back makes me wonder how
The smell from a grill could spark up nostalgia
All the kids playin' out front
Little boys messin' round with the girls playing double-dutch
While the DJ's spinnin' a tune as the old folks dance at your family reunion
Then six o'clock rolls around
You just finished wipin' your car down
It's time to cruise so you go to the summertime hangout, it looks like a car show
Everybody come lookin' real fine
Fresh from the barber shop or fly from the beauty salon
Every moment frontin' and maxin'
Chillin' in the car they spent all day waxin'
Leanin' to the side but you can't speed through
Two miles an hour so everybody sees you
There's an air of love and of happiness
And this is the Fresh Prince's new definition of summer madness

Summer, summer, summertime
Time to sit back and unwind","Hip-Hop, golden age hip hop, rap, old school, hip hop"
38,39,"""Wind of Change""",Scorpions,"81 ContributorsTranslationsΕλληνικάDeutschWind of Change LyricsThe 4th track and 3rd single of Scorpions‘ 1990 album Crazy World. Written by vocalist Klaus Meine, “Wind of Change” is a power ballad about the various social and political changes that were happening in… Read More 
(*Whistling*)

I follow the Moskva
Down to Gorky Park
Listening to the wind of change
An August summer night
Soldiers passing by
Listening to the wind of change
(*Whistling*)

The world is closing in
And did you ever think
That we could be so close, like brothers?
The future's in the air
I can feel it everywhere
Blowing with the wind of change

Take me to the magic of the moment
On a glory night
Where the children of tomorrow dream away (Dream away)
In the wind of change
Mmm

Walking down the street
And distant memories
Are buried in the past forever
I follow the Moskva
And down to Gorky Park
Listening to the wind of change

Take me (Take me) to the magic of the moment
On a glory night (A glory night)
Where the children of tomorrow share their dreams (Share their dreams)
With you and me (With you and me)
Take me (Take me) to the magic of the moment
On a glory night (A glory night)
Where the children of tomorrow dream away (Dream away)
In the wind of change (The wind of change)

The wind of change
Blows straight into the face of time
Like a storm wind that will ring the freedom bell
For peace of mind
Let your balalaika sing
What my guitar wants to say (Say)


Take me (Take me) to the magic of the moment
On a glory night (A glory night)
Where the children of tomorrow share their dreams (Share their dreams)
With you and me (With you and me)
Take me (Take me) to the magic of the moment
On a glory night (A glory night)
Where the children of tomorrow dream away (Dream away)
In the wind of change (The wind of change)

(*Whistling*)","classic rock, rock, 80s, hard rock, scorpions"
39,40,"""P.A.S.S.I.O.N.""",Rythm Syndicate,"2 ContributorsP.A.S.S.I.O.N. Lyrics
Sitting in my bedroom
The rain is pouring down
The shade is on the window
And loneliness is all around
A little voice I'm hearing
Says, ""don't you stay inside""
Now I can't fight this feeling
Got L.U.S.T. on my mind

I head for the arena where lovers try their fate
Moving through the darkness
I take my place and wait
A pretty bird beside me says hello with her eyes
She looks so sweet and lovely
But is she N.A.S.T.Y?

P.A.S.S.I.O.N
Got me in a jam again
There's no way that I can win
P.A.S.S.I.O.N
(I.O.N.)

Her lips are calling to me
No way I can resist
Addicted to the feeling
Intoxicated by her kiss
I take her to my castle
We set our bodies free
And while the music played on
She loved me down from A to Z

The night is getting longer
I start to realize
Don't know what I've got into the girl is C.R.A.Z.Y
I try to cool the fire (fire) like I oughta should
But there's no way to turn back
The S.E.X. is just too good

P.A.S.S.I.O.N
Got me in a jam again
There's no way that I can win
P.A.S.S.I.O.N
P.A.S.S.I.O.N
Got me in a jam again
There's no way that I can win
P.A.S.S.I.O.N

Don't be tempted to touch the fire
I should've read all the warning signs
You might get burned by your own desire
I lost my mind
I must have been blind


I never knew another lover that was evil under cover
Then I discovered you, girl
You're like no other
Doing the time for the crime
Was I blind
To the games that you were playing
Words that you were saying
Going out of my mind, you're like a hurricane
Drive me insane, you're like a heart attack
Know it's a fact
You got the knack to drop a man to his knees

P.A.S.S.I.O.N
Got me in a jam again
There's no way that I can win
P.A.S.S.I.O.N
P.A.S.S.I.O.N
Got me in a jam again
There's no way that I can win
P.A.S.S.I.O.N

My head is spinning 'round and 'round
Turn my whole world upside down
What am I gonna do with a lover like you","90s, new jack swing, soul, rnb, american"
40,41,"""The Promise of a New Day""",Paula Abdul,"7 ContributorsThe Promise of a New Day LyricsThe Promise of a New Day peaked at #1 on the Billboard Hot 100 for a week in September of 1991.
Eagle's calling and he's calling your name
Tides are turning, bringing winds of change
Why do I feel this way?
The promise of a new day

The promise, the promise of a new day

As through time, the earth moves under my feet
One step closer to make love complete
What has the final say?
The promise of a new day

The promise, the promise of a new day
The promise, the promise of a new day
The promise, the promise of a new day
The promise

And so time over time, what will change the world?
No one knows (No one knows)
So the only promise is
A day to live, to give and share with one another

See the wisdom from mistakes in our past
Hear the younger generation ask
""Why do I feel this way?""
The promise of a new day

The promise, the promise of a new day
The promise, the promise of a new day (A new day)
The promise, the promise of a new day
The promise, the promise of a new day (The promise)
The promise, the promise of a new day
The promise, the promise of a new day (We can, we can make it better, baby)

So time over time, what will change the world?
No one knows (No one knows)
So the only promise is
A day to live, to give and share with one another

Eagle's calling and he's calling your name
Tides are turning, bringing winds of change
Why do I feel this way?
The promise of a new day

The promise, the promise of a new day (A new day)

As through time, the earth moves under my feet
One step closer to make love complete
What has the final say?
The promise of a new day

The promise, the promise of a new day (Don't promise me)
The promise, the promise of a new day (A new day)
The promise, the promise of a new day (A new day)
The promise, the promise of a new day

See the wisdom from mistakes in our past
Hear the younger generation ask
What has the final say?
The promise of a new day

The promise, the promise of a new day

Eagle's calling and he's calling your name
Tides are turning, bringing winds of change
Why do I feel this way?
The promise of a new day

The promise, the promise of a new day
The promise, the promise of a new day (New day)
The promise, the promise of a new day (Why do I feel this way?)
The promise, the promise of a new day (Hey)

The promise, the promise of a new day (Eagle's calling and he's calling your name)
The promise, the promise of a new day (Tides are turning, bringing winds of change)
The promise, the promise of a new day
The promise, the promise of a new day (As through time, the earth moves under my feet)
The promise, the promise of a new day (Ooh-ooh)
The promise, the promise of a new day (One step closer to make love complete)
The promise, the promise of a new day","pop, 80s, female vocalists, dance, 90s"
41,42,"""I'm Your Baby Tonight""",Whitney Houston,"24 ContributorsI’m Your Baby Tonight Lyrics“I’m Your Baby Tonight” is the title song from Whitney Houston’s 1990 third album. It was written & produced by L.A. Reid and Babyface.
The song topped the Billboard Hot 100 and Hot Black Singles chart. It… Read More 
From the moment I saw you
I went outta my mind
Oh, I never believed in love at first sight
But you got a magic, boy
That I just can't explain
Well, you got a, you got a way that you're making me feel
I can do, I can do anything for you, baby
I'll be down for you, baby
Lay all my cards out tonight
Just call on me, baby
I'll be there in a hurry
It's your move, so baby
Baby, decide

Whatever you want from me
I'm giving you everything
I'm your baby tonight
You've given me ecstasy
You are my fantasy
I'm your baby tonight

From the second you touched me
I was ready to die
I've never been fatal
You're my first time
I feel like an angel
Who just started to fly
Well, you got a, you got a way that you're making me feel
I can feel, I can do anything for you, baby (Woo)
I will fly for you, baby
Hold on and enjoy the ride
I'm not in no hurry
We can fly all night, baby
It's your move, now, baby
Baby, let's fly

Whatever you want from me (Me)
I'm giving you everything (Everything)
I'm your baby tonight (I'm your baby)
You've given me ecstasy (Ecstasy)
You are my fantasy (Fantasy)
I'm your baby tonight (I'm your baby)
Whatever you want from me (Whatever)
I'm giving you everything (You want, boy)
I'm your baby tonight (I'll be your baby, I will be your baby)
You've given me ecstasy
You are my fantasy (You are, boy)
I'm your baby tonight (I'm here for you, baby)

Whatever I do, boy
It's all about you, baby
And ain't it the truth, boy?
I'm helplessly in love with you
What else can I do, boy
But be there for you, baby?
You got a, you got a way that you're making me feel
I can feel, I can do any, do anything
Oh, yeah
Yeah, baby
You know (Alright)
Alright, you know it, baby
You know, whatever

Whatever you want from me (Whatever)
I'm giving you everything (Whatever)
I'm your baby tonight (You know, boy)
You've given me ecstasy (Ecstasy)
You are my fantasy (Fantasy)
I'm your baby tonight (I'm your baby)
Whatever you want from me (Whatever)
I'm giving you everything (Whatever)
I'm your baby tonight (I'm your baby)
You've given me ecstasy (Oh yeah, baby)
You are my fantasy (You know this, boy)
I'm your baby tonight (You know this boy, oh)

Looks like I'm fatal, it's all on the table
And baby, you hold the cards
You got the magic and I gotta have it
I don't want the pieces, I want every single part
I'll be your angel, I'm ready and able
Whatever you want is fine
Whenever you're ready, just call on your lady
I'll be your baby tonight, yeah
I'm your baby tonight
I'm your baby tonight

Whatever you want from me (Me)
I'm giving you everything (Everything)
I'm your baby tonight (I'm your baby)
You've given me ecstasy (Ecstasy)
You are my fantasy (Fantasy)
I'm your baby tonight (I'm your baby)
Whatever you want from me (Whatever)
I'm giving you everything (You want, boy)
I'm your baby tonight (I'll be your baby, I will be your baby)
You've given me ecstasy
You are my fantasy (You are, boy)
I'm your baby tonight (I'm here for you, baby)

Whatever you want from me (Whatever you want, whatever you want)
I'm giving you everything (You want from me, baby)
I'm your baby tonight
You've given me ecstasy (Whatever you want, whatever you want)
You are my fantasy (You want from me, baby)
I'm your baby tonight (You can have it)","pop, soul, female vocalists, rnb, 80s"
42,43,"""Love of a Lifetime""",FireHouse,"6 ContributorsLove of a Lifetime LyricsFirehouse’s third (and highest-charting) single and its most well-known power ballad. It was written by C. J. Snare and Bill Leverty.
To this day there are people who come up to Firehouse and say that they… Read More 
I guess the time was right for us to say
We'd take our time and live our lives
Together day by day
We'll make a wish and send it on a prayer
We know our dreams can all come true
With love that we can share

With you I never wonder
Will you be there for me?
With you I never wonder
You're the right one for me

I finally found the love of a lifetime
A love to last my whole life through
I finally found the love of a lifetime
Forever in my heart
I finally found the love of a lifetime


With every kiss, our love is like brand new
And every star up in the sky
Was made for me and you
Still, we both know that the road is long
We know that we will be together
Because our love is strong

I finally found the love of a lifetime
A love to last my whole life through
I finally found the love of a lifetime
Forever in my heart
I finally found the love of a lifetime


Ooh, I finally found the love of a lifetime
A love to last my whole life through
I finally found the love of a lifetime
Forever in my heart
I finally found the love of a lifetime

(Finally found the love of a lifetime)
Love of a lifetime
(Finally found the love of a lifetime)
I finally found the love
(Finally found the love of a lifetime)
Ooh, forever in my heart
I finally found the love of a lifetime
Ooh-ooh, ooh","hard rock, hair metal, 80s, rock, classic rock"
43,44,"""Fading Like a Flower (Every Time You Leave)""",Roxette,"13 ContributorsFading Like a Flower (Every Time You Leave) Lyrics
In a time
Where the sun descends alone
I ran a long, long way from home
To find a heart that's made of stone
I will try
I just need a little time
To get your face right out of my mind
To see the world through different eyes

Every time I see you, oh I try to hide away
But when we meet it seems I can't let go
Every time you leave the room I feel I'm fading like a flower
Tell me why
When I scream there's no reply
When I reach out there's nothing to find
When I sleep, I break down and cry (Cry) yeah

Every time I see you, oh I try to hide away
But when we meet it seems I can't let go (Can't let go)
Every time you leave the room I feel I'm fading like a flower
Fading like a rose
Fading like a rose
Beaten by the storm (storm)
Talking to myself, getting washed by the rain
It's such a cold, cold town
Ooh such a cold town

Every time I see you, oh I try to hide away
But when we meet it seems I can't let go
Every time you leave the room I feel I'm fading like a flower
Every time I see you, oh I try to hide away
But when we meet it seems I can't let go (Can't let go)
Every time you leave the room I feel I'm fading like a
Every time I see you, oh I try to hide away
But when we meet it seems I can't let go (Can't let go)
Every time you leave the room I feel I'm fading like a flower (Flower)
Ooh, ooh (Every time you leave the room)
I feel I'm fading like a flower (Every time I see you)
Ooh, I'm fading like a rose (Every time you leave the room)
Every time I see you (Every time I see you)

Every time you leave the room","pop, 80s, rock, swedish, female vocalists"
44,45,"""This House""",Tracie Spencer,"4 ContributorsThis House Lyrics“This House” peaked at #3 on the Billboard Hot 100 and #7 on Billboard’s Hot R&B Singles chart, making it Tracie’s biggest hit song to date.
Where do we go from here?
What must we do to make that change?
It's time to understand
Understand one another

In a world so cold
A place of disbelief
Where will the people go
Without enough to eat?
Let's not give up hope
We have to find a way
Search within our soul
To make a better day

This house is our house
Let's do it for the people
It's all in the hands of love
This house is their house
Let's give it back to the people
The people of the world today

I see hurt in their eyes
I hear the sounds of voices cry
It's time to open our eyes
Time to help one another



You, me
We can make the difference
And you know
No one
No one likes to be alone, yeah
We got to face it heart to heart
We have to make a brand new start
We got to change the tears to smiles
We have to go the extra mile
It's time we face reality
To give them hope and set them free
I think it's time we say goodbye
To all the homeless people's cry

We got to face it heart to heart
We have to make a brand new start
We got to change the tears to smiles
We have to go the exta mile
(You, me)
It's time we face reality
(We can make the difference)
Give them hope and set them free
I think it's time we say goodbye
To all the homeless people's cry
(And you know)

We've got to take the time
To search the mind to find
This house, our house
(It's all in the hands of love)
(I said it's all in the hands of love)

Let's do it
Let's do it for the people

This house
Let's give back to the people
The people of the world today
Do it for the people
This house
Give back to the people, yeah
It's all in the hands of love","rnb, soul, 90s, female vocalists, pop"
