Unnamed: 0,No.,Title,Artist(s),lyrics,genres
26,27,"""Father Figure""",George Michael,"37 ContributorsFather Figure Lyrics
That's all I wanted, something special
Something sacred in your eyes
For just one moment to be bold and naked
At your side

Sometimes I think that you'll never
Understand me (Understand me)
Maybe this time is forever
Say it can be, woah-woah, oh

That's all you wanted, somethin' special
Someone sacred in your life
Just for one moment, to be warm and naked
At my side

Sometimes I think that you'll never
Understand me (Understand me)
But somethin' tells me together
We'd be happy, woah-woah, baby

I will be your father figure (Oh, baby)
Put your tiny hand in mine (I'd love to)
I will be your preacher, teacher (Be your daddy)
Anything you have in mind (It would make me)
I will be your father figure (Very happy)
I have had enough of crime (Please let me)
I will be the one who loves you
'Til the end of time (Of time)

That's all I wanted, but sometimes love can be mistaken
For a crime
That's all I wanted, just to see my baby's
Blue eyes shine

This time I think that my lover
Understands me (Understands me), hee
If we have faith in each other
Then we can be strong, baby

I will be your father figure
Put your tiny hand in mine (My baby)
I will be your preacher, teacher
Anything you have in mind (Hee)
I will be your father figure
I have had enough of crime
I will be the one who loves you
'Til the end of time

If you are the desert, I'll be the sea
If you ever hunger, hunger for me
Whatever you ask for, that's what I'll be
So when you remember the ones who have lied
Who said that they cared, but then laughed as you cried
Beautiful darling, don't think of me, because all I ever wanted
It's in your eyes
Baby (Baby, baby)
And love can't lie, no
Greet me with the eyes of a child
My love is always tellin' me so
Heaven is a kiss and a smile
Just hold on, hold on, and I won't let you go, my baby

I will be your father figure
Put your tiny hand in mine
I will be your preacher, teacher
I'm everything you have in mind, baby
I will be your father figure
And I have had enough of crime
So I am gonna love you
'Til the end of time

I will be your father (I will be your)
I will be your preacher (Father)
I will be your father (I'll be your daddy, oh)
I will be the one who loves you
'Til the end of time","pop, 80s, british, soul, dance"
27,28,"""Naughty Girls (Need Love Too)""",Samantha Fox,"6 ContributorsNaughty Girls (Need Love Too) LyricsNaughty Girls (Need Love Too) peaked at #3 on the Billboard Hot 100 and #31 on the U.K. Singles chart in 1988.
Maybe
Just maybe
Naughty girls need love too

I've been told time and time again
That you can't treat love like a game
But I play rough with hearts that never mend
'Cause some guys like you do the same

Love was just a four letter word
Never heard, how absurd
How it could be?
Now-ow, I can't believe this is real
How I feel, now you steal
My heart away from me

Used to be so good and so bad
Sex was something I just had
Used to always know what to do
Now you've got me confused

Baby, don't let me be misunderstood
(Temporary love's so bad) But it feels so good
Then along came you, now I know it's true
Naughty girls need love too

(Then came you, then came you)

Yes, it's true, I'm in love with you
And believe it, baby
This time your love won't get away
Stay here in the place to be
We can get busy my way
For six forevers and a day-ay-ay

Ooh, it's only you I adore
So much more than my body was asking for
Yes, your love is breaking my chill
Even still, there's a thrill in my heart

(Samantha Fox is such a wild dame)
Huh, but what's in a name?
(S-S-Samantha, S-S-Samantha Fox)
No more fun and games of the mind
(Let's get busy one time)
(Whoo!)

Baby, don't let me be misunderstood
(Temporary love's so bad) But it feels so good
Then along came you, now I know it's true
Naughty girls need love (Naughty girls need love)
Baby, don't let me be misunderstood (Don't let me be)
(Temporary love's so bad)
(Temporary love's so bad) But it feels so good
Then along came you (Then along came you), now I know it's true
Naughty girls need love too

Stop moving like you're forty
This groove is much too naughty
Can't you see? I want you just for me
Boys, make some noise
(Girl, I want to shower you with diamonds and)
Please don't tease
If you lie, my heart will freeze (Freeze, freeze, freeze)

(Don't let me) Baby
(Temporary love's so bad) Temporary love's so bad
(Then along came you) Then along came you
Don't, don't
Don't, don't
Temporary, temporary
Temporary, temporary
Then along, then along
Then along, then along
Naughty girls need love (Baby, baby)
Don't let me
Temporary love's so bad
Then along came you","pop, 80s, female vocalists, dance, sexy"
28,29,"""A Groovy Kind of Love""",Phil Collins,"17 ContributorsA Groovy Kind of Love LyricsThe song is a cover of the Mindbenders song  from 1966, taken from the movie Buster, a film in which Phil Collins starred in himself. This is a cover of the song of the same name by Toni Wine and Carole Bayer… Read More 
When I'm feelin' blue, all I have to do
Is take a look at you, then I'm not so blue
When you're close to me, I can feel your heartbeat
I can hear you breathing in my ear

Wouldn't you agree?
Baby, you and me got a groovy kind of love

Anytime you want to, you can turn me onto
Anything you want to, anytime at all
When I kiss your lips, ooh, I start to shiver
Can't control the quivering inside

Wouldn't you agree?
Baby, you and me got a groovy kind of love

Oh-oh

When I'm feelin' blue, all I have to do
Is take a look at you, then I'm not so blue
When I'm in your arms, nothin' seems to matter
My whole world could shatter, I don't care

Wouldn't you agree?
Baby, you and me got a groovy kind of love

We got a groovy kind of love
We got a groovy kind of love
Oh-oh, oh-oh-oh-oh
We got a groovy kind of love","pop, 80s, rock, classic rock, soft rock"
29,30,"""Love Bites""",Def Leppard,"25 ContributorsLove Bites LyricsBy the time the fifth single from Hysteria “Love Bites” was released, the album had finally picked up steam in the US, hitting #1 almost a full year after it was released. This song became the band’s first… Read More 
If you've got love in your sights
Watch out
Love bites

When you make love, do you look in your mirror?
Who do you think of? Does he look like me?
Do you tell lies and say that it's forever?
Do you think twice, or just touch and see?
Ooh, babe
Okay
When you're alone, do you let go?
Are you wild and willing, or is it just for show?
Ooh, come on

I don't want to touch you too much, baby
'Cause making love to you might drive me crazy
I know you think that love is the way you make it
So I don't want to be there when you decide to break it
No

Love bites, love bleeds
It's bringing me to my knees
Love lives, love dies
It's no surprise
Love begs, love pleads
It's what I need

When I'm with you, are you somewhere else?
Am I getting through or do you please yourself?
When you wake up, will you walk out?
It can't be love if you throw it about
Ooh, babe

I don't want to touch you too much, baby
'Cause making love to you might drive me crazy
Oh

Love bites, love bleeds
It's bringing me to my knees
Love lives, love dies
It's no surprise
Love begs, love pleads
It's what I need

Oh, yeah

I don't want to touch you too much, baby
'Cause making love to you might drive me crazy
I know you think that love is the way you make it
So I don't want to be there when you decide to break it
No!

Love bites, love bleeds
It's bringing me to my knees
Love lives, love dies
Love bites, love bleeds
It's bringing me to my knees
Love lives, love dies
It's no surprise
Love begs, love pleads
It's what I need

If you've got love in your sights
Watch out
Love bites
Yes, it does
Bloody hell","hard rock, classic rock, rock, 80s, hair metal"
30,31,"""Endless Summer Nights""",Richard Marx,"9 ContributorsEndless Summer Nights LyricsSummer came and left without a warning
All at once I looked and you were gone
And now you're looking back at me
Searching for a way that we can be like we were before
Now I'm back to what I knew before you
Somehow the city doesn't look the same
I'd give my life for one more night
Of having you here to hold me tight; oh, please
Take me there again
Oh, oh
And I remember how you loved me
Time was all we had until the day we said goodbye
I remember every moment of those endless summer nights
I still recall the walks along the beaches
And the way your hair would glisten in the sun
Rising in the afternoon
Making love to you under the moon, oh
Do you remember all the nights we spent in silence
Every single breath you took was mine
We can have it all again
Say that you'll be with me when the sun brings your heart to mine
Oh, oh

Chorus
There's only so much I can say
So please don't run away from what we have together
It's only you and me tonight
So let's stay lost in flight
Oh, won't you please surrender
Chorus out","pop, soft rock, 80s, singer-songwriter, rock"
31,32,"""Foolish Beat""",Debbie Gibson,"8 ContributorsFoolish Beat LyricsFoolish Beat topped the Billboard Hot 100 for a week in June of 1988 which made Debbie Gibson the youngest person to not only sing a number-one hit, but write & produce it as well.
There was a time when
Broken hearts and broken dreams
Were over
There was a place where
All you could do was
Wish on a four leaf clover
But now is a new time
There is a new place
Where dreams just can't come true
It started the day when I left you

I could never love again the way that I loved you
I could never cry again like I did when I left you
And when we said goodbye
Oh the look in your eyes
Just left me beside myself without your heart
(Without your heart)
I could never love again now that we're apart

When I was sorry
It was too late to turn around
And tell you so
There was no reason
There was no reason
Just a foolish beat of my heart

I could never love again the way that I loved you
I could never cry again like I did when I left you
And when we said goodbye
Oh the look in your eyes
Just left me beside myself without your heart
(Without your heart)
I could never love again now that we're apart

Oh, can't you see I'm not fooling nobody
Don't you see the tears are falling down my face?
Since you went away
Break my heart, you slipped away
Didn't know I was wrong
Never meant to hurt you now you're gone


I could never love again now that we're apart
(Now that we're apart)
I could never love again now that we're apart","pop, 80s, female vocalists, dance, bubblegum pop"
32,33,"""Where Do Broken Hearts Go""",Whitney Houston,"18 ContributorsWhere Do Broken Hearts Go Lyrics“Where Do Broken Hearts Go” is the fourth single from Whitney Houston’s sophomore album Whitney.
At first, Whitney didn’t want to record the song because she felt that there wasn’t a special message to… Read More 
I know it's been some time
But there's something on my mind
You see, I haven't been the same
Since that cold November day
We said we needed space
But all we found was an empty place
And the only things I learned
Is that I need you desperately

So here I am
And can you please tell me, oh

Where do broken hearts go?
Can they find their way home
Back to the open arms
Of a love that's waiting there?
And if somebody loves you
Won't they always love you?
I look in your eyes
And I know that you still care, for me
Ooh, baby

I've been around enough to know
That dreams don't turn to gold
And that there is no easy way
No, you just can't run away
And what we have is so much more
Than we ever had before
And no matter how I try
You're always on my mind

So here I am
And can you please tell me, oh

Where do broken hearts go?
Can they find their way home
Back to the open arms
Of a love that's waiting there?
And if somebody loves you
Won't they always love you?
I look in your eyes
And I know that you still care, for me

And now that I am here with you
I'll never let you go
I look into your eyes
And now I know, now I know

Where do broken hearts go?
Can they find their way home
Back to the open arms
Of a love that's waiting there?
And if somebody loves you
Won't they always love you?
I look in your eyes
And I know that you still care
Where do broken hearts go?
Can they find their way home
Back to the open arms
Of a love that's waiting there?
And if somebody loves you
Won't they always love you?
I look in your eyes
And I know that you still care for me, for me

You still care for me","pop, soul, female vocalists, rnb, 80s"
33,34,"""Angel""",Aerosmith,"30 ContributorsAngel LyricsAerosmith scored their first top 20 single in ten years with “Dude (Looks Like a Lady)”, the first single from Permanent Vacation. But its third single, “Angel”, outdid all of their previous hits.
After… Read More 
I'm alone
Yeah, I don't know if I can face the night
I'm in tears
And the cryin' that I do is for you

I want your love, let's break the walls between us
Don't make it tough, I'll put away my pride
Enough's enough, I've suffered and I've seen the light

Baby, you're my angel
Come and save me tonight
You're my angel
Come and make it all right

Don't know what I'm gonna do
About this feeling inside
Yes it's true
Loneliness took me for a ride, yeah, yeah

Without your love I'm nothing but a beggar
Without your love, a dog without a bone
What can I do? I'm sleeping in this bed alone

Baby, you're my angel
Come and save me tonight
You're my angel
Come and make it all right
Come and save me tonight

You're the reason I live
You're the reason I die
You're the reason I give
When I break down and cry
Don't need no reason why
Baby, baby

Baby, you're my angel
Come and save me tonight
You're my angel
Come and make it all right
You're my angel
Come and save me tonight (Angel)
You're my angel
Come and take me, alright

Come and save me tonight
Come and save me tonight
Come and save me tonight
Come and save me tonight
Come and save me tonight","hard rock, classic rock, rock, 80s, 70s"
34,35,"""A Hazy Shade of Winter""",The Bangles,,"pop, 80s, female vocalists, new wave, rock"
35,36,"""The Way You Make Me Feel""",Michael Jackson,"105 ContributorsTranslationsРусский (Russian)FrançaisThe Way You Make Me Feel LyricsAnother massive hit from Bad, this track got to number one in the US.
In various songs in the album, Michael boasts about his confidence but in “The Way You Make Me Feel” he lets his guard down and needs… Read More 
Hee-hee, ooh
Go on, girl, aaow!
Hee

Hey, pretty baby with the high heels on
You give me fever like I've never ever known
You're just a product of loveliness
I like the groove of your walk, your talk, your dress
I feel your fever from miles around
I'll pick you up in my car and we'll paint the town
Just kiss me, baby, and tell me twice
That you're the one for me

The way you make me feel (The way you make me feel)
You really turn me on (You really turn me on)
You knock me off of my feet (You knock me off of my feet)
My lonely days are gone (My lonely days are gone)
Uh, uh

I like this feelin' you're givin' me
Just hold me, baby, and I'm in ecstasy
Oh, I'll be workin' from nine to five
To buy you things to keep you by my side
I've never felt so in love before
Just promise, baby, you'll love me forever more
I swear I'm keepin' you satisfied
'Cause you're the one for me

The way you make me feel (The way you make me feel)
You really turn me on (You really turn me on)
You knock me off of my feet now, baby (You knock me off of my feet)
My lonely days are gone (My lonely days are gone)

Acha-ooh
Go on, girl, go on
Hee-hee, aaow
Go on, girl

I've never felt so in love before
Just promise, baby, you'll love me forevermore
I swear I'm keepin' you satisfied
'Cause you're the one for me

The way you make me feel (The way you make me feel)
You really turn me on (You really turn me on)
You knock me off of my feet now, baby, hee (You knock me off of my feet)
My lonely days are gone, ah, ah (My lonely days are gone)
The way you make me feel (The way you make me feel)
You really turn me on (You really turn me on)
You knock me off of my feet now, baby, hee (You knock me off of my feet)
My lonely days are gone (My lonely days are gone)

Ain't nobody's business (The way you make me feel)
Ain't nobody's business
Ain't nobody's business (You really turn me on)
Ain't nobody's business
But mine and my baby, hee-hee (You knock me off of my feet)
Hee-hee, ooh (My lonely days are gone)
Give it to me (The way you make me feel)
Give me some time
Come on, be my girl (You really turn me on)
I wanna be with mine
Ain't nobody's business (You knock me off of my feet)
Ain't nobody's business
But mine and my baby (My lonely days are gone)
Go on, girl, aaow

Hee-hee, ooh
Choo-coo, choo-coo
Choo-coo, choo-coo, choo-coo
Go on, girl!

The way you make me feel (Hee-hee, hee-hee-hee)
You really turn me on
You knock me off of my feet
My lonely days are gone

Give it to me (The way you make me feel)
Give me some time
Come on, be my girl (You really turn me on)
I wanna be with mine
Ain't nobody's business (You knock me off of my feet)
Ain't nobody's business
But mine and my baby (My lonely days are gone)
Go on, girl
Give it to me (The way you make me feel)
Give me some time
Come on, be my girl (You really turn me on)
I wanna be with mine","pop, 80s, dance, soul, funk"
36,37,"""Don't Worry, Be Happy""",Bobby McFerrin,"43 ContributorsTranslationsDeutschTürkçeDon’t Worry, Be Happy LyricsAn award-winning A Cappella song, Bobby McFerrin expresses his feelings on not worrying about anything and being happy no matter what time it is.
Here's a little song I wrote
You might want to sing it note for note
Don't worry
Be happy
In every life we have some trouble
But when you worry you make it double
Don't worry
Be happy, don't worry, be happy now

Don't worry, be happy
Don't worry, be happy
Don't worry, be happy
Don't worry, be happy

Ain't got no place to lay your head
Somebody came and took your bed
Don't worry
Be happy
The landlord say your rent is late
He may have to litigate
But don't worry
Be happy, look at me, I'm happy

Don't worry, be happy (Hey, I'll give you my phone number, when you worry, call me, I'll make you happy)
Don't worry, be happy

Ain't got no cash, ain't got no style
Ain't got no gal to make you smile
But don't worry
Be happy
'Cause when you worry, your face will frown
And that will bring everybody down
So don't worry
Be happy, don't worry, be happy now

Don't worry, be happy
Don't worry, be happy
Don't worry, be happy
Don't worry, be happy

Now there is the song I wrote
I hope you learned it note for note, like good little children
Don't worry
Be happy
Now listen to what I said, in your life expect some trouble
But when you worry, you make it double
But don't worry
Be happy, be happy now

Don't worry, be happy
Don't worry, be happy
Don't worry, be happy
Don't worry, be happy

Don't worry, don't worry, don't do it, be happy
Put a smile on your face
Don't bring everybody down like this
Don't worry, it will soon pass, whatever it is
Don't worry, be happy
I'm not worried
I'm happy","jazz, reggae, vocal, a capella, singer-songwriter"
37,38,"""Make Me Lose Control""",Eric Carmen,"11 ContributorsMake Me Lose Control Lyrics
I run a comb through my hair
And step out in the street
And the city's the color of flame
In the midsummer heat, oh yeah
And Jennifer's got her daddy's car
She's playin' ""Uptown"" on the stereo
We go cruisin' so close
The way they did long ago

My darlin', (turn) Turn the radio up for that sweet sound
Hold me close, never let me go
Keep this feelin' alive, make me lose control
Baby, baby, when I look in your eyes, I go crazy
Fever's high with the lights down low
(So, take) Take me over the edge, make me lose control

We put the top down and park
With the moon in the sky
And the wind is so hot in our hair
Like a fire in July, oh yeah
Jennifer's singin' ""Stand By Me""
And she knows every single word by heart
Was love always this good
Or could this be just the start?

Oh darlin', (turn) Turn the radio up for that sweet sound
Hold me close, never let me go
Keep this feelin' alive, make me lose control
Baby, baby, when I look in your eyes, I go crazy
Fever's high with the lights down low
(So, take) Take me over the edge, make me lose control

""Be My Baby"" comes on
And we're movin' in time
And the heat from your touch makes me feel
Like I'm losin' my mind, oh yeah
(And then they play) ""Back In My Arms Again""
(We close our eyes) We start rememberin' when
(We start to kiss) And now the feeling's intense
And we just pray that this night never ends

Whoa-ohh, my darlin', (turn)
Turn the radio up for that sweet sound
Hold me close, never let me go
Keep this feelin' alive, make me lose control
Baby, when I look in your eyes, I go crazy
Fever's high with the lights down low
(So, take) Take me over the edge, make me lose control

Baby, baby
(Turn) Turn the radio up for that sweet sound
Hold me close, never let me go
Keep this feelin' alive, make me lose control
When I look in your eyes, I go crazy
Fever's high with the lights down low
(So, take) Take me over the edge, make me lose control
Baby, baby
(Turn) Turn the radio up for that sweet sound
Hold me close, never let me go
Keep this feelin' alive, make me lose control...","pop, 80s, soft rock, classic rock, oldies"
38,39,"""Red Red Wine""",UB40,"63 ContributorsRed Red Wine Lyrics“Red Red Wine” is sung from the perspective of somebody who can only rid himself of heart-break and misery by drowning himself in red wine.
The song was originally written and recorded by Neil Diamond, and… Read More 
Red, red wine
Goes to my head
Makes me forget that I
Still need her so
Red, red wine
It's up to you
All I can do, I've done
Memories won't go
Memories won't go

I'd have sworn that with time
Thoughts of you would leave my head
I was wrong, now I find
Just one thing makes me forget

Red, red wine
Stay close to me
Don't let me be alone
It's tearing apart
My blue, blue heart

I'd have sworn that with time
Thoughts of you would leave my head
I was wrong, now I find
Just one thing makes me forget

Red, red wine
Stay close to me
Don't let me be alone
It's tearing apart
My blue, blue heart

Red red wine, you make me feel so fine
You keep me rockin' all of the time
Red red wine, you make me feel so grand
I feel a million dollar when you're just in my hand

Red red wine, you make me feel so sad
Any time I see you go, it make me feel bad
Red red wine, you make me feel so fine
Monkey pack him Rizla pon the sweet Dep line

(Red red wine)
Red red wine, you give me whole heap of zing
Whole heap of zing, you make me do my own thing
(It's up to you)
Red red wine, you really know how fi love
Your kind of lovin' like a blessing from above
Red red wine, I loved you right from the start
Right from the start with all of my heart
Red red wine in an eighties style
Red red wine in a modern beat style, yeah

(I'd have sworn)
Give me a little time, help me clear up my mind
(That with time)
Give me a little time, help me clear up my mind
(Thoughts of you would leave my head)
Give me red wine, the kind make me feel fine
You make me feel fine all of the time

Red red wine, you make me feel so fine
Monkey pack him Rizla pon the sweet Dep line
The line broke, the monkey get choked
Burn bad ganja pon his little rowing boat

(Red red wine)
Red red wine, I'm gonna hold on to you
Hold on to you 'cause I know your love true
(Stay close to me)
Red red wine, I'm gonna love you 'til I die
Love you 'til I die, and that's no lie
(Don't let me be alone)
Red red wine, can't get you off my mind
Wherever you may be, I'll surely find
(It's tearin' apart)
I'll surely find, make no fuss
(My blue, blue heart)
Just stick with us

(I'd have sworn)
Give me a little time, help me clear up my mind
(That with time)
Give me a little time, help me clear up my mind
(Thoughts of you would leave my head)
Give me red wine, the kind make me feel fine
You make me feel fine all of the time

Red red wine, you make me feel so fine
Monkey pack him Rizla pon the sweet Dep line
The line broke, the monkey get choked
Burn bad ganja pon his little rowing boat

(Red red wine)
Red red wine, you really know how fi love
Your kind of lovin' like a blessing from above
(Stay close to me)
Red red wine, I loved you right from the start
Right from the start with all of my heart

(Don't let me be alone)
Red red wine, you give me whole heap of zing
Whole heap of zing, you make me do my own thing
Red red wine in an eighties style
Red red wine in a modern beat style, yeah

Red red wine, you make me feel so fine
You keep me rockin' all of the time
(Red red wine)
Red red wine, you make me feel so grand
I feel a million dollar when you're just in my hand
(Stay close to me)
Red red wine, you make me feel so sad
Any time I see you go, it make me feel bad
(Don't let me be alone)
Red red wine, you make me feel so fine
Monkey pack him Rizla pon the sweet Dep line...","reggae, 80s, ska, pop, british"
39,40,"""She's Like the Wind""",Patrick Swayze featuring Wendy Fraser,"18 ContributorsShe’s Like the Wind LyricsShe’s Like the Wind peaked at #3 on the Billboard Hot 100 and topped Billboard’s Adult Contemporary chart for a week in February of 1988.
The song was originally written for the 1984 film Grandview, USA… Read More 
She's like the wind
Through my tree
She rides the night next to me
She leads me through moonlight
Only to burn me with the sun
She's taken my heart
But she doesn't know what she's done

Feel her breath in my face
Her body close to me
Can't look in her eyes
She's out of my league

Just a fool to believe
I have anything she needs
She's like the wind

I look in the mirror
And all I see
Is a young old man with only a dream
Am I just fooling myself
That she'll stop the pain?
Living without her
I'd go insane

I feel her breath in my face
Her body close to me
Can't look in her eyes
She's out of my league

Just a fool to believe
I have anything she needs
She's like the wind

I feel your breath in my face
Your body close to me
Can't look in your eyes
You're out of my league

Just a fool to believe (Just a fool to believe)
She's like the wind
(Just a fool to believe) Just a fool to believe
(She's like the wind)
Just a fool to believe (Just a fool to believe)
She's like the wind
(Just a fool to believe) Just a fool to believe
She's like the wind

(Just a fool, she's like the wind)
(She's like the wind)
(Just a fool, she's like the wind)
(Just a fool)","80s, pop, Soundtrack, dirty dancing, male vocalists"
40,41,"""Bad Medicine""",Bon Jovi,"31 ContributorsTranslationsPortuguêsBad Medicine Lyrics
Your love is like bad medicine
Bad medicine is what I need
Woah-oh-oh, shake it up, just like bad medicine
There ain't no doctor that can cure my disease
(Bad medicine)

I ain't got a fever, got a permanent disease
And it'll take more than a doctor to prescribe a remedy
I got lots of money, but it isn't what I need
Gonna take more than a shot to get this poison out of me
And I got all the symptoms, count 'em, one, two, three

First, you need (That's what you get for fallin' in love)
Then you bleed (You get a little, and it's never enough)
And when you're on your knees (That's what you get for fallin' in love)
Now this boy's addicted 'cause your kiss is the drug

Woah-oh-oh, your love is like bad medicine
Bad medicine is what I need
Woah-oh-oh, shake it up, just like bad medicine
There ain't no doctor that can cure my disease

Bad, bad medicine

I don't need no needle to be givin' me a thrill
And I don't need no anesthesia or a nurse to bring a pill
I got a dirty down addiction that doesn't leave a track
I gotta jones for your affection like a monkey on my back
There ain't no paramedic gonna save this heart attack

When you need (That's what you get for fallin' in love)
Then you bleed (You get a little, but it's never enough)
And when you're on your knees (That's what you get for fallin' in love)
Now, this boy is addicted for your kiss is the drug

Woah-oh-oh, your love is like bad medicine
Bad medicine is what I need
Woah-oh-oh, shake it up, just like bad medicine
So let's play doctor, baby, cure my disease

Bad, bad medicine
Is what I want
Bad, bad medicine
Oh, it's what I need


I need a respirator 'cause I'm runnin' out of breath
You're an all-night generator wrapped in stockings and a dress
When you find your medicine, you take what you can get
'Cause if there's somethin' better, baby, well, they haven't found it yet

Woah-oh-oh, your love is like bad medicine
Bad medicine is what I need
Woah-oh-oh, shake it up, just like bad medicine
There ain't no doctor that can cure my disease
Your love, bad medicine
Bad medicine is what I need
Woah-oh-oh, shake it up, just like bad medicine
Your love's the potion that can cure my disease

Bad, bad medicine
Is what I want
Bad, bad medicine
Who's bad? Who's bad?
(Bad, bad medicine) I gotta know, I gotta, I gotta go, I gotta

I gotta, I gotta
I gotta do it again, wait a minute, wait a minute, hold on
I'm not done
One more time, with feelin'
Come on
That's all right
Help me out now

Your love is like bad medicine
Bad medicine is what I need
Woah-oh-oh, shake it up just like bad medicine
You got the potion that can cure my disease
Your love, bad medicine
Your kiss is what I need
Your love, bad medicine","rock, hard rock, classic rock, 80s, hair metal"
41,42,"""Kokomo""",The Beach Boys,"40 ContributorsKokomo Lyrics“Kokomo” is a song written by John Phillips, Scott McKenzie, Mike Love and Terry Melcher and recorded by The Beach Boys in spring 1988. Its lyrics describe two lovers taking a trip to a relaxing Caribbean… Read More 
Aruba, Jamaica, ooh, I wanna take ya
Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, baby, why don't we go?
Jamaica

Off the Florida Keys
There's a place called Kokomo
That's where you wanna go
To get away from it all
Bodies in the sand
Tropical drink melting in your hand
We'll be falling in love
To the rhythm of a steel drum band
Down in Kokomo

Aruba, Jamaica, ooh, I wanna take you
To Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, Ooh, baby why don't we go?
I wanna take you down to Kokomo
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo

Martinique, that Montserrat mystique

We'll put out to sea
And we'll perfect our chemistry
By and by, we'll defy
A little bit of gravity
Afternoon delight
Cocktails and moonlit nights
That dreamy look in your eye
Give me a tropical contact high
Way down in Kokomo

Aruba, Jamaica, ooh, I wanna take you
To Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, Ooh baby, why don't we go?
Ooh, I wanna take you down to Kokomo
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo

Port au Prince, I want to catch a glimpse


Everybody knows
A little place like Kokomo
Now if you wanna go
To get away from it all
Go down to Kokomo

Aruba, Jamaica, ooh, I wanna take you
To Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, baby, why don't we go?
Ooh, I wanna take you down to Kokomo
We'll get there fast
And then we'll take it slow
That's where we wanna go
Way down in Kokomo
Aruba, Jamaica, ooh, I wanna take you
To Bermuda, Bahama, come on, pretty mama
Key Largo, Montego, baby, why don't we go?
I wanna take you down to Kokomo…","classic rock, 60s, pop, Surf, rock"
42,43,"""I Don't Wanna Go on with You Like That""",Elton John,"12 ContributorsI Don’t Wanna Go on with You Like That Lyrics
I've always said that one's enough to love
Now I hear you're braggin' one is not enough
Well, somethin' tells me you're not satisfied
You got plans to make me one of four or five

I guess this kind of thing's just in your blood
But you won't catch me carvin' up my love
I ain't no puzzle piece that needs to fit
If it takes more than me, let's a-call it quits

'Cause I don't wanna go on with you like that
Don't wanna be a feather in your cap
I just wanna tell you, honey, I ain't mad
But I don't wanna go on with you like that

Oh-oh-oh
Whoa-oh
Whoa-oh
Oh yeah

It gets so hard sometimes to understand
This vicious circle's gettin' outta hand
Don't need an extra eye to see
That the fire spreads a-faster in a breeze

And I don't wanna go on with you like that
Don't wanna be a feather in your cap
I just wanna tell you, honey, I ain't mad
But I don't wanna go on with you like that
No, I don't wanna go on with you like that
One more set of boots on your welcome mat
You'll just a-have to quit 'em if you want me back
'Cause I don't wanna go on with you like that

Oh-oh-oh
Whoa-oh
Whoa-oh
Oh yeah

Oh, if you wanna spread it around, sister, that's just fine
But I don't want no second hand a-feedin' me lines
If you wanna hold someone in the middle of the night
Call out the guards, turn out the light

And I don't wanna go on with you like that
Don't wanna be a feather in your cap
I just wanna tell you, honey, I ain't mad
But I don't wanna go on with you like that
No, I don't wanna go on with you like that
One more set of boots on your welcome mat
You'll just have to quit 'em if you want me back
No, I don't wanna go on with you like that

Oh-oh-oh
Whoa-oh
Whoa-oh
Oh yeah

Oh-oh-oh
Whoa-oh
Whoa-oh
Oh yeah

I don't wanna
I don't wanna
I don't wanna
Go on with you like that
Oh yeah
Takin' me back","pop, classic rock, singer-songwriter, rock, piano"
43,44,"""Together Forever""",Rick Astley,"40 ContributorsTogether Forever Lyrics
If there's anything you need
All you have to do is say
You know you satisfy everything in me
We shouldn't waste a single day

So don't stop me falling, it's destiny calling
A power I just can't deny
It's never changing, can't you hear me? I'm saying
I want you for the rest of my life

Together forever and never to part
Together forever, we're two
And don't you know, I would move Heaven and Earth
To be together forever with you?

If they ever get you down
There's always something I can do
Because I wouldn't ever wanna see you frown
I'll always do what's best for you

There ain't no mistaking, it's true love we're making
Something to last for all time
It's never changing, can't you hear me? I'm saying
I want you for the rest of my life

Together forever and never to part
Together forever, we're two
And don't you know, I would move Heaven and Earth
To be together forever with you?

So don't stop me falling, it's destiny calling
A power I just can't deny
It's never changing, can't you hear me? I'm saying
I want you for the rest of my life

Together forever and never to part
Together forever, we're two
And don't you know, I would move Heaven and Earth
To be together forever with you?
Together forever and never to part
Together forever, we're two
And don't you know, I would move Heaven and Earth
To be together forever with you?

Together forever and never to part
Together forever, we're two
And don't you know, I would move Heaven and Earth
To be together forever with you?","pop, 80s, rickroll, dance, best act ever"
