Unnamed: 0,No.,Title,Artist(s),lyrics,genres
22,23,"""Still""",Commodores,"10 ContributorsStill Lyrics
Lady, morning's just a moment away
And I'm without you once again
You laughed at me
You said you never needed me
I wonder if you need me now

We played the games that people play
We made mistakes along the way
Somehow I know deep in my heart
You needed me
Remembering the pain if I must say
It's deep in my mind and locked away
But then most of all
I do love you
Still

Those memories
Times I'm sure we'll never forget
Those feelings we can't put aside
For what we had
Sometimes I try to understand
But it's so heavy on my mind
So many dreams that flow away
So many words we didn't say
Two people lost in a storm
Where did we go?
Where'd we go?
Lost what we both had found
You know we let each other down
But then most of all
I do love You
Still

We played the games that people play
We made our mistakes along the way
Somehow I know deep in my heart
You needed me
'Cause I needed you so desperately!
We were too blind to see
But then most of all
I do love You
Still","soul, funk, 70s, motown, rnb"
23,24,"""Yes, I'm Ready""",Teri DeSario & KC,"5 ContributorsYes, I’m Ready Lyrics“Yes, I’m Ready” was written by Barbara Mason and her recording of it reached #5 in the US in the summer of 1965. Teri Desario covered it as a duet with Harry Wayne “KC” Casey (of KC & The Sunshine Band) and… Read More :
I don't even know how to love you
Just the way you want me to, oh, baby
But I'm ready to learn
Yes, I'm ready to learn
:
To fall in love
To fall in love
To fall in love with you
:
Oh, baby, I don't even know how to hold your hand
Just to make you understand
But I'm ready to learn
Yes, I'm ready to learn
:
To hold your hand
Make you understand
To hold your hand right now
:
I don't even know how to kiss your lips
At a moment like this, oh, yeah
:
Oh, but I'm gonna learn how to do
All the things you want me to, yeah

:
Are you ready?
:
Yes, I'm ready
Are you ready?
:
Yes, I'm ready
:
To fall in love
To fall in love
To fall in love with you
:
Are you ready?
:
Yes, I'm ready
:
Are you ready?
:
Yes, I'm ready
:
Are you ready?
:
Yes, I'm ready
:
Are you ready?

:
To love you
:
Hold you
:
Kiss you
:
Want you
:
Squeeze you
:
Need you
:
Oh, I'm ready
:
Oh, I'm ready
:
Yes, I'm ready
:
Oh, I'm ready
:
To love you
:
Need you
:
Kiss you
:
Want you
:
Squeeze you
:
Trust you
:
Take you

:
Oh, I'm ready
:
Yes, I'm ready
:
Yes, I'm ready
:
Yes, I'm ready
:
To love you
:
Want you
:
Kiss you
:
Need you
:
Squeeze you
:
Hold you",
24,25,"""Sexy Eyes""",Dr. Hook,"5 ContributorsSexy Eyes Lyrics“Sexy Eyes” became Dr Hook’s last US top 5 hit in 1980, tieing the peak of their first hit “Sylvia’s Mother” eight years earlier.
Overseas, “Sexy Eyes” topped the chart in New Zealand and reached the top 10… Read More 
I was sitting all alone
Watching people get it on, with each other
They were dancing 'cross the floor
Turning movement back and forth, they were lovers
One more lonely night for me
I looked up, what did I see?

Sexy eyes, moving 'cross the floor
Couldn't want for more, sexy eyes
Sexy eyes, getting down with you
I wanna move with you, sexy eyes

I got up and took your hand
And we both began to dance to the music
Ooh, your magic cast a spell
It didn't take long 'til we fell, and we knew it
No more lonely nights for me
This is how it's gonna be

Sexy eyes moving 'cross the floor
Got me wanting more, sexy eyes
Sexy eyes, gettin' down with you
I wanna move with you, sexy eyes
Sexy eyes moving 'cross the floor
Got me wanting more, sexy eyes
Sexy eyes, gettin' down with you
I wanna move with you, sexy eyes

No more lonely nights for me
This is how it's gonna be

Sexy eyes moving 'cross the floor
Got me wanting more, sexy eyes
Sexy eyes, gettin' down with you
I wanna move with you, sexy eyes

Ooh, sexy eyes, gettin' down with you
I wanna groove with you, sexy eyes
Sexy eyes, gettin' down with you
I wanna groove with you, sexy eyes
Ooh, sexy eyes","classic rock, 70s, soft rock, rock, oldies"
25,26,"""Steal Away""",Robbie Dupree,"12 ContributorsSteal Away LyricsThis soft-rock ballad was Dupree’s biggest hit, peaking at No. 6 on the Billboard Hot 100 chart.

Come on and hold me
Just like you told me
Then show me
What I want to know

Why don't we steal away
Why don't we steal away
Into the night
I know it ain't right

Don't tease me
Why don't you please me
And show me
What you came here for

Why don't we steal away
Why don't we steal away
Into the night
I know it ain't right

Into the night, babe
Baby, tonight
Ooh

I caught you glancing my way
And I know what you're after
No second chances tonight
Why don't we steal away
Why don't we steal away
Why don't we steal away
Why don't we steal away

Into the night
I know it ain't right
Into the night
I know it ain't right

Why don't we steal away
I know it ain't right
Into the night, babe

Why don't we steal away
Make it tonight
Why don't we steal away","soft rock, 80s, adult contemporary, rock, yacht rock"
26,27,"""Biggest Part of Me""",Ambrosia,"11 ContributorsBiggest Part of Me Lyrics“Biggest Part of Me” was released as a single and reached #1 on the Radio and Records chart and #3 on both the US Billboard Hot 100 and Adult Contemporary charts in June 1980.
Songwriter David Pack shared… Read More 
(Yeah)

(Sunrise) There's a new sun a-risin'
(In your eyes) I can see a new horizon
(Realize) That will keep me realizin'
You're the biggest part of me
(Stay the night) Need your lovin' here beside me
(Shine a light) Need you close enough to guide me
(All my life) I've been hopin' you would find me
You're the biggest part of me

Well, make a wish, baby
Well, and I will make it come true
Make a list, baby
Of the things I'll do for you
Ain't no risk, now
In lettin' my love rain down on you
So we could wash away the past
So that we may start anew

(Rainbow) Risin' over my shoulder
(Love flows) Gettin' better as we're older
(All I know) All I wanna do is hold her
She's the life that breathes in me
(Forever) Got a feelin' that forever
(Together) We are gonna stay together
(Forever) For me, there's nothin' better
You're the biggest part of me

Hey, make a wish, baby (Wish and it will come true)
Well, and I will make it come true
Make a list, baby (Make a list of the things for you)
Of the things I'll do for you
Ain't no risk, now (Let it rain on you)
In lettin' my love rain down on you
So we could wash away the past (Wash)
So that we may start anew

Oh-oh-oh

More than an easy feelin', she brings joy to me
How can I tell you what it means to me?
Flow like a lazy river for an eternity
I've finally found someone who believes in me
(Who believes, who believes in me)
And I'll never leave, oh
(Now I've found all I need)

Oh, la-tee-da, now
Mmm, make life grand

Hey, hey, make a wish, baby (Wish and it will come true)
Oh, and I will make it come true
Make a list, baby (Make a list of the things for you)
Of the things I'll do for you
Ain't no risk, now (Let it rain on you)
In lettin' my love rain down on you
So we could wash away the past (Wash)
So that we may start anew, yeah, yeah, yeah

(Beside me) Need your lovin' here beside me
(To guide me) Keep it close enough to guide me
(Inside of me) From the fears that are inside of me
You're the biggest part of me
(Forever) Got a feeling that forever
(Together) We are gonna stay together
(Forever) From now until forever
You're the biggest part of me
You're the life that breathes in me
You're the biggest part
Of me, hmm-mmm

You changed my life
You made it right
And I'll be a servant to you
For the rest of my life
Ah, baby, you're the biggest part of me
Yeah, ah-ha, ooh, baby...","soft rock, classic rock, Progressive rock, 70s, rock"
27,28,"""This Is It""",Kenny Loggins,"19 ContributorsThis Is It LyricsThird track on the album “Keep the Fire”. In a 1987 interview with American Songwriter magazine, Kenny Loggins exposed
Michael McDonald and I must have written “This Is It” four times. The first three times… Read More 
There've been times in my life
I've been wondering why
Still, somehow I believed we'd always survive
Now, I'm not so sure you're waiting to hear
One good reason to try
But what more can I say
What's left to provide

You think that maybe it's over
Only if you want it to be
Are you gonna wait for a sign, your miracle?
Stand up and fight

(This is it) Make no mistake where you are
(This is it) Your back's to the corner
(This is it) Don't be a fool anymore
(This is it) The waiting is over

No room to run, no way to hide
No time for wonderin' why
It's here, the moment is now, about to decide
Let him believe
Leave him behind
But keep me near in your heart
Know whatever you do
I'm here by your side

You say that maybe it's over
Not if you don't want it to be
For once in your life
Here's your miracle
Stand up and fight

(This is it) Make no mistake where you are
(This is it) You're goin' no further
(This is it) Until it's over and done

(No one can tell you what you know)
Woah-oh-ho, woah-ahh
(Who makes the choice of how it goes?)
It's not up to me this time
(You know?)
Comes a day in every life

(This is it) Make no mistake where you are
(This is it) You're goin' no further
(This is it) Until it's over and done
(This is it) One way or another
(This is it) No one can tell what the future knows
(This is it) Your back's to the corner
(This is it) You make the choice of how it goes
(This is it) The waiting is over
(This is it) No one can tell what the future knows
(This is it) You're goin' no further
(This is it)","rock, 80s, pop, singer-songwriter, Soundtrack"
28,29,"""Cupid/I've Loved You for a Long Time""",The Spinners,"2 ContributorsCupid (I’ve Loved You For A Long Time) LyricsThe Spinners' weren’t the first to cover of Sam Cooke’s “Cupid”, but they were the most successful with it – taking it all the way to #4 in the US in the summer of 1980. The song was combined with Michael… Read More Cupid, draw back your bow and let your arrow go
Straight to my lover's heart for me, nobody but me
Cupid, please hear my cry and let your arrow fly
Straight to my lover's heart for me
Now, I don't mean to bother you, but I'm in distress
There's danger of me losin' all of my happiness
For I love a girl who doesn't know I exist
And this you can fix
So Cupid, draw back your bow and let your arrow go
Straight to my lover's heart for me
Now Cupid, if your arrow make a love storm for me
I promise I will love her until eternity
I know between the two of us, her heart we can steal
Help me if you will
So Cupid, draw back your bow and let your arrow go
Straight to my lover's heart for me
Don't you hear me callin'
My tears keep fallin'
I gotta have a lot of nana
Cupid, cupid
Look I've loved you for a long time
Now it's time to make you my baby
I've loved you for a long time
Now it's time to make you my baby
I look at you
You turn away
I say to you
Please look my way
But you say to me
Leave it alone
And I say
I can't live without you
Hey, I've loved you for a long time
Now it's time to make you my baby
I've loved you for a long time
Now it's time to make you my baby
Girl didn't you know that
My love's is for you
And it hurts me so bad
I'm telling you
Come on look at you want
Try it again
Can't you see I can't live without you
I've loved you for a long time
Now it's time to make you my baby
Make you my baby
Cupid
Draw back your bow
And let your arrow go
Straight to my lover's heart for me
Hear me callin'
Hear the love's getting stronger
All I got to do is callin' louder
Cupid, cupid","soul, motown, funk, 70s, oldies"
29,30,"""Let's Get Serious""",Jermaine Jackson,"11 ContributorsLet’s Get Serious Lyrics
Close my eyes
And I see your face at night
Tossin', turnin'
Fall to sleep holding my pillow tight

All the time, I think of you
You're with me, no matter what I do

Walk around
With a smile upon my face
In my mind
You have taken up permanent space

Now my life is filled with nothing less
Than your sweet love, care, and tenderness

Let's get serious
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love

Call my name
And I lose all self-control
Touch my hand
And I feel it deep down in my soul

I am feeling what I can't explain
And if what you're feeling is the same

Let's get serious, ooh!
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love

S.E.R.I.O.U.S
Baby, let's get serious
Yeh, yeh, yeh, yeh, yeh, yeh, yeh, yeh, yeh, yeh

In your arms
Is the place I wanna be
With my love
In you, and your love inside of me

Longing for each other just ain't fair
When we've got so much we want to share

Let's get serious
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love

Just the thought of us together (Serious)
Means a magic love forever (Serious)
Let's get serious and fall in love
Watch the , there'll be no quitting (Serious)
Just the love that we'll giving (Serious)
Let's get serious and fall in love

Let's get serious
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love

S.E.R.I.O.U.S
Baby, let's get serious
Yeh, yeh, yeh, yeh, yeh, yeh, yeh, yeh, yeh, yeh
Aow!

Ooh!

Night is young
But not quite too young for you and me
Let's be one, be one!
Going places that we want to see

Let our bodies travel with our minds
To a place where love will always shine

Let's get serious, ooh!
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love
Let's get serious
Let's get serious
Let's get serious, and fall in love

Both of us feel like exploding (Serious)
'Cause this stuff's too hot for holding (Serious)
Let's get serious and fall in love
Girl, you've got my body moaning (Serious)
Just believe it's made for cloning (Serious)
Let's get serious and fall in love
Serious, ooh!
Serious
Let's get serious, and fall in love","soul, rnb, motown, 80s, pop"
30,31,"""Don't Fall in Love with a Dreamer""",Kenny Rogers & Kim Carnes,"10 ContributorsDon’t Fall in Love with a Dreamer Lyrics“Don’t Fall in Love With a Dreamer” was a top five hit in the US and Canada for Kenny Rogers and songwriter/guest vocalist Kim Carnes. It was the sole single released from Rogers' 1980 concept album Gideon… Read More 
Just look at you sitting there
You never looked better than tonight
And it would be so easy to tell you I'd stay
Like I've done so many times

I was so sure that this would be the night
You'd close the door and wanna stay with me
And it'd be so easy to tell you I'd wait
Like I've done so many times

Don't fall in love with a dreamer
'Cause he'll always take you in
Just when you think you've really changed him
He'll leave you again
Don't you fall in love with a dreamer
'Cause he'll break you every time
Put out the light and just hold on
Before we say goodbye

Now it's morning, the phone rings
And you say you've gotta get your things together
You just gotta leave before you change your mind
And if you knew what I was thinking girl
I'd turn around if you'd just ask me one more time

Don't fall in love with a dreamer
'Cause he'll always take you in
Just when you think you've really changed him
He'll leave you again
Don't fall in love with a dreamer
'Cause he'll break you every time
Put out the light and just hold on
Before we say goodbye
Before we said goodbye
Goodbye","female vocalists, male vocalists, soft rock, 80s, singer-songwriter"
31,32,"""Sailing""",Christopher Cross,"31 ContributorsSailing LyricsA gentle yet emotionally powerful song, “Sailing” was released as a the second single from Cross' debut album (after “Ride Like The Wind”). Originally “I Really Don’t Know Anymore” was considered for Cross'… Read More 
Well, it's not far down to paradise
At least it's not for me
And if the wind is right, you can sail away
And find tranquility
Oh, the canvas can do miracles
Just you wait and see
Believe me

It's not far to never never land
No reason to pretend
And if the wind is right, you can find the joy
Of innocence again
Oh, the canvas can do miracles
Just you wait and see
Believe me

Sailing
Takes me away to where I've always heard it could be
Just a dream and the wind to carry me
Soon, I will be free

Fantasy
It gets the best of me
When I'm sailing
All caught up in the reverie
Every word is a symphony
Won't you believe me?

Sailing
Takes me away to where I've always heard it could be
Just a dream and the wind to carry me
And soon, I will be free


Well, it's not far back to sanity
At least it's not for me
And if the wind is right, you can sail away
And find serenity
Oh, the canvas can do miracles
Just you wait and see
Really, believe me

Sailing
Takes me away to where I've always heard it could be
Just a dream and the wind to carry me
And soon, I will be free","soft rock, 80s, pop, singer-songwriter, yacht rock"
32,33,"""Longer""",Dan Fogelberg,"9 ContributorsLonger LyricsDan Fogelberg wrote “Longer” while on vacation in Maui. It remains his biggest hit, peaking at #2 on the US Hot 100. It also topped Billboard’s Adult Contemporary chart for a week in February of 1980.
… Read More Longer than there've been fishes in the ocean
Higher than any bird ever flew
Longer than there`ve been stars up in the heavens
I've been in love with you
Stronger than any mountain cathedral
Truer than any tree ever grew
Deeper than any forest primeval
I am in love with you
I'll bring fire in the winters
You'll send showers in the springs
We`ll fly through the falls and summers
With love on our wings
Through the years as the fire starts to mellow
Burning lines in the book of our lives
Though the binding cracks and the pages start to yellow
I'll be in love with you
I'll be in love with you
Longer than there've been fishes in the ocean
Higher than any bird ever flew
Longer than there`ve been stars up in the heavens
I've been in love with you
I am in love with you","singer-songwriter, soft rock, folk, classic rock, folk rock"
33,34,"""Coward of the County""",Kenny Rogers,"29 ContributorsCoward of the County Lyrics“Coward of the County” is a country song written by Roger Bowling and Billy Ed Wheeler, and recorded by American country music singer Kenny Rogers. It was released as the second single from the Triple… Read More 
Everyone considered him the coward of the county
He'd never stood one single time to prove the county wrong
His mama named him Tommy, but folks just called him yellow
Something always told me they were reading Tommy wrong

He was only ten years old when his daddy died in prison
I looked after Tommy 'cause he was my brother's son
I still recall the final words my brother said to Tommy
""Son, my life is over, but yours has just begun""

Promise me, son, not to do the things I've done
Walk away from trouble if you can
Now it don't mean you're weak if you turn the other cheek
I hope you're old enough to understand
Son, you don't have to fight to be a man

There's someone for everyone, and Tommy's love was Becky
In her arms he didn't have to prove he was a man
One day while he was working, the Gatlin boys came calling
They took turns at Becky, n'there was three of them
Tommy opened up the door and saw his Becky crying
The torn dress, the shattered look was more than he could stand
He reached above the fireplace, took down his daddy's picture
As a tear fell on his daddy's face, he heard these words again

Promise me, son, not to do the things I've done
Walk away from trouble if you can
Now it won't mean you're weak if you turn the other cheek
I hope you're old enough to understand
Son, you don't have to fight to be a man

The Gatlin boys just laughed at him
When he walked into the barroom
One of them got up and met him half way cross the floor
Tommy turned around they said, ""Hey look, old yella's leavin'""
But you could've heard a pin drop
When Tommy stopped and locked the door
Twenty years of crawling was bottled up inside him
He wasn't holding nothing back, he let 'em have it all
When Tommy left the bar room, not a Gatlin boy was standing
He said, ""This one's for Becky"" as he watched the last one fall
N' I heard him say

I promised you, Dad, not to do the things you've done
I walk away from trouble when I can
Now please don't think I'm weak, I didn't turn the other cheek
And Papa, I sure hope you understand
Sometimes you gotta fight when you're a man

Everyone considered him the coward of the county","country, classic country, kenny rogers, male vocalists, oldies"
34,35,"""Ladies' Night""",Kool & the Gang,"21 ContributorsLadies Night Lyrics
Ooh, oh, yeah, yeah, oh, what a night
It's ladies night, wooh
This is your night tonight
Everything's gonna be alright
This is your night tonight
Come on, girls!

Girls, we've all got one
A night that's special everywhere (Everywhere)
From New York
To Hollywood
It's ladies night and, girl, the feeling's good

Oh yes, it's ladies night
And the feeling's right
Oh yes, it's ladies night
Oh, what a night (Oh, what a night)
Oh yes, it's ladies night
And the feeling's right
Oh yes, it's ladies night
Oh, what a night (Oh, what a night)

This is your night tonight
Everything's gonna be alright
This is your night tonight
Everything's gonna be alright

Romantic lady, ooh, oh yeah
Single baby
Mmm, sophisticated mama (Wooh)
Come on you disco baby, yeah, yeah
Stay with me tonight

If you hear any noise
It ain't the boys, it's ladies night (Shh)
Ah-ha
Come on, girls!
Gonna step out ladies night
Steppin' out ladies night
Gonna step out ladies night
Steppin' out ladies night

Oh yes, it's ladies night
And the feeling's right
Oh yes, it's ladies night
Oh, what a night (Oh, what a night)
Oh yes, it's ladies night
And the feeling's right
Oh yes, it's ladies night
Oh, what a night (Oh, what a night)

On disco lights your name will be seen
You can fulfil all of your dreams
Party here, party there, everywhere
This is our night, ladies, you got to be there

This is your night tonight
Everything's gonna be alright
This is your night tonight
Everything's gonna be
Oh, ladies night (Alright)
This is your night tonight (Yeah, yeah, yeah) (Come on, let's all celebrate)
Everything's gonna be alright
This is your night tonight (Yeah, yeah, yeah)
Everything's gonna be alright
This is your night tonight (Come on, let's all celebrate)
Everything's gonna be alright
This is your night tonight (Oh, ladies night)
Everything's gonna be alright
This is your night tonight (Come on, let's all celebrate)
Everything's gonna be alright (This is our ladies night)
This is your night tonight (This is our ladies night)
Everything's gonna be alright (Wooh)
This is your night tonight (Come on, let's all celebrate)
Everything's gonna be alright ('Cause it's ladies night)
This is your night tonight
Everything's gonna be alright
This is your night tonight (Come on, let's all celebrate)
Everything's gonna be alright (Yeah, yeah)
This is your night tonight
Everything's gonna be alright","funk, soul, Disco, 70s, 80s"
35,36,"""Too Hot""",Kool & the Gang,"12 ContributorsToo Hot Lyrics
At seventeen, we fell in love
High school sweethearts, love was so brand new
We took the vows of man and wife
Forever, for life

I remember how we made our way
A little patience, the time we prayed
Can't imagine that this love is through
Feelin' the pain, girl, when you lose

Oh, it's too hot (Too hot)
Too hot, lady (Too hot)
Gotta run for shelter
Gotta run for shade
It's too hot (Too hot)
Too hot, lady (Too hot)
We gotta cool this anger
What a mess we've made
So long ago
You were my love, oh, my love

Flyin' high, we never took the time
To stop and feel the need
Funny how those years go by
Changing you, changing me

I remember love's fever
In our hearts, girl, and in our minds
Can't imagine that this love is through
Feelin' the pain, girl, when you lose

Oh, it's too hot (Too hot)
Too hot, lady (Too hot)
Gotta run for shelter
Gotta run for shade
It's too hot (Too hot)
Too hot, lady (Too hot)
Gotta cool this anger
What a mess we've made
So long ago
You were my love
Feeling the pain

Oh, it's too hot (Too hot)
Too hot, lady (Too hot)
Gotta run for shelter
Gotta run for shade
It's too hot (Too hot)
Too hot, lady (Too hot)
Gotta cool this anger
From this mess that we've made
Oh, it's too hot (Too hot)
Too hot, lady (Too hot)
Gotta run for shelter
Gotta run for shade
It's too hot (Too hot)
So, so hot, lady (Too hot)
Gotta cool this anger
Oh, gotta cool this mess we've made
It's so, so hot, baby (Too hot)
Yes, it's so hot (Too hot)
I just can't take it
I can't stand no more, baby
We were once lovers (Too hot)
We took our vows (Too hot)
A man and wife
Forever
Whoa (Too hot, too hot), oh-oh, oh-oh
Baby (Too hot)
Please, won't you listen? (Too hot)
It hurt me so bad
But I know I've got to leave (Too hot)
It's too hot (Too hot)
Gotta run for shelter, baby
Gotta run for shade
It's too hot (Too hot)
It's so, so hot, baby (Too hot)
Gotta cool this anger
Gotta cool this mess we've made
It's so warm (Too hot)
It's so warm (Too hot)
It's hot baby, yeah
Gotta run for shade
Come on (Too hot)
I'm leaving (Too hot)
Goodbye
Don't cry","funk, soul, Disco, 70s, 80s"
36,37,"""Take Your Time (Do It Right)""",The S.O.S. Band,"15 ContributorsTake Your Time (Do It Right) Lyrics“Take Your Time (Do It Right)” was the debut single of The SOS Band. It was internationally successful, peaking at #3 in both the US and New Zealand in the summer of 1980, and reaching the top 40 in several… Read More 
Let's do it
Let's do it
Let's do it
Let's do it
Oo-ooh, baby
Let's do it
Take your time
Let's do it
Come on, baby
Oo-ooh, baby
Let's do it
Take your time
Let's do it

You know you ought to slow down
You've been working too hard and that's a fact
Sit back and relax a while
Take some time to laugh and smile
Lay your heavy load down
So we can stop and kick back
It seems we never take the time to do
All the things we want to, yeah

Now, baby we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight

The love I feel for you
You feel for me
One life is all we have to live
Our love is all we have to give, yeah
There are so many things for us
To do and see, yeah
Let's take some time to be alone
Lock the door, pull out the phone, yeah

And baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight

Take your time
Take the time
Take the time
Take the time
Take your time (Take your time, take your time)
Ooh baby, take your time (Take your time, baby, take your time)
Take your time (Take your time, take your time)
Take your time (Take your time, baby, take your time)
Take your time (Take your time, take your time)
Take your time (Take your time, baby, take your time)
Take your time, ooh baby (Take your time, take your time)
Take your time (Take your time, baby, take your time)
Take your time (Take your time)

Take your time
Ooh baby, take your time
If it takes all night
You can do it, you can do it
You can do it, alright
You can do it, you can do it
To the early morning light
You can do it, come on, baby
You can do it all night
Take your time, come on, baby
Let's do it tonight
Take your time, baby
If it takes all night
You can do it, you can do it
Come on, let's do it, do it right
Take your time, ooh baby
Come on, let's do, let's do, let's do it all night
Ooh baby
You can do it, do it right
Take your time, let's do it
If it takes all night
Come on baby, let's do it
To the early morning light

Let's do it, let's do it (Let's do it)
Let's do it, do it right
Come on, baby, let's do it (Let's do it)
If it takes all night
Come on, baby, let's do it (Let's do it)
Let's do it, do it right
Come on, honey, let's do it (Let's do it)
If it takes all night
Let's do it, let's do it (Let's do it)
Let's do it, do it right
Come on, baby, let's do it (Let's do it)
If it takes all night
Come on, honey, let's do it (Let's do it)
Let's do it tonight
We can do it, we can do it (Let's do it)
Let's do it, do it right

Baby, we can do it
Take your time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take your time, do it right
We can do it, baby
Do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Do it tonight
Now baby, we can do it
Take the time, do it right
We can do it, baby
Come on and do it tonight
Baby, we can do it
Take the time, do it right
We can do it, baby
Come on, let's do it tonight","funk, soul, Disco, 80s, rnb"
37,38,"""No More Tears (Enough Is Enough)""",Barbra Streisand & Donna Summer,"9 ContributorsNo More Tears (Enough Is Enough) Lyrics
Hmmm, hmmm hmmm
Oooh oooh ooh
It's raining, it's pouring
My love life is boring me to tears
After all these years

No sunshine, no moonlight
No stardust, no sign of romance
We don't stand a chance

I always dreamed I'd find the perfect lover
But he turned out to be like every other man
I've loved
I've loved

Raining (Raining)
Pouring (Pouring)
There's nothing left for us here
And we won't waste another tear
Ah ah ah hey hey ah

If you've had enough
Don't put up with his stuff
Don't you do it

If you've had your fill
Get the check, pay the bill
You can do it

Tell him to just get out

Nothing left to talk about

Pack his raincoat, show him out

Just look him in the eye and simply shout:
Enough is enough (Enough)
I can't go on, I can't go on no more, no
Enough is enough (Enough)
I've loved
I've loved
Enough is enough
Enough is enough
That's enough

If you've reached the end
Don't pretend that is right when it's over

(It's over)
If the feeling is gone
Don't think twice just move on
Get it over

(Over, over)

Tell him to just get out
Say it clearly, spell it out:
Enough is enough is enough
I can't go on, I can't go on no more, no
Enough is enough is enough
I want him out, I want him out that door now
Enough is enough
Enough is enough
That's enough

I always dreamed I'd found the perfect lover
But he turned out to be like every other man
I've loved (I had no choice from the start)
I've loved (I've gotta listen to my heart)
I've loved (Tearing us apart)

Enough is enough is enough
I can't go on, I can't go on no more, no
Enough is enough is enough
I want him out, I want him out that door now
Enough is enough
Enough is enough
That's enough

No more tears (No more tears)
No more tears (No more tears)
No more tears (No more tears)
No more tears (No more tears)
Enough is enough is enough is enough is enough is enough
I've had it, you've had it, she's had it, we've had it

I always dreamed I'd found the perfect lover

But he turned out to be like every other man

I had no choice from the start
I've gotta listen to my heart
Tearing us apart
Enough is enough is enough
I can't go on, I can't go on no more, no
Enough is enough is enough
I want him out, I want him out that door now
Goodbye mister, goodbye, goodbye mister
Goodbye sugar
It's raining, it's pouring
There's nothing left for us here
And we won't waste another tear
No more tears
Is enough is enough is enough is enough is enough is enough is enough
Is enough!","Disco, female vocalists, 80s, soul, oldies"
38,39,"""More Love""",Kim Carnes,"7 ContributorsMore Love Lyrics
Ooh-ooh

Let it be soon don't hesitate
Make it now don't wait
Open your heart and let my love come in
I want the moment to start
When I can fill your heart with

More love and more joy
Than age or time could ever destroy
Oh honey now my love will be so sound
It'll take a hundred life times
To live it down
Wear it down
Tear it down

This is no fiction this is no act
This is real it's a fact
I'll always belong only to you
Each day I'll be living to
Make sure I'm giving you

More love and more joy
Than age or time could ever destroy
Oh honey now my love will be so sound
It'll take a hundred life times
To live it down
Wear it down
Tear it down


As we grow older no need to fear
When you need me
I'll be beside you every step of the way
A heart that's truthful
And keeping you youthful with

More love and more joy
Than age or time could ever destroy
Oh honey now my love will be so sound
It'll take a hundred life times
To live it down
Wear it down
Tear it down

Gonna give you more, ooh, and more joy
Than any age or time could ever destroy
Oh honey now my love will be so sound...","pop, 80s, female vocalists, soft rock, rock"
