Unnamed: 0,No.,Title,Artist(s),lyrics,genres
23,24,"""Suge""",DaBaby,"145 ContributorsSuge LyricsIn the second track from his Baby on Baby album, Charlotte rapper DaBaby delivers a homage to Marion “Suge” Knight, the founder, and former head of Death Row Records.
Knight became the CEO of Death Row in… Read More 
Pooh, you a fool for this one
Ha
Oh Lord, Jetson made another one

Hah
Pack in the mail, it's gone (Uh)
She like how I smell, cologne (Yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want, I'm good (Good)
Play if you want, let's do it (Ha)
I'm a young CEO, Suge (Yeah)
Yeah, yeah

The first nigga play, I'ma body a nigga (Ha)
I just checked my balance
I'll probably pull up to your hood
And come buy me a nigga (No cap)
You know that your ho told you that nigga crazy
Don't think that she lied to you, nigga (Bitch)
Get caught with your ho when I'm poppin' 'em both
Now they high just like Bobby and Whitney (Haa)
Say I'm the G.O.A.T., act like I don't know
But fuck it, I'm obviously winnin'
Don't make me go hit the bank and take out a hundred
To show you our pockets are different (Ha)
I'm out with your bitch and I only want knowledge
She got a lil' mileage, I'm chillin' (Uh)
You disrespect me and I'll beat your ass up
All in front of your partners and children (Ahh, ahh)
I'm the type to let a nigga think that I'm broke
Until I pop out with a million (I pop)
Take 20K and put that on your head
And make one of your partners come kill you (Yeah)
Say he fuckin' with me then he gotta grow up
'Cause this nigga gotta be kiddin' (Kiddin')
This shit, it can't fit in my pocket
I got it, like I hit the lottery, nigga (Hot, hot, hot)
Opp, I'll slap the shit out a nigga
No talkin', I don't like to argue with niggas (I don't)
Ain't gon' be no more laughin'
You see me whip out 'cause I'm gon' be done shot me a nigga (No cap)
I don't follow no bitches on IG
But all of your bitches, they follow a nigga (Ha)
And that lil' nigga ain't gon' shoot shit with that gun
He just pull it out in his pictures (Bitch, uh)

Hah
Pack in the mail, it's gone (Uh)
She like how I smell, cologne (Yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want, I'm good (Good)
Play if you want, let's do it (Ha)
I'm a young CEO, Suge (Yeah)
Yeah, yeah
Hah
Pack in the mail, it's gone (Uh)
She like how I smell, cologne (Yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want
I'm good (Good)
Play if you want, let's do it (Ha)
I'm a young CEO, Suge (Yeah)
Yeah, yeah

Talkin' my shit, I'ma pop that (Pop)
Got like thirty-two thousand in one of my pockets
The other one, that's where the Glock at (Glock)
You little niggas wanna be internet gangster
Man, tell all these little niggas stop that (Ha)
Been done burnt me a nigga in front of the store
Where your mammy and grandmama shop at (Bitch)
Hopped out on a whole other wave from these niggas
Let's see one of you little niggas top that
I will turn a nigga into a convertible
Push me a lil' nigga top back (Vroom)
Her boyfriend be hatin' and callin' her groupie
Just 'cause she like all my music (Ha)
She'll send me a text and then delete the message
He tryna find out, it's confusin'
I don't know what these niggas is thinkin' about
Use the brain in your head 'fore you lose it (Bitch)
I'll pull up after school and I'll teach her some shit
Tell your bro I'm a motherfuckin' tutor
'Member I used to cheat off a pretty bitch test
All the teachers, they thought I was stupid (Uh huh)
Was expectin' the box to pull up on a truck
Man, this nigga pulled up on a scooter (The fuck?)

Hah
Pack in the mail, it's gone (Uh)
She like how I smell, cologne (Yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want, I'm good (Good)
Play if you want, let's do it (Ha)
I'm a young CEO, Suge (Yeah)
Yeah, yeah
Hah
Pack in the mail, it's gone (Uh)
She like how I smell, cologne (Yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want
I'm good (Good)
Play if you want, let's do it (Ha)
I'm a young CEO, Suge (Yeah)
Yeah, yeah","rap, Hip-Hop, trap, hip hop, american"
24,25,"""Middle Child""",J. Cole,"356 ContributorsTranslationsTürkçeEspañolРусский (Russian)PortuguêsFrançaisItalianoMIDDLE CHILD LyricsJ. Cole’s first offering of 2019 serves as a warning in advance of an extensive rollout of Dreamville material. On the track, Cole envisions himself in the center of the old and new generations of hip-hop… Read More 
You good, T-Minus?

Niggas been countin' me out
I’m countin' my bullets, I'm loadin’ my clips
I'm writin' down names, I'm makin' a list
I'm checkin' it twice and I'm gettin’ ’em hit
The real ones been dyin', the fake ones is lit
The game is off balance, I’m back on my shit
The Bentley is dirty, my sneakers is dirty
But that's how I like it, you all on my dick

I'm all in my bag, this hard as it get
I do not snort powder, I might take a sip
I might hit the blunt, but I'm liable to trip
I ain’t poppin' no pill, but you do as you wish
I roll with some fiends, I love 'em to death
I got a few mil' but not all of them rich
What good is the bread if my niggas is broke?
What good is first class if my niggas can't sit?
That's my next mission, that's why I can't quit
Just like LeBron, get my niggas more chips
Just put the Rollie right back on my wrist
This watch came from Drizzy, he gave me a gift
Back when the rap game was prayin' I'd diss
They act like two legends cannot coexist
But I'd never beef with a nigga for nothin'
If I smoke a rapper, it's gon' be legit
It won't be for clout, it won't be for fame
It won't be 'cause my shit ain't sellin' the same
It won't be to sell you my latest lil' sneakers
It won't be 'cause some nigga slid in my lane
Everything grows, it's destined to change
I love you lil' niggas, I'm glad that you came
I hope that you scrape every dollar you can
I hope you know money won't erase the pain
To the OGs, I'm thankin' you now
Was watchin' you when you was pavin' the ground
I copied your cadence, I mirrored your style
I studied the greats, I'm the greatest right now
Fuck if you feel me, you ain't got a choice
I ain't do no promo, still made all that noise
This year gon' be different, I set my intentions
I promise to slap all that hate out your voice

Niggas been countin' me out
I'm countin' my bullets, I'm loadin' my clips
I'm writin' down names, I'm makin' a list
I'm checkin' it twice and I'm gettin' 'em hit
The real ones been dyin', the fake ones is lit
The game is off balance, I'm back on my shit
The Bentley is dirty, my sneakers is dirty
But that's how I like it, you all on my dick

I just poured somethin' in my cup
I've been wantin' somethin' I can feel
Promise I am never lettin' up
Money in your palm don't make you real
Foot is on they neck, I got 'em stuck
I'ma give 'em somethin' they can feel
If it ain't 'bout the squad, don't give a fuck
Pistol in your hand don't make you real

I'm dead in the middle of two generations
I'm little bro and big bro all at once
Just left the lab with young 21 Savage
I'm 'bout to go and meet Jigga for lunch
Had a long talk with the young nigga Kodak
Reminded me of young niggas from 'Ville
Straight out the projects, no fakin', just honest
I wish that he had more guidance, for real
Too many niggas in cycle of jail
Spending they birthdays inside of a cell
We coming from a long bloodline of trauma
We raised by our mamas, Lord, we gotta heal
We hurting our sisters, the babies as well
We killing our brothers, they poisoned the well
Distorted self-image, we set up to fail
I'ma make sure that the real gon' prevail, nigga

I just poured somethin' in my cup
I've been wantin' somethin' I can feel
Promise I am never lettin' up
Money in your palm don't make you real
Foot is on they neck, I got 'em stuck
I'ma give 'em somethin' they can feel
If it ain't 'bout the squad, don't give a fuck
Pistol in your hand don't make you real

Money in your palm don't make you real
Pistol in your hand don't make you real
Money in your palm don't make you real","Hip-Hop, rap, hip hop, North Carolina, underground hip-hop"
25,26,"""Drip Too Hard""",Lil Baby and Gunna,"5 ContributorsTranslationsEnglishTürkçeDanskLil Baby & Gunna - Drip Too Hard (Русский перевод) Lyrics

Run that back, Turbo

Ты можешь купить самую большую сумку Chanel, если ты хочешь
Я дал им дрипа, они высосали его, я заставил их стонать
Я купил новый Patek, у меня были часы, так что я их наложил друг на друга
Принимая наркотики, я буду на ногах до утра
Это не твоя машина, ты просто арендатор, ты ей не владеешь
Если я буду в клубе, я зажигаю во время выступления
Доход доходит до меня в размере сотни
Запах galore, милое дерьмо, это всё на нас
Я из Атланты, где молодые ниггеры заправляют дерьмом
Я знаю, они ненавидят меня, но я не читаю комментарии
Каждый раз, когда я говорю ей прийти, она приходит
Каждый раз, когда на нас бычат, мы не бежим

Дрип слишком сильный, не стой слишком близко
Наебнёшься и утонешь в этой волне
Даю концерты, я был в дороге
Мне всё равно, куда я иду, пока мне платят
Плохое настроение, она была у меня на уме
Как только я возвращаюсь, ебу её как зверь
Делаю это всё время, это не удивительно
Каждую ночь снимаю с ней очередной фильм
Дрип слишком сильный, не стой слишком близко
Наебнёшься и утонешь в этой волне
Даю концерты, я был в дороге
Мне всё равно, куда я иду, пока мне платят
Плохое настроение, она была у меня на уме
Как только я возвращаюсь, ебу её как зверь
Делаю это всё время, это не удивительно
Каждую ночь снимаю с ней очередной фильм

Е, каждую вторую ночь зарабатываю доллар
Каждый вечер начинается с хорошего дня
Я чувствую себя ребенком, у меня сопли на лице
Бриллианты танцующий в циферблате, как будто на параде
Мне не нужна твоя цепочка, молодой GonWunna не раб
Я должен был провести черту, слишком много сучек были спасены
TSA донимает меня, так что я сел на частный  самолет
Эти пиздюки, вот почему я работаю над своей целью
Дрип слишком сильный (Слишком сильный), опустошаю на карточку (Карточку)
Дизайнер на земле, я едва могу произнести имена
Дрип слишком сильный, осторожно на полу
Наебнёшься и утонешь на этой волне

Дрип слишком сильный, не стой слишком близко
Наебнёшься и утонешь в этой волне
Даю концерты, я был в дороге
Мне всё равно, куда я иду, пока мне платят
Плохое настроение, она была у меня на уме
Как только я возвращаюсь, ебу её как зверь
Делаю это всё время, это не удивительно
Каждую ночь снимаю с ней очередной фильм
Дрип слишком сильный, не стой слишком близко
Наебнёшься и утонешь в этой волне
Даю концерты, я был в дороге
Мне всё равно, куда я иду, пока мне платят
Плохое настроение, она была у меня на уме
Как только я возвращаюсь, ебу её как зверь
Делаю это всё время, это не удивительно
Каждую ночь снимаю с ней очередной фильм",
26,27,"""Someone You Loved""",Lewis Capaldi,"229 ContributorsTranslationsSvenskaEspañolPortuguêsDeutschNederlandsFrançaisالعربيةTürkçeSomeone You Loved LyricsDuring his speech at The BRIT Awards 2020, Lewis confirmed that contrary to popular belief, this song is about his grandmother (as opposed to an ex-lover).
The music video, starring the former Doctor Who… Read More 
I'm going under, and this time, I fear there's no one to save me
This all or nothing really got a way of driving me crazy
I need somebody to hear,  somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain

Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

I'm going under, and this time, I fear there's no one to turn to
This all or nothing way of loving got me sleeping without you
Now, I need somebody to know, somebody to hear
Somebody to have, just to know how it feels
It's easy to say, but it's never the same
I guess I kinda like the way you help me escape

Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

And I tend to close my eyes when it hurts sometimes
I fall into your arms
I'll be safe in your sound till I come back around

For now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
But now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved","pop, Scottish, pop rock, singer-songwriter, alternative"
27,28,"""Ransom""",Lil Tecca,"246 ContributorsTranslationsРусский (Russian)FrançaisDeutschRansom LyricsOn “Ransom,” Lil Tecca shares some braggadocious lines about his newfound fame and the lifestyle it implies—he boasts about his luxury vehicles, designer clothes and his women.
The track was long-awaited by… Read More 
Turn you to a dancer
Yeah
Internet Money, bitch

I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I'm ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I'm gone
They see me blowin’ up, now they say they want some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah

I got red, I got blue, what you want?
The Chanel or Balenciaga, Louis and Vuitton
She know I got the Fendi, Prada when I hit Milan
I needed me a die or rider, I need me the one
I started from the bottom, you could see the way I stunt
I want all the diamonds, I want that shit to weigh a ton
The opps, they tryna line me 'cause they hate the place I'm from
But them niggas don't know me, they just know the place I'm from
I got lots of shawties tryna pull up to my place
But you ain't want me last year, so just get up out my face
They all up in my inbox, so I know they want a taste
I know they want my downfall, lil' nigga, are you laced?

I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I’m ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I’m gone
They see me blowin' up, now they say they want  some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah
I got black, I got white, what you want?
Hop outside a Ghost and hop up in a Phantom
I know I'm ’bout to blow, I ain't dumb
They try to take my flow, I take they ass for ransom
I know that I'm gone
They see me blowin' up, now they say they want  some
I got two twin Glocks, turn you to a dancer
I see two twin opps, leave 'em on a banner
And I got two thick thots, wanna link the gang, yeah","rap, Hip-Hop, trap, hip hop, new york"
28,29,"""If I Can't Have You""",Shawn Mendes,"109 ContributorsTranslationsFrançaisTürkçeShawn Mendes - If I Can’t Have You (Traducción al Español)PortuguêsNederlandsDanskPolskiDeutschIf I Can’t Have You Lyrics“If I Can’t Have You” is the upbeat, The 1975-inspired track that marks the beginning of Shawn Mendes' fourth musical era after the May 2018 release of his third studio album, Shawn Mendes. The track marks… Read More 
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?

I'm in Toronto and I got this view
But I might as well be in a hotel room, yeah
It doesn't matter 'cause I'm so consumed
Spending all my nights reading texts from you

Oh, I'm good at keeping my distance
I know that you're the feeling I'm missing
You know that I hate to admit it
But everything means nothing if I can't have you

I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?

I'm so sorry that my timing's off
But I can't move on if we're still gonna talk
Is it wrong for me to not want half?
I want all of you, all the strings attached

Oh, I'm good at keeping my distance
I know that you're the feeling I'm missing
You know that I hate to admit it
But everything means nothing if I can't have you

I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?
I can't write one song that's not about you
Can't drink without thinking about you
Is it too late to tell you that
Everything means nothing if I can't have you?

I'm trying to move on, forget you, but I hold on
Everything means nothing, everything means nothing, babe
I'm trying to move on, forget you, but I hold on
Everything means nothing if I can't have you, no

I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you? (Can't have you)
I can't write one song that's not about you
Can't drink without thinking about you
Is it too late to tell you that
Everything means nothing if I can't have you?","pop, Canadian, folk, male vocalists, acoustic"
29,30,"""Goodbyes""",Post Malone featuring Young Thug,"6 ContributorsTranslationsEnglishTürkçePortuguêsPolskiItalianoDeutschFrançaisفارسیNederlandsČeskyРусский (Russian)Post Malone - Goodbyes ft. Young Thug (Traducción al Español) Lyrics

Kurt y yo sentimos lo mismo, demasiado placer es dolor
Mi chica me escupe en vano, todo lo que hago es quejarme
Necesita que algo cambie, necesito salir del margen
Así que a la mierda todo esta noche
Y no me digas que me calle
Cuando sabes que hablas demasiado
Pero no tienes una mierda que decir (Decir)

Quiero que salgas de mi cabeza
Quiero que salgas de mi habitación esta noche (Habitación)
No hay manera de que pueda salvarte (Salvarte)
Porque yo también necesito ser salvado
No soy bueno con las despedidas

Los dos estamos actuando como locos, pero somos demasiado tercos para cambiar
Ahora estoy bebiendo otra vez, con 80 grados de alcohol en mis venas
Y mis dedos se tiñeron, mirando por encima del borde
No me jodas esta noche
Dijiste que necesitabas este corazón, ahora lo tienes (Lo tienes)
Resulta que no era lo que querías (Querías)
Y como no lo soltabamos, lo perdimos
Ahora soy un desahuciado

Quiero que salgas de mi cabeza (Cabeza)
Quiero que salgas de mi habitación esta noche (Habitación)
No hay manera de que pueda salvarte (Salvarte)
Porque yo también necesito ser salvado (Salvado, también)
No soy bueno con las despedidas

Te quiero fuera de mi vida
Te quiero de vuelta aquí esta noche
Estoy tratando de cortarte, sin cuchillo
Quiero rebanarte y cortarte en cubitos
Mi argumento es posesivo, te hizo preciso
¿No puedes apagar el televisor? Estoy viendo la pelea
Inundé el garaje, de diamante azul, sin tiburón
Eres una muñeca de Barbie, como Nicki Minaj
No necesitas una llave para conducir, tu coche tiene el cargador
Solo quiero ver el lado, ese que no es molestado (Sí)
Y no quiero que nunca salgas afuera (Afuera)
Prometo que si te engañan, mis colegas aparecerán (Aparecerán)
La estoy follando, y el autobús del tour sigue andando (Andando)
Sí, sí, sí, sí, sí

Quiero que salgas de mi cabeza (Cabeza)
Quiero que salgas de mi habitación esta noche (Habitación)
No hay manera de que pueda salvarte (Salvarte)
Porque yo también necesito ser salvado (Salvado, también)
No soy bueno con las despedidas

Adiós, adiós, adiós (Adiós, adiós)
Adiós, adiós, adiós (Adiós, adiós)
(Sí, sí, sí, sí, sí)
Adiós, adiós, adiós (Adiós, adiós, adiós)
No soy bueno con las despedidas
Adiós, adiós, adiós (Adiós, adiós)
Adiós, adiós, adiós (Adiós, adiós)
Adiós, adiós, adiós (Adiós, adiós)
No soy bueno con las despedidas",
30,31,"""Zeze""",Kodak Black featuring Travis Scott and Offset,"2 ContributorsTranslationsEnglishРусский (Russian)Kodak Black - ZEZE ft. Travis Scott & Offset (Tradução em Português) Lyrics

D.A. tem aquela droga!

Água gelada, virou Atlântica (Congelou)
De noite em um Phantom (Skrrt, Skrrt)
Falei pra essas putas não entrarem em pânico
Tomei uma ilha, (Yeah) inundou a mansão (Muita água)
Abaixei o teto, mais expansão
Dirija um carro em que você possa ficar (It's lit)
Vejo as vadias cobertas (Nos lençóis)
Eu sou um amante de bundas e peitos (Bunda grande)
Acho que todos nós fizemos um pro outro
Agora que todos os parças estão livres (Yeah, yeah)
E estamos fora nessas ruas (Tudo bem)
Você pode fazer isso, você pode rebolar pra mim?

Entrando em um Demon, por Deus (Por Deus)
Parece que eu ainda faço fraude (Fraude)
Voando no jato particular com uma arma (Arma)
Esse merda Z, essa merda Z (Essa merda Z)
Entrando em um Demon, por Deus (Por Deus)
Parece que eu ainda faço fraude (Fraude)
Voando no jato particular com uma arma (Arma)
Esse merda Z, essa merda Z (Essa merda Z)

Offset!
Explodi os miolos do carro (Boom)
A polícia quer falar, mas eu tô no mudo (Woo-woo, hey)
Vou cravejar o pulso dela porque ela é fofa (Ice, ice)
Transo com ela em um iate, mergulho numa piscina (Yeah)
Ela é viciada (Viciada), viciada pelo estilo de vida e pelo Patek (Patek)
Paizão, você já sentiu os tecidos da Chanel? (Chanel)
Vou ser estiloso até a morte, preciso de um caixão (Estiloso)
E temos mais listras do que o árbitro, ele falta, TEC nele (Bow, listras)
No meio do campo igual o David Beckham (Campo, bow-bow)
Todos os meus manos presos, de verdade, tô tentando ajudá-los (Liberdade, Liberdade)
Quando eu ganhei um milhão, me deu arrepios, não sei o que aconteceu (Hoo, arrepios)
Tomo pílulas, faço o que eu quero, eu tô naquele zumbi (Hey, hoo)
Eu sou mais o Gaddafi, não sou nenhum Gandhi (Gaddafi, hey)
Eu sou mais o David, Golias correndo (Hey, hey)
Os manos são clonados, eu acho engraçado (Clone, haha)
Somos do Nawf, direto da masmorra (Somos do Nawf, hey)
Eu vou na boca dela, ela não pode me dizer nada (Eghck, eghck, egchk)
300, o relógio tá fora do seu orçamento (Woo, woo, 300)
A maldade me pegou
Yeah, e essa arma saiu direto da Rússia

Água gelada, virou Atlântica (Congelou)
De noite em um Phantom (Skrrt, Skrrt)
Falei pra essas putas não entrarem em pânico
Tomei uma ilha, (Yeah) inundou a mansão (Muita água)
Abaixei o teto, mais expansão
Dirija um carro em que você possa ficar (It's lit)
Vejo as vadias cobertas (Nos lençóis)
Eu sou um amante de bundas e peitos (Bunda grande)
Acho que todos nós fizemos um pro outro
Agora que todos os parças estão livres (Yeah, yeah)
E estamos fora nessas ruas (Tudo bem)
Você pode fazer isso, você pode rebolar pra mim?

Entrando em um Demon, por Deus (Por Deus)
Parece que eu ainda faço fraude (Fraude)
Voando no jato particular com uma arma (Arma)
Esse merda Z, essa merda Z (Essa merda Z)
Entrando em um Demon, por Deus (Por Deus)
Parece que eu ainda faço fraude (Fraude)
Voando no jato particular com uma arma (Arma)
Esse merda Z, essa merda Z (Essa merda Z)

Em um Hellcat porque eu fui criado no inferno
Homem feito, eu não devo favor pra nenhum mano
Quando você conseguir esse dinheiro, mano, mantenha seu coração
Eu tô deslizando no carro, não precisa de chave pra ligar
Eu levo a arma comigo no BET Awards
Quando seu poço secar, você sabe que precisa de mim pra isso
Quando eu estaciono no Buick, você sabe o que tô fazendo
Se a polícia ficar atrás de mim, eu vou fugir e vazar
Dormindo na paleta me transformou em um selvagem
Eu sou um bebê do projeto, agora moro em Calabasas
Como se eu ainda servisse aos demônios, como se ainda estivesse afirmando
Eu tô bebendo lean, tento manter o equilíbrio
Andando naquela Z-Walk, Dickie's com meus Reeboks
Eu não falo muito, apenas deixo a arma falar
Suas joias mexem na água, diamantes tipo re-rock
Minha mina cavalga no pau como se tivesse numa gangorra
Quando eu entrei na cena, eu tava com uma mira
Quando eu entrei na Beam', eu tava de Celine
Garotinha, você é apenas uma aventura, não é isso que quero dizer
Dinheiro pulando pra fora do meu jeans, igual eu faço o esquema

Entrando em um Demon, por Deus (Por Deus)
Parece que eu ainda faço fraude (Fraude)
Voando no jato particular com uma arma (Arma)
Esse merda Z, essa merda Z (Essa merda Z)
Entrando em um Demon, por Deus (Por Deus)
Parece que eu ainda faço fraude (Fraude)
Voando no jato particular com uma arma (Arma)
Esse merda Z, essa merda Z (Essa merda Z)

Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh",
31,32,"""Better Now""",Post Malone,"179 ContributorsTranslationsTürkçeEspañolPortuguêsFrançaisفارسیNederlands简体中文 (Simplified Chinese)DeutschРусский (Russian)Better Now LyricsOn “Better Now,” Post reminisces about a past relationship.
He believes that his emotions mirror those of his ex. They are likely both masking the fact that they still have feelings for each other in an… Read More 
You probably think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh woah

I did not believe that it would end, no
Everything came second to the Benzo
You're not even speakin' to my friends, no
You knew all my uncles and my aunts though
Twenty candles, blow 'em out and open your eyes
We were lookin' forward to the rest of our lives
Used to keep my picture posted by your bedside
Now it's in your dresser with the socks you don't like
And I'm rollin', rollin', rollin', rollin'
With my brothers like it's Jonas, Jonas
Drinkin' Henny and I'm tryna forget
But I can't get this shit outta my head

You probably think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh woah

I seen you with your other dude
He seemed like he was pretty cool
I was so broken over you
Life, it goes on, what can you do?
I just wonder what it's gonna take (What's it gonna take?)
Another foreign or a bigger chain (Bigger chain)
Because no matter how my life has changed (No matter how my life has changed)
I keep on looking back on better days

You probably think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh woah

I promise
I swear to you, I'll be okay
You're only the love of my life (Love of my life)

You probably think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
You know I say that I am better now, better now
I only say that 'cause you're not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything, woulda gave you everything
Oh woah","Hip-Hop, rap, trap, cloud rap, pop"
32,33,"""Youngblood""",5 Seconds of Summer,"149 ContributorsTranslationsEspañolPortuguêsPolskiYoungblood LyricsOn “Youngblood,” 5SOS sing about the push and pulls of a relationship. In this song, we see 5SOS move further away from their defining sound from previous albums and see the growth and maturity in their… Read More 
Remember the words you told me
""Love me 'til the day I die""?
Surrender my everything
'Cause you made me believe you're mine
Yeah, you used to call me ""baby""
Now, you're callin' me by name (Mm)
Takes one to know one, yeah
You beat me at my own damn game
You push and you push and I'm pullin' away
Pullin' away from ya
I give and I give and I give and you take
Give and you take

Youngblood
Say you want me, say you want me outta your life
And I'm just a dead man walkin' tonight
But you need it, yeah, you need it all of the time, yeah (Ooh)
Youngblood
Say you want me, say you want me back in your life
So I'm just a dead man crawlin' tonight
'Cause I need it, yeah, I need it all of the time, yeah (Ooh)

Lately, our conversations
End like it's the last goodbye
Then one of us gets too drunk
And calls about a hundred times
So who you been callin' ""baby""?
Nobody could take my place
When you're lookin' at those strangers
Hope to God you see my face (Ooh)

Youngblood
Say you want me, say you want me outta your life
And I'm just a dead man walkin' tonight
But you need it, yeah, you need it all of the time, yeah (Ooh)
Youngblood
Say you want me, say you want me back in your life
So I'm just a dead man crawlin' tonight
'Cause I need it, yeah, I need it all of the time, yeah (Ooh)

You push and you push and I'm pullin' away
Pullin' away from ya
I give and I give and I give and you take
Give and you take
You're runnin' around and I'm runnin' away
Runnin' away from ya, mm, from ya

Youngblood
Say you want me, say you want me outta your life
And I'm just a dead man walkin' tonight
But you need it, yeah, you need it all of the time, yeah (Ooh)
Youngblood
Say you want me, say you want me back in your life
So I'm just a dead man crawlin' tonight
'Cause I need it, yeah, I need it all of the time, yeah (Ooh)

You push and you push and I'm pullin' away
Pullin' away from ya
I give and I give and I give and you take
Give and you take
Youngblood
Say you want me, say you want me outta your life
And I'm just a dead man walkin' tonight","pop punk, pop rock, pop, australian, rock"
