Unnamed: 0,No.,Title,Artist(s),lyrics,genres
10,11,"""Sara Smile""",Daryl Hall & John Oates,"20 ContributorsSara Smile Lyrics“Sara Smile” is dedicated to Sara Allen, Daryl Hall’s girlfriend until 2001. She was also a co-writer of a few of Hall & Oates' more famous songs, such as “Maneater”.
Baby hair, with a woman's eyes
I can feel you watchin' in the night
All alone with me and we're waiting for the sunlight

When I feel cold, you warm me
And when I feel I can't go on
You come and hold me
It's you and me forever

Sara, (smile) smile
Oh, won't you (smile) smile awhile for me, Sara

If you feel like leavin', you know you can go
But why don't you stay until tomorrow
If you want to be free
You know all you got to do is say so

When you feel cold, I'll warm you
And when you feel you can't go on
I'll come and hold you
It's you and me forever

Sara, (smile) smile
Oh, won't you (smile) smile awhile for me, Sara
Sara, (smile) smile
Oh, won't you smile (smile) awhile for me, Sara

(Smile) Smile awhile
Oh, won't you smile (smile) awhile for me, Sara
Woah, (smile) smile awhile
Won't you laugh, Sara
So thank you (smile) for making me
Make me feel like a man
Not keeping me crazy, crazy
(Smile) Smile awhile, oh
(Smile)","80s, pop, soft rock, classic rock, rock"
11,12,"""Afternoon Delight""",Starland Vocal Band,"22 ContributorsAfternoon Delight LyricsA 1976 No. 1 hit that was somewhat controversial due to the sexually suggestive theme.
It made a comeback when it appeared on the soundtrack for the movie Anchorman in 2004.
Gonna find my baby, gonna hold her tight
Gonna grab some afternoon delight
My motto's always been ""when it's right, it's right""
Why wait until the middle of a cold, dark night?

When everything's a little clearer in the light of day
And we know the night is always gonna be here anyway

Thinking of you's working up my appetite
Looking forward to a little afternoon delight
Rubbing sticks and stones together, make the sparks ignite
And the thought of rubbing you is getting so exciting

Skyrockets in flight
Afternoon delight
Afternoon delight
Afternoon delight

Started out this morning feeling so polite
I always thought a fish could not be caught who didn't bite
But you got some bait awaiting and I think I might
Like nibbling a little afternoon delight

Skyrockets in flight
Afternoon delight
Afternoon delight
Afternoon delight

Be waiting for me, baby, when I come around
We can make a lot of loving 'fore the sun gone down

Thinking of you's working up my appetite
Looking forward to a little afternoon delight
Rubbing sticks and stones together, make the sparks ignite
And the thought of rubbing you is getting so exciting

Skyrockets in flight
Afternoon delight
Afternoon delight
Afternoon delight","pop, soft rock, 70s, classic rock, oldies"
12,13,"""I Write the Songs""",Barry Manilow,"12 ContributorsI Write the Songs Lyrics“I Write the Songs” was written by Bruce Johnston (of The Beach Boys) and was first released by Captain & Tennille on their debut album in May, 1975. It was featured on Barry’s album Tryin' to Get the Feeling… Read More 
I've been alive forever
And I wrote the very first song
I put the words and the melodies together
I am music and I write the songs

I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

My home lies deep within you
And I've got my own place in your soul
Now when I look out through your eyes
I'm young again, even though I'm very old

I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

Oh, my music makes you dance
And gives your spirit to take a chance
And I wrote some rock 'n' roll so you can move
Music fills your heart, well, that's a real fine place to start
It's from me, it's for you
It's from you, it's from me
It's a worldwide symphony

I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

I am music (Music) and I write the songs","pop, easy listening, 80s, soft rock, oldies"
13,14,"""Fly, Robin, Fly""",Silver Convention,"9 ContributorsFly Robin Fly LyricsFly Robin Fly was written by Stephan Prager and Sylvester Levay. The original working song title was “Run Rabbit Run.”
The song topped the Billboard Hot 100, R&B and Hot Disco\Dance charts in 1975. They… Read More Fly, robin fly
Fly, robin fly
Fly, robin fly
Up, up to the sky
Fly, robin fly
Fly, robin fly
Fly, robin fly
Up, up to the sky
Fly, robin fly
Fly, robin fly
Fly, robin fly
Up, up to the sky","Disco, 70s, pop, funk, soul"
14,15,"""Love Hangover""",Diana Ross,"21 ContributorsLove Hangover Lyrics“Love Hangover” was written by Marilyn McLeod and Pamela Sawyer & produced by Hal Davis.
In 1975, Hal recorded the instrumental track to the song, thinking that the song would be good for either Marvin Gaye… Read More Part I
If there's a cure for this
I don't want it
I don't want it
If there's a cure for this
I don't want it
I don't want it
I think about it all the time
Thinking only makes me smile
And say, hey
I don't wanna shake it
I love the love you're making
If there's a cure for this
I don't want it
I don't want it
If there's a remedy
I'll run from it
From it
I think about it all the time
Never let it out of my mind
'Cause I love you

I've got the sweetest hangover
I don't wanna get over
The sweetest hangover
Yeah
I don't wanna get over
(Sweet love)
(Sweet love)
(I don't want a cure for this)
(I don't want a cure for this, ha)
(I don't want a cure for this)
(I don't want a cure for this, ha)
(I don't want a cure for this)
(I don't want a cure, I don't want a cure for this)
I've got the sweetest hangover
Sweetest hangover
Yeah
(I don't wanna get over)
(I don't wanna get, I don't wanna get)
(Over)
Part II
Ooh, I don't need no cure
I don't need no cure
I don't need no cure

Sweet loving
(Sweet, sweet, sweet, sweet love)
Sweet, sweet love
Sweet, sweet loving lover
(Sweet, sweet, sweet, sweet love)
(Sweet, sweet, sweet, sweet love)
(Sweet, sweet, sweet, sweet love)
(Sweet, sweet, sweet, sweet love)
Woo woo hoo yeah (Sweet, sweet, sweet, sweet love)
Woo woo hoo yeah (Sweet, sweet, sweet, sweet love)
Don't want it, don't need it
Don't want it, don't need it, yeah
(Sweet, sweet, sweet, sweet love)
Don't call a doctor (Sweet, sweet, sweet, sweet love)
Don't call her mama
Don't call a preacher
No, I don't need it
I don't need it (Sweet, sweet, sweet, sweet love)
'Cause if there's a cure for this, I don't want it
I don't want it

(I love to love you)
(Sweet, ah)
(I love to love you)
(Sweet, ah)
Sweet love (I love to love you)
I love you (Sweet, ah)
Sweet love (I love to love you)
Mean love (Sweet, ah)
Bad love (I love to love you)
Sweet love (Sweet, ah)
Hangover (I love to love you)
I don't want no cure (Sweet, ah)
Sweet love hangover (I love to love you)
Love, love, love (Sweet, ah)
(I love to love you)
Love hangover (Sweet, ah)
I don't want no cure (I love to love you)
I don't want no cure (Sweet, ah)
I don't want no cure for this (I love to love you)
Sweet love hangover (Sweet, ah)
(I love to love you)
Hoo, yeah (Sweet, ah)
(I love to love you)
(Sweet, ah)
If there's a cure for this (I love to love you)
I don't want it (Sweet, ah)
You know I don't want it (I love to love you)
(Sweet, ah)
If there's a cure for this (I love to love you)
(Sweet, ah)
I don't want it (I love to love you)
(Sweet, ah)
I don't want it (I love to love you)
No, no, I don't want it (Sweet, ah)
If there's a cure for this, I don't need it
(Sweet, sweet, sweet, sweet love)
Get away from here with that cure
(Sweet, sweet, sweet, sweet love)
(Sweet, sweet, sweet, sweet love)
(Sweet, sweet, sweet, sweet love)
(Sweet, sweet, sweet, sweet love)
(Sweet, sweet, sweet, sweet love)
(Sweet, sweet, sweet, sweet love)","soul, Disco, pop, female vocalists, motown"
15,16,"""Get Closer""",Seals and Crofts,"8 ContributorsGet Closer LyricsDarlin', if you want me to be closer to you, get closer to me
Darlin', if you want me to be closer to you, get closer to me
Darlin', if you want me to love, love only you, then love only me
Darlin', if you want me to see, see only you, then see only me
There's a line, I can't cross over
It's no good for me and it's no good for you
And there's a feelin', deep down inside me
I can't explain it and you're wondering why
You say we've been like strangers
But I'm not the others you can wrap 'round your fingers
Darlin', if you want me to be closer to you, get closer to me
Darlin', if you want me to be closer to you, get closer to me
Darlin', if you want me to love, love only you, then love only me
Darlin', if you want me to see, see only you, then see only me
There was a time when I would come runnin'
Drop everything for the touch of your hand in mine
You were blind
And now you regret it
'Cause I can't forget it
It's locked in my mind
And I can't go on livin'
Day to day wondering if we'll be here tomorrow
People change and you're changin'
And I've given you my all
There's no more to borrow

Darlin', if you want me to be closer to you, get closer to me
Darlin', if you want me to be (If you want me to be)
Closer to you, get closer to me
Darlin' (Darlin'), if you want me to be (If you want me to be)
Closer to you, get closer to me (Closer, closer)
Darlin' (Darlin'), if you want me to be (If you want me to be)
Closer to you, get closer to me
Darlin' (Darlin'), if you want me to be","soft rock, 70s, classic rock, folk, rock"
16,17,"""More, More, More""",Andrea True Connection,"14 ContributorsMore, More, More LyricsOne of the biggest hits of the disco era, this song charted at No. 4 on Billboard’s Hot 100. The song was recorded in 1975, when True traveled to Jamaica to act in some TV commercials but found herself… Read More 
Ooh, how do you like your love?
Ooh, how do you like your love?

But if you want to know
How I really feel
Just get the cameras rollin'
Get the action goin'
Baby, you know
My love for you is real
So take me where you want to
Me and my heart, you steal

(More, more, more)
How do you like it? How do you like it?
(More, more, more)
How do you like it? How do you like it?
(More, more, more)
How do you like it? How do you like it?

Ooh, how do you like your love?
Ooh, how do you like your love?

But if you want to know
How I really feel
Just get the cameras rollin'
Get the action goin'
Baby, you know
My love for you is real
So take me where you want to
Me and my heart, you steal

(More, more, more)
How do you like it? How do you like it?
(More, more, more)
How do you like it? How do you like it?
(More, more, more)
How do you like it? How do you like your love?

But if you want to know
How I really feel
Get the cameras rollin'
Get the action goin'

(More, more, more)
How do you like it? How do you like it?
(More, more, more)
How do you like it? How do you like it?
(More, more, more)
How do you like it? How do you like it?","Disco, 70s, pop, dance, female vocalists"
17,18,"""Bohemian Rhapsody""",Queen,"497 ContributorsTranslationsDeutschTürkçeไทย (Thai)EspañolPortuguêsفارسیFrançaisPolskiРусский (Russian)ČeskyBohemian Rhapsody LyricsWidely considered to be one of the greatest songs of all time, “Bohemian Rhapsody” was the first single released from Queen’s fourth studio album, A Night at the Opera. It became an international success… Read More 
Is this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open your eyes, look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go, little high, little low
Any way the wind blows doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head, pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooh, didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters

Too late, my time has come
Sends shivers down my spine, body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth
Mama, ooh (Any way the wind blows)
I don't wanna die
I sometimes wish I'd never been born at all


I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very, very frightening me
(Galileo) Galileo, (Galileo) Galileo, Galileo Figaro magnifico (Oh-oh-oh-oh)
But I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come, easy go, will you let me go?
Bismillah, no, we will not let you go
(Let him go) Bismillah, we will not let you go
(Let him go) Bismillah, we will not let you go
(Let me go) Will not let you go
(Let me go) Will not let you go
(Never, never, never, never let me go) Ah
No, no, no, no, no, no, no
(Oh, mamma mia, mamma mia) Mamma mia, let me go
Beelzebub has a devil put aside for me, for me, for me
So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby
Just gotta get out, just gotta get right outta here

(Ooh)
(Ooh, yeah, ooh, yeah)
Nothing really matters, anyone can see
Nothing really matters
Nothing really matters to me
Any way the wind blows","classic rock, rock, hard rock, glam rock, 80s"
18,19,"""Misty Blue""",Dorothy Moore,"10 ContributorsMisty Blue Lyrics
Oh, it's been such a long, long time
Looks like I'd get you off my mind
Oh, but I can't
Just the thought of you (Just the thought of you)
Turns my whole world misty blue (Misty blue)

Oh honey, just the mention of your name (Just your name)
Turns the flicker to a flame
Listen to me good, baby
I think of the things we used to do
And my whole world turns misty blue (Misty blue)

Oh, oh, oh baby, I should forget you
Heaven knows I've tried (You know I've tried)
Baby, when I say that I'm glad we're through
Deep in my heart I know I've lied
I've lied, I've lied
Ooh (Just the thought of you, misty blue)

Oh honey, it's been such a long, long time
Looks like I'd get you off my mind
But I can't
Just the thought of you, my love (Just the thought of you)
My whole world turns misty blue (Misty blue)

Oh, oh, oh, oh, I can't, oh, I can't
Oh, I can't forget you
My whole world turns misty blue (Misty blue)
Oh, oh, oh, oh, my love
My whole world turns misty blue (Misty blue)
Baby, baby, baby, baby, baby, I can't forget you
My whole world turns misty blue","soul, female vocalists, Southern Soul, rhythm and blues, stax"
19,20,"""Boogie Fever""",The Sylvers,"10 ContributorsBoogie Fever Lyrics“Boogie Fever” is a single on The Sylvers‘ fourth album Showcase.
“Boogie Fever” topped the Billboard Hot 100 for a week in May 1976 and Billboard’s Hot Soul Singles chart in March of 1976.
It also topped… Read More Boogie fever
Got to boogie down
Boogie fever
I think it's going around
I took my baby to the drive-in show
She turned the speaker down
And then she turned on the radio
I watched a silent movie digging funky sound
She's got the boogie fever
She likes to boogie down
Uh huh, she's got the boogie fever
I think it's going around
I took my baby to the pizza parlor (Pizza parlor)
To get a bite to eat.  Ah, ah, ah
I put some money in the jukebox for her
You know she ate a pizza dancing to the beat
She's got the boogie fever
She likes to boogie down
Uh huh, she's got the boogie fever
I think it's going around
All night long, we did the bump, bump, bump
Yes we did, yes we did, yes we did, yeah.  (Yeah.)
She kept it going strong doing the bump, bump, bump
Doing the bump, bump, bump, yeah.  (Yeah.)

I called my doctor on the telephone.  (Doctor, doctor)
Said doctor, doctor, please, I-I-I
I got this feeling rocking and a-reeling
Tell me, what can it be?
Is it some new disease?
They call it boogie fever
You got to boogie down
Uh huh, just get on down
Boogie fever
I think it's going around
Fever
Fever
Fever
Oooh, oooh, oooh
Oooh, oooh, oooh
Oooh, oooh, oooh
All night long, we did the bump, bump, bump
Yes we did, yes we did, yes we did.  (Yeah.)
She kept it going strong doing the bump, bump, bump
Yeah
Everybody's got the boogie fever.  (Boogie fever, baby.)
Boogie down
Just get on down, just get on down
Boogie fever.  (B-B-Boogie fever, baby.)
I think it's going around and around and around

I said I (I) got the boogie fever
And I said you (You) got the boogie fever
And I said she's (She's) got the boogie fever
Everybody's got the boogie fever
Boogie fever
You got to boogie down
Just get on down, just get on down
Boogie fever.  (B-B-Boogie fever, baby.)
I think it's going around","soul, funk, Disco, 70s, Old School soul"
20,21,"""I'd Really Love to See You Tonight""",England Dan & John Ford Coley,"17 ContributorsI’d Really Love to See You Tonight LyricsThe duo’s biggest hit song was this one that reached No. 2 on Billboard’s Hot 100 chart. Decades later, Seals would cover the song on his own in a country-music style.
Hello, yeah, it's been a while
Not much, how about you?
I'm not sure why I called
I guess I really just wanted to talk to you

And I was thinking maybe later on
We could get together for a while
It's been such a long time
And I really do miss your smile

I'm not talkin' 'bout moving in
And I don't wanna change your life
But, there's a warm wind blowing, the stars are out
And I'd really love to see you tonight

We could go walking through a windy park
Take a drive along the beach
Or stay at home and watch TV
You see, it really doesn't matter much to me

I'm not talkin' 'bout moving in
And I don't wanna change your life
But, there's a warm wind blowing, the stars are out
And I'd really love to see you tonight

I won't ask for promises
So you don't have to lie
We've both played that game before
Say I love you then say goodbye

I'm not talkin' 'bout moving in (I'm not talking)
And I don't wanna change your life
But, there's a warm wind blowing, the stars are out
And I'd really love to see you tonight
(Really love to see you tonight)
I'm not talkin' 'bout moving in (I'm not talking)
And I don't wanna change your life
But, there's a warm wind blowing, the stars are out
And I'd really love to see you tonight
(Really love to see you tonight)
I'm not talkin' 'bout moving in (I'm not talking)
And I don't wanna change your life
But, there's a warm wind blowing, the stars are out
And I'd really love to see you tonight
(Really love to see...)","classic rock, soft rock, country rock, rock, 70s"
21,22,"""You Sexy Thing""",Hot Chocolate,"31 ContributorsYou Sexy Thing LyricsOne of the only two songs that made it to the UK top ten charts in three decades – ‘70s, '80s and '90s. The other one is John Lennon’s “Imagine”.

Quite risque lyrics for the ‘70s; even the single cover is… Read More 
I believe in miracles
Where you from?
You sexy thing
(Sexy thing, you)
I believe in miracles
Since you came along
You sexy thing

Miracles right before my eyes
You sexy thing got me hypnotized
Don't stop what ya' doing
What ya' doing to me
My angel from above lying next to me
How did you know I one
Been a long time coming, only just begun
Doing all the things that makes my heart sing
Keep doing what you're doing, you sexy thing

Where did you come from, baby?
How did you know I needed you?
How did you know I needed you so badly
How did you know I'd give my heart gladly
Yesterday I was one of the lonely people
Now you're lying next to me
Making love to me

I believe in miracles
Where you from?
You sexy thing
(You sexy thing, you)
I believe in miracles
Since you came along
You sexy thing

Only yesterday, I was on my own
Just another day later, my mind was blown
You sexy thing, come into my life
Forever and a day, it feels so right
How did ya' know that I'd be the one
Been a long time coming only just begun
Doing all the things that makes my heart sing
Keep doing what you're doing, you sexy thing

Where did you come from, angel?
How did you know I'd be the one?
Did you know you're everything I prayed for?
Did you know, every night and day for?
Every day, needing love as satisfaction
Now you're lying next to me, giving it to me

I believe in miracles
Where you from?
You sexy thing
(You sexy thing, you)
I believe in miracles
Since you came along
You sexy thing

Oh, kiss me, you sexy thing
Touch me, baby, you sexy thing
I love the way you touch me, darling, you sexy thing
Oh, it's ecstasy, you sexy thing

Yesterday, I was one of the lonely people
Now you're lying close to me, giving it to me

I believe in miracles
Where you from?
You sexy thing
(Sexy thing, you)
I believe in miracles
Since you came along, you sexy thing

Oh, touch me
Kiss me, darling
I love the way you hold me, baby
Oh, it's ecstasy
Oh, it's ecstasy (Sexy thing, you sexy thing, you)
Kiss me, baby (Sexy thing, you sexy thing, you)
I love the way you kiss me, darling (Sexy thing, you sexy thing, you)
Oh, yeah (Sexy thing, you sexy thing, you)
Love the way you hold me (Sexy thing, you sexy thing, you)
Keep on lovin' me, darling (Sexy thing, you sexy thing, you)
Keep on lovin' me, baby (Sexy thing, you sexy thing, you)
Ah, ah, ah-ha, yeah","Disco, funk, 70s, soul, pop"
22,23,"""Love Hurts""",Nazareth,"27 ContributorsLove Hurts LyricsThe hard rock group Nazareth took in 1974 sweet melody and quite corny lyrics by the then (1960) very popular Everly Brothers (Their version) and converted it to a soulful, hard driving rock ballade.
It… Read More 

Love hurts, love scars
Love wounds and mars
Any heart
Not tough or strong enough
To take a lot of pain, take a lot of pain
Love is like a cloud
Holds a lot of rain
Love hurts
Ooh, ooh love hurts

I'm young, I know, but even so
I know a thing or two
I learned from you
I really learned a lot, really learned a lot
Love is like a flame
It burns you when it's hot
Love hurts
Ooh, ooh love hurts

Some fools think of happiness
Blissfulness, togetherness
Some fools fool themselves, I guess
They're not foolin' me

I know it isn't true
I know it isn't true
Love is just a lie
Made to make you blue
Love hurts
Ooh, ooh love hurts
Ooh, ooh love hurts


I know it isn't true
I know it isn't true
Love is just a lie
Made to make you blue
Love hurts
Ooh, ooh love hurts
Ooh, ooh love hurts
Ooh, ooh...","hard rock, classic rock, rock, 70s, heavy metal"
23,24,"""Get Up and Boogie""",Silver Convention,"6 ContributorsGet Up and Boogie Lyrics(That's right)
Get up and boogie, get up and boogie
(That's right)
Get up and boogie, get up and boogie
(That's right)
Get up and boogie, get up and boogie
Boogie, boogie
(That's right)
Get up and boogie, get up and boogie
(That's right)
Get up and boogie, get up and boogie
(That's right)
Boogie, boogie
(That's right)
Get up and boogie, get up and boogie
(That's right)
Get up and boogie, get up and boogie
Boogie, boogie
(That's right)
Get up and boogie, get up and boogie
Get up and boogie, get up and boogie
Get up and boogie, get up and boogie
Get up and boogie, get up and boogie","Disco, 70s, pop, funk, soul"
24,25,"""Take It to the Limit""",Eagles,"39 ContributorsTake It to the Limit Lyrics
All alone at the end of the evening
When the bright lights have faded to blue
I was thinking 'bout a woman who might have loved me, I never knew
You know I've always been a dreamer
(Spent my life running 'round) and it's so hard to change
(Can't seem to settle down) but the dreams I've seen lately
Keep on turning out and burning out and turning out the same

So put me on a highway
And show me a sign
And take it to the limit one more time

You can spend all your time making money
You can spend all your love making time
If it all fell to pieces tomorrow, would you still be mine?
And when you're looking for your freedom (Nobody seems to care)
And you can't find the door (Can't find it anywhere)
When there's nothing to believe in
Still you're coming back, you're running back, you're coming back for more

So put me on a highway
And show me a sign
And take it to the limit one more time

Take it to the limit
Take it to the limit
Take it to the limit one more time
Take it to the limit (Wee-ee)
Take it to the limit (C'mon)
Take it to the limit one more time
Take it to the limit (Wee-ee)
Take it to the limit (You gotta)
Take it to the limit one more time
Take it to the limit
Take it to the limit
Take it to the limit one more time
Take it to the limit (Wee-ee)
Take it to the limit (Come on and)
Take it to the limit one more time
Take it to the limit (Ah-ah)
Take it to the limit (Ah-ah)
Take it to the limit one more time
Take it to the limit
Take it to the limit","classic rock, rock, 70s, soft rock, country"
25,26,"""(Shake, Shake, Shake) Shake Your Booty""",KC and the Sunshine Band,"27 Contributors(Shake, Shake, Shake) Shake Your Booty Lyrics
Ah everybody, get on the floor and let's dance
Don't fight your feelings, give yourself a chance

Shake, shake, shake, shake, shake, shake
Shake your booty, shake your booty
Oh, shake shake shake, shake shake shake
Shake your booty, shake your booty

Ah, you can, you can do it very well
You're the best in the world, I can tell

Shake, shake, shake, shake, shake, shake
Shake your booty, shake your booty
Oh, shake shake shake, shake shake shake
Shake your booty, shake your booty
Oh yeah

Shake, shake, shake, shake
Ah, shake, shake, shake, shake

Oh, shake, shake, shake, shake, shake, shake
Shake your booty, shake your booty
Oh, shake shake shake, shake shake shake
Shake your booty, shake your booty

Ah, shake, shake, shake, shake, shake your booty
Ah, don't fight the feeling
Shake, shake, shake, shake, shake your booty
Ah, give yourself a chance
Shake, shake, shake, shake, shake your booty
You can do it, do it
Shake, shake, shake, shake, shake your booty
Come home with momma now
Shake, shake, shake, shake, shake your booty
Woo-woo-woo-woo-woo, woo-woo-woo
Shake, shake, shake, shake, shake your booty
Ah, run down to sister
Shake, shake, a-ha, shake, shake, a-ha, come on, your booty
Ah, do your duty
A-ha, shake, shake, shake, shake

Oh, shake, shake, shake, shake, shake, shake
Shake your booty, shake your booty","Disco, funk, 70s, dance, pop"
26,27,"""Sweet Love""",Commodores,"5 ContributorsSweet Love Lyrics
Show me a river that's so deep
Show me a mountain so high
I'll show you love that lasts forever
Flying high, so high
Ah, show me a place where dreams are for dreamers
And all the things you wish come true, yeah
I wish the world had all happy people
Then there'd be no more wishing to do

Oh, oh, oh, oh, oh, sweet love
Oh, oh, oh, oh, oh, sweet love
Oh, oh, oh, oh, oh, oh, oooh
Ooooooooh, oooh, oooh, oooh, oooh, oooh
Sweet, sweet love

Sun shines over a rainbow
High on a hill
Take a ride on a magic carpet
And you'll know it's for real
The world is filled with all the lonely people
Trying to find their way
All they need is a hand
To guide them to a brighter day

Oh, oh, oh, oh, oh, oh, oh, sweet
(Sweet love) Sweet love
Oh, oh, oh, oh, oh. Well, well
(Sweet love) Sweet love
Oh, oh, oh, oh, oh, oh, oooh
Oooh, hoo, hoo, hoo, hoo, hoo, hoo, hoo, hoo, hoo, hoo
Oooh, oooh, oooh, oooh, yeah
Sweet love

Sweet love that comes through the ages
Reach out and touch my soul
Give my life so much meaning
And everyone a heart of gold

Oh, oh, oh, oh, oh, sweet love
Well, well, well
Oh, oh, oh, oh, oooh, oooh, oooh, sweet
(Sweet love) Sweet, sweet love
Oh, oh, oh, oh, oh
Sweet, sweet
(Oh) Sweet, sweet love (Oooh)
Oh, you needed love (Oh, oh, oh, oh, oh)
Oooh, oooh, oooh, oooh, oooh (Sweet love)
Sweet, sweet love
Oh, oh, oh, oh, oh, sweet love
Well


I know you're searching
I know you're searching for that love
A little peace and understanding
And I know it's been hard trying to find your way
But you got to keep on searching harder day by day
'Cause I want you and you, you, you, you, you, you, you, you, you, you, and you to stand on up, yes sir, and put a little love in your heart and a little heart in your love
Together we can make a way
Huh, listen to me
Don't ever wonder too hard, ah, of what I'm trying to say
'Cause it's love
Love's the only way

(Oh, oh, oh, oh, oh) Oh, nothing but love
Love
(Sweet love) Sweet love
Ow
(Oh, oh, oh, oh, oh) When you're down and out and you can't see your way
(Sweet love) And you need a friend, well, ah, ah
(Oh, oh, oh, oh, oh) Just call on love, love, love
(Sweet love) Sweet, sweet, sweet, sweet, sweet, sweet, sweet, sweet love","soul, funk, 70s, motown, rnb"
27,28,"""Right Back Where We Started From""",Maxine Nightingale,"21 ContributorsRight Back Where We Started From Lyrics
Ooooo, and it's alright and it's comin' on
We gotta get right back to where we started from
Love is good, love can be strong
We gotta get right back to where we started from
Ahh-ah-ahhh

Do you remember that day
(That sunny day)
When you first came my way
I said, no one could take your place
And if you get hurt
(If you get hurt)
By the little things I say
I can put that smile back on your face

Ooooo, and it's alright and it's comin' on
We gotta get right back to where we started from
Love is good, love can be strong
We gotta get right back to where we started from
Ahh-ah-hohhh-ah-hahh-hah
Mm-mm-hoo-hoo

A love like ours
(A love like ours)
Can never fade away
You know it's only just begun
You give me your love
(Give me your love)
I just can't stay away, no, no
I know you are the only one

Ooooo, and it's alright and it's comin' on
We gotta get right back to where we started from
Love is good, love can be strong
We gotta get right back to where we started from
Ahh-ah-hohhh-ah-woh-huhh


Ooo ooo ooo
You give me your love
(Give me your love)
I just can't stay away, no
I know you are the only one

Oooo, an it's alright and it's comin' on
We gotta get it right back to where we started from
Love is good, love can be strong
We gotta get right back to where we started from
It's alright and it's comin' on
We gotta get right back to where we started from
Love is good, love can be strong
We gotta get right back to where we started from
Alright and it's comin' on
We gotta get right back to where we started from
Love is good, love can be strong
We gotta get right back to where we started from
Alright and it's comin' on...","Disco, soul, 70s, pop, female vocalists"
28,29,"""Theme from S.W.A.T.""",Rhythm Heritage,,"funk, Disco, rhythm and blues, rock, instrumental"
