Unnamed: 0,No.,Title,Artist(s),lyrics,genres
29,30,"""Love Rollercoaster""",Ohio Players,"22 ContributorsLove Rollercoaster LyricsThe 1975 Funk/Disco hit, topping both R&B and pop charts.

Apparently inspired by a very turbulent flight inspiring   this description by one of the band members – “Someone on the plane commented that they… Read More 
Rollercoaster of love (Say what?)
Rollercoaster (Huh, huh)
Ooh ooh ooh ooh
Rollercoaster (Ride) of love
Rollercoaster
Ooh ooh ooh ooh
Rollercoaster of love (Love rollercoaster)
Rollercoaster (Bow wow wow, right!)
Ooh ooh ooh ooh
Rollercoaster of love
Rollercoaster
Ooh ooh ooh ooh

Your love is like a rollercoaster, baby, baby, all you do is ride (Love rollercoaster, love rollercoaster ride)
(Why don't you ride, child?)
Your love is like a rollercoaster, baby, baby, all you do is ride
Ride

Huh, huh
Don't you wanna ride, girl?
Listen here
Wow, wow
High, high

Rollercoaster of love (Say what?)
Rollercoaster (Love rollercoaster, girl)
Ooh ooh ooh ooh
(Listen) Rollercoaster of love (Huh, huh, huh)
Rollercoaster
Ooh ooh ooh ooh
Rollercoaster of love (Love rollercoaster, child)
Rollercoaster
Ooh ooh ooh ooh (Lovin' you is real damn wild)

Your love is like a rollercoaster, baby, baby, all you do is ride (Love rollercoaster, love rollercoaster ride)
(A crazy ride, girl)
Your love is like a rollercoaster, baby, baby, all you do is ride (Love rollercoaster, love rollercoaster ride)
Ride

What?
Huh, huh
(Ha-ha-ha)
Ha-hoo-hoo (Wow!)
Yeah, huh, (Huh-huh) yeah
Ow

Rollercoaster (Love rollercoaster, girl) of love
Rollercoaster
Ooh ooh ooh ooh (Loving you is a crazy world, child)
Rollercoaster (Huh) of love (Let me ride)
Rollercoaster (One more time)
Ooh ooh ooh ooh
Rollercoaster of love (High, high, high, high, child)
Rollercoaster (Whoa)
Ooh ooh ooh ooh (High)
Rollercoaster of love
(Ya-da-da-da-da-da-da) Rollercoaster
(A-da-da-da-da-da) Ooh ooh ooh ooh

Your love is like a rollercoaster, baby, baby, all you do is ride (Love rollercoaster, love rollercoaster ride)
(Why don't you let me ride sometime?)
Your love is like (Listen here) a rollercoaster, baby, baby, all you do is ride (You know one thing I like to ride?)
(I like to ride, girl, listen here)
Your love is like a rollercoaster, baby, baby, all you do is ride (I like to ride, I like to ride, high)
(Wow, wow, wow, child, woo)
Your love is like a rollercoaster, baby, baby, all you do is ride (Girl, love rollercoaster, girl)
(High, hey, high)

Your love is like a rollercoaster baby, baby, all you do is ride (Love rollercoaster, love rollercoaster ride)
(Ride on it, ride on it)
Your love is like a rollercoaster, baby, baby, all you do is ride (On the love rollercoaster, love rollercoaster ride)
(Ride on it, ride on it)
Your love is like a rollercoaster, baby, baby, all you do is ride (Why don't you let me ride on it? Ha-ha-ha)
(Your love rollercoaster)
Love's like you're on a rollercoaster, baby, baby, love's like a rollercoaster
Love's like you're on a rollercoaster, baby, baby, love's like a rollercoaster
Love's like you're on a rollercoaster, baby, baby, love's like a rollercoaster
Love's like you're on a rollercoaster, baby, baby, love's like a rollercoaster
Love's like you're on a rollercoaster, baby, baby, love's like a rollercoaster","funk, soul, 70s, Disco, rhythm and blues"
30,31,"""You Should Be Dancing""",Bee Gees,"28 ContributorsYou Should Be Dancing LyricsReleased as the first single off of their fourteenth studio album Children of the World in 1976, “You Should Be Dancing” spent a single week at the summit of the US Billboard Hot 100, and the top five in the… Read More 
My baby moves at midnight
Goes right on 'til the dawn
My woman, take me higher
My woman, keep me warm

What you doin' on your back? Hey
What you doin' on your back? Hey
You should be dancing, yeah
Dancing, yeah

She's juicy and she's trouble
She gets it to me good
My woman, give me power
Go right down to my blood

What you doin' on your back? Hey
What you doin' on your back? Hey
You should be dancing, yeah
Dancing, yeah
What you doin' on your back?
What you doin' on your back? Hey
You should be dancing, yeah
Dancing, yeah


My baby moves at midnight, yeah
Goes right on 'til the dawn, yeah
My woman takes me higher
My woman, keep me warm

What you doin' on your back? Hey
What you doin' on your back? Hey
You should be dancing, yeah
Dancing, yeah
What you doin' on your back? Hey
What you doin' on your back? Hey
You should be dancing, yeah
Dancing, yeah


You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah
You should be dancing, yeah","Disco, pop, 70s, classic rock, oldies"
31,32,"""You'll Never Find Another Love Like Mine""",Lou Rawls,"24 ContributorsTranslationsFilipinoYou’ll Never Find Another Love Like Mine Lyrics
You'll never find, as long as you live
Someone who loves you tender like I do
You'll never find, no matter where you search
Someone who cares about you the way I do

Whoa, I'm not braggin' on myself, baby
But I'm the one who loves you
And there's no one else! No one else

You'll never find, it'll take the end of all time
Someone to understand you like I do
You'll never find the rhythm, the rhyme
All the magic we shared, just us two

Whoa, I'm not tryin' to make you stay, baby
But I know somehow, someday, some way

You are (You're gonna miss my lovin')
You're gonna miss my lovin' (You're gonna miss my lovin')
You're gonna miss my lovin' (You're gonna miss my lovin')
You're gonna miss, you're gonna miss my love
Whoa, oh, oh, oh, oh (You're gonna miss my lovin')
Late in the midnight hour, baby (You're gonna miss my lovin')
When it's cold outside (You're gonna miss my lovin')
You're gonna miss, you're gonna miss my love

You'll never find another love like mine
Someone who needs you like I do
You'll never see what you've found in me
You'll keep searching and searching your whole life through

Whoa, I don't wish you no bad luck, baby
But there's no ifs and buts or maybes

(You're gonna) You're gonna miss (Miss my lovin')
You're gonna miss my lovin' (You're gonna miss my lovin')
I know you're gonna miss my lovin' (You're gonna miss my lovin')
You're gonna miss, you're gonna miss my love
Whoa, oh, oh, oh, oh (You're gonna miss my lovin')
Late in the midnight hour, baby (You're gonna miss my lovin')
When it gets real cold outside (You're gonna miss my lovin')
I know, I know that you are gonna miss my love

Let me tell you that you're gonna miss my lovin' (You're gonna miss my lovin')
Yes, you will, baby (You're gonna miss my lovin')
When I'm long gone (You're gonna miss my lovin')
I know, I know, I know that you are gonna miss my love (Miss my love)
You gonna miss my love","soul, jazz, blues, vocal jazz, male vocalists"
32,33,"""Golden Years""",David Bowie,"30 ContributorsGolden Years LyricsDavid Bowie’s 1975 hit, written originally for Elvis Presley, who declined – our luck!
Performed on Soul Train while Bowie was drunk.
It was supposed to be the title song for his coming album, which was… Read More 
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah

Don't let me hear you say life's
Taking you nowhere, angel
Come, b-b-b-baby
Look at that sky, life's begun
Nights are warm and the days are young
Come, b-b-b-baby

There's my baby, lost, that's all
Once I'm begging you save her little soul
Golden years, wah-wah-wah
Come, b-b-b-baby

Last night they loved you
Opening doors and pulling some strings, angel
Come, b-b-b-baby
In walked luck and you looked in time
Never look back, walk tall, act fine
Come, b-b-b-baby

I'll stick with you, baby, for a thousand years
Nothing's gonna touch you in these golden years
Golden years
Golden years, gold, wah-wah-wah
Come, b-b-b-baby

Some of these days, and it won't be long
Gonna drive back down where you once belonged
In the back of a dream car, twenty foot long
Don't cry, my sweet, don't break my heart (Come, b-b-b-baby)
Doing all right, but we gotta get smart
Wish upon, wish upon, day upon day
I believe, oh, Lord, I'll believe all the way (Come, b-b-b-baby)
Run for the shadows, run for the shadows
Run for the shadows in these golden years

There's my baby, lost that's all
Once I'm begging you save her little soul
Golden years, gold, wah-wah-wah
Come, b-b-b-baby

Don't let me hear you say life's taking you nowhere, angel
Come, b-b-b-baby
Run for the shadows, run for the shadows
Run for the shadows in these golden years

I'll stick with you, baby, for a thousand years
Nothing's gonna touch you in these golden years
Golden years
Golden years, gold, wah-wah-wah (Golden years)
Golden years, gold, wah-wah-wah (Golden years)
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah
Golden years, gold, wah-wah-wah","glam rock, rock, classic rock, 80s, alternative"
33,34,"""Moonlight Feels Right""",Starbuck,"13 ContributorsMoonlight Feels Right LyricsAnother one of the 70’s “One hit wonders”, it was one of “the” songs of the summer of 1976, and if ever a category of “Sweet rock” evolves, this could be in the top 10.
Reached number 3 in the charts and had… Read More 

The wind blew some luck in my direction
I caught it in my hands today
I finally made a tricky French connection
You winked and gave me your o.k
I'll take you on a trip beside the ocean
And drop the top at Chesapeake Bay
Ain't nothing like the sky to dose a potion
The moon'll send you on your way

Moonlight
Feels right
Moonlight
Feels right

We'll lay back and observe the constellations
And watch the moon smilin' bright
I'll play the radio on southern stations
Cause southern belles are hell at night
You say you came to Baltimore from Ole Miss
Class of seven four gold ring
The eastern moon looks ready for a wet kiss
To make the tide rise again

Moonlight
Feels right
Moonlight
Feels right


We'll see the sun come up on Sunday morning
And watch it fade the moon away
I guess you know I'm giving you a warning
Cause me and noon are itching to play
I'll take you on a trip beside the ocean
And drop the top at Chesapeake Bay
Ain't nothin' like the sky to dose a potion
The moon'll send you on your way

Moonlight
Feels right
Moonlight
Feels right

{Outro}","70s, soft rock, oldies, pop, atlanta"
34,35,"""Only Sixteen""",Dr. Hook,"5 ContributorsOnly Sixteen Lyrics
She was only sixteen, only sixteen
But I loved her so
But she was too young to fall in love
And I was too young to know

We'd laugh and we'd sing, and do funny things
And it made our hearts glow
But she was too young to fall in love
And I was too young to know

So why did I give my heart so fast, it never will happen again
But I was a mere child of sixteen, I've aged a year since then

She was only sixteen, only sixteen
Ooh with eyes that would glow
But she was too young to fall in love
And I was too young to know

So why did I give my heart so fast, it never will happen again
But I was a mere child of sixteen, I've aged a year since then

Now she was only sixteen, only sixteen
Oo-ooh but I loved that girl so
But she was too young to fall in love
And I was too young to know

Yes she was too young to fall in love
And I, I was too young, I was much too young to know","classic rock, 70s, soft rock, rock, oldies"
35,36,"""Let Your Love Flow""",The Bellamy Brothers,"14 ContributorsLet Your Love Flow LyricsLet Your Love Flow is the title song from the Bellamy Brothers' 1976 debut album.
It was written by Larry E. Williams, a former roadie for Neil Diamond. The song was offered to Diamond who turned it down… Read More 

There's a reason for the sun-shining sky
And there's a reason why I'm feeling so high
Must be the season when that love light shines all around us

So, let that feeling grab you deep inside
And send you reeling where your love can't hide
And then go stealing through the moonlit nights with your lover

Just let your love flow like a mountain stream
And let your love grow with the smallest of dreams
And let your love show and you'll know what I mean
It's the season
Let your love fly like a bird on a wing
And let your love bind you to all living things
And let your love shine and you'll know what I mean
That's the reason

There's a reason for the warm sweet nights
And there's a reason for the candlelights
Must be the season when those love rights shine all around us

So, let that wonder take you into space
And lay you under its loving embrace
Just feel the thunder as it warms your face, you can't hold back

Just let your love flow like a mountain stream
And let your love grow with the smallest of dreams
And let your love show and you'll know what I mean
It's the season
Let your love fly like a bird on a wing
And let your love bind you to all living things
And let your love shine and you'll know what I mean
That's the reason

Just let your love flow like a mountain stream
And let your love grow with the smallest of dreams
And let your love show and you'll know what I mean
It's the season
Let your love fly like a bird on a wing
And let your love bind you to all living things
And let your love shine and you'll know what I mean
That's the reason

Just let your love flow like a mountain stream
And let your love grow with the smallest of dreams","country, classic country, oldies, american, the bellamy brothers"
36,37,"""Dream Weaver""",Gary Wright,"18 ContributorsDream Weaver LyricsWritten by Gary Wright from his 1975 album The Dream Weaver.
This prog-pop classic is considered a forerunner to the synth-pop that was so prevalent in the early ‘80s. The track features Wright on vocals… Read More 

I've just closed my eyes again
Climbed aboard the Dream Weaver train
Driver, take away my worries of today
And leave tomorrow behind

Ooh, Dream Weaver
I believe you can get me through the night
Ooh, Dream Weaver
I believe we can reach the morning light

Fly me high through the starry skies
Or maybe to an astral plane
Cross the highways of fantasy
Help me to forget today's pain

Ooh, Dream Weaver
I believe you can get me through the night
Ooh, Dream Weaver
I believe we can reach the morning light

Though the dawn may be coming soon
There still may be some time
Fly me away to the bright side of the moon
And meet me on the other side

Ooh, Dream Weaver
I believe you can get me through the night
Ooh, Dream Weaver
I believe we can reach the morning light

Dream Weaver
Dream Weaver","classic rock, rock, 70s, pop, soft rock"
37,38,"""Turn the Beat Around""",Vicki Sue Robinson,"13 ContributorsTurn the Beat Around Lyrics
(Turn the beat around)
(Love to hear percussion)
(Turn it upside down)
(Love to hear percussion)
(Love to hear it)

Blow horns, you sure sound pretty
Your violins keep moving to the nitty gritty
But when you hear the scratch of the guitars scratchin'
Then you'll know that rhythm carries all the action
Whoa

(Turn the beat around) Turn it around, yeah
(Love to hear percussion) Yeah-yeah, hey, hey
(Turn it upside down) Hey-ey, hey, yeah
(Love to hear percussion) My, my, my-my-my
(Love to hear it) Got to hear it!
(Turn the beat around) Go on, go on, go on, girl!
(Love to hear the percussion) Move your feet when you feel the beat, yeah
(Turn it upside down) Hey, yeah, yeah!
(Love to hear percussion) Whoa!
(Love to hear it)

Flute player, play your flute, 'cause I know
That you want to get your thing off
But you see I've made up my mind about it
It's got to be the rhythm, no doubt about it, whoa-oh
Cause when the guitar player start playing
With the syncopated rhythm, with the scratch, scratch, scratch
Makes me wanna move my body, yeah, yeah, yeah
And when the drummer starts beating that beat
He nails that beat with the syncopated rhythm
With the rat-tat-tat-tat-tat-tat on the drums, hey!

(Turn the beat around) Ooh, I'm talkin' 'bout the beat
(Love to hear percussion) Ah, my, my, my, my
(Turn it upside down) Oh-oh-oh, oh, yeah
(Love to hear the percussion) Love the hear the beat, nah, nah
(Love to hear it)
(Love to hear it) Whoa!
(Love to hear it)
(Love to hear it) Hey!
(Turn the beat around) Whoa, turn it around
Love to hear percussion
Yeah
(Turn it upside down) Turn it upside down, ah
(Love to hear percussion) Whoa
(Love to hear it) Yeah
(Turn the beat around) Ooh-ooh, ooh
(Love to hear percussion) Love to hear it
(Turn it upside down) Yeah, yeah-ah
(Love to hear percussion) My, my, my, my
(Turn the beat around) Turn it around, yeah
(Love to hear percussion) Love to hear it
(Turn it upside down) Hey, hey
(Love to hear percussion) Got to, got to, got to hear it
(Turn the beat around...)","Disco, pop, dance, 70s, diva"
38,39,"""Lonely Night (Angel Face)""",Captain & Tennille,"3 ContributorsLonely Night (Angel Face) LyricsLonely night
I cry myself to sleep
Tell me
What am I gonna do?
Cause it's always been you to dry my tears
It's always been you to wash away my fears
It's always been you each night and day
Now what can I say when love slips away?
Lonely night
I'm walking the floor
Tell me
What am I gonna do?
Without your precious love
Your tender touch
Hey, little girl
I miss you so much
Wish we could turn back the hands of time
To the day when you were mine
You used to call me Angel Face
Used to call me Angel Face
You used to help me through the night
Make me feel all right
Now all I have is teardrops through a lonely night

I can't get you out of my mind
I can't get you out of my mind
I can't get you out of my mind
I promise you I'll change my ways
I promise you love's here to stay
Hey, little girl
Depend on me
I'll be yours for eternity
You used to call me Angel Face
Used to call me Angel Face
You used to help me through the night
Make me feel all right
Now all I have is teardrops through a lonely night
You used to call me Angel Face
Used to call me Angel Face
You used to help me through the night
Make me feel all right
Now all I have is teardrops through a lonely night
I can't get you out of my mind
I can't get you out of my mind
I can't get you out of my mind
I can't get you out of my mind
I can't get you out of my mind
I can't get you out of my mind","pop, 70s, female vocalists, synth pop, soft rock"
39,40,"""All by Myself""",Eric Carmen,"29 ContributorsTranslationsDeutschAll By Myself LyricsAll By Myself peaked at #2 on the Billboard Hot 100 and #6 on Billboard’s Adult Contemporary chart in 1975.
The song has been covered by various artists such as Frank Sinatra, Shirley Bassey and Celine Dion,… Read More 
When I was young
I never needed anyone
And makin' love was just for fun
Those days are gone

Livin' alone
I think of all the friends I've known
But when I dial the telephone
Nobody's home

All by myself
Don't want to be all by myself anymore
All by myself
Don't want to live all by myself anymore

Hard to be sure
Sometimes I feel so insecure
And love so distant and obscure
Remains the cure


All by myself
Don't want to be all by myself anymore
All by myself
Don't want to live all by myself anymore


When I was young
I never needed anyone
And makin' love was just for fun
Those days are gone

All by myself
Don't want to be all by myself anymore
All by myself
Don't want to live all by myself anymore

All by myself
Don't want to be all by myself anymore...","pop, 80s, soft rock, classic rock, oldies"
40,41,"""Love to Love You Baby""",Donna Summer,"22 ContributorsLove to Love You Baby LyricsDonna Summer’s “Love to Love You Baby” peaked at #2 on the Billboard Hot 100, #3 on Billboard’s R&B chart and topped Billboard’s dance chart in 1975.
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby

When you're laying so close to me
There's no place I'd rather you be
Than with me

I love to love you, baby (Oh, love to love ya)
I love to love you, baby
I love to love you, baby

Do it to me again and again
You put me in such a awful spin
In a spin, in-uh

Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby

Lay your head down real close to me
Soothe my mind and set me free
Set me free, uh

Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Oh, love to love you, baby

Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby

When you're laying so close to me
There's no place I'd rather you be
Than with me

I love to love you, baby (Love to love you)
I love to love you, baby
I love to love you, baby

Do it to me again and again
You put me in such a awful spin
In a spin, in-uh

I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby (Ah, honey)
I love to love you, baby (Love to love you baby)
I love to love you, baby (Ahh)","Disco, pop, 70s, dance, female vocalists"
41,42,"""Deep Purple""",Donny & Marie Osmond,"5 ContributorsDeep Purple LyricsWhen the deep purple falls
Over sleepy garden walls
And the stars begin to twinkle in the sky
In the mist of a memory you wander back to me
Breathing my name with a sigh
In the still of the night once again I hold you tight
Though you're gone
Your love lives on when moonlight beams
And as long as my heart will beat
Sweet lovers we'll always meet
Here in my deep purple dreams
 by Marie:
*When the deep purple falls
Over sleepy garden walls
And the stars begin to twinkle in the sky
In the mist of a memory you wander back to me
Breathing my name with a sigh*
In the still of the night once again I hold you tight
Though you're gone
Your love lives on when moonlight beams
And as long as my heart will beat
Sweet lovers we'll always meet
Here in my deep purple dreams
And as long as my heart will beat
Sweet lovers we'll always meet
Here in my deep purple dreams
Here in my deep purple dreams
Here in my deep purple dreams","easy listening, 70s, pop, american, Blue-Eyed Soul"
42,43,"""Theme from Mahogany (Do You Know Where You're Going To)""",Diana Ross,"20 ContributorsTheme from Mahogany (Do You Know Where You’re Going To) Lyrics“Theme from Mahogany (Do You Know Where You’re Going To)” is the theme song to the 1975 film Mahogany starring Diana Ross.
It topped the Billboard Hot 100 for a week in January 1975 and Billboard’s Easy… Read More 
Do you know where you're going to?
Do you like the things that life is showing you?
Where are you going to?
Do you know?
Do you get what you're hoping for?
When you look behind you, there's no open doors
What are you hoping for?
Do you know?

Once we were standing still in time
Chasing the fantasies that filled our minds
You knew I loved you, but my spirit was free
Laughing at the questions that you once asked of me

Do you know where you're going to?
Do you like the things that life is showing you?
Where are you going to?
Do you know?

Now, looking back at all we've passed
We let so many dreams just slip through our hands
Why must we wait so long before we see
How sad the answers to those questions can be?

Do you know where you're going to?
Do you like the things that life is showing you?
Where are you going to?
Do you know?
Do you get what you're hoping for?
When you look behind you, there's no open doors
What are you hoping for?
Do you know?","soul, Disco, pop, female vocalists, motown"
43,44,"""Sweet Thing""",Rufus,"9 ContributorsSweet Thing Lyrics
I will love you any way
Even if you cannot stay
I think you are the one for me
Here is where you ought to be
I just want to satisfy ya
Though you're not mine, I can't deny it
Don't you hear me talking baby
Love me now or I'll go crazy

Woah oh, sweet thing
Don't you know you're my everything
Woah oh, sweet thing
Oh, you know you're my everything
Yes, you are

I wish you were my lover
But you act so undercover
To love you, child, my whole life long
Be it right
Or be it wrong
I'm only what you make me, baby
Don't walk away, don't be so shady
Don't want your mind
Don't want your money
These words I say they may sound funny
But

Woah oh, sweet thing
Don't you know you're my everything
Woah oh, sweet thing
Boy, you know you're my everything
Yes, you are

Yes, you are
Ohhhh

You are my heat, you are my fire
You make me weak with strong desire
To love you, child, my whole life long
Be it right
Or be it wrong
I just want to satisfy you
Though you're not mine
I can't deny it
Don't you hear me talking, baby?
Love me now or I'll go crazy

You're the heat
You are the fire
You're not mine
I can't deny it
Don't you hear me talking, baby?
Love me now or I'll go crazy
You're the heat
You are the fire
You're not mine
I can't deny it
Don't you hear me talking, baby?
Love me now or I'll go crazy
You're the heat
You are the fire
You're not mine
I can't deny it
Don't you hear me talking, baby?
Love me now or I'll go crazy
You're the heat
You are the fire
You're not mine
I can't deny it
Don't you hear me talking, baby?
Love me now or I'll go crazy","funk, soul, Disco, rhythm and blues, pop"
44,45,"""That's the Way (I Like It)""",KC and the Sunshine Band,"39 ContributorsThat’s the Way (I Like It) LyricsThe huge early Disco era hit from 1975; one of the very few songs that topped the charts twice in a very short time.
It was one of the string of similar hits by KC and the Sunshine Band.
(Do, do-do, do-do-do, do, do, do)
(Do, do-do, do-do-do, do, do, do)
(Do, do-do, do-do-do, do, do, do)
(Do, do-do, do-do-do, do, do, do)

Oh, that's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh

When you take me by the hand
Tell me I'm your lovin' man
When you give me all your love
And do it, babe, the very best you can

Oh, that's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, auh-huh, uh-huh
I like it, uh-huh, uh-huh

When I get to be in your arms
When we're all, all alone
When you whisper sweet in my ear
When you turn, turn me on

Oh, that's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh

Babe, oh, babe
(That's the way, uh-huh)
(That's the way, uh-huh)
Babe, oh, babe
(That's the way, uh-huh)
(That's the way, uh-huh)

Oh, that's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh

(Do, do-do, do-do-do, do, do, do) Uh-huh
(Do, do-do, do-do-do, do, do, do) Uh-huh
(Do, do-do, do-do-do, do, do, do) Uh-huh
(Do, do-do, do-do-do, do, do, do) Uh-huh

That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh
That's the way, uh-huh, uh-huh
I like it, uh-huh, uh-huh

When love is there, yeah (Uh-huh, I like it)
Oh, I can't get enough (That's the way)
(Uh-huh, I like it...)","Disco, funk, 70s, dance, pop"
45,46,"""A Little Bit More""",Dr. Hook,"8 ContributorsA Little Bit More Lyrics
When your body's had enough of me
And I'm layin' flat out on the floor
When you think I've loved you all I can
I'm gonna love you a little bit more

Come on over here and lay by my side
I've got to be touchin' you
Let me rub your tired shoulders
The way I used to do

Look into my eyes and give me that smile
The one that always turns me on
And let me take your hair down
Cause we're stayin' up to greet the sun

And when your body's had enough of me
And I'm layin' flat out on the floor
When you think I've loved you all I can
I'm gonna love you a little bit more

Got to say a few things that have been on my mind
And you know where my mind has been
I guess I learned my lessons
And now's the time to begin

So if you're feelin' alright and you're ready for me
I know that I'm ready for you
We better get it on now
Cause we got a whole life to live through

And when your body's had enough of me
And I'm layin' flat out on the floor
When you think I've loved you all I can
I'm gonna love you a little bit more

And when your body's had enough of me
And I'm layin flat out on the floor
When you think I've loved you all I can
I'm gonna love you a little bit more","classic rock, 70s, soft rock, rock, oldies"
46,47,"""Shannon""",Henry Gross,"9 ContributorsShannon LyricsAnother day is at end
Mama says she's tired again
No one can even begin to tell her
I hardly know what to say
But maybe it's better that way
If Papa were here I'm sure he'd tell her
Shannon is gone, I hope she's drifting out to sea
She always loved to swim away
Maybe she'll find an island with a shaded tree
Just like the one in our backyard
Mama tries hard to pretend
Things will get better again
Somehow she's keeping it all inside her
But finally the tears fill our eyes
And I know that somewhere tonight
She knows how much we really miss her
Shannon is gone, I hope she's drifting out to sea
She always loved to swim away
Maybe she'll find an island with a shaded tree
Just like the one in our backyard
Just like the one in our backyard","singer-songwriter, pop, 70s, great song writer, liszaj radio"
47,48,"""If You Leave Me Now""",Chicago,"32 ContributorsTranslationsDeutschIf You Leave Me Now Lyrics“If You Leave Me Now” is one of Chicago’s hits, topping the Billboard Hot 100 and Adult Contemporary chart in 1976. The song also won two Grammys for “Best Pop Vocal Performance by a Duo, Group or Chorus” and… Read More 
If you leave me now
You'll take away the biggest part of me
Ooh, no, baby, please don't go

And if you leave me now
You'll take away the very heart of me
Ooh, no, baby, please don't go
Ooh, girl, I just want you to stay

A love like ours is love that's hard to find
How could we let it slip away?
We've come too far to leave it all behind
How could we end it all this way?
When tomorrow comes and we both regret
The things we said today


A love like ours is love that's hard to find
How could we let it slip away?
We've come too far to leave it all behind
How could we end it all this way?
When tomorrow comes and we both regret
The things we said today

If you leave me now
You'll take away the biggest part of me
Ooh, no, baby, please don't go

Ooh, girl, I just got to have you by my side
Ooh, no, baby, please don't go
Ooh, mama, I just got to have your lovin' yeah","classic rock, rock, 70s, 80s, pop"
48,49,"""Lowdown""",Boz Scaggs,"18 ContributorsLowdown Lyrics
Baby's into runnin' around, hangin' with the crowd
Puttin' your business in the street, talkin' out loud
Sayin' you bought her this and that
And how much you done spent
I swear she must believe it's all heaven sent

Hey, boy
You better bring the chick around
To the sad, sad truth
The dirty lowdown

(Oohooohooohooo)
(I wonder, wonder, wonder, wonder who)
Taught her how to talk like that
(Oohooohooohooo)
(I wonder, wonder, wonder, wonder who)
Gave her that big idea

Nothin' you can't handle, nothin' you ain't got
Put your money on the table and drive it off the lot
Turn on that old lovelight and turn a ""Maybe"" to a ""Yes""
Same old schoolboy game got you into this mess

Hey son
Better get on back to town
Face the sad old truth
The dirty lowdown

(Oohooohooohooo)
(I wonder, wonder, wonder, wonder who)
Put those ideas in your head
(Oohooohooohooo)
(I wonder, wonder, wonder, wonder who)

Yeah
Come on back down, little son
Dig the low, low, low, low, lowdown!


You ain't got to be so bad, got to be so cold
This dog eat dog existence sure is getting old
Got to have a jones for this, jones for that
This runnin' with the Joneses, boy, just ain't where it's at, no, no

You gonna come back around
To the sad, sad truth
The dirty lowdown

(Oohooohooohooo)
(I wonder, wonder, wonder, wonder who)
Got you thinking like that, boy
(Oohooohooohooo)
(I wonder, wonder, wonder, wonder who)

I wonder, wonder, wonder, wonder who
Said I wonder, wonder, wonder, I wonder who
Oh, look out for that lowdown
(I wonder, wonder, wonder, wonder who)
That dirty, dirty, dirty, dirty lowdown
(Ooohooohooohooo)
I wonder, wonder, wonder, wonder who
Ooohooohooohooo
I wonder, wonder, wonder, wonder who
Got you thinkin' like that
Got you thinkin' just like that
(Ooohooohooohooo)
(I wonder, wonder, wonder, wonder who)
Lookin' that girl in the face is so sad
I'm ashamed of you
I wonder, wonder, wonder, wonder who","soft rock, classic rock, adult contemporary, rock, blues"
