Unnamed: 0,No.,Title,Artist(s),lyrics,genres
30,31,"""Fire""",Ohio Players,"16 ContributorsFire LyricsFire is the title song from the Ohio Players‘ sixth album.
The song was recorded at Mercury Records' Chicago-based studio. While the band performed the song in California, they let Stevie Wonder hear the… Read More Hey, ha, uh-huh
Hey, hey, hey, Lord (ow, gow)
Hey, ha, uh-huh
Hey, hey, hey, Lord
(Fire)
Fire (Uh, uh)
Fire (Sing us home) (Oh Lord)
Fire (woo, woo, woo, woo)
Fire
The way you walk and talk really sets me off
To a four-alarm, child, yes it does, uh, uh
The way you squeeze and tease knocks me to my knees
'Cause you're smokin', baby, baby
The way you swerve and curve really wracks my nerves
And I'm so excited, child (yeah) woo, woo
The way you push, push lets me know that you're
Ha ha ha ha ha ha ha, good
(You're gonna get your wish) Oh, Lord, oh
Fire (what I say, child, ow)
Fire (uh-huh)
Got me burnin', got me burnin' (woo)
Got me burnin', got me burnin' (no no)
Got me burnin', got me burnin' (whoa)

Woo hoo hoo hoo, baby
Says burnin, burnin' baby
Hoo, hoo, hoo, hoo, hoo
Burnin, burnin' baby
Oh, baby
'Cause someone on me
When you shake what you got, and girl, you've got a lot
You really somethin', child, yes, you are
'Cause when you're hot, you're hot, you really shoot your shot
You're dyn-o-mite child, yeah
Well, I can tell by your game, you're gonna start a flame
In my heart, baby, baby
I'm 'bout to choke from the smoke, got to tighten up my stroke
Can you feel it, girl? Yeah
Got me burnin', got me burnin'
Got me burnin', got me burnin'
Got me burnin', got me burnin' (fire)
Got me burnin', got me burnin' (fire)
Got me burnin', got me burnin' (fire)
Got me burnin', got me burnin' (fire)
Got me burnin', got me burnin' (fire)",
31,32,"""Magic""",Pilot,"24 ContributorsMagic Lyrics“Magic” is a popular 1974 song by Scottish pop rock band Pilot, and was the first hit single for the group. It was written by Pilot’s David Paton for their debut album, From the Album of the Same Name.
It… Read More 
Oh, ho, ho, it's magic, you know
Never believe it's not so
It's magic, you know
Never believe it's not so

Never been awake
Never seen a day break
Leaning on my pillow in the morning
Lazy day in bed
Music in my head
Crazy music playing in the morning light

Oh, ho, ho, it's magic, you know
Never believe it's not so
It's magic, you know
Never believe it's not so

I love a sunny day
Dream of far away
Dreaming on my pillow in the morning
Never been awake
Never seen a day break
Leaning on my pillow in the morning light

Oh, ho, ho, it's magic, you know
Never believe it's not so
It's magic, you know
Never believe it's not so

Oh, ho, ho, it's magic, you know
Never believe it's not so
It's magic, you know
Never believe it's not so",
32,33,"""Please Mr. Postman""",The Carpenters,,
33,34,"""Sister Golden Hair""",America,"31 ContributorsSister Golden Hair Lyrics“Sister Golden Hair” was written by Gerry Beckley and produced by George Martin.
The song was inspired by the music of Jackson Browne. According to Gerry Beckley,
“ has a knack, an ability… Read More 
Well, I tried to make it Sunday, but I got so damn depressed
That I set my sights on Monday and I got myself undressed
I ain't ready for the altar, but I do agree there's times
When a woman sure can be a friend of mine

Well, I keep on thinking about you, Sister Golden Hair surprise
And I just can't live without you, can't you see it in my eyes?
I been one poor correspondent and I've been too, too hard to find
But it doesn't mean you ain't been on my mind

Will you meet me in the middle?
Will you meet me in the air?
Will you love me just a little?
Just enough to show you care
Well, I tried to fake it
I don't mind sayin'
I just can't make it

Well, I keep on thinking about you, Sister Golden Hair surprise
And I just can't live without you, can't you see it in my eyes?
I been one poor correspondent and I've been too, too hard to find
But it doesn't mean you ain't been on my mind

Will you meet me in the middle?
Will you meet me in the air?
Will you love me just a little?
Just enough to show you care?
Well, I tried to fake it
I don't mind sayin'
I just can't make it",
34,35,"""Lucy in the Sky with Diamonds""",Elton John,"15 ContributorsLucy in the Sky with Diamonds LyricsA cover of famous Beatles song of the same name, this song was a number one single for Elton, topping the Billboard Hot 100 in January 1975.
The song’s writer, John Lennon, plays guitar and sings backing… Read More 
Picture yourself in a boat on a river
With tangerine trees and marmalade skies
Somebody calls you, you answer quite slowly
A girl with kaleidoscope eyes

Cellophane flowers of yellow and green
Towering over your head
Look for the girl with the sun in her eyes
And she's gone

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Oh

Follow her down to a bridge by a fountain
Where rocking horse people eat marshmallow pies
Everyone smiles as you drift past the flowers
That grow so incredibly high

Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds
And you're gone

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Oh

Newspaper taxis appear on the shore
Waitin' to take you away
Climb in the back with your head in the clouds
And you're gone

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Oh

Picture yourself on a train in a station
With plasticine porters with looking glass ties
Suddenly, someone is there at the turnstile
The girl with kaleidoscope eyes

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Oh
Lucy in the sky with diamonds (Oh, Lucy)
Lucy in the sky with diamonds (Oh, Lucy)
Lucy in the sky with diamonds (Oh, Lucy)
Oh
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Oh
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Oh
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Lucy in the sky with diamonds (Lucy, oh, Lucy)
Oh",
35,36,"""Mandy""",Barry Manilow,"21 ContributorsMandy LyricsAfter Manilow’s debut album went largely unnoticed, Arista Records president Clive Davis encouraged him to record a cover of “Mandy”. The song topped the Billboard Hot 100 for a week in January of 1975 and… Read More 
I remember all my life
Raining down as cold as ice
Shadows of a man
A face through a window
Crying in the night
The night goes into

Morning, just another day
Happy people pass my way
Looking in their eyes
I see a memory
I never realized
How happy you made me

Oh, Mandy
Well, you came
And you gave without taking
But I sent you away
Oh, Mandy
Well, you kissed me
And stopped me from shaking
And I need you today
Oh, Mandy

I'm standing on the edge of time
I've walked away when love was mine
Caught up in a world
Of uphill climbing
The tears are in my eyes
And nothing is rhyming

Oh, Mandy
Well, you came
And you gave without taking
But I sent you away
Oh, Mandy
Well, you kissed me
And stopped me from shaking
And I need you today
Oh, Mandy

Yesterday's a dream
I face the morning
Crying on a breeze
The pain is calling

Oh, Mandy
Well, you came
And you gave without taking
But I sent you away
Oh, Mandy
Well, you kissed me
And stopped me from shaking
And I need you today
Oh, Mandy

Well, you came
And you gave without taking
But I sent you away
Oh, Mandy
Well, you kissed me
And stopped me from shaking
And I need you",
36,37,"""Have You Never Been Mellow""",Olivia Newton-John,"12 ContributorsTranslationsÄr du rädd att bli ensamHave You Never Been Mellow LyricsHave You Never Been Mellow topped the Billboard Hot 100 and Adult Contemporary chart in March of 1975. It even peaked at #3 on Billboard’s Hot Country Singles chart.
It also topped the charts in Canada and… Read More 
There was a time when I was
In a hurry as you are
I was like you
There was a day when I just
Had to tell my point of view
I was like you

Now I don't mean to make you frown
No, I just want you to slow down

Have you never been mellow?
Have you never tried
To find a comfort from inside you?
Have you never been happy
Just to hear your song?
Have you never let someone else be strong?

Running around as you do
With your head up in the clouds
I was like you
Never had time to lay back
Kick your shoes off, close your eyes
I was like you

Now you're not hard to understand
You need someone to take your hand

Have you never been mellow?
Have you never tried
To find a comfort from inside you?
Have you never been happy
Just to hear your song?
Have you never let someone else be strong?",
37,38,"""Could It Be Magic""",Barry Manilow,"16 ContributorsCould It Be Magic LyricsSpirit move me, every time I'm near you
Whirling like a cyclone in my mind
Sweet Melissa, angel of my lifetime
Answer to all answers I can find
Baby, I love you, come, come, come into my arms
Let me know the wonder of all of you
And baby, I want you now, now, now, and hold on fast
Could this be the magic at last?
Lady, take me high upon a hillside
High up where the stallion meets the sun
I could love you, build my world around you
Never leave you till my life is done
Baby, I love you, come, come, come into my arms
Let me know the wonder of all of you
And baby, I want you now, now, oh, now, oh now and hold on fast
Could this be the magic at last?
Could it be magic?
Come, c'mon, c'mon, come oh-oh come into my arms
Oh, let me know the wonder of all of you, all of you
Baby, I want you now, now, oh now, oh now and hold on fast
Oh, could this be the magic at last?
Could it be magic?

Come, c'mon, c'mon, come oh-oh come into my arms
Oh, let me know the wonder of all of you
Baby, I want you now, now, oh now, oh now and hold on fast
Could this be the magic at last?
Could it be magic?
Come, come on, come on, come oh-oh come into my arms
Oh, let me know the wonder of all of you, all of you
Baby, I want you now, now, oh now, now, oh now and hold on fast
Oh, could this be the magic at last?
Could it be magic?",
38,39,"""Cat's in the Cradle""",Harry Chapin,"90 ContributorsTranslationsSuomiCat’s in the Cradle LyricsHarry’s ode to his son Josh, written when Josh was born.
Written by Harry Chapin’s wife, Sandy, long before their son was born. Once Josh was born, Harry Chapin turned it into a song.
Per Sandy Chapin :
… Read More 
My child arrived just the other day
He came to the world in the usual way
But there were planes to catch and bills to pay
He learned to walk while I was away
And he was talkin' 'fore I knew it, and as he grew
He'd say, ""I'm gonna be like you, Dad
You know I'm gonna be like you""

And the cat's in the cradle and the silver spoon
Little boy blue and the man on the moon
""When you comin' home, Dad?""
""I don't know when, but we'll get together then
You know we'll have a good time then""

My son turned ten just the other day
He said, ""Thanks for the ball, Dad, come on let's play
Can you teach me to throw?"" I said, ""Not today
I got a lot to do."" He said, ""That's okay""
And he walked away but his smile never dimmed
It said, ""I'm gonna be like him, yeah
You know I'm gonna be like him""

And the cat's in the cradle and the silver spoon
Little boy blue and the man on the moon
""When you comin' home, Dad?""
""I don't know when, but we'll get together then
You know we'll have a good time then""

Well, he came from college just the other day
So much like a man I just had to say
""Son, I'm proud of you, can you sit for a while?""
He shook his head and he said with a smile
""What I'd really like, Dad, is to borrow the car keys
See you later, can I have them please?""

And the cat's in the cradle and the silver spoon
Little boy blue and the man on the moon
""When you comin' home, son?""
""I don't know when, but we'll get together then, Dad
You know we'll have a good time then""

I've long since retired, my son's moved away
I called him up just the other day
I said, ""I'd like to see you if you don't mind""
He said, ""I'd love to, Dad, if I can find the time
You see my new job's a hassle and the kids have the flu
But it's sure nice talking to you, Dad
It's been sure nice talking to you""
And as I hung up the phone it occurred to me
He'd grown up just like me
My boy was just like me

And the cat's in the cradle and the silver spoon
Little boy blue and the man on the moon
""When you comin' home, son?""
""I don't know when, but we'll get together then, Dad
We're gonna have a good time then""",
39,40,"""Wildfire""",Michael Martin Murphey,"19 ContributorsWildfire LyricsMichael Martin’s breakthrough and biggest hit (reached #3 in the charts). A song that can be classified as a crossover of rock, pop, country and folk.
The song’s story led to a lot of speculations and… Read More 

She comes down from Yellow Mountain
On a dark, flat land she rides
On a pony she named Wildfire
With a whirlwind by her side
On a cold Nebraska night

Oh, they say she died one winter
When there came a killing frost
And the pony she named Wildfire
Busted down his stall
In a blizzard, she was lost

She ran calling Wildfire
Calling Wildfire
Calling Wildfire

So by the dark of the moon, I planted
But there came an early snow
Been a hoot-owl howling outside my window now
'Bout six nights in a row
She's coming for me, I know
And on Wildfire we're both gonna go

We'll be ridin' Wildfire
Ridin' Wildfire
Ridin' Wildfire
On Wildfire we're gonna ride
Gonna leave sodbustin' behind
Get the hard times right on out of our minds
Riding Wildfire
{Outro}",
40,41,"""I'm Not Lisa""",Jessi Colter,"7 ContributorsI’m Not Lisa Lyrics
I'm not Lisa
My name is Julie
Lisa left you years ago
My eyes are not blue
But mine won't leave you
'Til the sunlight has touched your face

She was your morning light
Her smile told of no night
Your love for her grew
With each rising sun
And then one winter day
His hand led hers away
She left you here
Drowning in your tears
Here, where you've stayed for years
Crying Lisa, Lisa

I'm not Lisa
My name is Julie
Lisa left you years ago
My eyes are not blue
But mine won't leave you
'Til the sunlight shines through your face

I'm not Lisa",
41,42,"""Listen to What the Man Said""",Wings,"23 ContributorsListen to What the Man Said Lyrics“Listen to What the Man Said” was written by Paul (who also produced the song) and Linda McCartney.
The song was recorded in early 1975 by Paul McCartney & Wings during their New Orleans recording sessions… Read More 
All right, okay, he-he-he-heh
Very good to see you down in New Orleans, man
Yeah, here it is, yeah, yeah

Any time, any day
You can hear the people say
That love is blind
Well, I don't know, but I say love is kind

Doo doo doo-roo, doo doo doo doo
Doo doo doo-ooh, doo-ooh doo doo

Soldier boy kisses girl
Leaves behind a tragic world
But he won't mind
He's in love and he says love is fine

Doo doo doo-roo, doo-roo doo doo
Doo doo-roo

Oh yes, indeed we know
That people will find a way to go
No matter what the man said
And love is fine for all we know
For all we know, our love will grow
That's what the man said
So won't you listen to what the man said?
He said

Ah, take it away


Oh yes, indeed we know
That people will find a way to go
No matter what the man said
And love is fine for all we know
For all we know, our love will grow
That's what the man said
So won't you listen to what the man said?
He said
Oh yes, indeed we know
That people will find a way to go
No matter what the man said
And love is fine for all we know
For all we know, our love will grow
That's what the man said
So won't you listen to what the man said?
He said

The wonder of it all, baby
The wonder of it all, baby
The wonder of it all, baby
Yeah, yeah, yeah
Ooh, ooh, ooh",
42,43,"""I'm Not in Love""",10cc,"80 ContributorsTranslationsEspañolTürkçePortuguêsI’m Not in Love Lyrics“I’m Not in Love” is a song written by Eric Stewart and Graham Gouldman of 10cc, from their album The Original Soundtrack.
The song expresses a highly romantic feeling yet the speaker seems to be in denial.… Read More 

I'm not in love, so don't forget it
It's just a silly phase I'm going through
And just because I call you up
Don't get me wrong, don't think you've got it made

I'm not in love, no, no
(It's because)

I like to see you, but then again
That doesn't mean you mean that much to me
So if I call you, don't make a fuss
Don't tell your friends about the two of us

I'm not in love, no, no
(It's because)

Be quiet, big boys don't cry
Big boys don't cry
Big boys don't cry
Big boys don't cry
Big boys don't cry
Big boys don't cry...

I keep your picture upon the wall
It hides a nasty stain that's lying there
So don't you ask me to give it back
I know you know it doesn't mean that much to me

I'm not in love, no, no
(It's because)

Ooh, you'll wait a long time for me
Ooh, you'll wait a long time
Ooh, you'll wait a long time for me
Ooh, you'll wait a long time

I'm not in love, so don't forget it
It's just a silly phase I'm going through
And just because I call you up
Don't get me wrong, don't think you've got it made, ooh

I'm not in love
I'm not in love",
43,44,"""I Can Help""",Billy Swan,"18 ContributorsI Can Help LyricsThe song was composed in a music room that Billy’s wife Marlu had converted from a closet located in the small duplex that they shared near Centennial Park.
It topped the Billboard Hot 100 and Hot Country… Read More 
If you got a problem, don't care what it is
You need a hand, I can assure you this
I can help
I got two strong arms, I can help
It would sure do me good to do you good
Let me help

It's a fact that people get lonely, ain't nothing new
But a woman like you, baby, should never have the blues
Let me help
I got two for me, let me help
It would sure do me good to do you good
Let me help

When I go to sleep at night, you're always a part of my dream
Holding me tight and telling me everything I wanna hear

Don't forget me, baby, all you gotta do is call
You know how I feel about ya, if I can do anything at all
Let me help
If your child needs a daddy, I can help
It would sure do me good to do you good
Let me help

When I go to sleep at night, you're always a part of my dream
Holding me tight and telling me everything I wanna hear

Well, don't forget me, baby, all you gotta do is call
You know how I feel about you, if I can do anything at all
Let me help
A child needs a daddy, I can help
It would sure do me good to do you good
Let me help",
44,45,"""Fallin' in Love""","Hamilton, Joe Frank & Reynolds","11 ContributorsFallin’ in Love LyricsFallin' in Love  topped the Billboard Hot 100 and Adult Contemporary chart for a week in August of 1975, making it Hamilton, Joe Frank & Reynolds’s only song to reach number-one.
Rapper Drake sampled the… Read More 
Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

I could never see what fate had planned for me
And then you came
And made my dreams match reality
Maybe you can see all the things
You've been to me
But my simple fate is at the gate
And girl, you've got the key

Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

It seems like yesterday
You and I first loved this way
But now, I know how love can grow
With each and every day

As we lay at midnight's hour
And feel love's hidden power
So strong and bold
As life unfolds its mystery to me

Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

You and me for eternity
In love, we'll always be
Young and free and that should be
The way it's gotta be

Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again

Baby, baby, fallin' in love
I'm fallin' in love again
Baby, baby, fallin' in love
I'm fallin' in love again",
45,46,"""Feelings""",Morris Albert,"10 ContributorsFeelings Lyrics“Feelings” was Morris Albert’s biggest hit. It peaked at #2 on the Adult Contemporary charts and was released as a single.
Feelings, nothing more than feelings
Trying to forget my feelings of love
Teardrops rolling down on my face
Trying to forget my feelings of love

Feelings, for all my life I'll feel it
I wish I've never met you, girl
You'll never come again
Feelings, whoa, oh, oh, feelings
Whoa, oh, oh, feel it again in my arms

Feelings, feelings like I've never lost you
And feelings like I've never have you again in my heart

Feelings, for all my life I'll feel it
I wish I've never met you, girl
You'll never come again

Feelings, feelings like I've never lost you
And feelings like I've never have you again in my life

Feelings, whoa, oh, oh, feelings
Whoa, oh, oh, feel it again in my arms
Feelings, whoa, oh, oh, feelings
Whoa, oh, oh, feel it
Whoa, oh, again",
46,47,"""When Will I Be Loved""",Linda Ronstadt,"12 ContributorsWhen Will I Be Loved Lyrics
I've been cheated
Been mistreated
When will I be loved?
I've been put down
I've been pushed 'round
When will I be loved?

When I find a new man
That I want for mine
He always breaks my heart in two
It happens every time

I've been made blue
I've been lied to
When will I be loved?

When I find a new man
That I want for mine
He always breaks my heart in two
It happens every time

Oh, I've been cheated
Been mistreated
When will I be loved?

When will I be loved?
Tell me, when will I be loved?",
47,48,"""Chevy Van""",Sammy Johns,"7 ContributorsChevy Van Lyrics
I gave a girl
A ride in my wagon
She crawled in and took control
She was tired
As her mind was a-draggin'
I said get some sleep and dream of rock and roll

'Cause like a princess she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand
She's gonna love me in my Chevy van and that's all right with me

Her young face
Was like that of an angel
Her long legs were tanned and brown (Oh)
Better keep
Your eyes on the road, son
Better slow this vehicle down

'Cause like a princess she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand
She's gonna love me in my Chevy van and that's all right with me

I put her out
In a town that was so small
You could throw a rock from end to end
A dirt road Main Street
She walked off in bare feet
It's a shame I won't be passin' through again

'Cause like a princess she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand
We made love in my Chevy van and that's all right with me
'Cause like a princess she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand
We made love in my Chevy van and that's all right with me
'Cause like a princess she was laying there
Moonlight dancing off her hair
She woke up and took me by the hand
We made love in my Chevy—",
48,49,"""You're the First, the Last, My Everything""",Barry White,"31 ContributorsYou’re the First, the Last, My Everything Lyrics
We got it together, didn't we?
We've definitely got our thing together, don't we, baby?
Isn't that nice?
I mean, really, when you really sit and think about it, isn't it really, really nice?
I can easily feel myself slipping more and more ways
That super world of my own
Nobody but you and me
We've got it together, baby
Oh, oh

The first, my last, my everything
And the answer to all my dreams
You're my sun (Sun), my moon (Moon), my guiding star
My kind of wonderful, that's what you are

I know there's only, only one like you
There's no way they could have made two
You're you're all I'm living for
Your love, I'll keep forevermore
(You're the first) You're the first (The last), you're the last, my everything

In you, I found so many things
A love so new only you could bring
(Can't you see it's you, you, you?) Can't you see it's you? You make me feel this way
You're like a first morning dew on a brand new day

I see so many ways that I
Can love you 'til the day I die
You're my reality
Yet I'm lost in a dream
(You're the first) You're the first (The last), the last, my everything

Ooh
Ooh
Ooh
Ooh

I know there's only, only one like you
There's no way they could have made two
Girl, you're my reality
But I'm lost in a dream
You're the first (The last), you're the last (My everything), my everything

You and me, babe
It's you and me
And you are the first, the last, my everything",
49,50,"""Please Mr. Please""",Olivia Newton-John,"7 ContributorsPlease Mr. Please Lyrics
In the corner of the bar there stands a jukebox
With the best of country music, old and new
You can hear your five selections for a quarter
And somebody else's songs when yours are through

I got good Kentucky whiskey on the counter
And my friends around to help me ease the pain
'Til some button-pushing cowboy plays that love song
And here I am, just missing you again

Please, mister, please, don't play B-17
It was our song, it was his song but it's over
Please, mister, please, if you know what I mean
I don't ever wanna hear that song again

If I had a dime for every time I held you
Though you're far away, you've been so close to me
I could swear I'd be the richest girl in Nashville
Maybe even in the state of Tennessee

But I guess I'd better get myself together
'Cause when you left, you didn't leave too much behind
Just a note that said ""I'm sorry"" by your picture
And a song that's weighing heavy on my mind

Please, mister, please, don't play B-17
It was our song, it was his song but it's over
Please, mister, please, if you know what I mean
I don't ever wanna hear that song again",
50,51,"""You're No Good""",Linda Ronstadt,"20 ContributorsYou’re No Good LyricsA song with many covers with different degrees of sucsess — the one that topped the charts in 1975 is Linda Ronstadt’s.
At times old style rock ‘n’ roll (Swinging Blue Jeans version, at time heavy metal (Van… Read More 
Feeling better now that we're through
Feeling better 'cause I'm over you
I learned my lesson, it left a scar
Now I see how you really are

You're no good, you're no good, you're no good
Baby, you're no good
I'm gonna say it again
You're no good, you're no good, you're no good
Baby, you're no good

I broke a heart that's gentle and true
Well, I broke a heart over someone like you
I'll beg his forgiveness on bended knee
I wouldn't blame him if he said to me

You're no good, you're no good, you're no good
Baby, you're no good
I'm gonna say it again
You're no good, you're no good, you're no good
Baby, you're no good


I'm turning you down, baby, and I'm going my way
Forget about you, baby, 'cause I'm leaving to stay

You're no good, you're no good, you're no good
Baby, you're no good
I'm gonna say it again
You're no good, you're no good, you're no good
Baby, you're no good

Oh, oh no
You're no good, you're no good, you're no good
Baby, you're no good",
51,52,"""Dynomite""",Bazuka,"2 ContributorsDynomite LyricsDynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite
Dynomite",
52,53,"""Walking in Rhythm""",The Blackbyrds,"11 ContributorsWalking in Rhythm Lyrics
Walking in rhythm
Moving in sound
Humming to the music
Tryna move on
I'm walking in rhythm
Singing my song
Thinking 'bout my baby
Tryna get home
Walking in rhythm
Moving in sound
Humming to the music
Tryna move on
I'm walking in rhythm
Singing my song
Thinking 'bout my baby
Tryna get home

It's been so long since I've seen her
I'm tired and so all alone
I've traveled so very far
I've got to get back home

It's been so long since I've kissed her
And held her tight in my arms
I've got so far to go now
I've got to get back home
Got to get back home


It's been so long since I've seen her
I'm tired and so all alone
I've traveled so very far
I've got to get back home

It's been so long since I've kissed her
And held her tight in my arms
I've got so far to go now
I've got to get back home
Got to get back home

Walking in rhythm
Moving in sound
Humming to the music
Tryna move on
I'm walking in rhythm (Walking in rhythm)
Singing my song (Singing my song)
Thinking 'bout my baby (Thinking 'bout my baby)
Tryna get home (Tryna get home)
I'm walking in rhythm (Walking in rhythm)
Singing my song (Singing my song)
Thinking 'bout my baby (Thinking 'bout my baby)
Tryna get home (Tryna get home)
I'm walking in rhythm (Walking in rhythm)
Singing my song (Singing my song)
Thinking 'bout my baby (Thinking 'bout my baby)
Tryna get home (Tryna get home)",
53,54,"""The Way We Were/Try to Remember""",Gladys Knight & the Pips,"11 ContributorsThe Way We Were/Try to Remember Lyrics
Hey, you know, everybody's talkin' about the good old days, right
Everybody, the good old days, the good old days
Well, let's talk about the good old days
Come to think of it as, as bad as we think they are
These will become the good old days for our children, hum
Why don't we, ah

Try to remember that kind of September, when
When life was slow and oh, so mellow, hum
Try to remember, and if you remember then follow
Oh, why does it seem the past is always better
We look back and think
The winters were warmer
The grass was greener
The skies were bluer
And smiles were bright

Can it be that it was all so simple then
Or has time rewritten every line
And if we had the chance to do it all again
Tell me
Would we
Could we

Memories, like the corners of my mind
Misty watercolor memories
Of the way we were
Scattered pictures of the smiles we left behind
Smiles we gave to one another
For the way we were
Hahaa...
Oh, can it be that it was all so simple then
Or has time rewritten every line
And if we had the chance to do it all again
Tell me.. haha...
Would we
Could we
Memories, may be beautiful and yet
What's too painful to remember
We simply choose to forget
So it's the laughter we will remember
Whenever we remember
The Way We Were...
Remember, the way we were",
54,55,"""Midnight Blue""",Melissa Manchester,"8 ContributorsMidnight Blue LyricsWhatever it is, it'll keep 'til the morning
Haven't we both got better things to do?
Midnight blue
Even the simple things become rough
Haven't we had enough?
And I think we can make it
One more time
If we try
One more time for all the old times
For all of the times you told me you need me
Needing me now is something I could use
Midnight blue
Wouldn't you give your hand to a friend?
Maybe it's not the end
And I think we can make it
One more time
If we try
One more time for all the old times
Midnight blue
I think we can make it
I think we can make it
Oh, wouldn't you give your heart to a friend?
Think of me as your friend

And I think we can make it
One more time
If we try
One more time for all of the old, old times
One more time
I think we can make it
If we try
I think we can make it
If we try
Looks like we're gonna make it
Looks like we're gonna make it
If we try
I think we can make it",
55,56,"""Don't Call Us, We'll Call You""",Sugarloaf,"13 ContributorsDon’t Call Us, We’ll Call You LyricsLong distance directory assistance area code 212
Say hey, A and R, this is Mister Rhythm And Blues
He said, ""Hello"" and put me on hold
To say the least the cat was cold
He said, ""Don't call us child, we'll call you""
(I said, ""You got my number?""
He said, ""Yeah, I got it when you walked in the door"")
Don't call us, we'll call you
Don't call us, we'll call you
I got your name from a friend of a friend
Who said he used to work with you
Remember the all night creature from Stereo Ninety Two
Yeah, I said, ""Could you relate to our quarter track tape
You know the band performs in the nude""
He said, ""Uh huh don't call us child, we'll call you""
Listen kid, you paid for the call
You ain't bad but we've heard it all before
Yeah, it sounds like John, Paul and George
Any way we cut a hit and we toured a bit
With a song he said, he couldn't use
And now he calls and begs and crawls, it's telephone Deja Vu
We got percentage points and lousy joints
And all the glitter we can use
Mama so uh huh, don't call us, now we'll call you
Listen kid, you paid for the call
You ain't bad but I've heard it all before
Don't call us, we'll call you",
56,57,"""Poetry Man""",Phoebe Snow,"6 ContributorsPoetry Man LyricsPoetry Man, written and performed by Phoebe Snow on her first and self-titled album in 1974 launched her career and earned her a grammy nomination for best new artist of 1975.  Her unique voice combined with… Read More 
And ooh yeah, yeah, yeah
Ooh yeah

You make me laugh
Cause your eyes, they light the night
They look right though me
La la la la
You bashful boy
You're hiding something sweet
Please give it to me, yeah, to me

Oh, oh
Talk to me some more
You don't have to go
You're the Poetry Man
You make things all right
Yeah, yeah

And ooh yeah, yeah, yeah
Ooh yeah

You are a genie
And all I ask for is your smile
Each time I rub the lamp
La la la la
When I am with you
I have a giggling teenage crush
Then I'm a sultry vamp, yeah
A sultry vamp

Woah, oh
Talk to me some more
You don't have to go
'Cause you're the Poetry Man
You make things all right
Yeah, yeah

And ooh yeah, yeah, yeah
Ooh yeah

Talk to me some more
You don't have to go
You're the poetry man
You make things all right

And ooh yeah, yeah, yeah
Ooh yeah

So once again
It's time to say, ""So long""
And so recall the lull of life
La la la la
You're going home now
Home's that place somewhere you go each day
To see your wife, yeah, yeah, yeah
To see your wife

Woah oh
Talk to me some more
You know that you don't have to go
You're the Poetry Man
You make things all right, yeah

Woah oh
Talk to me some more
You know that you don't have to go
You're the Poetry Man
You make things all right",
57,58,"""How Long?""",Ace,"17 ContributorsHow Long Lyrics
How long has this been going on?
How long has this been going on?

Well, your friends with their fancy persuasion
Don't admit that it's part of a scheme
But I can't help but have my suspicion
'Cause I ain't quite as dumb as I seem
And you said you was never intending
To break up our scene in this way
But there ain't any use in pretending
It could happen to us any day

How long has this been going on?
How long has this been going on?


Oh, your friends with their fancy persuasion
Don't admit that it's part of a scheme
But I can't help but have my suspicion
'Cause I ain't quite as dumb as I seem
Oh, you said you was never intending
To break up our scene in this way
But there ain't any use in pretending
It could happen to us any day

And how long has this been going on?
How long has this been going on?
How long
How long has this been going on?
How long has this (How long)
How long has this been going on?
How long
How long has this been going on?
How long has this been going on?",
58,59,"""Express""",B.T. Express,"1 ContributorExpress Lyrics
Here come the express, express
Chuggin', chuggin'
Chuggin', chuggin', chuggin', uh!

Here come the express, express
Chuggin', chuggin'
Chuggin', chuggin', chuggin', uh!",
