Unnamed: 0,No.,Title,Artist(s),lyrics,genres
10,11,"""Thank God I'm a Country Boy""",John Denver,"19 ContributorsThank God I’m a Country Boy LyricsFifth song off John Denver’s Back Home Again released in 1974. Though recorded by Denver the song was actually written by John Martin Sommers who was a member of Denver’s back up band.

Sommers Pictured Below
Well, life on the farm is kinda laid back
Ain't much an old country boy like me can't hack
It's early to rise, early in the sack
I thank God I'm a country boy
Well, a simple kind of life never did me no harm
A-raisin' me a family and working on the farm
My days are all filled with an easy country charm
Thank God I'm a country boy

Well, I got me a fine wife, I got me ole fiddle
When the sun's coming up, I got cakes on the griddle
And life ain't nothin' but a funny, funny riddle
Thank God I'm a country boy

When the work's all done and the sun's settin' low
I pull out my fiddle and I rosin up the bow
The kids are asleep so I keep it kinda low
Thank God I'm a country boy
I'd play ""Sally Goodin'"" all day if I could
But the Lord and my wife wouldn't take it very good
So I fiddle when I can and I work when I should
I thank God I'm a country boy

Well, I got me a fine wife, I got me ole fiddle
When the sun's coming up, I got cakes on the griddle
Life ain't nothin' but a funny, funny riddle
Thank God I'm a country boy, woo


Well, I wouldn't trade my life for diamonds or jewels
I never was one of them money-hungry fools
I'd rather have my fiddle and my farmin' tools
Thank God I'm a country boy
Yeah, city folk driving in a black limousine
A lot of sad people thinking that's a-mighty keen
Well, son, let me tell you now exactly what I mean
I thank God I'm a country boy
Well, I got me a fine wife, I got me ole fiddle
When the sun's coming up, I got cakes on the griddle
And life ain't nothin' but a funny, funny riddle
Thank God I'm a country boy


Well, my fiddle was my daddy's till the day he died
And he took me by the hand, held me close to his side
Said, ""Live a good life, play my fiddle with pride
And thank God you're a country boy""
Well, my daddy taught me young how to hunt and how to whittle
Taught me how to work, to play a tune on the fiddle
He taught me how to love and how to give just a little
And thank God I'm a country boy

Well, I got me a fine wife, I got me ole fiddle
When the sun's coming up, I got cakes on the griddle
Life ain't nothin' but a funny, funny riddle
Woo, thank God I'm a country boy, yes",
11,12,"""Jive Talkin'""",Bee Gees,"16 ContributorsJive Talkin’ Lyrics“Jive Talkin'” was the lead single from The Bee Gees’s album Main Course.
The original song title was “Drive Talking.” The rhythm of the song was modeled after the sound that their car made while crossing… Read More 
It's just your jive talkin', you're telling me lies, yeah
Jive talkin', you wear a disguise
Jive talkin', so misunderstood, yeah
Jive talkin', you're really no good

Oh, my child, you'll never know
Just what you mean to me
Oh, my child, you got so much
You gonna take away my energy

With all your jive talkin', you're telling me lies, yeah
Good lovin' still gets in my eyes
Nobody believe what you say
It's just your jive talkin' that gets in the way (Oh my)

Oh, my love, you're so good
Treating me so cruel
There you go with your fancy lies
Leavin' me lookin' like a dumbstruck fool

With all your jive talkin', you're telling me lies, yeah
Jive talkin', you wear a disguise
Jive talkin', so misunderstood, yeah
Jive talkin', you just ain't no good
You know that love talkin' is all very fine, yeah
Jive talkin' just isn't a crime
And if there's somebody you'll love till you die
Then all that jive talkin' just gets in your eye, yeah (Woo)


Jive talkin', you're telling me lies, yeah
Good lovin' still gets in my eyes
Nobody believe what you say
It's just your jive talkin' that gets in the way
You know that love talkin' is all very fine, yeah
Jive talkin' just isn't a crime
And if there's somebody you'll love till you die
Then all that jive talkin' just gets in your eye, yeah, yeah

Oh, jive talkin'
Jive talkin', yeah
Oh, jive talkin', yeah",
12,13,"""Best of My Love""",Eagles,"18 ContributorsThe Best of My Love Lyrics“Best of My Love” was written by Don Henley, Glenn Frey and J.D. Souther. It was produced by Gyln Johns.
According to J.D. Souther about the song:
Glenn found the tune; the tune I think came from a Fred… Read More 
Every night, I'm lying in bed
Holding you close in my dreams
Thinking about all the things that we said
And coming apart at the seams
We try to talk it over
But the words come out too rough

I know you were trying
To give me the best of your love

Beautiful faces and loud, empty places
Look at the way that we live
Wasting our time on cheap talk and wine
Left us so little to give
That same old crowd was like a cold dark cloud
That we could never rise above

But here in my heart
I give you the best of my love

Oh-oh-oh-oh, sweet darling
You get the best of my love
(You get the best of my love)
Oh-oh-oh-oh, sweet darling
You get the best of my love
(You get the best of my love)

(Ooh) I'm going back in time
And it's a sweet dream
It was a quiet night
And I would be all right
If I could go on sleeping

But every morning
I wake up and worry
What's gonna happen today?
You see it your way
And I see it mine
But we both see it slippin' away
(Ooh, ooh) You know we always had each other, baby
(Ooh, ooh) I guess that wasn't enough

Oh-uh-oh, but here in my heart
I give you the best of my love

Oh-oh-oh-oh, sweet darling
You get the best of my love
(The best of my love)
Oh-oh-oh-oh, sweet darling
You get the best of my love
(The best of my love)
Oh-oh-oh-oh, sweet darling
Ev'ry night and day
You get the best of my love
(The best of my love)
Oh-oh-oh-oh, sweet darling
Oh-oh, oh-oh
(You get the best of my love)
(The best of my love)
Oh-oh-oh-oh, sweet darling
You get the best of my love
(The best of my love)
Oh-oh-oh-oh, sweet darling
Mm-mm-mm-mm-hmm
You get the best of my love
(You get the best of my love)
Oh-oh-oh-oh, sweet darling
(The best of my love)
You got it, you got it
You get the best of my love
(You get the best of my love)
Oh-oh-oh-oh, sweet darling...",
13,14,"""Lovin' You""",Minnie Riperton,"43 ContributorsTranslationsDeutschEspañolLovin’ You LyricsThe most well-known song from Minnie Riperton’s album Perfect Angel and her entire discography to date, “Lovin’ You” is a Soul serenade that describes the songstress’ immense love for her child, actress, and… Read More 
Lovin' you is easy 'cause you're beautiful
Makin' love with you is all I wanna do
Lovin' you is more than just a dream come true
And everything that I do is out of lovin' you

La la la la la, la la la la la
La la la la la, la la la la la
Do do do do do, ooh

No one else can make me feel
The colors that you bring
Stay with me while we grow old
And we will live each day in springtime
'Cause lovin' you has made my life so beautiful
And every day of my life is filled with lovin' you
Lovin' you I see your soul come shinin' through
And every time that we, ooh, I'm more in love with you

La la la la la, la la la la la
La la la la la, la la la la la
Do do do do do, ooh

No one else can make me feel
The colors that you bring
Stay with me while we grow old
And we will live each day in springtime
'Cause lovin' you is easy cause you're beautiful
And every day of my life is filled with lovin' you
Lovin' you I see your soul come shinin' through
And every time that we, ooh, I'm more in love with you

La la la la la, la la la la la
La la la la la, la la la la la
Do do do do do, ooh
Lovin' you
La la la la la, la la la la la
Do do do do do
Dee do, dee do, dee do
Maya, Maya, Maya, Maya
Maya, Maya
La la la la la la la la
Dee do, dee do, dee do",
14,15,"""Kung Fu Fighting""",Carl Douglas,"53 ContributorsTranslationsDeutschSuomiKung Fu Fighting Lyrics“Kung Fu Fighting” was written by Carl Douglas and Biddu Appaiah (who also produced the song).
The song was originally meant to be the B-side to the track “I Want to Give You My Everything.”
Biddu… Read More 
Oh-ho-ho-ho
Oh-ho-ho-ho
Oh-ho-ho-ho
Oh-ho-ho-ho

Everybody was kung fu fighting
Those cats were fast as lightning
In fact, it was a little bit frightening
But they fought with expert timing

There were funky China men from funky Chinatown
They were chopping them up, they were chopping them down
It's an ancient Chinese art and everybody knew their part
From a feint into a slip and a kicking from the hip

Everybody was kung fu fighting, huh
Those cats were fast as lightning
In fact, it was a little bit frightening, hey, yeah
But they fought with expert timing

There was funky Billy Chin and little Sammy Chung
He said, ""Here comes the big boss, let's get it on""
We took a bow and made a stand, started swaying with the hand
A sudden motion made me skip, now we're into a brand new trip

Everybody was kung fu fighting (Huh)
Those cats were fast as lightning (Ha)
In fact, it was a little bit frightening (Huh)
But they did it with expert timing (Ha)

Oh yeah
(Oh-ho-ho-ho, ha)
(Oh-ho-ho-ho, ha)
(Oh-ho-ho-ho, ha)
(Oh-ho-ho-ho, ha)
Keep on, keep on, keep on, keep on
Sure enough

Everybody was kung fu fighting (Huh)
Those cats were fast as lightning (Ha)
In fact, it was a little bit frightening (Huh)
Make sure you have expert timing (Ha)

(Oh-ho-ho-ho) Kung fu fighting
(Oh-ho-ho-ho) Hands and feet fast as lightning
(Oh-ho-ho-ho) Huh, ha
(Oh-ho-ho-ho) Huh, ha
(Oh-ho-ho-ho) Huh, ha
Keep on, keep on, keep on
(Oh-ho-ho-ho) Huh, ha
Yeah, yeah
(Oh-ho-ho-ho) Huh, ha
Everybody was kung fu fighting
Hands and feet fast as lightning
(Oh-ho-ho-ho) Huh, ha
(Oh-ho-ho-ho)",
15,16,"""Black Water""",The Doobie Brothers,"26 ContributorsBlack Water LyricsHallmark of the mature style of the Doobies' original incarnation, blending their NorCal biker origins with Southern influences
The song is a tune to accompany Huckleberry Finn, Mark Twain’s masterpiece… Read More 
Well, I built me a raft and she's ready for floating
Old Mississippi, she's calling my name
Catfish are jumping, that paddle wheel thumping
Black water keeps rolling on past just the same

Old black water, keep on rolling
Mississippi moon, won't you keep on shining on me?
Old black water, keep on rolling
Mississippi moon, won't you keep on shining on me?
Old black water, keep on rolling
Mississippi moon, won't you keep on shining on me?
Yeah, keep on shining your light
Gonna make everything, pretty mama
Gonna make everything alright
And I ain't got no worries cause I ain't in no hurry at all

Well, if it rains, I don't care!
Don't make no difference to me
Just take that street car that's going up town
Yeah, I'd like to hear some funky Dixieland
And dance the honky tonk
And I'll be buying everybody drinks all round

Old black water, keep on rolling
Mississippi moon, won't you keep on shining on me?
Old black water, keep on rolling
Mississippi moon, won't you keep on shining on me?
Old black water, keep on rolling
Mississippi moon, won't you keep on shining on me?
Keep on shining your light
Gonna make everything, everything
Gonna make everything alright
And I ain't got no worries cause I ain't in no hurry at all

I'd like to hear some funky Dixieland
Pretty mama, come and take me by the hand
By the hand, hand, take me by the hand, pretty mama
Come and dance with your daddy all night long
I'd like to hear some funky Dixieland
Pretty mama, come and take me by the hand
By the hand, hand, take me by the hand, pretty mama
Come and dance with your daddy all night long
I'd like to hear some funky Dixieland
Pretty mama, come and take me by the hand
By the hand, hand, take me by the hand, pretty mama
Come and dance with your daddy all night long
I'd like to hear some funky Dixieland
Pretty mama, come and take me by the hand
By the hand, hand, take me by the hand, pretty mama
Come and dance with your daddy all night long
I'd like to hear some funky Dixieland
Pretty mama, come and take me by the hand
By the hand, hand, take me by the hand, pretty mama
Come and dance with your daddy all night long
I'd like to hear some funky Dixieland
Pretty mama, come and take me by the hand",
16,17,"""The Ballroom Blitz""",Sweet,"1 ContributorThe Ballroom Blitz (Sweet Cover) LyricsOh, it's been getting so hard
Living with the things you do to me, to me
My dreams are getting so strange
I'd like to tell you everything I see, i see
Oh, I see a man at the back
As a matter of fact, his eyes are as red as a sun
And a girl in the corner, let no one ignore her
'Cause she thinks she's the passionate one
Oh, yeah, it was like lightning
Everybody was frightening
And the music was soothing
And they all started grooving
Yeah, yeah, yeah, yeah, yeah, yеah
And the man at the back said, ""Everyonе attack""
And it turned into a ballroom blitz
And the girl in the corner said, ""Boy, I wanna warn ya""
""It'll turn into a ballroom blitz""
The ballroom blitz
The ballroom blitz
The ballroom blitz
The ballroom blitz

I'm reaching out for something
Touching nothing is all I ever do, i do
Oh, I softly call you over
When you appear there's nothing left of you, of you
Now the man in the back is ready to crack
As he raises his hands to the sky
And the girl in the corner is everyone's mourner
She could kill you with a wink of her eye
Oh, yeah, it was electric
So frantically hectic
And the band started leaving
'Cause they all stopped breathing
Yeah, yeah, yeah, yeah, yeah, yesh
And the man at the back said, ""Everyone attack""
And it turned into a ballroom blitz
And the girl in the corner said, ""Boy, I wanna warn ya""
""It'll turn into a ballroom blitz""
The ballroom blitz
The ballroom blitz
The ballroom blitz
The ballroom blitz

Oh, yeah, it was like lightning
Everybody was frightening
And the music was soothing
And they all started grooving
Yeah, yeah, yeah, yeah, yeah, yeah
And the man at the back said, ""Everyone attack""
And it turned into a ballroom blitz
And the girl in the corner said, ""Boy, I wanna warn ya""
""It'll turn into a ballroom blitz""
The ballroom blitz
The ballroom blitz
The ballroom blitz
The ballroom blitz
Ooh, it's, it's a ballroom blitz
It's, it's a ballroom blitz
It's, it's a ballroom blitz
Yeah, it's a ballroom blitz
It's, it's a ballroom blitz
It's, it's a ballroom blitz
It's, it's a ballroom blitz
Yeah, it's a ballroom blitz",
17,18,"""(Hey Won't You Play) Another Somebody Done Somebody Wrong Song""",B.J. Thomas,"8 Contributors(Hey Won’t You Play) Another Somebody Done Somebody Wrong Song Lyrics(Hey Won’t You Play) Another Somebody Done Somebody Wrong Song was featured on B. J. Thomas’s third album Reunion.
The song topped the Billboard Hot 100, Hot Country Singles and Adult Contemporary charts in… Read More It's lonely out tonight
And the feeling just got right
For a brand new love song
Somebody done somebody wrong song
Hey, won't you play another
Somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby
So play, play for me a sad melody
So sad that it makes everybody cry
A real hurting song
About a love that's gone wrong
Cause I don't want to cry all alone
Hey, won't you play another
Somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby
So play, play for me a sad melody
So sad that it makes everybody cry
A real hurting song
About a love that's gone wrong
Cause I don't want to cry all alone

Hey, won't you play another
Somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby
(Hey, won't you play)
Won't you play
Another somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby
(Hey, won't you play)
Won't you play
Another somebody done somebody wrong song
And make me feel at home
While I miss my baby, while I miss my baby",
18,19,"""He Don't Love You (Like I Love You)""",Tony Orlando and Dawn,"6 ContributorsHe Don’t Love You (Like I Love You) LyricsHe Don’t Love You (Like I Love You) is the title song from Tony Orlando & Dawn’s 1975 album.
The song’s original title was “He Will Break Your Heart” and it was recorded by Jerry Butler which peaked at #6 on… Read More He don't love you, like I love you
If he did, he wouldn't break your heart
He don't love you, like I love you
He's try-ing to tear us apart
Fare thee well
I know you're leaving
(I know you're leaving)
For the new love that you've found
The handsome guy that you've been dating, whoa
I got a feeling he's gonna put you down 'cause
He don't love you, like I love you
If he did, he wouldn't break your heart
He don't love you, like I love you
He's try-in' to tear us apart
He uses all the great quotations
Says the things I wish I could say
Whoa, but he's has so many rehearsals
Girl, to him it's just another play but wait
When the final act is over
And you're left standing all alone
When he takes his bow and makes his exit
Girl, I'll be there to take you home

He don't love you
(And he never will)
Like I love you
If he did, he wouldn't break your heart
Oh, he don't love you, girl, like I love you
He's try-ing to tear us apart
Whoa, he don't love you",
19,20,"""At Seventeen""",Janis Ian,"23 ContributorsAt Seventeen LyricsA must-listen for unpopular teens and ugly ducklings, “At Seventeen” was a #3 hit in 1975 about not having social or romantic success in high school (and rubbing later success in the faces of everyone you… Read More 
I learned the truth at seventeen
That love was meant for beauty queens
And high school girls with clear-skinned smiles
Who married young and then retired
The valentines I never knew
The Friday night charades of youth
Were spent on one more beautiful
At seventeen I learned the truth

And those of us with ravaged faces
Lacking in the social graces
Desperately remained at home
Inventing lovers on the phone
Who called to say, ""Come dance with me""
And murmured vague obscenities
It isn't all it seems
At seventeen

A brown-eyed girl in hand-me-downs
Whose name I never could pronounce
Said, ""Pity, please, the ones who serve
They only get what they deserve""
And the rich-relationed hometown queen
Marries into what she needs
With a guarantee of company
And haven for the elderly

Remember those who win the game
Lose the love they sought to gain
In debentures of quality
And dubious integrity
Their small town eyes will gape at you
In dull surprise when payment due
Exceeds accounts received
At seventeen


To those of us who knew the pain
Of valentines that never came
And those whose names were never called
When choosing sides for basketball
It was long ago and far away
The world was younger than today
When dreams were all they gave for free
To ugly duckling girls like me

We all play the game and when we dare
To cheat ourselves at solitaire
Inventing lovers on the phone
Repenting other lives unknown
They call and say, ""Come dance with me""
And murmur vague obscenities
At ugly girls like me
At seventeen",
20,21,"""Pick Up the Pieces""",Average White Band,"16 ContributorsPick Up the Pieces Lyrics

Pick up the pieces, uh-huh
Pick up the pieces, alright
Pick up the pieces, uh-huh
Pick up the pieces, woo!

Woo!

Ahhh!
Pick up the pieces
Pick up the pieces
Pick up the pieces
Woo!
Pick up the pieces
Wow!",
21,22,"""The Hustle""",Van McCoy & the Soul City Symphony,"17 ContributorsThe Hustle LyricsThe Hustle was written by Van McCoy when he was in New York City to make an album.
He was inspired to write the song after his music partner Charles Kipp watched people do a dance called the Hustle at the… Read More Do it!
Do it!
Do it!
Do the Hustle!
Do the Hustle!
Do the Hustle!
Do the Hustle!
Do the Hustle!
Do it!
Do the Hustle!
Do the Hustle!
Do the Hustle!
Do the Hustle!
Do the Hustle!
Do the Hustle!",
22,23,"""Lady Marmalade""",Labelle,"42 ContributorsLady Marmalade LyricsLady Marmalade is a song by American girl group Labelle, written about a prostitute from New Orleans, Louisiana. The song’s inspiration was from Bob Crewe’s observations of New Orleans. It was originally… Read More 
Hey sister, go sister
Soul sister, go sister
Hey sister, go sister
Soul sister, go sister

He met Marmalade down in old New Orleans
Strutting her stuff on the street
She said, ""Hello, hey Joe
You wanna give it a go?"" hmm hmm

Gitchi gitchi ya ya da da
Gitchi gitchi ya ya here
Mocha chocolata, ya ya
Creole Lady Marmalade

Voulez-vous coucher avec moi ce soir ?
Voulez-vous coucher avec moi ?

He stayed in her boudoir (Hey sister, go sister)
While she freshened up (Soul sister, go sister)
That boy drank all that magnolia wine
(Hey sister, go sister, soul sister, go sister)
On her black satin sheets
Where he started to freak

Gitchi gitchi ya ya da da
Gitchi gitchi ya ya here
Mocha chocolata, ya ya
Creole Lady Marmalade

Voulez-vous coucher avec moi ce soir ?
Voulez-vous coucher avec moi ?


Hey, hey, hey
Touching her skin, feeling silky smooth (Ah!)
Color of cafe au lait
Made the savage beast inside
Roar until it cried
""More, more, more!""
Now he's at home doing nine to five
Living his grey flannel life
But when he turns off to sleep
Old memories creep
More, more, more!

Gitchi gitchi ya ya da da da
Gitchi gitchi ya ya here
Mocha chocolata, ya ya
Creole Lady Marmalade

Voulez-vous coucher avec moi ce soir ?
Voulez-vous coucher avec moi ?
Voulez-vous couchez avec moi ce soir ?
Creole Lady Marmalade
Voulez-vous coucher avec moi ce soir ?
Voulez-vous coucher avec moi ?
Voulez-vous couchez avec moi ce soir ?
Voulez-vous coucher avec moi ?
Voulez-vous coucher avec moi ce soir ?
Voulez-vous coucher avec moi ?
Voulez-vous coucher avec moi ce soir ?
Voulez-vous coucher avec moi ?

Gitchi gitchi ya ya da da
Gitchi gitchi ya ya here
Mocha chocolata, ya ya
Gitchi gitchi ya ya here (Ya ya ya ya)
Gitchi gitchi ya ya here",
23,24,"""Why Can't We Be Friends?""",War,"38 ContributorsWhy Can’t We Be Friends? Lyrics“Why Can’t We Be Friends?” is a song by the funk band War, from their June 1975 studio album of the same name. The song is unique, as various members of the band exchange vocal duties from verse to verse;… Read More 
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh
La, la, la, la, la, laa
La, la, la, la, la, la

Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?

I've seen you 'round for a long long time
I remembered you when you drank my wine

Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?

I've seen you walking down in Chinatown
I called you, but you could not look around

Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?

I paid my money to the welfare line
I see you standing in it every time

Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?

The color of your skin don't matter to me (Ow!)
As long as we can live in harmony

Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?

I'd kind of like to be the President (Oh yeah!)
So I can show you how your money's spent, hoo!

Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?

Sometimes, I don't speak right
But yet, I know what I'm talking about

Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?

I know you're working for the CIA
They wouldn't have you in the Mafi-A

Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?
Why can't we be friends?",
24,25,"""Love Won't Let Me Wait""",Major Harris,"10 ContributorsLove Won’t Let Me Wait Lyrics
The time is right
You hold me tight
And love's got me high
Please tell me, yes (Yes)
And don't say no, honey
Not tonight
I need to have you
Next to me
In more ways than one
And I refuse to leave
Till I see the morning sun
Creep through your window pane
'Cause love won't let me wait
Not one more minute, baby

The time is right
Turned down the lights
And take my hand
We will take a flight
And spend the night
In a wonderland
Now, move a little
Close to me
You owe it to yourself
And I will selfishly
Take a little for myself
And it's because of you
That love won't let me wait
No, listen girl

I need your love so desperately
And only you can set me free
When I make love to you
We will explode in ecstasy
And I won't take the blame
That love won't let me wait

No
Love won't let me wait
My temperature's rising (Love won't let me wait)
'Cause you're so tantalizing
Oh, listen, girl
Love won't let me wait
I'm guaranteed to inspire
Just let me take you higher (Love won't let me wait)
Oh, baby
And love won't let- (Love won't let me wait)
It won't let me wait, no, girl
Ain't it sweet? (Love won't let me wait)
Oh, baby, every time we meet
Oh, yeah
And love won't let- (Love won't let me wait)
It won't let me wait
No, no
Love won't let me wait
Love won't let- (Love won't let me wait)
It won't let me wait, listen, sugar
No, baby
Love won't let- (Love won't let me wait)
It won't let me wait, no, baby
No, no
Can't you feel the fire? (Love won't let me wait)
Of your love, I'm never tired
No, baby
'Cause love won't let me wait
My temperature's rising
'Cause you're so tantalizing",
25,26,"""Boogie On Reggae Woman""",Stevie Wonder,"17 ContributorsBoogie On Reggae Woman Lyrics“Boogie On Reggae Woman” was a single from Stevie Wonder’s album Fulfillingness' First Finale.
The song peaked at #3 on the Billboard Hot 100 and topped Billboard’s R&B Singles chart for two weeks between… Read More 
I like to see you boogie
Right across the floor
I like to do it to you
'Til you holler for more
I like to reggae
But you dance too fast for me
I'd like to make love to you
So you can make me scream

So boogie on reggae woman
What is wrong with me?
Boogie on reggae woman
Baby, can't you see?

I'd like to see both of us
Fall deeply in love
I'd like to see you na—
Under the stars above, yes I would
I'd like to see both of us
Fall deeply in love, yeah
I'd like to see you in the raw
Under the stars above

So boogie on reggae woman
What is wrong with you?
Boogie on reggae woman
What you tryin' to do?

Can I play?
Can I play?
Ow!

Boogie on reggae woman
What is wrong with you?
Boogie on reggae woman
What you tryin' to do? Yeah
Boogie on reggae woman
Let me do it to you
Boogie on reggae woman
What you tryin' to do?",
26,27,"""Wasted Days and Wasted Nights""",Freddy Fender,"10 ContributorsWasted Days and Wasted Nights LyricsWritten in 1959 but not released until 1974,  the song almost didn’t  make it to the airwaves because of Fender’s trouble with the law in Texas.  The cause of all the trouble?   Marijuana possession.  Talk… Read More 
Wasted days and wasted nights
I have left for you behind
For you don't belong to me
Your heart belongs to someone else

Why should I keep loving you?
When I know that you're not true
And why should I call your name
When you're the blame for making me blue

Don't you remember the day
That you went away and left me
I was so lonely, prayed for you only
My love

Why should I keep loving you?
When I know that you're not true
And why should I call your name
When you're the blame for making me blue

Oooh, oooh. ooh
(Music)

Don't you remember the day
That you went away and left me
I was so lonely, cried for you only
My love

Why should I keep loving you?
When I know that you're not true
And why should I call your name
When you're the blame for making me blue",
27,28,"""Angie Baby""",Helen Reddy,"13 ContributorsAngie Baby LyricsAustralian singer Helen Reddy’s chart topping (December 1974) hit from the album “Free and Easy”.
Written by Alan O'Day, who took three months to write the song, according to him originally based on the… Read More 

You live your life in the songs you hear
On the rock 'n' roll radio
And when a young girl doesn't have any friends
That's a really nice place to go
Folks hoping you'd turn out cool
But they had to take you outta school
You're a little touched, you know, Angie, baby

Lovers appear in your room each night
And they whirl you 'cross the floor (Angie)
But they always seem to fade away
When your daddy taps on your door
""Angie girl, are you all right?
Tell the radio goodnight""
All alone once more, Angie, baby

Angie, baby, you're a special lady
Living in a world of make-believe
Well, maybe

Stopping at her house is a neighbor boy
With evil on his mind
'Cause he's been peekin' in Angie's room
At night through her window blind
""I see your folks have gone away
Would you dance with me today?
I'll show you how to have a good time, Angie, baby""
(Angie, baby, Angie, baby)

When he walks in her room
He feels confused like he walked into a play
And the music's so loud, it spins him around
'Til his soul has lost its way
And as she turns the volume down
He's getting smaller with the sound
It seems to pull him off the ground
Toward the radio he's bound, never to be found


The headlines read that a boy disappeared
And everyone thinks he died
'Cept a crazy girl with a secret lover
Who keeps her satisfied
It's so nice to be insane
No one asks you to explain
Radio by your side, Angie, baby

Angie, baby, you're a special lady
Living in a world of make-believe
Well, maybe

Well, maybe (Angie, baby, Angie, baby)
Well, maybe (Angie, baby, Angie, baby)
(Angie, baby, Angie, baby)
(Angie, baby, Angie, baby)...",
28,29,"""Fight the Power""",The Isley Brothers,"1 ContributorFight the Power (Live) Lyrics
Time is truly wasting
There's no guarantee, no, no
Smile is in the making
We got to fight the powers that be
We gotta fight
Got so many voices, saying all the same, yeah
Killing up all around me, faces full of pain

I tried to play my music, they say my music's too loud
I tried talking about it, got the big runaround
And when I rolled with the punches I got knocked on the ground
With all this bullshit going down, hey

Time is truly wasting,  there's no guarantee, no
Smile is in the making, we got to fight the powers that be
I don't understand it, people wanna say yeah
Those that got the answers, red tape in the way
I could tend to it easy, let's just have some fun, no, no
Seeking my satisfaction, keeps me on the run

I tried to play my music, say my music's too loud
I tried talking about it, I got the big runaround
And when I rolled with the punches I got knocked on the ground
With all this bullshit going down, oooh

Time is truly wasting, there's no guarantee, no
Smile is in the making, we got to fight the powers that be
Fight it baby, yeah, woo, hey, even you and I can fight the power
Fight it, fight the power
Stand up and
Come on and fight
Fight it",
29,30,"""Jackie Blue""",Ozark Mountain Daredevils,"11 ContributorsJackie Blue LyricsThe OMD’s signature hit in 1975, originaly about a mysterious drug dealer and altered per the record label’s request to a more timid “about a girl” song.
Ooh-hoo, Jackie blue
Lives her life from inside of a room
Hides that smile when she's wearin' a frown
Ooh Jackie, you're not so down

You like your life in a free-form style
You'll take an inch but you'd love a mile
There never seems to be quite enough
Floating around to fill your lovin' cup

Ooh-hoo, Jackie blue
What's a game, girl, if you never lose
Ask a winner and you'll prob'bly find
Ooh Jackie, they've lost at sometime

Don't try to tell me that you're not aware
Of what you're doing and that you don't care
You say it's easy, just a nat'ral thing
Like playing music but you never sing

Ooh-hoo, Jackie blue
Making wishes that never come true
Going places that you've never been
Ooh Jackie, you're going again

{guitar solo}

Ooh-hoo, Jackie blue
Lives a dream that can never come true
Making love is like siftin' through sand
Ooh Jackie, it slips through your hand

Every day, in your indigo eyes
I watch the sun set but I don't see it rise
Moonlight and stars in your strawberry wine
You'd take the world but you won't take the time

Ooh-hoo, Jackie blue
Lives her life from inside of a room
Makes you think that her life is a drag
Ooh Jackie, what fun you have had
Ooh Jackie, ooh Jackie
Ooh Jackie, ooh Jackie, ooh Jackie
Hey, hey, hey, hey

{guitar solo}",
